event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2017-11-27---2018-01-01_cluster_None,2017,2017-11-27,2018-01-01,28,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-11-27---2018-01-01_duration_28_days_cluster_371_A0_000561_A_000714_lat_05297_lon_02490_size_0166.tif,0,,0,0
2017-12-04---2018-01-01_cluster_None,2017,2017-12-04,2018-01-01,28,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_326_A0_000043_A_000050_lat_04536_lon_02995_size_0182.tif,126,Abaucourt; Aboncourt-sur-Seille; Aingeville; Aire; Airel; Ancemont; Angirey; Appeville; Athis; Aulnois-sur-Seille; Auvers; Bannoncourt; Bettange; Beuvron-en-Auge; Bey-sur-Seille; Bistroff; Blacy; Bouquemont; Boutteville; Breuvannes-en-Bassigny; Bricqueville; Brixey-aux-Chanoines; Brécy-Brières; Brétigny; Carentan-les-Marais; Cendrey; Chalaines; Champneuville; Charny-sur-Meuse; Cherville; Chouilly; Colombières; Commercy; Concevreux; Conflandey; Cormicy; Courcelles-Chaussy; Créances; Dieue-sur-Meuse; Doncourt-sur-Meuse; Duzey; Fleurey-lès-Faverney; Frémery; Giraumont; Graignes-Mesnil-Angot; Grostenquin; Hagécourt; Han-sur-Nied; Hazembourg; Hinsingen; Holling; Hotot-en-Auge; Insming; Janville; Jâlons; La Ferté-sur-Chiers; La Neuville-à-Maire; Lavans-Quingey; Le Chemin; Les Monthairons; Les Petites-Armoises; Liesville-sur-Douve; Lion-devant-Dun; Légéville-et-Bonfays; Létricourt; Maizeroy; Maizey; Mandeville-en-Bessin; Margut; Marre; Matougues; Maxey-sur-Vaise; Miniac-Morvan; Mont-devant-Sassey; Morelmaison; Morville-sur-Seille; Méautis; Pagney; Picauville; Pommérieux; Pont-Hébert; Port-sur-Seille; Puxe; Quincy-Landzécourt; Raids; Remilly Les Marais; Remilly-Aillicourt; Reviers; Rigny-la-Salle; Roupeldange; Rouvrois-sur-Meuse; Saint-André-de-Bohon; Saint-Fromond; Saint-Gibrien; Saint-Jean-de-Daye; Saint-Martin-aux-Champs; Saint-Martin-d'Aubigny; Saint-Étienne-la-Thillaye; Sassey-sur-Meuse; Sepvigny; Servais; Servon-Melzicourt; Seveux-Motey; Soing-Cubry-Charentenay; Songy; Taizy; Terre-et-Marais; Thervay; Tribehou; Trévières; Tétaigne; Vandy; Varenguebec; Vaux-lès-Mouron; Vaux-lès-Mouzon; Vellexon-Queutrey-et-Vaudey; Verny; Verrières; Vieux-lès-Asfeld; Vigneul-sous-Montmédy; Villers-devant-Mouzon; Vitreux; Vitry-la-Ville; Void-Vacon; Woimbey; Éblange,25470,6106
2017-12-25---2018-01-01_cluster_None,2017,2017-12-25,2018-01-01,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-12-25---2018-01-01_duration_7_days_cluster_339_A0_000011_A_000012_lat_04526_lon_00878_size_0016.tif,0,,69,249
2018-01-01---2018-01-29_cluster_None,2018,2018-01-01,2018-01-29,28,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117.tif,368,Abaucourt; Aboncourt-sur-Seille; Aingeville; Aire; Airel; Amance; Ambly-Fleury; Ambly-sur-Meuse; Amigny-Rouy; Ancemont; Ancier; Andelain; Angirey; Appeville; Apremont; Argenteuil-sur-Armançon; Athis; Aulnay-sur-Marne; Aulnois-sur-Seille; Auvers; Auxonne; Avranches; Ay-sur-Moselle; Baldenheim; Balléville; Bannoncourt; Barby; Baudrecourt; Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur; Beauvoir; Belleray; Belleville-sur-Meuse; Bessy; Bettange; Beveuge; Bey-sur-Seille; Biermes; Billiers; Bislée; Bistroff; Blacy; Blignicourt; Boissei-la-Lande; Bonnay; Bouquemont; Boutteville; Breuvannes-en-Bassigny; Bricqueville; Brieulles-sur-Meuse; Brives-sur-Charente; Brixey-aux-Chanoines; Brécy-Brières; Brétigny; Bucey-lès-Traves; Buré; Bussac-sur-Charente; Bénaménil; Carentan-les-Marais; Cendrecourt; Cendrey; Chalaines; Chamblanc; Champneuville; Chanteheux; Chantes; Charette-Varennes; Charmes; Charny-sur-Meuse; Chassey-lès-Scey; Chatonrupt-Sommermont; Chauvoncourt; Chemilly; Cherville; Chevigney-sur-l'Ognon; Chouilly; Cléry; Cléry-le-Petit; Cléville; Coin-sur-Seille; Colombiers; Colombières; Commercy; Concevreux; Conflandey; Cormicy; Courcelles-Chaussy; Courchapon; Courcoury; Cronat; Créances; Cussangy; Cussey-sur-l'Ognon; Cuvry; Danizy; Dannevoux; Davrey; Deuillet; Dieue-sur-Meuse; Dom-le-Mesnil; Dommartin-lès-Toul; Doncourt-sur-Meuse; Donville-les-Bains; Drouilly; Dun-sur-Meuse; Duzey; Ebersmunster; Elsenheim; Ennery; Falletans; Feillens; Fignévelle; Flagey-Rigney; Flammerans; Fleurey-lès-Faverney; Fontaine; Fontcouverte; Fouchécourt; Fours; Foussemagne; Frebécourt; Fretterans; Frontenard; Frémery; Fréménil; Fulvy; Germondans; Gevigney-et-Mercey; Gigny-sur-Saône; Giraumont; Givry; Glaire; Glanon; Graignes-Mesnil-Angot; Grancey-sur-Ource; Gray; Gray-la-Ville; Hagécourt; Hampigny; Hampont; Harskirchen; Hazembourg; Heidolsheim; Hilsenheim; Hinsingen; Holling; Hotot-en-Auge; Houéville; Insming; Jallerange; Janville; Jouvençon; Junay; Jâlons; Kœnigsmacker; L'Abergement-de-Cuisery; La Bretenière; La Ferté-sur-Chiers; La Gripperie-Saint-Symphorien; La Meauffe; La Neuville-à-Maire; Lacrost; Lamarche-sur-Saône; Lamouilly; Lapenty; Laperrière-sur-Saône; Lavans-Quingey; Le Chemin; Le Croisic; Lechâtelet; Lemud; Les Gonds; Les Magny; Les Monthairons; Les Peintures; Les Petites-Armoises; Lesches; Lesse; Liesville-sur-Douve; Liny-devant-Dun; Lion-devant-Dun; Loisy-sur-Marne; Longepierre; Lucy-sur-Yonne; Luzy-Saint-Martin; Létricourt; Maizeroy; Maizey; Maizy; Malling; Mandeville-en-Bessin; Manhoué; Manicamp; Manziat; Mardeuil; Margut; Marre; Matougues; Maxey-sur-Meuse; Maxey-sur-Vaise; Merpins; Miniac-Morvan; Mogneneins; Moncel-sur-Seille; Moncel-sur-Vair; Mont-devant-Sassey; Mont-lès-Seurre; Montaron; Montblainville; Montceaux-lès-Vaudes; Montlebon; Morelmaison; Morville-sur-Seille; Mosnes; Moulins-le-Carbonnel; Mutigney; Muttersholtz; Mutzenhouse; Méautis; Médavy; Méry-Bissières-en-Auge; Navilly; Ogéviller; Ohnenheim; Oiry; Ollans; Orist; Ormes; Ouge; Ougney; Our; Pagney; Pagny-le-Château; Parfondrupt; Pennedepie; Perrigny-sur-l'Ognon; Petit-Tenquin; Pierremont-sur-Amance; Pommérieux; Pont-Arcy; Pont-Hébert; Pont-sur-Seine; Pontoise-lès-Noyon; Pontoux; Port-sur-Seille; Pouan-les-Vallées; Pouilly-sur-Meuse; Pringy; Prévocourt; Purgerot; Puxe; Queyrac; Quincy-Landzécourt; Rances; Rancy; Ranzevelle; Raville-sur-Sânon; Regnéville-sur-Meuse; Remilly Les Marais; Remilly-Aillicourt; Remiremont; Reviers; Reyssouze; Rigney; Rigny-la-Salle; Rilly-sur-Aisne; Rosières-aux-Salines; Rosières-sur-Mance; Rossfeld; Rouffiac; Roupeldange; Rouvrois-sur-Meuse; Saint-Aignan; Saint-André-de-Bohon; Saint-André-sur-Orne; Saint-Baraing; Saint-Broing; Saint-Estèphe; Saint-Fromond; Saint-Georges-Armont; Saint-Germain-sur-Meuse; Saint-Gervais-en-Vallière; Saint-Gibrien; Saint-Gondon; Saint-Jean-de-Daye; Saint-Martin-aux-Champs; Saint-Maurice-Colombier; Saint-Molf; Saint-Médard-de-Mussidan; Saint-Seine-en-Bâche; Saint-Seine-sur-Vingeanne; Saint-Sever-de-Saintonge; Saint-Sulpice; Saint-Symphorien-sur-Saône; Saint-Thomas-en-Argonne; Saint-Vaize; Saint-Étienne-la-Thillaye; Salignac-sur-Charente; Sandillon; Sanry-sur-Nied; Sassey-sur-Meuse; Saunières; Sens-sur-Seille; Sepvigny; Sermoise; Servais; Servon-Melzicourt; Seuil; Seurre; Seveux-Motey; Sinceny; Soing-Cubry-Charentenay; Songy; Sourzac; Taillancourt; Taizy; Tamnay-en-Bazois; Tanavelle; Tannay-le-Mont-Dieu; Tercis-les-Bains; Terre-et-Marais; Thaix; Thervay; Thubœuf; Tilly-sur-Meuse; Torchamp; Tournus; Traves; Tribehou; Troyon; Trugny; Trévières; Tétaigne; Ugny-sur-Meuse; Vadonville; Vallentigny; Vandy; Varenguebec; Varennes-le-Grand; Varesnes; Vauchoux; Vaux-lès-Mouron; Vaux-lès-Mouzon; Vecqueville; Velet; Vellexon-Queutrey-et-Vaudey; Venizel; Verneuil; Verneuil-sur-Indre; Verny; Verrières; Vienne-la-Ville; Vieux-lès-Asfeld; Vigneul-sous-Montmédy; Villers-devant-Mouzon; Villers-la-Ville; Villers-sur-Bar; Vitreux; Vitrey-sur-Mance; Vitry-la-Ville; Vix; Void-Vacon; Wadelincourt; Waltenheim-sur-Zorn; Woimbey; Éblange; Éhuns; Étrelles-sur-Aube; Étrépilly,51709,16726
2018-01-01---2018-02-12_cluster_None,2018,2018-01-01,2018-02-12,28,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,0,,0,1364
2018-01-01---2018-03-05_cluster_None,2018,2018-01-01,2018-03-05,63,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,0,,234,8858
2018-01-15---2018-02-05_cluster_None,2018,2018-01-15,2018-02-05,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,425,Aboncourt-sur-Seille; Aingeville; Aire; Airel; Amance; Ambly-Fleury; Ambly-sur-Meuse; Amigny-Rouy; Ancemont; Ancier; Angirey; Appeville; Apremont; Argenteuil-sur-Armançon; Armeau; Athis; Aubergenville; Aulnay-sur-Marne; Aulnois-sur-Seille; Auvers; Auxonne; Baldenheim; Balléville; Bannoncourt; Bantanges; Beaufort-Orbagna; Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur; Beauvernois; Belleray; Belleville-sur-Meuse; Bessy; Beveuge; Bey-sur-Seille; Bislée; Blacy; Blaignan-Prignac; Blanzy-la-Salonnaise; Blignicourt; Blussans; Bois-le-Roi; Boissei-la-Lande; Bonnay; Bouafles; Bouquemont; Boursault; Boutteville; Breuvannes-en-Bassigny; Bricqueville; Brienne; Brieulles-sur-Meuse; Brives-sur-Charente; Brixey-aux-Chanoines; Brotte-lès-Luxeuil; Brères; Brécy-Brières; Brétigny; Bucey-lès-Traves; Buchères; Bussac-sur-Charente; Bénaménil; Carentan-les-Marais; Cendrecourt; Cendrey; Chailly-en-Brie; Chalaines; Chamblanc; Champdolent; Champneuville; Chanteheux; Chantes; Charette-Varennes; Charny-sur-Meuse; Chassey-lès-Scey; Chatonrupt-Sommermont; Chaucenne; Chaumont; Chauvoncourt; Chavéria; Chemilly; Cheny; Cherville; Chevigney-sur-l'Ognon; Chouilly; Châteaubernard; Châteauneuf-sur-Charente; Châtenoy-en-Bresse; Chézy-sur-Marne; Chêne-Sec; Citry; Cléry; Cléry-le-Petit; Cléville; Coin-sur-Seille; Colombiers; Colombine; Colombières; Commercy; Concevreux; Condé-Sainte-Libiaire; Conflandey; Coolus; Cormicy; Courchapon; Courcoury; Courthiézy; Courtois-sur-Yonne; Cronat; Cussangy; Cussey-sur-l'Ognon; Cuy; Danizy; Dannevoux; Davrey; Deuillet; Dieue-sur-Meuse; Dom-le-Mesnil; Domsure; Doncourt-sur-Meuse; Donges; Dormans; Drouilly; Dun-sur-Meuse; Duzey; Ebersmunster; Esbly; Fagnières; Falletans; Feillens; Fignévelle; Flagey-Rigney; Flammerans; Fleurey-lès-Faverney; Fontaine; Fontcouverte; Fouchécourt; Foussemagne; Fraisans; Frebécourt; Fretterans; Frontenard; Frémery; Fréménil; Fublaines; Fulvy; Gaillon; Germigny-l'Évêque; Germondans; Gevigney-et-Mercey; Gigny-sur-Saône; Giraumont; Givry; Glaire; Glanon; Graignes-Mesnil-Angot; Gray; Gray-la-Ville; Gy; Hagécourt; Hampigny; Hazembourg; Hilsenheim; Hinsingen; Hotot-en-Auge; Houéville; Hœrdt; Illhaeusern; Insming; Jablines; Jallerange; Janville; Jouvençon; Junay; Juzanvigny; Jâlons; Kertzfeld; L'Abergement-de-Cuisery; La Bretenière; La Chapelle-Heulin; La Chapelle-Naude; La Chapelle-de-Bragny; La Ferté-sur-Chiers; La Gripperie-Saint-Symphorien; La Jard; La Neuville-à-Maire; La Truchère; Lacrost; Lamarche-sur-Saône; Lapenty; Laperrière-sur-Saône; Lavans-Quingey; Le Chemin; Le Planois; Lechâtelet; Les Gonds; Les Magny; Les Monthairons; Les Peintures; Les Petites-Armoises; Lesches; Lesparre-Médoc; Lesse; Lichères-sur-Yonne; Liesville-sur-Douve; Liny-devant-Dun; Lion-devant-Dun; Loisy-sur-Marne; Longepierre; Losne; Luzy-Saint-Martin; Léry; Machecoul-Saint-Même; Maizey; Maizy; Mandeville-en-Bessin; Manicamp; Manziat; Mardeuil; Mareuil-le-Port; Margut; Marre; Matougues; Maxey-sur-Meuse; Maxey-sur-Vaise; Merpins; Miniac-Morvan; Mogneneins; Moisson; Moncley; Mont-devant-Sassey; Mont-lès-Seurre; Montaron; Montblainville; Montceaux-lès-Vaudes; Montcony; Montiéramey; Morelmaison; Morville-sur-Seille; Mosnes; Mutigney; Muttersholtz; Mutzenhouse; Méautis; Mérey-Vieilley; Méry-Bissières-en-Auge; Mézy-Moulins; Navilly; Nevy-lès-Dole; Nogent-l'Artaud; Notre-Dame-de-la-Mer; Oiry; Ollans; Ormes; Ouge; Ougney; Ounans; Our; Ozan; Pagney; Pagny-le-Château; Passy; Pennedepie; Perrigny-sur-l'Ognon; Peuvillers; Pierremont-sur-Amance; Pommérieux; Pont-Arcy; Pont-Hébert; Pont-sur-Seine; Pont-sur-Yonne; Pontoise-lès-Noyon; Pontoux; Port-Saint-Père; Pouan-les-Vallées; Pouilly-sur-Meuse; Pringy; Prix-lès-Mézières; Prévocourt; Purgerot; Quincieux; Rances; Rancy; Rans; Ranzevelle; Raville-sur-Sânon; Regnéville-sur-Meuse; Remilly Les Marais; Remilly-Aillicourt; Reviers; Revigny-sur-Ornain; Reyssouze; Rhèges; Rigney; Rigny-la-Salle; Rilly-sur-Aisne; Roset-Fluans; Rosières-aux-Salines; Rosières-sur-Mance; Rouffiac; Rouvrois-sur-Meuse; Rupt; Saint-André-de-Bohon; Saint-André-sur-Orne; Saint-Baraing; Saint-Brice; Saint-Broing; Saint-Cyr; Saint-Denis-lès-Sens; Saint-Estèphe; Saint-Fromond; Saint-Georges-Armont; Saint-Gervais-en-Vallière; Saint-Gibrien; Saint-Hilaire-sous-Romilly; Saint-Jean-de-Daye; Saint-Jean-les-Deux-Jumeaux; Saint-Just-Sauvage; Saint-Marcel; Saint-Mars-de-Coutais; Saint-Martin-aux-Champs; Saint-Maurice-Colombier; Saint-Molf; Saint-Nizier-le-Bouchoux; Saint-Philbert-de-Grand-Lieu; Saint-Pierre-es-Champs; Saint-Sauveur; Saint-Seine-en-Bâche; Saint-Seine-sur-Vingeanne; Saint-Senier-sous-Avranches; Saint-Sever-de-Saintonge; Saint-Sulpice; Saint-Symphorien-sur-Saône; Saint-Thibault; Saint-Thomas-en-Argonne; Saint-Vaize; Saint-Étienne-la-Thillaye; Salignac-sur-Charente; Sandillon; Sarry; Sartrouville; Sassey-sur-Meuse; Saujon; Saunières; Saâcy-sur-Marne; Sens-sur-Seille; Sepvigny; Sermesse; Servais; Servon-Melzicourt; Seuil; Seurre; Seveux-Motey; Sevrey; Sinceny; Sogny-aux-Moulins; Soing-Cubry-Charentenay; Songy; Sornay; Taillancourt; Taizy; Tamnay-en-Bazois; Tassenières; Thaix; Thervay; Thizay; Thoissey; Tilly-sur-Meuse; Tournus; Traves; Tribehou; Trilport; Troissy; Troyon; Trugny; Tétaigne; Vadonville; Vallentigny; Vandy; Varenguebec; Varennes-le-Grand; Varesnes; Vauchoux; Vaux-lès-Mouron; Vaux-lès-Mouzon; Vecqueville; Velet; Vellexon-Queutrey-et-Vaudey; Venizel; Verneuil-sur-Indre; Verrières; Vertheuil; Vienne-la-Ville; Vieux-lès-Asfeld; Villemanoche; Villeneuve-la-Guyard; Villers-Farlay; Villers-devant-Mouzon; Villers-la-Ville; Villers-sur-Bar; Villette-sur-Aube; Villiers-sur-Seine; Vitreux; Vitrey-sur-Mance; Vitry-la-Ville; Vix; Void-Vacon; Voissay; Vraincourt; Véron; Wadelincourt; Waltenheim-sur-Zorn; Westhouse; Woimbey; Écleux; Écury-sur-Coole; Éhuns; Émagny; Épineau-les-Voves; Épône; Éragny-sur-Epte; Étaules; Étrelles-sur-Aube; Étrepigney; Étrépilly; Œuilly,34169,577
2018-01-22---2018-03-05_cluster_None,2018,2018-01-22,2018-03-05,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,0,,1235,2498
2018-01-29---2018-03-12_cluster_None,2018,2018-01-29,2018-03-12,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-01-29---2018-03-12_duration_42_days_cluster_360_A0_006245_A_008083_lat_04638_lon_02003_size_0089.tif,0,,0,0
2018-02-05---2018-02-12_cluster_None,2018,2018-02-05,2018-02-12,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-02-05---2018-02-12_duration_7_days_cluster_019_A0_000003_A_000005_lat_06481_lon_-1594_size_0038.tif,0,,0,0
2018-02-05---2018-03-12_cluster_None,2018,2018-02-05,2018-03-12,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-02-05---2018-03-12_duration_35_days_cluster_362_A0_000772_A_001006_lat_04696_lon_00126_size_0284.tif,148,Aire; Amigny-Rouy; Ancemont; Ancier; Appeville; Argenteuil-sur-Armançon; Athis; Aulnay-sur-Marne; Auvers; Belleray; Bessy; Beuzeville-la-Bastille; Blacy; Bouquemont; Boutteville; Brieulles-sur-Meuse; Brives-sur-Charente; Brixey-aux-Chanoines; Brécy-Brières; Brétigny; Bussac-sur-Charente; Candresse; Carentan-les-Marais; Champdolent; Champneuville; Chapelle-Voland; Charny-sur-Meuse; Cherville; Chouilly; Châteauneuf; Châtenoy-en-Bresse; Colombières; Concevreux; Condé-Sainte-Libiaire; Cormicy; Courcoury; Couëron; Dannevoux; Davrey; Deuillet; Dieue-sur-Meuse; Donges; Fagnières; Feillens; Fontcouverte; Fours; Frossay; Fulvy; Geay; Gigny-sur-Saône; Glanon; Goos; Graignes-Mesnil-Angot; Hampigny; Jablines; Jouvençon; Jâlons; La Barre-de-Monts; La Neuville-à-Maire; La Tranche-sur-Mer; Labenne; Lamarche-sur-Saône; Le Gua; Le Planois; Les Gonds; Les Monthairons; Lesches; Lichères-sur-Yonne; Liesville-sur-Douve; Lucy-sur-Yonne; Luzy-Saint-Martin; Manicamp; Manziat; Marnay; Marre; Matougues; Maxey-sur-Vaise; Merpins; Mont-devant-Sassey; Mont-lès-Seurre; Méautis; Nieulle-sur-Seudre; Notre-Dame-de-Monts; Oiry; Onard; Orist; Ormes; Osmoy; Pey; Pont-Hébert; Pont-sur-Seine; Pontoise-lès-Noyon; Port-Saint-Père; Pouan-les-Vallées; Pousseaux; Poyanne; Rances; Remilly-Aillicourt; Rhèges; Romegoux; Rosières-sur-Mance; Rouffiac; Rouvrois-sur-Meuse; Saint-André-de-Bohon; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Fromond; Saint-Gibrien; Saint-Hilaire-sous-Romilly; Saint-Marcel; Saint-Mars-de-Coutais; Saint-Mars-du-Désert; Saint-Martin-aux-Champs; Saint-Philbert-de-Grand-Lieu; Saint-Sever-de-Saintonge; Salignac-sur-Charente; Sancergues; Sassey-sur-Meuse; Saujon; Sens-sur-Seille; Sepvigny; Servais; Servon-Melzicourt; Seveux-Motey; Sinceny; Songy; Soulac-sur-Mer; Sévérac; Taizy; Tercis-les-Bains; Thizay; Tribehou; Trilport; Tugéras-Saint-Maurice; Vandy; Varenguebec; Varesnes; Vellexon-Queutrey-et-Vaudey; Venizel; Verneuil-sur-Indre; Vieux-lès-Asfeld; Villers-devant-Mouzon; Villiers-sur-Seine; Vitry-la-Ville; Woimbey; Étaules; Étrelles-sur-Aube; Étrépilly,30663,3723
2018-02-19---2018-02-26_cluster_None,2018,2018-02-19,2018-02-26,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-02-19---2018-02-26_duration_7_days_cluster_026_A0_000005_A_000006_lat_04113_lon_01406_size_0011.tif,0,,0,0
2018-02-19---2018-03-05_cluster_None,2018,2018-02-19,2018-03-05,14,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-02-19---2018-03-05_duration_14_days_cluster_025_A0_000014_A_000015_lat_03705_lon_00994_size_0009.tif,0,,0,0
2018-02-26---2018-03-05_cluster_None,2018,2018-02-26,2018-03-05,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-02-26---2018-03-05_duration_7_days_cluster_033_A0_000021_A_000025_lat_04357_lon_00435_size_0015.tif,0,,3599,1154
2018-03-05---2018-03-12_cluster_None,2018,2018-03-05,2018-03-12,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-05---2018-03-12_duration_7_days_cluster_038_A0_000002_A_000004_lat_04291_lon_01296_size_0021.tif,0,,0,0
2018-03-05---2018-04-09_cluster_None,2018,2018-03-05,2018-04-09,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-05---2018-04-09_duration_35_days_cluster_365_A0_000792_A_001016_lat_04859_lon_00099_size_0343.tif,111,Ancemont; Ancier; Angirey; Appeville; Athis; Aulnay-sur-Marne; Auvers; Besné; Bessy; Beuzeville-la-Bastille; Blacy; Blignicourt; Bouquemont; Breuvannes-en-Bassigny; Briollay; Carentan-les-Marais; Cendrecourt; Champdolent; Cherville; Chouilly; Colombine; Conflandey; Cormicy; Courceroy; Courcoury; Couëron; Créances; Davrey; Doncourt-sur-Meuse; Donges; Feillens; Fignévelle; Fouchécourt; Frossay; Gevigney-et-Mercey; Gigny-sur-Saône; Glanon; Guenrouet; Hampigny; Jouvençon; Jâlons; La Chapelle-Heulin; La Plaine-sur-Mer; Lacrost; Lamarche-sur-Saône; Le Gua; Lechâtelet; Les Gonds; Lesparre-Médoc; Liesville-sur-Douve; Machecoul-Saint-Même; Maizey; Marnay; Matougues; Maxey-sur-Vaise; Mogneneins; Mont-lès-Seurre; Oiry; Ormes; Ouge; Pagny-la-Ville; Pagny-le-Château; Pierremont-sur-Amance; Pierric; Pont-sur-Seine; Port-Saint-Père; Pouan-les-Vallées; Purgerot; Rances; Ranzevelle; Reyssouze; Rhèges; Rosières-sur-Mance; Rouvrois-sur-Meuse; Saint-Estèphe; Saint-Gervais-en-Vallière; Saint-Gibrien; Saint-Lumine-de-Coutais; Saint-Malo-de-Guersac; Saint-Mars-de-Coutais; Saint-Martin-aux-Champs; Saint-Martin-des-Champs; Saint-Molf; Saint-Nazaire; Saint-Nicolas-de-Redon; Saint-Philbert-de-Grand-Lieu; Saint-Seine-sur-Vingeanne; Saint-Sever-de-Saintonge; Saunières; Servon-Melzicourt; Seurre; Seveux-Motey; Songy; Thervay; Tournus; Trignac; Vallentigny; Varenguebec; Varennes-le-Grand; Vecqueville; Velet; Vellexon-Queutrey-et-Vaudey; Villette-sur-Aube; Villiers-sur-Seine; Vitrey-sur-Mance; Vitry-la-Ville; Void-Vacon; Vraincourt; Écouflant; Étaules; Étrelles-sur-Aube,25470,6106
2018-03-05---2018-04-23_cluster_None,2018,2018-03-05,2018-04-23,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-05---2018-04-23_duration_42_days_cluster_366_A0_005888_A_008401_lat_05012_lon_02635_size_0283.tif,0,,0,427
2018-03-12---2018-03-19_cluster_None,2018,2018-03-12,2018-03-19,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-12---2018-03-19_duration_7_days_cluster_042_A0_000042_A_000055_lat_05268_lon_-0797_size_0062.tif,0,,4770,1607
2018-03-12---2018-04-23_cluster_None,2018,2018-03-12,2018-04-23,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-12---2018-04-23_duration_42_days_cluster_368_A0_001162_A_001559_lat_04629_lon_01879_size_0206.tif,0,,4073,5885
2018-03-19---2018-03-26_cluster_None,2018,2018-03-19,2018-03-26,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-19---2018-03-26_duration_7_days_cluster_045_A0_000001_A_000002_lat_03494_lon_01099_size_0032.tif,0,,0,0
2018-03-19---2018-04-30_cluster_None,2018,2018-03-19,2018-04-30,35,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-03-19---2018-04-30_duration_35_days_cluster_369_A0_001996_A_002579_lat_05231_lon_02477_size_0229.tif,7,Besné; Bouquemont; Machecoul-Saint-Même; Port-Saint-Père; Saint-Lumine-de-Coutais; Saint-Mars-de-Coutais; Saint-Philbert-de-Grand-Lieu,25470,6106
2018-04-09---2018-04-16_cluster_None,2018,2018-04-09,2018-04-16,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-04-09---2018-04-16_duration_7_days_cluster_053_A0_000002_A_000002_lat_04287_lon_-0243_size_0026.tif,0,,815,813
2018-04-23---2018-04-30_cluster_None,2018,2018-04-23,2018-04-30,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2018_filtered\WD_MERGE_2018-04-23---2018-04-30_duration_7_days_cluster_061_A0_000003_A_000003_lat_05910_lon_-0278_size_0022.tif,0,,0,0
