event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2020-03-23---2020-03-30_cluster_None,2020,2020-03-23,2020-03-30,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-03-23---2020-03-30_duration_7_days_cluster_066_A0_000006_A_000006_lat_04527_lon_00766_size_0088.tif,0,,3638,2267
2020-04-06---2020-04-13_cluster_None,2020,2020-04-06,2020-04-13,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-06---2020-04-13_duration_7_days_cluster_076_A0_000028_A_000043_lat_04069_lon_-0866_size_0003.tif,0,,752,264
2020-04-13---2020-05-25_cluster_None,2020,2020-04-13,2020-05-25,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-13---2020-05-25_duration_35_days_cluster_086_A0_000076_A_000087_lat_04386_lon_00446_size_0033.tif,2,Barberier; Saint-Clément-de-Régnat,9363,4912
2020-04-20---2020-04-27_cluster_None,2020,2020-04-20,2020-04-27,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-20---2020-04-27_duration_7_days_cluster_095_A0_000021_A_000023_lat_04284_lon_01242_size_0026.tif,0,,0,0
2020-04-20---2020-05-04_cluster_None,2020,2020-04-20,2020-05-04,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-20---2020-05-04_duration_14_days_cluster_094_A0_000017_A_000019_lat_04206_lon_00309_size_0008.tif,0,,26,204
2020-04-27---2020-06-08_cluster_None,2020,2020-04-27,2020-06-08,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-27---2020-06-08_duration_42_days_cluster_105_A0_000007_A_000010_lat_03851_lon_00921_size_0164.tif,0,,0,0
2020-04-27---2020-07-13_cluster_None,2020,2020-04-27,2020-07-13,70,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-04-27---2020-07-13_duration_70_days_cluster_385_A0_000752_A_000895_lat_04049_lon_02703_size_0094.tif,0,,0,0
2020-05-04---2020-05-11_cluster_None,2020,2020-05-04,2020-05-11,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-04---2020-05-11_duration_7_days_cluster_107_A0_000047_A_000068_lat_04045_lon_-0870_size_0032.tif,0,,4633,2847
2020-05-11---2020-05-18_cluster_None,2020,2020-05-11,2020-05-18,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-11---2020-05-18_duration_7_days_cluster_116_A0_000017_A_000028_lat_04375_lon_-0097_size_0011.tif,8,Candresse; Dax; Onard; Pey; Poyanne; Saint-Jean-de-Lier; Vicq-d'Auribat; Yzosse,815,813
2020-05-11---2020-06-01_cluster_None,2020,2020-05-11,2020-06-01,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-11---2020-06-01_duration_21_days_cluster_117_A0_000058_A_000064_lat_04495_lon_01179_size_0029.tif,0,,0,0
2020-05-11---2020-06-29_cluster_None,2020,2020-05-11,2020-06-29,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-11---2020-06-29_duration_42_days_cluster_115_A0_000653_A_000764_lat_03796_lon_-0647_size_0115.tif,0,,815,3039
2020-05-18---2020-05-25_cluster_None,2020,2020-05-18,2020-05-25,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-18---2020-05-25_duration_7_days_cluster_124_A0_000003_A_000004_lat_04139_lon_-0567_size_0046.tif,0,,0,171
2020-05-18---2020-06-01_cluster_None,2020,2020-05-18,2020-06-01,14,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-05-18---2020-06-01_duration_14_days_cluster_125_A0_000216_A_000237_lat_03992_lon_-0010_size_0081.tif,0,,815,1975
2020-06-01---2020-06-08_cluster_None,2020,2020-06-01,2020-06-08,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_134_A0_000003_A_000005_lat_05107_lon_-0488_size_0076.tif,0,,3599,1325
2020-06-08---2020-06-15_cluster_None,2020,2020-06-08,2020-06-15,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-08---2020-06-15_duration_7_days_cluster_145_A0_000011_A_000012_lat_04516_lon_01235_size_0036.tif,0,,0,0
2020-06-15---2020-06-22_cluster_None,2020,2020-06-15,2020-06-22,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-15---2020-06-22_duration_7_days_cluster_151_A0_000009_A_000012_lat_06585_lon_-1583_size_0016.tif,0,,0,0
2020-06-22---2020-06-29_cluster_None,2020,2020-06-22,2020-06-29,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_159_A0_000004_A_000004_lat_04875_lon_-0368_size_0010.tif,0,,4351,1418
2020-07-06---2020-07-13_cluster_None,2020,2020-07-06,2020-07-13,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-06---2020-07-13_duration_7_days_cluster_173_A0_000004_A_000004_lat_05082_lon_-0110_size_0005.tif,0,,0,244
2020-07-13---2020-07-27_cluster_None,2020,2020-07-13,2020-07-27,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-13---2020-07-27_duration_14_days_cluster_180_A0_000004_A_000005_lat_04407_lon_00469_size_0070.tif,0,,3599,1154
2020-07-20---2020-07-27_cluster_None,2020,2020-07-20,2020-07-27,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_190_A0_000005_A_000006_lat_04871_lon_-0381_size_0019.tif,0,,752,264
2020-08-03---2020-08-10_cluster_None,2020,2020-08-03,2020-08-10,7,,9,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_205_A0_000003_A_000005_lat_03518_lon_-0569_size_0021.tif,0,,0,171
2020-08-10---2020-08-17_cluster_None,2020,2020-08-10,2020-08-17,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_216_A0_000001_A_000001_lat_04348_lon_00458_size_0015.tif,0,,3599,1154
2020-08-17---2020-08-24_cluster_None,2020,2020-08-17,2020-08-24,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-17---2020-08-24_duration_7_days_cluster_222_A0_000009_A_000011_lat_04824_lon_-0344_size_0064.tif,1,Saint-Molf,752,264
2020-08-24---2020-08-31_cluster_None,2020,2020-08-24,2020-08-31,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_227_A0_000034_A_000044_lat_05320_lon_-0802_size_0048.tif,0,,0,244
2020-08-31---2020-09-07_cluster_None,2020,2020-08-31,2020-09-07,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_236_A0_000002_A_000002_lat_05484_lon_-0835_size_0014.tif,0,,6005,2705
2020-09-14---2020-09-21_cluster_None,2020,2020-09-14,2020-09-21,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_250_A0_000032_A_000048_lat_04073_lon_-0865_size_0005.tif,0,,4633,2847
2020-09-21---2020-09-28_cluster_None,2020,2020-09-21,2020-09-28,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_261_A0_000001_A_000001_lat_04341_lon_-0318_size_0027.tif,0,,815,813
2020-09-28---2020-10-05_cluster_None,2020,2020-09-28,2020-10-05,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_271_A0_000002_A_000003_lat_04766_lon_-0292_size_0018.tif,0,,752,264
2020-09-28---2020-11-30_cluster_None,2020,2020-09-28,2020-11-30,63,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364.tif,18,Angles; Appeville; Auvers; Beuzeville-la-Bastille; Carentan-les-Marais; Couëron; Créances; Frossay; La Plaine-sur-Mer; Liesville-sur-Douve; Miniac-Morvan; Picauville; Préfailles; Remilly Les Marais; Saint-Lumine-de-Coutais; Tribehou; Varenguebec; Étaules,25470,6106
2020-10-05---2020-10-12_cluster_None,2020,2020-10-05,2020-10-12,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-10-12_duration_7_days_cluster_282_A0_000011_A_000017_lat_04505_lon_01001_size_0020.tif,0,,69,249
2020-10-05---2020-11-23_cluster_None,2020,2020-10-05,2020-11-23,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-11-23_duration_42_days_cluster_281_A0_000109_A_000141_lat_04046_lon_-0199_size_0217.tif,2,Orist; Pey,815,1975
2020-10-05---2020-11-30_cluster_None,2020,2020-10-05,2020-11-30,49,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-11-30_duration_49_days_cluster_283_A0_000475_A_000651_lat_05174_lon_01630_size_0347.tif,0,,0,11900
2020-10-12---2020-10-19_cluster_None,2020,2020-10-12,2020-10-19,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_287_A0_000008_A_000009_lat_05749_lon_-0724_size_0016.tif,0,,0,0
2020-11-09---2021-01-04_cluster_None,2020,2020-11-09,2021-01-04,56,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220.tif,59,Airel; Amigny-Rouy; Appeville; Autreppes; Auvers; Avessac; Besné; Beuvrequen; Boutteville; Bricqueville; Brécy-Brières; Brétigny; Carentan-les-Marais; Colombières; Créances; Deuillet; Donges; Endoufielle; Givry; Gorges; Graignes-Mesnil-Angot; Jouvençon; La Ferté-sur-Chiers; La Neuville-à-Maire; Le Chemin; Les Petites-Armoises; Liesville-sur-Douve; Malestroit; Manicamp; Massérac; Miniac-Morvan; Méautis; Origny-Sainte-Benoite; Peillac; Picauville; Pierric; Pont-Hébert; Pontoise-lès-Noyon; Port-Saint-Père; Proisy; Puycornet; Raids; Remies; Remilly Les Marais; Reviers; Saint-André-de-Bohon; Saint-Fromond; Saint-Jean-de-Daye; Saint-Martin-d'Aubigny; Saint-Nicolas-de-Redon; Saint-Vincent-sur-Oust; Servais; Sinceny; Terre-et-Marais; Tribehou; Trévières; Varenguebec; Varesnes; Wimille,34371,375
2020-11-30---2020-12-07_cluster_None,2020,2020-11-30,2020-12-07,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_332_A0_000006_A_000010_lat_03501_lon_01103_size_0034.tif,0,,0,0
2020-11-30---2020-12-21_cluster_None,2020,2020-11-30,2020-12-21,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-21_duration_14_days_cluster_331_A0_000111_A_000131_lat_04419_lon_01599_size_0103.tif,0,,12152,8254
2020-11-30---2021-01-04_cluster_None,2020,2020-11-30,2021-01-04,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264.tif,68,Airel; Appeville; Auvers; Avessac; Besné; Bidache; Boutteville; Bricqueville; Briollay; Brives-sur-Charente; Candresse; Carentan-les-Marais; Colombiers; Colombières; Courcoury; Créances; Dax; Donges; Gorges; Graignes-Mesnil-Angot; Les Gonds; Liesville-sur-Douve; Machecoul-Saint-Même; Malestroit; Massérac; Miniac-Morvan; Méautis; Onard; Orist; Peillac; Pey; Picauville; Pierric; Pont-Hébert; Port-Saint-Père; Raids; Redon; Remilly Les Marais; Reviers; Rouffiac; Saint-André-de-Bohon; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Fromond; Saint-Jean-de-Daye; Saint-Jean-de-Lier; Saint-Jean-la-Poterie; Saint-Lumine-de-Coutais; Saint-Malo-de-Guersac; Saint-Mars-de-Coutais; Saint-Mars-du-Désert; Saint-Martin-d'Aubigny; Saint-Nicolas-de-Redon; Saint-Philbert-de-Grand-Lieu; Saint-Sever-de-Saintonge; Saint-Vincent-sur-Oust; Saint-Étienne-d'Orthe; Sévérac; Tercis-les-Bains; Terre-et-Marais; Tribehou; Trignac; Trévières; Varenguebec; Vicq-d'Auribat; Yzosse; Écouflant; Étaules,30865,3521
2020-12-07---2020-12-14_cluster_None,2020,2020-12-07,2020-12-14,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-07---2020-12-14_duration_7_days_cluster_340_A0_000004_A_000005_lat_03611_lon_01046_size_0001.tif,0,,0,0
2020-12-14---2020-12-21_cluster_None,2020,2020-12-14,2020-12-21,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_346_A0_000041_A_000062_lat_04035_lon_-0868_size_0038.tif,0,,0,0
2020-12-21---2020-12-28_cluster_None,2020,2020-12-21,2020-12-28,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_352_A0_000012_A_000015_lat_03603_lon_01051_size_0009.tif,0,,0,0
2020-12-28---2021-01-04_cluster_None,2020,2020-12-28,2021-01-04,7,,12,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_363_A0_000016_A_000022_lat_04553_lon_01620_size_0020.tif,0,,0,0
2020-12-28---2021-01-25_cluster_None,2021,2020-12-28,2021-01-25,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-25_duration_21_days_cluster_348_A0_000098_A_000114_lat_05572_lon_01964_size_0512.tif,0,,0,0
2020-12-28---2021-02-08_cluster_None,2021,2020-12-28,2021-02-08,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295.tif,120,Aire; Airel; Ambly-Fleury; Ambly-sur-Meuse; Amigny-Rouy; Ancemont; Appeville; Athis; Aulnay-sur-Marne; Autreppes; Auvers; Bannoncourt; Belleray; Belleville-sur-Meuse; Beuvrequen; Blacy; Blaignan-Prignac; Bouquemont; Boutteville; Bricqueville; Briollay; Brives-sur-Charente; Brétigny; Bussac-sur-Charente; Carentan-les-Marais; Champneuville; Charny-sur-Meuse; Chauvoncourt; Chouilly; Cléry; Colombiers; Colombières; Commercy; Concevreux; Cormicy; Courcoury; Créances; Deuillet; Dieue-sur-Meuse; Donges; Fontcouverte; Givry; Graignes-Mesnil-Angot; Houtkerque; Jâlons; La Ferté-sur-Chiers; La Neuville-à-Maire; La Tranche-sur-Mer; Le Chemin; Les Gonds; Les Monthairons; Les Peintures; Les Petites-Armoises; Lesparre-Médoc; Liesville-sur-Douve; Luzy-Saint-Martin; Maizey; Margut; Marre; Matougues; Merpins; Miniac-Morvan; Mont-devant-Sassey; Mosnes; Mutigney; Méautis; Oiry; Pagney; Picauville; Pont-Hébert; Pontoise-lès-Noyon; Port-Saint-Père; Pouan-les-Vallées; Rances; Remies; Remilly Les Marais; Remilly-Aillicourt; Rouffiac; Rouvrois-sur-Meuse; Saint-André-de-Bohon; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Fromond; Saint-Gibrien; Saint-Jean-de-Daye; Saint-Mars-de-Coutais; Saint-Nicolas-de-Pierrepont; Saint-Sever-de-Saintonge; Saint-Sornin; Saint-Thomas-en-Argonne; Saint-Vaast-la-Hougue; Saint-Vaize; Salignac-sur-Charente; Sassey-sur-Meuse; Servais; Servon-Melzicourt; Seuil; Seveux-Motey; Sinceny; Taizy; Thervay; Thizay; Tribehou; Vandy; Varenguebec; Varesnes; Vaux-lès-Mouron; Vaux-lès-Mouzon; Vellexon-Queutrey-et-Vaudey; Verneuil; Verneuil-sur-Indre; Verrières; Vieux-lès-Asfeld; Villers-devant-Mouzon; Vitreux; Void-Vacon; Wimille; Woimbey; Écouflant; Étrelles-sur-Aube,30850,3163
2020-12-28---2021-02-15_cluster_None,2021,2020-12-28,2021-02-15,42,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-02-15_duration_42_days_cluster_346_A0_000317_A_000399_lat_05319_lon_00874_size_0420.tif,33,Baldenheim; Balléville; Beveuge; Blussans; Bénaménil; Cendrey; Chanteheux; Conflandey; Ebersmunster; Flagey-Rigney; Fleurey-lès-Faverney; Foussemagne; Froidefontaine; Fréménil; Germondans; Hilsenheim; Montlebon; Morelmaison; Muttersholtz; Ollans; Purgerot; Ranzevelle; Raville-sur-Sânon; Rigney; Rosières-aux-Salines; Rossfeld; Saint-Georges-Armont; Saint-Maurice-Colombier; Saint-Sulpice; Villers-la-Ville; Waltenheim-sur-Zorn; Westhouse; Éhuns,3713,27560
2021-01-04---2021-01-11_cluster_None,2021,2021-01-04,2021-01-11,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_007_A0_000056_A_000091_lat_03903_lon_-0804_size_0199.tif,5,Candresse; Dax; Orist; Pey; Tercis-les-Bains,815,813
2021-01-04---2021-03-08_cluster_None,2021,2021-01-04,2021-03-08,63,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413.tif,65,Angers; Appeville; Athis; Aulnay-sur-Marne; Auvers; Besné; Beuzeville-la-Bastille; Blaignan-Prignac; Briollay; Brives-sur-Charente; Brétigny; Carentan-les-Marais; Chouilly; Condé-Sainte-Libiaire; Courcoury; Donges; Feillens; Fontcouverte; Geay; Hazembourg; Jâlons; La Plaine-sur-Mer; La Ronde; La Tranche-sur-Mer; Le Croisic; Le Mung; Les Gonds; Lesparre-Médoc; Liesville-sur-Douve; Luzy-Saint-Martin; Manziat; Matougues; Merpins; Miniac-Morvan; Mont-devant-Sassey; Montoir-de-Bretagne; Mozé-sur-Louet; Méautis; Oiry; Port-Saint-Père; Pouan-les-Vallées; Préfailles; Rochefort-sur-Loire; Rouffiac; Saint-André-des-Eaux; Saint-Estèphe; Saint-Malo-de-Guersac; Saint-Marcel; Saint-Molf; Saint-Nazaire; Saint-Sever-de-Saintonge; Saint-Vaize; Salignac-sur-Charente; Sassey-sur-Meuse; Servon-Melzicourt; Thizay; Tribehou; Trignac; Val-du-Layon; Varenguebec; Varesnes; Verneuil-sur-Indre; Villers-devant-Mouzon; Écouflant; Étrelles-sur-Aube,25470,6106
2021-01-11---2021-01-18_cluster_None,2021,2021-01-11,2021-01-18,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-11---2021-01-18_duration_7_days_cluster_015_A0_000011_A_000017_lat_03916_lon_-0366_size_0011.tif,0,,0,0
