cod_commune;lib_commune;lib_risque;num_risque
07260;Saint-Lager-Bressac;Feu de forêt;16
07260;Saint-Lager-Bressac;Nucléaire;22
07261;Saint-Laurent-du-Pape;Inondation;11
07261;Saint-Laurent-du-Pape;Mouvement de terrain;12
07261;Saint-Laurent-du-Pape;Séisme;13
07261;Saint-Laurent-du-Pape;Feu de forêt;16
07261;Saint-Laurent-du-Pape;Rupture de barrage;23
07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;Mouvement de terrain;12
07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;Séisme;13
07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;Feu de forêt;16
07263;Saint-Laurent-sous-Coiron;Mouvement de terrain;12
07263;Saint-Laurent-sous-Coiron;Séisme;13
07263;Saint-Laurent-sous-Coiron;Feu de forêt;16
07264;Saint-Marcel-d'Ardèche;Inondation;11
07264;Saint-Marcel-d'Ardèche;Mouvement de terrain;12
07264;Saint-Marcel-d'Ardèche;Séisme;13
07264;Saint-Marcel-d'Ardèche;Feu de forêt;16
07264;Saint-Marcel-d'Ardèche;Nucléaire;22
07264;Saint-Marcel-d'Ardèche;Transport de marchandises dangereuses;24
07265;Saint-Marcel-lès-Annonay;Inondation;11
07265;Saint-Marcel-lès-Annonay;Séisme;13
07265;Saint-Marcel-lès-Annonay;Feu de forêt;16
07265;Saint-Marcel-lès-Annonay;Rupture de barrage;23
07266;Sainte-Marguerite-Lafigère;Séisme;13
07266;Sainte-Marguerite-Lafigère;Feu de forêt;16
07266;Sainte-Marguerite-Lafigère;Rupture de barrage;23
07267;Saint-Martial;Mouvement de terrain;12
07267;Saint-Martial;Séisme;13
07267;Saint-Martial;Feu de forêt;16
07267;Saint-Martial;Rupture de barrage;23
07268;Saint-Martin-d'Ardèche;Inondation;11
07268;Saint-Martin-d'Ardèche;Séisme;13
07268;Saint-Martin-d'Ardèche;Feu de forêt;16
07269;Saint-Martin-de-Valamas;Inondation;11
07269;Saint-Martin-de-Valamas;Séisme;13
07269;Saint-Martin-de-Valamas;Feu de forêt;16
07269;Saint-Martin-de-Valamas;Rupture de barrage;23
07270;Saint-Martin-sur-Lavezon;Mouvement de terrain;12
07270;Saint-Martin-sur-Lavezon;Séisme;13
07270;Saint-Martin-sur-Lavezon;Feu de forêt;16
07270;Saint-Martin-sur-Lavezon;Nucléaire;22
07272;Saint-Maurice-d'Ardèche;Inondation;11
07272;Saint-Maurice-d'Ardèche;Mouvement de terrain;12
07272;Saint-Maurice-d'Ardèche;Séisme;13
07272;Saint-Maurice-d'Ardèche;Feu de forêt;16
07273;Saint-Maurice-d'Ibie;Inondation;11
07273;Saint-Maurice-d'Ibie;Séisme;13
07273;Saint-Maurice-d'Ibie;Feu de forêt;16
07274;Saint-Maurice-en-Chalencon;Inondation;11
07274;Saint-Maurice-en-Chalencon;Mouvement de terrain;12
07274;Saint-Maurice-en-Chalencon;Séisme;13
07274;Saint-Maurice-en-Chalencon;Feu de forêt;16
07274;Saint-Maurice-en-Chalencon;Rupture de barrage;23
07275;Saint-Mélany;Séisme;13
07275;Saint-Mélany;Feu de forêt;16
07276;Saint-Michel-d'Aurance;Inondation;11
07276;Saint-Michel-d'Aurance;Mouvement de terrain;12
07276;Saint-Michel-d'Aurance;Séisme;13
07276;Saint-Michel-d'Aurance;Feu de forêt;16
07276;Saint-Michel-d'Aurance;Rupture de barrage;23
07277;Saint-Michel-de-Boulogne;Mouvement de terrain;12
07277;Saint-Michel-de-Boulogne;Séisme;13
07277;Saint-Michel-de-Boulogne;Feu de forêt;16
07278;Saint-Michel-de-Chabrillanoux;Inondation;11
07278;Saint-Michel-de-Chabrillanoux;Mouvement de terrain;12
07278;Saint-Michel-de-Chabrillanoux;Séisme;13
07278;Saint-Michel-de-Chabrillanoux;Feu de forêt;16
07278;Saint-Michel-de-Chabrillanoux;Rupture de barrage;23
07279;Saint-Montan;Inondation;11
07279;Saint-Montan;Séisme;13
07279;Saint-Montan;Feu de forêt;16
07279;Saint-Montan;Transport de marchandises dangereuses;24
07280;Saint-Paul-le-Jeune;Mouvement de terrain;12
07280;Saint-Paul-le-Jeune;Séisme;13
07280;Saint-Paul-le-Jeune;Feu de forêt;16
07281;Saint-Péray;Inondation;11
07281;Saint-Péray;Mouvement de terrain;12
07281;Saint-Péray;Séisme;13
07281;Saint-Péray;Feu de forêt;16
07281;Saint-Péray;Rupture de barrage;23
07281;Saint-Péray;Transport de marchandises dangereuses;24
07282;Saint-Pierre-de-Colombier;Mouvement de terrain;12
07282;Saint-Pierre-de-Colombier;Séisme;13
07282;Saint-Pierre-de-Colombier;Feu de forêt;16
07283;Saint-Pierre-la-Roche;Mouvement de terrain;12
07283;Saint-Pierre-la-Roche;Séisme;13
07283;Saint-Pierre-la-Roche;Feu de forêt;16
07284;Saint-Pierre-Saint-Jean;Séisme;13
07284;Saint-Pierre-Saint-Jean;Feu de forêt;16
07285;Saint-Pierre-sur-Doux;Séisme;13
07285;Saint-Pierre-sur-Doux;Feu de forêt;16
07286;Saint-Pierreville;Mouvement de terrain;12
07286;Saint-Pierreville;Séisme;13
07286;Saint-Pierreville;Feu de forêt;16
07287;Saint-Pons;Mouvement de terrain;12
07287;Saint-Pons;Séisme;13
07287;Saint-Pons;Feu de forêt;16
07287;Saint-Pons;Transport de marchandises dangereuses;24
07288;Saint-Priest;Mouvement de terrain;12
07288;Saint-Priest;Séisme;13
07288;Saint-Priest;Feu de forêt;16
07288;Saint-Priest;Transport de marchandises dangereuses;24
07289;Saint-Privat;Inondation;11
07289;Saint-Privat;Mouvement de terrain;12
07289;Saint-Privat;Séisme;13
07289;Saint-Privat;Feu de forêt;16
07289;Saint-Privat;Rupture de barrage;23
07289;Saint-Privat;Transport de marchandises dangereuses;24
07290;Saint-Prix;Mouvement de terrain;12
07290;Saint-Prix;Séisme;13
07290;Saint-Prix;Feu de forêt;16
07291;Saint-Remèze;Inondation;11
07291;Saint-Remèze;Séisme;13
07291;Saint-Remèze;Feu de forêt;16
07292;Saint-Romain-d'Ay;Inondation;11
07292;Saint-Romain-d'Ay;Séisme;13
07292;Saint-Romain-d'Ay;Feu de forêt;16
07293;Saint-Romain-de-Lerps;Mouvement de terrain;12
07293;Saint-Romain-de-Lerps;Séisme;13
07293;Saint-Romain-de-Lerps;Feu de forêt;16
07294;Saint-Sauveur-de-Cruzières;Inondation;11
07294;Saint-Sauveur-de-Cruzières;Séisme;13
07294;Saint-Sauveur-de-Cruzières;Feu de forêt;16
07295;Saint-Sauveur-de-Montagut;Inondation;11
07295;Saint-Sauveur-de-Montagut;Mouvement de terrain;12
07295;Saint-Sauveur-de-Montagut;Séisme;13
07295;Saint-Sauveur-de-Montagut;Feu de forêt;16
07295;Saint-Sauveur-de-Montagut;Rupture de barrage;23
07296;Saint-Sernin;Inondation;11
07296;Saint-Sernin;Séisme;13
07296;Saint-Sernin;Feu de forêt;16
07297;Saint-Sylvestre;Mouvement de terrain;12
07297;Saint-Sylvestre;Séisme;13
07297;Saint-Sylvestre;Feu de forêt;16
07298;Saint-Symphorien-sous-Chomérac;Mouvement de terrain;12
07298;Saint-Symphorien-sous-Chomérac;Séisme;13
07298;Saint-Symphorien-sous-Chomérac;Feu de forêt;16
07298;Saint-Symphorien-sous-Chomérac;Nucléaire;22
07299;Saint-Symphorien-de-Mahun;Mouvement de terrain;12
07299;Saint-Symphorien-de-Mahun;Séisme;13
07299;Saint-Symphorien-de-Mahun;Feu de forêt;16
07300;Saint-Thomé;Mouvement de terrain;12
07300;Saint-Thomé;Séisme;13
07300;Saint-Thomé;Feu de forêt;16
07301;Saint-Victor;Séisme;13
07301;Saint-Victor;Feu de forêt;16
07301;Saint-Victor;Rupture de barrage;23
07302;Saint-Vincent-de-Barrès;Séisme;13
07302;Saint-Vincent-de-Barrès;Feu de forêt;16
07302;Saint-Vincent-de-Barrès;Nucléaire;22
07303;Saint-Vincent-de-Durfort;Inondation;11
07303;Saint-Vincent-de-Durfort;Mouvement de terrain;12
07303;Saint-Vincent-de-Durfort;Séisme;13
07303;Saint-Vincent-de-Durfort;Feu de forêt;16
07304;Salavas;Inondation;11
07304;Salavas;Mouvement de terrain;12
07304;Salavas;Séisme;13
07304;Salavas;Feu de forêt;16
07305;Les Salelles;Inondation;11
07305;Les Salelles;Mouvement de terrain;12
07305;Les Salelles;Séisme;13
07305;Les Salelles;Feu de forêt;16
07305;Les Salelles;Rupture de barrage;23
07306;Sampzon;Inondation;11
07306;Sampzon;Mouvement de terrain;12
07306;Sampzon;Séisme;13
07306;Sampzon;Feu de forêt;16
07307;Sanilhac;Mouvement de terrain;12
07307;Sanilhac;Séisme;13
07307;Sanilhac;Feu de forêt;16
07308;Sarras;Inondation;11
07308;Sarras;Mouvement de terrain;12
07308;Sarras;Séisme;13
07308;Sarras;Feu de forêt;16
07308;Sarras;Rupture de barrage;23
07308;Sarras;Transport de marchandises dangereuses;24
07309;Satillieu;Inondation;11
07309;Satillieu;Mouvement de terrain;12
07309;Satillieu;Séisme;13
07309;Satillieu;Feu de forêt;16
07310;Savas;Inondation;11
07310;Savas;Séisme;13
07310;Savas;Feu de forêt;16
07311;Sceautres;Mouvement de terrain;12
07311;Sceautres;Séisme;13
07311;Sceautres;Feu de forêt;16
07312;Sécheras;Séisme;13
07312;Sécheras;Feu de forêt;16
07312;Sécheras;Rupture de barrage;23
07313;Serrières;Inondation;11
07313;Serrières;Mouvement de terrain;12
07313;Serrières;Séisme;13
07313;Serrières;Feu de forêt;16
07313;Serrières;Nucléaire;22
07313;Serrières;Rupture de barrage;23
07313;Serrières;Transport de marchandises dangereuses;24
07314;Silhac;Séisme;13
07314;Silhac;Feu de forêt;16
07315;La Souche;Inondation;11
07315;La Souche;Séisme;13
07315;La Souche;Feu de forêt;16
07316;Soyons;Inondation;11
07316;Soyons;Mouvement de terrain;12
07316;Soyons;Séisme;13
07316;Soyons;Feu de forêt;16
07316;Soyons;Rupture de barrage;23
07316;Soyons;Transport de marchandises dangereuses;24
07317;Talencieux;Séisme;13
07317;Talencieux;Feu de forêt;16
07317;Talencieux;Rupture de barrage;23
07318;Tauriers;Séisme;13
07318;Tauriers;Feu de forêt;16
07319;Le Teil;Inondation;11
07319;Le Teil;Mouvement de terrain;12
07319;Le Teil;Séisme;13
07319;Le Teil;Feu de forêt;16
07319;Le Teil;Nucléaire;22
07319;Le Teil;Transport de marchandises dangereuses;24
07321;Thorrenc;Mouvement de terrain;12
07321;Thorrenc;Séisme;13
07321;Thorrenc;Feu de forêt;16
07322;Thueyts;Inondation;11
07322;Thueyts;Mouvement de terrain;12
07322;Thueyts;Séisme;13
07322;Thueyts;Feu de forêt;16
07322;Thueyts;Transport de marchandises dangereuses;24
07323;Toulaud;Mouvement de terrain;12
07323;Toulaud;Séisme;13
07323;Toulaud;Feu de forêt;16
07324;Tournon-sur-Rhône;Inondation;11
07324;Tournon-sur-Rhône;Mouvement de terrain;12
07324;Tournon-sur-Rhône;Séisme;13
07324;Tournon-sur-Rhône;Feu de forêt;16
07324;Tournon-sur-Rhône;Risque industriel;21
07324;Tournon-sur-Rhône;Rupture de barrage;23
07324;Tournon-sur-Rhône;Transport de marchandises dangereuses;24
07325;Ucel;Inondation;11
07325;Ucel;Mouvement de terrain;12
07325;Ucel;Séisme;13
07325;Ucel;Feu de forêt;16
07325;Ucel;Transport de marchandises dangereuses;24
07326;Usclades-et-Rieutord;Séisme;13
07326;Usclades-et-Rieutord;Feu de forêt;16
07327;Uzer;Séisme;13
07327;Uzer;Feu de forêt;16
07328;Vagnas;Inondation;11
07328;Vagnas;Séisme;13
07328;Vagnas;Feu de forêt;16
07329;Valgorge;Mouvement de terrain;12
07329;Valgorge;Séisme;13
07329;Valgorge;Feu de forêt;16
07330;Vallon-Pont-d'Arc;Inondation;11
07330;Vallon-Pont-d'Arc;Mouvement de terrain;12
07330;Vallon-Pont-d'Arc;Séisme;13
07330;Vallon-Pont-d'Arc;Feu de forêt;16
07330;Vallon-Pont-d'Arc;Risque industriel;21
07331;Vals-les-Bains;Inondation;11
07331;Vals-les-Bains;Mouvement de terrain;12
07331;Vals-les-Bains;Séisme;13
07331;Vals-les-Bains;Feu de forêt;16
07331;Vals-les-Bains;Rupture de barrage;23
07332;Valvignères;Séisme;13
07332;Valvignères;Feu de forêt;16
07333;Vanosc;Mouvement de terrain;12
07333;Vanosc;Séisme;13
07333;Vanosc;Feu de forêt;16
07334;Les Vans;Inondation;11
07334;Les Vans;Mouvement de terrain;12
07334;Les Vans;Séisme;13
07334;Les Vans;Feu de forêt;16
07334;Les Vans;Rupture de barrage;23
07335;Vaudevant;Mouvement de terrain;12
07335;Vaudevant;Séisme;13
07335;Vaudevant;Feu de forêt;16
07336;Vernon;Inondation;11
07336;Vernon;Mouvement de terrain;12
07336;Vernon;Séisme;13
07336;Vernon;Feu de forêt;16
07337;Vernosc-lès-Annonay;Mouvement de terrain;12
07337;Vernosc-lès-Annonay;Séisme;13
07337;Vernosc-lès-Annonay;Feu de forêt;16
07337;Vernosc-lès-Annonay;Rupture de barrage;23
07338;Vernoux-en-Vivarais;Séisme;13
07338;Vernoux-en-Vivarais;Feu de forêt;16
07338;Vernoux-en-Vivarais;Rupture de barrage;23
07339;Vesseaux;Séisme;13
07339;Vesseaux;Feu de forêt;16
07339;Vesseaux;Transport de marchandises dangereuses;24
07340;Veyras;Mouvement de terrain;12
07340;Veyras;Séisme;13
07340;Veyras;Feu de forêt;16
07340;Veyras;Transport de marchandises dangereuses;24
07341;Villeneuve-de-Berg;Mouvement de terrain;12
07341;Villeneuve-de-Berg;Séisme;13
07341;Villeneuve-de-Berg;Feu de forêt;16
07341;Villeneuve-de-Berg;Transport de marchandises dangereuses;24
07342;Villevocance;Inondation;11
07342;Villevocance;Séisme;13
07342;Villevocance;Feu de forêt;16
07343;Vinezac;Séisme;13
07343;Vinezac;Feu de forêt;16
07343;Vinezac;Affaissement minier;31
07343;Vinezac;Effondrements généralisés;311
07344;Vinzieux;Séisme;13
07344;Vinzieux;Feu de forêt;16
07344;Vinzieux;Nucléaire;22
07345;Vion;Inondation;11
07345;Vion;Mouvement de terrain;12
07345;Vion;Séisme;13
07345;Vion;Feu de forêt;16
07345;Vion;Rupture de barrage;23
07345;Vion;Transport de marchandises dangereuses;24
07346;Viviers;Inondation;11
07346;Viviers;Mouvement de terrain;12
07346;Viviers;Séisme;13
07346;Viviers;Feu de forêt;16
07346;Viviers;Transport de marchandises dangereuses;24
07347;Vocance;Inondation;11
07347;Vocance;Mouvement de terrain;12
07347;Vocance;Séisme;13
07347;Vocance;Feu de forêt;16
07348;Vogüé;Inondation;11
07348;Vogüé;Mouvement de terrain;12
07348;Vogüé;Séisme;13
07348;Vogüé;Feu de forêt;16
07349;La Voulte-sur-Rhône;Inondation;11
07349;La Voulte-sur-Rhône;Mouvement de terrain;12
07349;La Voulte-sur-Rhône;Séisme;13
07349;La Voulte-sur-Rhône;Feu de forêt;16
07349;La Voulte-sur-Rhône;Risque industriel;21
07349;La Voulte-sur-Rhône;Rupture de barrage;23
07349;La Voulte-sur-Rhône;Transport de marchandises dangereuses;24
08001;Acy-Romance;Inondation;11
08001;Acy-Romance;Par une crue à débordement lent de cours d'eau;112
08001;Acy-Romance;Par ruissellement et coulée de boue;114
08001;Acy-Romance;Mouvement de terrain;12
08001;Acy-Romance;Transport de marchandises dangereuses;24
08003;Aiglemont;Inondation;11
08003;Aiglemont;Par une crue à débordement lent de cours d'eau;112
08003;Aiglemont;Séisme;13
08003;Aiglemont;Transport de marchandises dangereuses;24
08004;Aire;Inondation;11
08004;Aire;Par une crue à débordement lent de cours d'eau;112
08006;Alland'Huy-et-Sausseuil;Inondation;11
08006;Alland'Huy-et-Sausseuil;Par une crue à débordement lent de cours d'eau;112
08008;Amagne;Inondation;11
08008;Amagne;Par une crue à débordement lent de cours d'eau;112
08008;Amagne;Transport de marchandises dangereuses;24
08010;Ambly-Fleury;Inondation;11
08010;Ambly-Fleury;Par une crue à débordement lent de cours d'eau;112
08011;Anchamps;Inondation;11
08011;Anchamps;Par une crue à débordement lent de cours d'eau;112
08011;Anchamps;Séisme;13
08011;Anchamps;Nucléaire;22
08011;Anchamps;Transport de marchandises dangereuses;24
08015;Antheny;Séisme;13
08016;Aouste;Séisme;13
08016;Aouste;Transport de marchandises dangereuses;24
08017;Apremont;Inondation;11
08017;Apremont;Par ruissellement et coulée de boue;114
08017;Apremont;Mouvement de terrain;12
08022;Arreux;Séisme;13
08023;Artaise-le-Vivier;Mouvement de terrain;12
08024;Asfeld;Inondation;11
08024;Asfeld;Par une crue à débordement lent de cours d'eau;112
08024;Asfeld;Mouvement de terrain;12
08025;Attigny;Inondation;11
08025;Attigny;Par une crue à débordement lent de cours d'eau;112
08025;Attigny;Par ruissellement et coulée de boue;114
08026;Aubigny-les-Pothées;Transport de marchandises dangereuses;24
08027;Auboncourt-Vauzelles;Transport de marchandises dangereuses;24
08028;Aubrives;Inondation;11
08028;Aubrives;Par une crue à débordement lent de cours d'eau;112
08028;Aubrives;Séisme;13
08028;Aubrives;Nucléaire;22
08028;Aubrives;Transport de marchandises dangereuses;24
08030;Auge;Séisme;13
08030;Auge;Transport de marchandises dangereuses;24
