cod_commune;lib_commune;dat_publi_dicrim
27547;Saint-Germain-la-Campagne;2009-01-01 01:00:00
27548;Saint-Germain-sur-Avre;2009-01-01 01:00:00
27555;Saint-Laurent-des-Bois;2009-01-01 01:00:00
27564;Saint-Mards-de-Fresne;2009-01-01 01:00:00
27565;Le Lesme;2009-01-01 01:00:00
27569;Saint-Martin-du-Tilleul;2009-01-01 01:00:00
27577;Sainte-Opportune-la-Mare;2009-01-01 01:00:00
27578;Sainte-Marie-d'Attez;2009-01-01 01:00:00
27579;Saint-Ouen-de-Pontcheuil;2009-01-01 01:00:00
27582;Saint-Ouen-du-Tilleul;2009-01-01 01:00:00
27584;Saint-Paul-de-Fourques;2009-01-01 01:00:00
27590;Saint-Pierre-de-Cernières;2009-01-01 01:00:00
27592;Saint-Pierre-de-Salerne;2009-01-01 01:00:00
27593;Saint-Pierre-des-Fleurs;2009-01-01 01:00:00
68087;Feldbach;2015-01-01 01:00:00
14566;Saint-Contest;2025-12-31 01:00:00
14228;Douvres-la-Délivrande;2025-12-31 01:00:00
43051;Le Chambon-sur-Lignon;2023-12-31 01:00:00
76515;Quiberville-sur-Mer;2016-12-31 01:00:00
11266;Port-la-Nouvelle;2020-12-31 01:00:00
37261;Tours;2022-12-31 01:00:00
73008;Aix-les-Bains;2022-12-31 01:00:00
72154;La Flèche;2024-12-31 01:00:00
57111;Bronvaux;2015-01-01 01:00:00
57028;Argancy;2021-12-31 01:00:00
56243;Séné;2018-01-01 01:00:00
56185;Quéven;2014-01-01 01:00:00
56178;Pontivy;2015-01-01 01:00:00
56162;Ploemeur;2019-12-31 01:00:00
56120;Locqueltas;2011-01-01 01:00:00
56098;Lanester;2013-01-01 01:00:00
56083;Hennebont;2020-12-31 01:00:00
56067;Grand-Champ;2017-01-01 01:00:00
27594;Saint-Pierre-des-Ifs;2009-01-01 01:00:00
56007;Auray;2010-01-01 01:00:00
54580;Villerupt;1998-01-01 01:00:00
54451;Réhon;2018-12-31 01:00:00
54439;Pulnoy;2017-01-01 01:00:00
54415;Pagny-sur-Moselle;2020-12-31 01:00:00
54263;Homécourt;2012-12-31 01:00:00
54187;Euvezin;2011-12-31 01:00:00
27595;Saint-Pierre-du-Bosguérard;2009-01-01 01:00:00
54025;Art-sur-Meurthe;2022-12-31 01:00:00
53242;Saint-Michel-de-la-Roë;2015-01-01 01:00:00
53224;Saint-Germain-le-Fouilloux;2015-01-01 01:00:00
53210;Saint-Denis-d'Anjou;2015-01-01 01:00:00
52448;Saint-Dizier;2024-12-31 01:00:00
27602;Saint-Sébastien-de-Morsent;2009-01-01 01:00:00
51160;Compertrix;2020-01-01 01:00:00
50639;Villedieu-les-Poêles-Rouffigny;2009-01-01 01:00:00
50532;Saint-Pair-sur-Mer;2017-01-01 01:00:00
49353;Trélazé;2020-12-31 01:00:00
27609;Saint-Victor-d'Épine;2009-01-01 01:00:00
49307;Loire-Authion;2020-12-31 01:00:00
49247;La Possonnière;2022-12-31 01:00:00
49223;Mûrs-Erigné;2020-12-31 01:00:00
49200;Longuenée-en-Anjou;2023-12-31 01:00:00
49068;Champtocé-sur-Loire;2021-12-31 01:00:00
49055;Cantenay-Épinard;2021-12-31 01:00:00
19054;Chenailler-Mascheix;2015-01-01 01:00:00
49048;Briollay;2021-12-31 01:00:00
63293;Le Quartier;2015-01-01 01:00:00
47210;Port-Sainte-Marie;2011-01-01 01:00:00
49015;Avrillé;2021-12-31 01:00:00
48050;Bédouès-Cocurès;2018-01-01 01:00:00
46198;Montbrun;2017-12-31 01:00:00
46149;Lamagdelaine;2015-01-01 01:00:00
53214;Saint-Erblon;2015-01-01 01:00:00
86126;Leignes-sur-Fontaine;2015-01-01 01:00:00
31163;Drémil-Lafage;2015-01-01 01:00:00
31004;Ayguesvives;2015-01-01 01:00:00
53179;Placé;2015-01-01 01:00:00
46075;Corn;2015-01-01 01:00:00
53075;Cosmes;2015-01-01 01:00:00
45008;Artenay;2015-01-01 01:00:00
69238;Saint-Symphorien-sur-Coise;2015-01-01 01:00:00
22250;Pontrieux;2015-01-01 01:00:00
46119;Gigouzac;2016-01-01 01:00:00
46102;Figeac;2022-12-31 01:00:00
46088;Douelle;2018-12-31 01:00:00
46055;Capdenac;2010-01-01 01:00:00
46035;Boussac;2016-12-31 01:00:00
46032;Boissières;2016-01-01 01:00:00
45335;Vienne-en-Val;2020-12-31 01:00:00
45298;Saint-Pryvé-Saint-Mesmin;2019-12-31 01:00:00
45284;Saint-Jean-de-Braye;2019-12-31 01:00:00
45282;Saint-Hilaire-Saint-Mesmin;2016-12-31 01:00:00
45274;Saint-Denis-en-Val;2010-01-01 01:00:00
45252;Pithiviers;2016-12-31 01:00:00
45241;Ouvrouer-les-Champs;2010-01-01 01:00:00
45234;Orléans;2021-12-31 01:00:00
45233;Ondreville-sur-Essonne;2015-01-01 01:00:00
45222;Nargis;2010-01-01 01:00:00
45193;Marcilly-en-Villette;2013-01-01 01:00:00
45179;Lailly-en-Val;2006-01-01 01:00:00
45147;Fleury-les-Aubrais;2012-01-01 01:00:00
45146;La Ferté-Saint-Aubin;2016-12-31 01:00:00
45145;Ferrières-en-Gâtinais;2007-01-01 01:00:00
45127;Dordives;2017-12-31 01:00:00
45089;Chécy;2019-12-31 01:00:00
45075;La Chapelle-Saint-Mesmin;2010-01-01 01:00:00
45067;Chaingy;2008-12-31 01:00:00
45043;Bou;2023-12-31 01:00:00
45040;Bonny-sur-Loire;2009-01-01 01:00:00
44190;Saint-Sébastien-sur-Loire;2013-12-31 01:00:00
44103;Montoir-de-Bretagne;2019-12-31 01:00:00
44071;Haute-Goulaine;2015-01-01 01:00:00
44018;Bouaye;2007-01-01 01:00:00
43157;Le Puy-en-Velay;2021-12-31 01:00:00
42324;Veauchette;2009-12-31 01:00:00
42302;Sorbiers;2008-01-01 01:00:00
42279;Saint-Just-Saint-Rambert;2021-12-31 01:00:00
42271;Saint-Paul-en-Jarez;2022-12-31 01:00:00
42256;Saint-Marcellin-en-Forez;2020-01-01 01:00:00
42237;Saint-Jean-Bonnefonds;2010-12-31 01:00:00
42218;Saint-Étienne;2007-01-01 01:00:00
42211;Saint-Cyprien;2012-12-31 01:00:00
42187;Roanne;2017-12-31 01:00:00
42094;Feurs;2009-01-01 01:00:00
42081;Cuzieu;2008-01-01 01:00:00
42059;Chazelles-sur-Lyon;2023-12-31 01:00:00
42005;Andrézieux-Bouthéon;2023-12-31 01:00:00
41220;Saint-Laurent-Nouan;2021-12-31 01:00:00
41211;Saint-Georges-sur-Cher;2013-01-01 01:00:00
41206;Saint-Denis-sur-Loire;2010-01-01 01:00:00
41149;Montoire-sur-le-Loir;2010-12-31 01:00:00
41129;Maslives;2023-12-31 01:00:00
45006;Ardon;2010-01-01 01:00:00
44117;Le Pallet;2020-01-01 01:00:00
2A247;Porto-Vecchio;2024-12-31 01:00:00
15014;Aurillac;2024-12-31 01:00:00
50408;Pontaubault;2009-01-01 01:00:00
44052;Donges;2015-01-01 01:00:00
42207;Saint-Chamond;2019-01-01 01:00:00
27610;Saint-Victor-sur-Avre;2009-01-01 01:00:00
42110;L'Horme;2020-01-01 01:00:00
44125;Piriac-sur-Mer;2017-01-01 01:00:00
44215;Vertou;2007-01-01 01:00:00
40046;Biscarrosse;2022-12-31 01:00:00
29011;Bohars;2024-12-31 01:00:00
27612;Saint-Vincent-des-Bois;2009-01-01 01:00:00
29019;Brest;2024-12-31 01:00:00
29235;Le Relecq-Kerhuon;2024-12-31 01:00:00
29075;Guipavas;2024-12-31 01:00:00
29069;Guilers;2024-12-31 01:00:00
29061;Gouesnou;2024-12-31 01:00:00
29212;Plouzané;2024-12-31 01:00:00
29189;Plougastel-Daoulas;2024-12-31 01:00:00
41091;Fossé;2005-12-31 01:00:00
10368;Savières;2019-01-01 01:00:00
76087;Berville-en-Caux;2011-12-31 01:00:00
86297;Vouneuil-sous-Biard;2024-12-31 01:00:00
55102;Charny-sur-Meuse;2008-01-01 01:00:00
55288;Lérouville;2010-01-01 01:00:00
47238;Sainte-Colombe-en-Bruilhois;2020-01-01 01:00:00
27613;Saint-Vincent-du-Boulay;2009-01-01 01:00:00
27615;Sassey;2009-01-01 01:00:00
27616;La Saussaye;2009-01-01 01:00:00
27621;Serez;2009-01-01 01:00:00
27624;Surville;2009-01-01 01:00:00
27627;Le Theil-Nolent;2009-01-01 01:00:00
27630;Thibouville;2009-01-01 01:00:00
27638;Le Thuit de l'Oison;2009-01-01 01:00:00
27645;Tocqueville;2009-01-01 01:00:00
27659;La Trinité;2009-01-01 01:00:00
27664;Le Tronquay;2009-01-01 01:00:00
27665;Trouville-la-Haule;2009-01-01 01:00:00
88245;Hurbache;2024-12-31 01:00:00
88229;Harchéchamp;2024-12-31 01:00:00
27666;La Vacherie;2009-01-01 01:00:00
88128;Denipaire;2024-12-31 01:00:00
88116;Cornimont;2024-12-31 01:00:00
27667;Valailles;2009-01-01 01:00:00
88098;Chaumousey;2024-12-31 01:00:00
88053;Belval;2024-12-31 01:00:00
27672;Vascœuil;2009-01-01 01:00:00
27674;Vaux-sur-Eure;2009-01-01 01:00:00
88033;Ban-de-Sapt;2024-12-31 01:00:00
14341;Ifs;2025-12-31 01:00:00
97423;Les Trois-Bassins;2025-12-31 01:00:00
21210;Créancey;2019-12-31 01:00:00
27677;Venon;2009-01-01 01:00:00
22055;Binic-Étables-sur-Mer;2023-12-31 01:00:00
27680;Verneusses;2009-01-01 01:00:00
86100;Fontaine-le-Comte;2024-12-31 01:00:00
27683;Vézillon;2009-01-01 01:00:00
88497;Vaxoncourt;2025-12-31 01:00:00
88426;Saint-Maurice-sur-Moselle;2024-12-31 01:00:00
67554;Wolxheim;2011-01-01 01:00:00
27684;Le Vieil-Évreux;2009-01-01 01:00:00
27686;Vieux-Port;2009-01-01 01:00:00
67551;Wolfisheim;2022-12-31 01:00:00
67520;Wasselonne;2010-01-01 01:00:00
27689;Villegats;2009-01-01 01:00:00
67472;Soufflenheim;2022-12-31 01:00:00
67410;Rosenwiller;2023-12-31 01:00:00
27690;Villers-en-Vexin;2009-01-01 01:00:00
67377;Plaine;2020-12-31 01:00:00
67368;Ottrott;2023-12-31 01:00:00
27691;Villers-sur-le-Roule;2009-01-01 01:00:00
67300;Molsheim;2014-12-31 01:00:00
67218;Illkirch-Graffenstaden;2010-12-31 01:00:00
67212;Holtzheim;2010-01-01 01:00:00
27696;Villiers-en-Désœuvre;2009-01-01 01:00:00
67167;Grendelbruch;2023-12-31 01:00:00
67152;Geispolsheim;2023-12-31 01:00:00
27697;Vironvay;2009-01-01 01:00:00
27698;Vitot;2009-01-01 01:00:00
27700;Vraiville;2009-01-01 01:00:00
02653;Romeny-sur-Marne;2009-01-01 01:00:00
29232;Quimper;2009-01-01 01:00:00
67130;Erstein;2020-01-01 01:00:00
30026;Avèze;2009-01-01 01:00:00
30042;Boisset-et-Gaujac;2009-01-01 01:00:00
30047;Bouillargues;2009-01-01 01:00:00
30054;Brouzet-lès-Quissac;2009-01-01 01:00:00
30085;Collias;2009-01-01 01:00:00
30124;Le Garn;2009-01-01 01:00:00
30184;Moussac;2009-01-01 01:00:00
30348;Vézénobres;2009-01-01 01:00:00
30349;Vic-le-Fesq;2009-01-01 01:00:00
30350;Le Vigan;2009-01-01 01:00:00
31044;Balma;2009-01-01 01:00:00
31111;Castagnac;2009-01-01 01:00:00
31169;Escalquens;2009-01-01 01:00:00
31406;Palaminy;2009-01-01 01:00:00
31526;La Salvetat-Saint-Gilles;2009-01-01 01:00:00
31565;Valentine;2009-01-01 01:00:00
33281;Mérignac;2009-01-01 01:00:00
67119;Eckwersheim;2015-01-01 01:00:00
34101;Florensac;2009-01-01 01:00:00
34138;Lieuran-Cabrières;2009-01-01 01:00:00
67118;Eckbolsheim;2024-12-31 01:00:00
35167;Martigné-Ferchaud;2009-01-01 01:00:00
36031;Buzançais;2009-01-01 01:00:00
36040;La Chapelle-Orthemale;2009-01-01 01:00:00
36053;Ciron;2009-01-01 01:00:00
36055;Clion;2009-01-01 01:00:00
67115;Ebersheim;2018-12-31 01:00:00
36149;Palluau-sur-Indre;2009-01-01 01:00:00
67108;Duppigheim;2011-12-31 01:00:00
67046;Bischwiller;2010-01-01 01:00:00
36161;Le Pont-Chrétien-Chabenet;2009-01-01 01:00:00
36188;Saint-Cyran-du-Jambot;2009-01-01 01:00:00
36194;Saint-Genou;2009-01-01 01:00:00
67043;Bischheim;2015-12-31 01:00:00
66230;Vinça;2014-01-01 01:00:00
36225;Le Tranger;2009-01-01 01:00:00
36241;Villedieu-sur-Indre;2009-01-01 01:00:00
66189;Saleilles;2017-12-31 01:00:00
37011;Avoine;2009-01-01 01:00:00
66175;Saint-Génis-des-Fontaines;2023-12-31 01:00:00
66173;Saint-Féliu-d'Amont;2014-01-01 01:00:00
66148;Port-Vendres;2015-12-31 01:00:00
38140;Crolles;2009-01-01 01:00:00
42013;Bellegarde-en-Forez;2009-01-01 01:00:00
42044;Le Chambon-Feugerolles;2009-01-01 01:00:00
42075;Craintilleux;2009-01-01 01:00:00
42177;Pouilly-sous-Charlieu;2009-01-01 01:00:00
42272;Saint-Pierre-de-Bœuf;2009-01-01 01:00:00
42293;Saint-Victor-sur-Rhins;2009-01-01 01:00:00
44115;Oudon;2009-01-01 01:00:00
45272;Saint-Cyr-en-Val;2009-01-01 01:00:00
45300;Sandillon;2009-01-01 01:00:00
45329;Triguères;2009-01-01 01:00:00
46208;Montvalent;2009-01-01 01:00:00
46296;Saint-Vincent-Rive-d'Olt;2009-01-01 01:00:00
47005;Allemans-du-Dropt;2009-01-01 01:00:00
47051;Castelculier;2009-01-01 01:00:00
47059;Caubon-Saint-Sauveur;2009-01-01 01:00:00
47133;Lamontjoie;2009-01-01 01:00:00
47194;Moustier;2009-01-01 01:00:00
47263;Saint-Pardoux-du-Breuil;2009-01-01 01:00:00
47328;Saint-Georges;2009-01-01 01:00:00
49201;La Ménitré;2009-01-01 01:00:00
49311;Saint-Philbert-du-Peuple;2009-01-01 01:00:00
66136;Perpignan;2023-12-31 01:00:00
66133;Palau-del-Vidre;2014-12-31 01:00:00
66099;Llauro;2023-12-31 01:00:00
66093;Laroque-des-Albères;2023-12-31 01:00:00
55169;Écouviez;2009-01-01 01:00:00
55198;Fresnes-en-Woëvre;2009-01-01 01:00:00
55353;Montsec;2009-01-01 01:00:00
55376;Nantois;2009-01-01 01:00:00
55479;Seigneulles;2009-01-01 01:00:00
55586;Xivray-et-Marvoisin;2009-01-01 01:00:00
56128;Melrand;2009-01-01 01:00:00
56211;Saint-Congard;2009-01-01 01:00:00
56224;Saint-Laurent-sur-Oust;2009-01-01 01:00:00
57041;Aumetz;2009-01-01 01:00:00
57067;Bertrange;2009-01-01 01:00:00
57092;Blies-Ébersing;2009-01-01 01:00:00
57200;Les Étangs;2009-01-01 01:00:00
57221;Florange;2009-01-01 01:00:00
57226;Fontoy;2009-01-01 01:00:00
66041;Cases-de-Pène;2013-01-01 01:00:00
57343;Illange;2009-01-01 01:00:00
57603;Russange;2009-01-01 01:00:00
60317;Hondainville;2009-01-01 01:00:00
60358;Lévignen;2009-01-01 01:00:00
60506;Pont-l'Évêque;2009-01-01 01:00:00
60684;Villers-Saint-Paul;2009-01-01 01:00:00
63210;Maringues;2009-01-01 01:00:00
64249;Guéthary;2009-01-01 01:00:00
66039;Caramany;2023-12-31 01:00:00
64250;Guiche;2009-01-01 01:00:00
64269;Idron;2009-01-01 01:00:00
64444;Pardies-Piétat;2009-01-01 01:00:00
66037;Canet-en-Roussillon;2009-01-01 01:00:00
66071;Estagel;2009-01-01 01:00:00
66180;Saint-Laurent-de-la-Salanque;2009-01-01 01:00:00
67067;Brumath;2009-01-01 01:00:00
67124;Entzheim;2009-01-01 01:00:00
67205;Hœrdt;2009-01-01 01:00:00
67434;Sarre-Union;2009-01-01 01:00:00
68121;Hagenthal-le-Haut;2009-01-01 01:00:00
68218;Morschwiller-le-Bas;2009-01-01 01:00:00
68348;Vieux-Thann;2009-01-01 01:00:00
69008;Ancy;2009-01-01 01:00:00
69009;Anse;2009-01-01 01:00:00
69012;Les Ardillats;2009-01-01 01:00:00
69014;Aveize;2009-01-01 01:00:00
69050;Châtillon;2009-01-01 01:00:00
69055;Les Chères;2009-01-01 01:00:00
66012;Baho;2014-01-01 01:00:00
65286;Lourdes;2023-12-31 01:00:00
65017;Aragnouet;2023-12-31 01:00:00
69087;Fontaines-Saint-Martin;2009-01-01 01:00:00
69116;Limonest;2009-01-01 01:00:00
69157;Vindry-sur-Turdine;2009-01-01 01:00:00
69160;Poule-les-Écharmeaux;2009-01-01 01:00:00
69189;Sainte-Colombe;2009-01-01 01:00:00
69245;Ternand;2009-01-01 01:00:00
69249;Thurins;2009-01-01 01:00:00
69285;Pusignan;2009-01-01 01:00:00
64558;Villefranque;2019-12-31 01:00:00
64547;Ustaritz;2022-12-31 01:00:00
72052;Chahaignes;2009-01-01 01:00:00
64502;Sames;2021-12-31 01:00:00
72054;Champagné;2009-01-01 01:00:00
72076;Chenay;2009-01-01 01:00:00
72121;Douillet;2009-01-01 01:00:00
64438;Ouillon;2007-01-01 01:00:00
72132;La Ferté-Bernard;2009-01-01 01:00:00
72264;Sablé-sur-Sarthe;2009-01-01 01:00:00
72336;Solesmes;2009-01-01 01:00:00
72338;Souillé;2009-01-01 01:00:00
72364;Vaas;2009-01-01 01:00:00
73014;Allondaz;2009-01-01 01:00:00
73028;La Balme;2009-01-01 01:00:00
64407;Mouguerre;2021-12-31 01:00:00
73055;Bozel;2009-01-01 01:00:00
73063;Cevins;2009-01-01 01:00:00
73074;La Chapelle;2009-01-01 01:00:00
73114;Flumet;2009-01-01 01:00:00
73116;Fontcouverte-la-Toussuire;2009-01-01 01:00:00
73117;Fourneaux;2009-01-01 01:00:00
73120;Fréterive;2009-01-01 01:00:00
73121;Frontenex;2009-01-01 01:00:00
73123;La Giettaz;2009-01-01 01:00:00
73135;La Tour-en-Maurienne;2009-01-01 01:00:00
73138;Jarrier;2009-01-01 01:00:00
64335;Lescar;2021-12-31 01:00:00
66008;Argelès-sur-Mer;2016-12-31 01:00:00
73142;Landry;2009-01-01 01:00:00
73162;Montailleur;2009-01-01 01:00:00
73189;Notre-Dame-du-Cruet;2009-01-01 01:00:00
73202;Plancherine;2009-01-01 01:00:00
64140;Boucau;2022-12-31 01:00:00
64132;Bizanos;2019-12-31 01:00:00
73211;Queige;2009-01-01 01:00:00
73231;Saint-Étienne-de-Cuines;2009-01-01 01:00:00
73241;Sainte-Hélène-sur-Isère;2009-01-01 01:00:00
73255;Sainte-Marie-de-Cuines;2009-01-01 01:00:00
64129;Billère;2022-12-31 01:00:00
73272;Saint-Pierre-de-Belleville;2009-01-01 01:00:00
73278;Saint-Rémy-de-Maurienne;2009-01-01 01:00:00
64097;Barzun;2020-12-31 01:00:00
64067;Assat;2011-01-01 01:00:00
73280;Saint-Sorlin-d'Arves;2009-01-01 01:00:00
73298;Tours-en-Savoie;2009-01-01 01:00:00
73317;Villard-sur-Doron;2009-01-01 01:00:00
73323;Villaroger;2009-01-01 01:00:00
73330;Yenne;2009-01-01 01:00:00
74003;Alex;2009-01-01 01:00:00
74041;Bonnevaux;2009-01-01 01:00:00
74053;Cervens;2009-01-01 01:00:00
74056;Chamonix-Mont-Blanc;2009-01-01 01:00:00
74127;Féternes;2009-01-01 01:00:00
74154;Lugrin;2009-01-01 01:00:00
74193;La Muraz;2009-01-01 01:00:00
74258;Samoëns;2009-01-01 01:00:00
74278;Thyez;2009-01-01 01:00:00
64065;Ascain;2017-01-01 01:00:00
74294;Verchaix;2009-01-01 01:00:00
74298;Vétraz-Monthoux;2009-01-01 01:00:00
77067;Cesson;2009-01-01 01:00:00
77513;Villenoy;2009-01-01 01:00:00
79249;Saint-Gelais;2009-01-01 01:00:00
79270;Saint-Maixent-l'École;2009-01-01 01:00:00
65045;Aucun;2021-12-31 01:00:00
79277;Saint-Martin-de-Sanzay;2009-01-01 01:00:00
80540;Mesnil-Martinsart;2009-01-01 01:00:00
82182;Touffailles;2009-01-01 01:00:00
85020;Benet;2009-01-01 01:00:00
85074;La Couture;2009-01-01 01:00:00
85082;Les Epesses;2009-01-01 01:00:00
85087;Faymoreau;2009-01-01 01:00:00
85090;Sèvremont;2009-01-01 01:00:00
85093;Fougeré;2009-01-01 01:00:00
85135;Mareuil-sur-Lay-Dissais;2009-01-01 01:00:00
85140;La Meilleraie-Tillay;2009-01-01 01:00:00
85145;Monsireigne;2009-01-01 01:00:00
85147;Montournais;2009-01-01 01:00:00
63464;Vitrac;2017-12-31 01:00:00
85176;Pissotte;2009-01-01 01:00:00
85182;Pouzauges;2009-01-01 01:00:00
85187;Réaumur;2009-01-01 01:00:00
85202;Sainte-Cécile;2009-01-01 01:00:00
85238;Saint-Laurent-sur-Sèvre;2009-01-01 01:00:00
86059;Chapelle-Viviers;2009-01-01 01:00:00
63459;Villeneuve-les-Cerfs;2013-01-01 01:00:00
89130;Deux Rivières;2009-01-01 01:00:00
89189;Gisy-les-Nobles;2009-01-01 01:00:00
89460;Villeneuve-la-Guyard;2009-01-01 01:00:00
01383;Saint-Paul-de-Varax;2009-01-01 01:00:00
92020;Châtillon;2009-01-01 01:00:00
63449;Le Vernet-Sainte-Marguerite;2015-01-01 01:00:00
92023;Clamart;2009-01-01 01:00:00
92025;Colombes;2009-01-01 01:00:00
92033;Garches;2009-01-01 01:00:00
92035;La Garenne-Colombes;2009-01-01 01:00:00
92040;Issy-les-Moulineaux;2009-01-01 01:00:00
92046;Malakoff;2009-01-01 01:00:00
92072;Sèvres;2009-01-01 01:00:00
97111;Deshaies;2009-01-01 01:00:00
97120;Pointe-à-Pitre;2009-01-01 01:00:00
01389;Saint-Trivier-sur-Moignans;2009-01-01 01:00:00
63445;Vassel;2016-01-01 01:00:00
01396;Sault-Brénaz;2009-01-01 01:00:00
01403;Serrières-de-Briord;2009-01-01 01:00:00
63438;Trézioux;2016-01-01 01:00:00
01405;Servas;2009-01-01 01:00:00
63414;Sauviat;2012-01-01 01:00:00
01418;Thil;2009-01-01 01:00:00
01423;Toussieux;2009-01-01 01:00:00
63413;La Sauvetat;2014-01-01 01:00:00
01431;Vaux-en-Bugey;2009-01-01 01:00:00
01444;Villebois;2009-01-01 01:00:00
01447;Villereversure;2009-01-01 01:00:00
02114;Brasles;2009-01-01 01:00:00
16205;Manot;2009-01-01 01:00:00
63412;Sauvessanges;2012-01-01 01:00:00
16358;Saint-Yrieix-sur-Charente;2009-01-01 01:00:00
02228;Courtemont-Varennes;2009-01-01 01:00:00
02290;Essômes-sur-Marne;2009-01-01 01:00:00
21400;Le Meix;2009-01-01 01:00:00
02309;Festieux;2009-01-01 01:00:00
21684;Vignoles;2009-01-01 01:00:00
63398;Saint-Sauveur-la-Sagne;2015-01-01 01:00:00
02347;Gland;2009-01-01 01:00:00
63373;Saint-Maigner;2016-01-01 01:00:00
02401;Laigny;2009-01-01 01:00:00
24023;Baneuil;2009-01-01 01:00:00
63371;Saint-Just;2013-01-01 01:00:00
24543;Sourzac;2009-01-01 01:00:00
26054;Bouchet;2009-01-01 01:00:00
27676;Les Trois Lacs;2009-01-01 01:00:00
63038;Besse-et-Saint-Anastaise;2013-01-01 01:00:00
72265;Saint-Aignan;2012-01-01 01:00:00
57304;Haut-Clocher;2012-01-01 01:00:00
35093;Dinard;2014-01-01 01:00:00
63331;Saint-Clément-de-Valorgue;2012-01-01 01:00:00
66026;Brouilla;2012-01-01 01:00:00
40263;Saint-Jean-de-Lier;2012-01-01 01:00:00
63260;Olmet;2012-01-01 01:00:00
63326;Saint-Bonnet-près-Orcival;2017-01-01 01:00:00
63075;Chamalières;2012-01-01 01:00:00
31092;Burgalays;2013-01-01 01:00:00
90036;Eguenigue;2013-01-01 01:00:00
31578;Vigoulet-Auzil;2014-01-01 01:00:00
63325;Saint-Bonnet-lès-Allier;2014-01-01 01:00:00
66023;Bouleternère;2014-01-01 01:00:00
63306;La Roche-Noire;2013-12-31 01:00:00
24291;Montignac-Lascaux;2013-01-01 01:00:00
68147;Hunawihr;2012-01-01 01:00:00
63290;Pulvérières;2016-01-01 01:00:00
26034;La Baume-d'Hostun;2012-01-01 01:00:00
31410;Pechbonnieu;2014-01-01 01:00:00
63284;Pont-du-Château;2009-01-01 01:00:00
31094;Buzet-sur-Tarn;2014-01-01 01:00:00
63400;Saint-Sylvestre-Pragoulin;2014-01-01 01:00:00
66052;Codalet;2014-01-01 01:00:00
42182;Renaison;2012-01-01 01:00:00
31147;Clarac;2014-01-01 01:00:00
63362;Saint-Ignat;2012-01-01 01:00:00
63090;Chaptuzat;2014-01-01 01:00:00
63434;Tours-sur-Meymont;2013-01-01 01:00:00
90044;Felon;2013-01-01 01:00:00
19031;Brive-la-Gaillarde;2012-01-01 01:00:00
24059;Bourgnac;2013-01-01 01:00:00
63281;Pionsat;2013-01-01 01:00:00
63277;Peslières;2017-01-01 01:00:00
63265;Orléat;2004-12-31 01:00:00
14252;Estrées-la-Campagne;2012-01-01 01:00:00
24314;Orliaguet;2013-01-01 01:00:00
85104;Grues;2012-01-01 01:00:00
63264;Orcival;2017-01-01 01:00:00
35146;Langouet;2012-01-01 01:00:00
68351;Vogelgrun;2013-01-01 01:00:00
24574;Veyrignac;2013-01-01 01:00:00
16144;Fouqueure;2014-01-01 01:00:00
85067;Cheffois;2013-01-01 01:00:00
40099;Fargues;2012-01-01 01:00:00
85092;Fontenay-le-Comte;2014-01-01 01:00:00
63194;Lempty;2013-01-01 01:00:00
63243;Moureuille;2022-12-31 01:00:00
72385;Yvré-le-Pôlin;2012-01-01 01:00:00
44081;Legé;2012-01-01 01:00:00
69163;Quincieux;2013-01-01 01:00:00
63142;Échandelys;2012-01-01 01:00:00
60313;Hermes;2013-01-01 01:00:00
63241;Montpeyroux;2018-01-01 01:00:00
33478;Saint-Seurin-sur-l'Isle;2012-01-01 01:00:00
38212;Livet-et-Gavet;2012-01-01 01:00:00
90033;Delle;2013-01-01 01:00:00
73051;Le Bourget-du-Lac;2012-01-01 01:00:00
85117;Lairoux;2014-01-01 01:00:00
72372;Vezot;2014-01-01 01:00:00
90024;Chavanatte;2013-01-01 01:00:00
68067;Courtavon;2013-01-01 01:00:00
68334;Thann;2012-01-01 01:00:00
72225;Oisseau-le-Petit;2012-01-01 01:00:00
68151;Husseren-Wesserling;2014-01-01 01:00:00
63131;Culhat;2012-01-01 01:00:00
68027;Berentzwiller;2013-01-01 01:00:00
21547;Saint-Euphrône;2013-01-01 01:00:00
63235;Montcel;2023-12-31 01:00:00
52060;Bourbonne-les-Bains;2013-01-01 01:00:00
44048;Couffé;2012-01-01 01:00:00
90007;Banvillars;2013-01-01 01:00:00
49021;Beaufort-en-Anjou;2012-01-01 01:00:00
23091;Gioux;2013-01-01 01:00:00
31153;Couladère;2013-01-01 01:00:00
90010;Belfort;2013-01-01 01:00:00
72271;Saint-Célerin;2013-01-01 01:00:00
31184;Flourens;2014-01-01 01:00:00
90022;Châtenois-les-Forges;2013-01-01 01:00:00
86247;Saint-Saviol;2013-01-01 01:00:00
44118;Pannecé;2012-01-01 01:00:00
63219;Mazaye;2017-01-01 01:00:00
68079;Elbach;2014-01-01 01:00:00
41131;Mazangé;2013-01-01 01:00:00
15198;Sainte-Marie;2012-01-01 01:00:00
31277;Lasserre-Pradère;2014-01-01 01:00:00
69006;Amplepuis;2012-01-01 01:00:00
72118;Dollon;2013-01-01 01:00:00
21604;Senailly;2012-01-01 01:00:00
63214;Les Martres-de-Veyre;2012-01-01 01:00:00
24076;Campagne;2013-01-01 01:00:00
68189;Logelheim;2012-01-01 01:00:00
63105;Chaumont-le-Bourg;2013-01-01 01:00:00
85157;Moutiers-sur-le-Lay;2014-01-01 01:00:00
