cod_commune;lib_commune;dat_publi_dicrim
95214;Épinay-Champlâtreux;2002-01-01 01:00:00
86082;Valence-en-Poitou;2011-01-01 12:00:00
95229;Ézanville;2002-01-01 01:00:00
95241;Fontenay-en-Parisis;2002-01-01 01:00:00
95270;Genainville;2002-01-01 01:00:00
95271;Génicourt;2002-01-01 01:00:00
95277;Gonesse;2002-01-01 01:00:00
95280;Goussainville;2002-01-01 01:00:00
86235;Saint-Maurice-la-ClouÃ¨re;2011-01-01 12:00:00
95287;Grisy-les-Plâtres;2002-01-01 01:00:00
95295;Guiry-en-Vexin;2002-01-01 01:00:00
95351;Louvres;2002-01-01 01:00:00
95352;Luzarches;2002-01-01 01:00:00
95365;Mareil-en-France;2002-01-01 01:00:00
95370;Marines;2002-01-01 01:00:00
95371;Marly-la-Ville;2002-01-01 01:00:00
95388;Menucourt;2002-01-01 01:00:00
95395;Le Mesnil-Aubry;2002-01-01 01:00:00
95409;Moisselles;2002-01-01 01:00:00
95422;Montgeroult;2002-01-01 01:00:00
95427;Montmagny;2002-01-01 01:00:00
95429;Montreuil-sur-Epte;2002-01-01 01:00:00
95459;Nucourt;2002-01-01 01:00:00
95489;Piscop;2002-01-01 01:00:00
95510;Puiseux-Pontoise;2002-01-01 01:00:00
95529;Ronquerolles;2002-01-01 01:00:00
95535;Sagy;2002-01-01 01:00:00
95611;Theuville;2002-01-01 01:00:00
95641;Vémars;2002-01-01 01:00:00
95652;Viarmes;2002-01-01 01:00:00
95675;Villeron;2002-01-01 01:00:00
95678;Villiers-Adam;2002-01-01 01:00:00
95682;Villiers-le-Sec;2002-01-01 01:00:00
11061;Cambieure;2002-01-01 01:00:00
11074;Les Cassés;2002-01-01 01:00:00
11207;Loupia;2002-01-01 01:00:00
11211;Magrie;2002-01-01 01:00:00
11343;Saint-Gaudéric;2002-01-01 01:00:00
11348;Saint-Julien-de-Briola;2002-01-01 01:00:00
11362;Saint-Paulet;2002-01-01 01:00:00
11383;Souilhe;2002-01-01 01:00:00
21110;Brochon;2002-01-01 01:00:00
21133;Chambolle-Musigny;2002-01-01 01:00:00
21138;Champdôtre;2002-01-01 01:00:00
21150;Chassagne-Montrachet;2002-01-01 01:00:00
21173;Chorey-les-Beaune;2002-01-01 01:00:00
21180;Cléry;2002-01-01 01:00:00
21186;Comblanchien;2002-01-01 01:00:00
21200;Couchey;2002-01-01 01:00:00
21263;Fénay;2002-01-01 01:00:00
21265;Fixin;2002-01-01 01:00:00
21321;Jailly-les-Moulins;2002-01-01 01:00:00
21370;Magny-sur-Tille;2002-01-01 01:00:00
21428;Monthelie;2002-01-01 01:00:00
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;2002-01-01 01:00:00
21442;Morey-Saint-Denis;2002-01-01 01:00:00
21480;Pernand-Vergelesses;2002-01-01 01:00:00
21512;Puligny-Montrachet;2002-01-01 01:00:00
21524;Riel-les-Eaux;2002-01-01 01:00:00
21583;Santosse;2002-01-01 01:00:00
21597;Segrois;2002-01-01 01:00:00
21606;Ladoix-Serrigny;2002-01-01 01:00:00
21622;Tart-le-Bas;2002-01-01 01:00:00
21712;Volnay;2002-01-01 01:00:00
21714;Vosne-Romanée;2002-01-01 01:00:00
21716;Vougeot;2002-01-01 01:00:00
22094;Lancieux;2002-01-01 01:00:00
22134;Louannec;2002-01-01 01:00:00
22186;Pléneuf-Val-André;2002-01-01 01:00:00
26001;Solaure en Diois;2002-01-01 01:00:00
26004;Alixan;2002-01-01 01:00:00
26006;Allex;2002-01-01 01:00:00
26009;Andancette;2002-01-01 01:00:00
26011;Aouste-sur-Sye;2002-01-01 01:00:00
26016;Aubres;2002-01-01 01:00:00
26033;La Baume-de-Transit;2002-01-01 01:00:00
26041;Beausemblant;2002-01-01 01:00:00
26056;Bourdeaux;2002-01-01 01:00:00
26058;Bourg-lès-Valence;2002-01-01 01:00:00
26060;Bouvières;2002-01-01 01:00:00
26072;Chantemerle-les-Blés;2002-01-01 01:00:00
26077;Charmes-sur-l'Herbasse;2002-01-01 01:00:00
26084;Châteauneuf-sur-Isère;2002-01-01 01:00:00
26093;Clansayes;2002-01-01 01:00:00
26096;Clérieux;2002-01-01 01:00:00
26103;Condorcet;2002-01-01 01:00:00
26106;La Coucourde;2002-01-01 01:00:00
26107;Crépol;2002-01-01 01:00:00
26108;Crest;2002-01-01 01:00:00
26110;Crozes-Hermitage;2002-01-01 01:00:00
26114;Dieulefit;2002-01-01 01:00:00
26119;Érôme;2002-01-01 01:00:00
40155;Linxe;2012-01-01 01:00:00
72293;Saint-Jean-du-Bois;2014-01-01 01:00:00
31255;Labroquère;2014-01-01 01:00:00
49090;Cheffes;2014-01-01 01:00:00
68177;Lautenbach;2013-01-01 01:00:00
90034;Denney;2013-01-01 01:00:00
63347;Saint-Genès-du-Retz;2013-01-01 01:00:00
68170;Kœtzingue;2012-01-01 01:00:00
90012;Bessoncourt;2013-01-01 01:00:00
41138;Meslay;2013-01-01 01:00:00
86257;Savigny-sous-Faye;2012-01-01 01:00:00
14732;Vaux-sur-Aure;2012-01-01 01:00:00
68105;Gildwiller;2013-01-01 01:00:00
21316;Heuilley-sur-Saône;2012-01-01 01:00:00
72151;Juigné-sur-Sarthe;2013-01-01 01:00:00
40224;Peyrehorade;2012-01-01 01:00:00
24568;Vélines;2013-01-01 01:00:00
68331;Sundhoffen;2012-01-01 01:00:00
38072;Chanas;2012-01-01 01:00:00
68043;Bollwiller;2012-01-01 01:00:00
90029;Cravanche;2013-01-01 01:00:00
19007;Altillac;2014-01-01 01:00:00
21331;Labergement-lès-Auxonne;2013-01-01 01:00:00
40320;Uchacq-et-Parentis;2012-01-01 01:00:00
21342;Laperrière-sur-Saône;2012-01-01 01:00:00
72344;Spay;2014-01-01 01:00:00
21171;Chevigny-Saint-Sauveur;2013-01-01 01:00:00
38383;Saint-Étienne-de-Crossey;2014-01-01 01:00:00
15258;Vic-sur-Cère;2012-01-01 01:00:00
66170;Sainte-Colombe-de-la-Commanderie;2013-01-01 01:00:00
90070;Montbouton;2013-01-01 01:00:00
15184;Saint-Étienne-de-Maurs;2012-01-01 01:00:00
63174;Grandval;2014-01-01 01:00:00
36006;Argenton-sur-Creuse;2013-01-01 01:00:00
57339;Hultehouse;2013-01-01 01:00:00
29061;Gouesnou;2014-01-01 01:00:00
66209;Thuès-Entre-Valls;2014-01-01 01:00:00
45142;Fay-aux-Loges;2012-01-01 12:00:00
95690;Wy-dit-Joli-Village;2003-01-01 01:00:00
95656;Vienne-en-Arthies;2003-01-01 01:00:00
95610;Théméricourt;2003-01-01 01:00:00
95594;Seugy;2003-01-01 01:00:00
95592;Seraincourt;2003-01-01 01:00:00
95584;Santeuil;2003-01-01 01:00:00
95509;Puiseux-en-France;2003-01-01 01:00:00
95483;Le Perchay;2003-01-01 01:00:00
95462;Omerville;2003-01-01 01:00:00
95309;Hodent;2003-01-01 01:00:00
95102;Bréançon;2003-01-01 01:00:00
95094;Bouqueval;2003-01-01 01:00:00
95059;Berville;2003-01-01 01:00:00
95055;Bellefontaine;2003-01-01 01:00:00
95054;Le Bellay-en-Vexin;2003-01-01 01:00:00
95046;Banthelu;2003-01-01 01:00:00
95011;Ambleville;2003-01-01 01:00:00
82031;Castelmayran;2003-01-01 01:00:00
82030;Castelferrus;2003-01-01 01:00:00
82022;Bourg-de-Visa;2003-01-01 01:00:00
82015;Belbèze-en-Lomagne;2003-01-01 01:00:00
80815;Vron;2003-01-01 01:00:00
80806;Villers-sur-Authie;2003-01-01 01:00:00
80716;Saint-Riquier;2003-01-01 01:00:00
80691;Saigneville;2003-01-01 01:00:00
80684;Rouy-le-Petit;2003-01-01 01:00:00
80683;Rouy-le-Grand;2003-01-01 01:00:00
80680;Rosières-en-Santerre;2003-01-01 01:00:00
80673;Riencourt;2003-01-01 01:00:00
80669;Rethonvillers;2003-01-01 01:00:00
80638;Potte;2003-01-01 01:00:00
80635;Pont-Remy;2003-01-01 01:00:00
80606;Oisemont;2003-01-01 01:00:00
80590;Neuilly-l'Hôpital;2003-01-01 01:00:00
80580;Nampont;2003-01-01 01:00:00
80556;Mons-Boubert;2003-01-01 01:00:00
80554;Molliens-Dreuil;2003-01-01 01:00:00
80535;Le Mesge;2003-01-01 01:00:00
80518;Martainneville;2003-01-01 01:00:00
80488;Longpré-les-Corps-Saints;2003-01-01 01:00:00
80476;Liercourt;2003-01-01 01:00:00
80465;Languevoisin-Quiquery;2003-01-01 01:00:00
80444;Huchenneville;2003-01-01 01:00:00
80443;Hornoy-le-Bourg;2003-01-01 01:00:00
80433;Herly;2003-01-01 01:00:00
80416;Hangest-sur-Somme;2003-01-01 01:00:00
80385;Grand-Laviers;2003-01-01 01:00:00
80346;Franqueville;2003-01-01 01:00:00
80331;Forest-l'Abbaye;2003-01-01 01:00:00
80328;Fontaine-sur-Somme;2003-01-01 01:00:00
80318;Flixecourt;2003-01-01 01:00:00
80296;L'Étoile;2003-01-01 01:00:00
80292;Étalon;2003-01-01 01:00:00
80282;Érondelle;2003-01-01 01:00:00
63113;Clermont-Ferrand;2012-01-01 12:00:00
80268;Épagne-Épagnette;2003-01-01 01:00:00
80262;Eaucourt-sur-Somme;2003-01-01 01:00:00
80230;Curchy;2003-01-01 01:00:00
80211;Conty;2003-01-01 01:00:00
80200;Cocquerel;2003-01-01 01:00:00
80187;La Chaussée-Tirancourt;2003-01-01 01:00:00
80167;Canchy;2003-01-01 01:00:00
80163;Cambron;2003-01-01 01:00:00
80161;Cahon;2003-01-01 01:00:00
80139;Breuil;2003-01-01 01:00:00
80135;Bray-lès-Mareuil;2003-01-01 01:00:00
80131;Boves;2003-01-01 01:00:00
80123;Bourdon;2003-01-01 01:00:00
80117;Bouchon;2003-01-01 01:00:00
80110;Boismont;2003-01-01 01:00:00
80105;Billancourt;2003-01-01 01:00:00
80097;Béthencourt-sur-Somme;2003-01-01 01:00:00
80029;Arrest;2003-01-01 01:00:00
80011;Ailly-sur-Somme;2003-01-01 01:00:00
80010;Ailly-sur-Noye;2003-01-01 01:00:00
79080;Châtillon-sur-Thouet;2003-01-01 01:00:00
74285;Usinens;2003-01-01 01:00:00
74280;Thônes;2003-01-01 01:00:00
74027;La Balme-de-Thuy;2003-01-01 01:00:00
74006;Allonzier-la-Caille;2003-01-01 01:00:00
70467;Saint-Loup-sur-Semouse;2003-01-01 01:00:00
70440;Recologne;2003-01-01 01:00:00
70414;Plancher-les-Mines;2003-01-01 01:00:00
70309;Loulans-Verchamp;2003-01-01 01:00:00
70296;Larians-et-Munans;2003-01-01 01:00:00
70227;Faucogney-et-la-Mer;2003-01-01 01:00:00
70219;Esprels;2003-01-01 01:00:00
70205;Échavanne;2003-01-01 01:00:00
70189;Cromary;2003-01-01 01:00:00
70154;Cirey;2003-01-01 01:00:00
70012;Amance;2003-01-01 01:00:00
66212;Torreilles;2003-01-01 01:00:00
66088;Ille-sur-Têt;2003-01-01 01:00:00
64545;Urrugne;2003-01-01 01:00:00
64506;Sarrance;2003-01-01 01:00:00
64422;Oloron-Sainte-Marie;2003-01-01 01:00:00
64342;Licq-Athérey;2003-01-01 01:00:00
57196;Erching;2003-01-01 01:00:00
54540;Val-et-Châtillon;2003-01-01 01:00:00
54536;Tucquegnieux;2003-01-01 01:00:00
54528;Toul;2003-01-01 01:00:00
54403;Norroy-lès-Pont-à-Mousson;2003-01-01 01:00:00
54399;Neuviller-sur-Moselle;2003-01-01 01:00:00
54270;Hussigny-Godbrange;2003-01-01 01:00:00
54261;Herserange;2003-01-01 01:00:00
54234;Gorcy;2003-01-01 01:00:00
54227;Giraumont;2003-01-01 01:00:00
54168;Dommartin-sous-Amance;2003-01-01 01:00:00
54136;Conflans-en-Jarnisy;2003-01-01 01:00:00
54099;Val de Briey;2003-01-01 01:00:00
54043;Bainville-sur-Madon;2003-01-01 01:00:00
49127;Durtal;2003-01-01 01:00:00
47246;Saint-Hilaire-de-Lusignan;2003-01-01 01:00:00
35257;Maen Roch;2003-01-01 01:00:00
35115;Fougères;2003-01-01 01:00:00
32464;Villecomtal-sur-Arros;2003-01-01 01:00:00
32462;Vic-Fezensac;2003-01-01 01:00:00
32410;Samatan;2003-01-01 01:00:00
32213;Lombez;2003-01-01 01:00:00
32083;Castéra-Verduzan;2003-01-01 01:00:00
32012;Aubiet;2003-01-01 01:00:00
28422;Les Villages Vovéens;2003-01-01 01:00:00
28332;Sainte-Gemme-Moronval;2003-01-01 01:00:00
22005;Belle-Isle-en-Terre;2003-01-01 01:00:00
21715;Voudenay;2003-01-01 01:00:00
21633;Thorey-sous-Charny;2003-01-01 01:00:00
21613;Soussey-sur-Brionne;2003-01-01 01:00:00
21568;Saint-Rémy;2003-01-01 01:00:00
21541;Saint-Aubin;2003-01-01 01:00:00
76095;Bihorel;2012-01-01 12:00:00
76108;Bois-Guillaume;2012-01-01 12:00:00
21501;Pouilly-en-Auxois;2003-01-01 01:00:00
21441;Mont-Saint-Jean;2003-01-01 01:00:00
21385;Marey-sur-Tille;2003-01-01 01:00:00
21381;Marcilly-et-Dracy;2003-01-01 01:00:00
21361;Lux;2003-01-01 01:00:00
21298;Gissey-le-Vieil;2003-01-01 01:00:00
21267;Flagey-Echézeaux;2003-01-01 01:00:00
21244;Éguilly;2003-01-01 01:00:00
21226;Darcey;2003-01-01 01:00:00
21220;Cussey-les-Forges;2003-01-01 01:00:00
21114;Buffon;2003-01-01 01:00:00
21101;Braux;2003-01-01 01:00:00
21100;Brain;2003-01-01 01:00:00
21098;Boux-sous-Salmaise;2003-01-01 01:00:00
21063;Beneuvre;2003-01-01 01:00:00
21062;Bellenot-sous-Pouilly;2003-01-01 01:00:00
21033;Aubigny-lès-Sombernon;2003-01-01 01:00:00
21010;Aloxe-Corton;2003-01-01 01:00:00
21082;Blancey;2003-01-01 01:00:00
11426;Villegly;2003-01-01 01:00:00
11411;Villanière;2003-01-01 01:00:00
11358;Saint-Martin-Lys;2003-01-01 01:00:00
11306;Quirbajou;2003-01-01 01:00:00
11302;Puilaurens;2003-01-01 01:00:00
14068;BiÃ©ville-Beuville;2012-01-01 12:00:00
14098;Thue et Mue;2012-01-01 12:00:00
76375;Ingouville;2003-12-31 01:00:00
76581;Saint-Germain-des-Essourts;2011-12-31 01:00:00
14167;Colombelles;2012-01-01 12:00:00
11174;Les Ilhes;2003-01-01 01:00:00
11154;Fournes-Cabardès;2003-01-01 01:00:00
11127;Escouloubre;2003-01-01 01:00:00
11056;Cabrespine;2003-01-01 01:00:00
14220;Deauville;2012-01-01 12:00:00
11043;Bouilhonnac;2003-01-01 01:00:00
11038;Bessède-de-Sault;2003-01-01 01:00:00
11019;Aunat;2003-01-01 01:00:00
11017;Artigues;2003-01-01 01:00:00
02173;Chauny;2003-01-01 01:00:00
11147;Fontanès-de-Sault;2003-01-01 01:00:00
80618;Pendé;2003-01-01 01:00:00
11321;Roquefort-de-Sault;2003-01-01 01:00:00
11093;Le Clat;2003-01-01 01:00:00
54437;Pulligny;2003-01-01 01:00:00
54362;Mercy-le-Bas;2003-01-01 01:00:00
95660;Villaines-sous-Bois;2003-01-01 01:00:00
14371;Livarot-Pays-d'Auge;2012-01-01 12:00:00
95625;Us;2003-01-01 01:00:00
21024;Arnay-sous-Vitteaux;2003-01-01 01:00:00
95543;Saint-Cyr-en-Arthies;2003-01-01 01:00:00
95447;Neuilly-en-Vexin;2003-01-01 01:00:00
02058;Beaurieux;2012-01-01 12:00:00
95438;Moussy;2003-01-01 01:00:00
95348;Longuesse;2003-01-01 01:00:00
95341;Livilliers;2003-01-01 01:00:00
95328;Labbeville;2003-01-01 01:00:00
95316;Jagny-sous-Bois;2003-01-01 01:00:00
30004;Aigues-Vives;2003-01-01 01:00:00
80598;Nouvion;2003-01-01 01:00:00
22214;Plouézec;2003-01-01 01:00:00
14522;PrÃªtreville;2012-01-01 12:00:00
80568;Morchain;2003-01-01 01:00:00
14556;Saint-AndrÃ©-sur-Orne;2012-01-01 12:00:00
80512;Mareuil-Caubert;2003-01-01 01:00:00
80507;Marcelcave;2003-01-01 01:00:00
14565;Saint-CÃ´me-de-FresnÃ©;2012-01-01 12:00:00
80486;Long;2003-01-01 01:00:00
21382;Marcilly-Ogny;2003-01-01 01:00:00
54563;Vézelise;2003-01-01 01:00:00
11373;Salvezines;2003-01-01 01:00:00
11335;Sainte-Colombe-sur-Guette;2003-01-01 01:00:00
95493;Le Plessis-Luzarches;2003-01-01 01:00:00
95308;Hérouville-en-Vexin;2003-01-01 01:00:00
95304;Hédouville;2003-01-01 01:00:00
95303;Le Heaulme;2003-01-01 01:00:00
95150;Chaussy;2003-01-01 01:00:00
95144;Châtenay-en-France;2003-01-01 01:00:00
80051;Bailleul;2003-01-01 01:00:00
22222;Plouha;2003-01-01 01:00:00
32159;L'Isle-de-Noé;2003-01-01 01:00:00
79329;Thouars;2003-01-01 01:00:00
32344;Riscle;2003-01-01 01:00:00
21172;Chivres;2012-01-01 01:00:00
68090;Ferrette;2012-01-01 01:00:00
72254;Rouessé-Fontaine;2013-01-01 01:00:00
73096;Cruet;2013-01-01 01:00:00
31085;Boutx;2014-01-01 01:00:00
66145;Ponteilla;2014-01-01 01:00:00
14752;Villers-Bocage;2012-01-01 12:00:00
97101;Les Abymes;2004-01-01 01:00:00
95527;Roissy-en-France;2004-01-01 01:00:00
95492;Le Plessis-Gassot;2004-01-01 01:00:00
95219;Ermont;2004-01-01 01:00:00
87016;Les Billanges;2004-01-01 01:00:00
80213;Cottenchy;2004-01-01 01:00:00
80205;Condé-Folie;2004-01-01 01:00:00
80164;Camon;2004-01-01 01:00:00
74313;Vovray-en-Bornes;2004-01-01 01:00:00
74238;Saint-Jean-d'Aulps;2004-01-01 01:00:00
69007;Ampuis;2004-01-01 01:00:00
66176;Saint-Hippolyte;2004-01-01 01:00:00
66053;Collioure;2004-01-01 01:00:00
64035;Arbonne;2004-01-01 01:00:00
63262;Orcet;2004-01-01 01:00:00
52550;Wassy;2004-01-01 01:00:00
52548;Vraincourt;2004-01-01 01:00:00
52297;Luzy-sur-Marne;2004-01-01 01:00:00
52230;Gudmont-Villiers;2004-01-01 01:00:00
48185;Les Salelles;2004-01-01 01:00:00
47132;Lalandusse;2004-01-01 01:00:00
47043;Buzet-sur-Baïse;2004-01-01 01:00:00
38309;Poisat;2004-01-01 01:00:00
38158;Eybens;2004-01-01 01:00:00
30331;Tresques;2004-01-01 01:00:00
30321;Sommières;2004-01-01 01:00:00
30311;Sauve;2004-01-01 01:00:00
30305;Salindres;2004-01-01 01:00:00
30278;Saint-Laurent-des-Arbres;2004-01-01 01:00:00
30243;Saint-Christol-lez-Alès;2004-01-01 01:00:00
30218;Rochegude;2004-01-01 01:00:00
30210;Quissac;2004-01-01 01:00:00
30129;Générargues;2004-01-01 01:00:00
30081;Chusclan;2004-01-01 01:00:00
30037;Bessèges;2004-01-01 01:00:00
19278;Varetz;2004-01-01 01:00:00
19182;Saint-Aulaire;2004-01-01 01:00:00
19124;Mansac;2004-01-01 01:00:00
19107;Larche;2004-01-01 01:00:00
19012;Astaillac;2004-01-01 01:00:00
19005;Allassac;2004-01-01 01:00:00
03279;Teillet-Argenty;2004-01-01 01:00:00
03167;Mazirat;2004-01-01 01:00:00
03132;Jaligny-sur-Besbre;2004-01-01 01:00:00
03127;Hérisson;2004-01-01 01:00:00
03102;Dompierre-sur-Besbre;2004-01-01 01:00:00
03100;Diou;2004-01-01 01:00:00
03098;Désertines;2004-01-01 01:00:00
03086;Coulanges;2004-01-01 01:00:00
03019;Beaulon;2004-01-01 01:00:00
03014;Avrilly;2004-01-01 01:00:00
03261;Sainte-Thérence;2004-01-01 01:00:00
03257;Saint-Prix;2004-01-01 01:00:00
03173;Molinet;2004-01-01 01:00:00
03233;Saint-Genest;2004-01-01 01:00:00
95555;Saint-Gratien;2004-01-01 01:00:00
28279;Nogent-le-Roi;2004-01-01 01:00:00
03119;Gannay-sur-Loire;2004-01-01 01:00:00
30222;La Roque-sur-Cèze;2004-01-01 01:00:00
40283;Saint-Vincent-de-Paul;2004-01-01 01:00:00
22210;Ploubazlanec;2004-01-01 01:00:00
52522;Viéville;2004-01-01 01:00:00
52518;Vesaignes-sur-Marne;2004-01-01 01:00:00
52514;Verbiesles;2004-01-01 01:00:00
52500;Valcourt;2004-01-01 01:00:00
52492;Torcenay;2004-01-01 01:00:00
52480;Soncourt-sur-Marne;2004-01-01 01:00:00
52452;Saint-Martin-lès-Langres;2004-01-01 01:00:00
30077;Cendras;2004-01-01 01:00:00
52440;Rouvroy-sur-Marne;2004-01-01 01:00:00
52421;Riaucourt;2004-01-01 01:00:00
52405;Le Montsaugeonnais;2004-01-01 01:00:00
52401;Poulangy;2004-01-01 01:00:00
52391;Planrupt;2004-01-01 01:00:00
52380;Peigney;2004-01-01 01:00:00
52346;Mussey-sur-Marne;2004-01-01 01:00:00
52269;Langres;2004-01-01 01:00:00
52250;Joinville;2004-01-01 01:00:00
52246;Humes-Jorquenay;2004-01-01 01:00:00
03154;Luneau;2004-01-01 01:00:00
52211;Froncles;2004-01-01 01:00:00
52205;Foulain;2004-01-01 01:00:00
95491;Le Plessis-Bouchard;2004-01-01 01:00:00
52175;Donjeux;2004-01-01 01:00:00
52156;Curel;2004-01-01 01:00:00
52141;Condes;2004-01-01 01:00:00
52125;Chamarandes-Choignes;2004-01-01 01:00:00
52108;Charmes;2004-01-01 01:00:00
52102;Champigny-lès-Langres;2004-01-01 01:00:00
52058;Bologne;2004-01-01 01:00:00
52030;Autigny-le-Petit;2004-01-01 01:00:00
03145;Lignerolles;2004-01-01 01:00:00
52529;Villegusien-le-Lac;2004-01-01 01:00:00
30339;Val-d'Aigoual;2004-01-01 01:00:00
19274;Ussac;2004-01-01 01:00:00
64376;Meillon;2004-01-01 01:00:00
85012;La Barre-de-Monts;2013-01-01 01:00:00
68148;Hundsbach;2013-01-01 01:00:00
63184;Lachaux;2013-01-01 01:00:00
72266;Saint-Aubin-de-Locquenay;2013-01-01 01:00:00
90028;Courtelevant;2013-01-01 01:00:00
68125;Hecken;2013-01-01 01:00:00
86287;Vézières;2013-01-01 01:00:00
72192;Les Mées;2013-01-01 01:00:00
31117;Castelmaurou;2013-01-01 01:00:00
86201;Prinçay;2014-01-01 01:00:00
31497;Saint-Loup-Cammas;2014-01-01 01:00:00
31492;Saint-Julien-sur-Garonne;2013-01-01 01:00:00
38425;Saint-Maurice-l'Exil;2012-01-01 01:00:00
67540;Wintershouse;2013-01-01 01:00:00
21518;Quincy-le-Vicomte;2012-01-01 01:00:00
66166;Sahorre;2014-01-01 01:00:00
63418;Sermentizon;2013-01-01 12:00:00
27085;Flancourt-Crescy-en-Roumois;2005-01-01 01:00:00
27126;Campigny;2005-01-01 01:00:00
27153;Chauvincourt-Provemont;2005-01-01 01:00:00
27202;Daubeuf-près-Vatteville;2005-01-01 01:00:00
27298;Graveron-Sémerville;2005-01-01 01:00:00
27315;Harquency;2005-01-01 01:00:00
27324;Hébécourt;2005-01-01 01:00:00
27347;Huest;2005-01-01 01:00:00
27370;Lisors;2005-01-01 01:00:00
27377;Lyons-la-Forêt;2005-01-01 01:00:00
27405;Mesnil-sous-Vienne;2005-01-01 01:00:00
27417;Morgny;2005-01-01 01:00:00
27418;Morsan;2005-01-01 01:00:00
27435;La Noë-Poulain;2005-01-01 01:00:00
27451;Parville;2005-01-01 01:00:00
27466;Le Plessis-Sainte-Opportune;2005-01-01 01:00:00
27475;La Poterie-Mathieu;2005-01-01 01:00:00
27500;Routot;2005-01-01 01:00:00
27541;Le Mesnil-Saint-Jean;2005-01-01 01:00:00
27552;Saint-Jean-du-Thenney;2005-01-01 01:00:00
27557;Saint-Léger-de-Rôtes;2005-01-01 01:00:00
27571;Saint-Martin-Saint-Firmin;2005-01-01 01:00:00
27576;Sainte-Opportune-du-Bosc;2005-01-01 01:00:00
27603;Saint-Siméon;2005-01-01 01:00:00
27608;Saint-Victor-de-Chrétienville;2005-01-01 01:00:00
27614;Sancourt;2005-01-01 01:00:00
27620;Selles;2005-01-01 01:00:00
27625;Suzay;2005-01-01 01:00:00
27631;Thierville;2005-01-01 01:00:00
27640;Tilleul-Dame-Agnès;2005-01-01 01:00:00
27649;Touffreville;2005-01-01 01:00:00
27650;Tournedos-Bois-Hubert;2005-01-01 01:00:00
27655;Tourville-sur-Pont-Audemer;2005-01-01 01:00:00
27658;Le Tremblay-Omonville;2005-01-01 01:00:00
27671;Vannecrocq;2005-01-01 01:00:00
27699;Voiscreville;2005-01-01 01:00:00
30206;Poulx;2005-01-01 01:00:00
31517;Saint-Sulpice-sur-Lèze;2005-01-01 01:00:00
38151;Échirolles;2005-01-01 01:00:00
38562;Vizille;2005-01-01 01:00:00
42095;Firminy;2005-01-01 01:00:00
44174;Saint-Lumine-de-Coutais;2005-01-01 01:00:00
45285;Saint-Jean-de-la-Ruelle;2005-01-01 01:00:00
47006;Allez-et-Cazeneuve;2005-01-01 01:00:00
47013;Argenton;2005-01-01 01:00:00
47014;Armillac;2005-01-01 01:00:00
47024;Beaupuy;2005-01-01 01:00:00
47036;Bourlens;2005-01-01 01:00:00
47037;Bournel;2005-01-01 01:00:00
47056;Castelnau-sur-Gupie;2005-01-01 01:00:00
47108;Gaujac;2005-01-01 01:00:00
47126;Lachapelle;2005-01-01 01:00:00
47164;Mazières-Naresse;2005-01-01 01:00:00
47179;Monsempron-Libos;2005-01-01 01:00:00
47203;Penne-d'Agenais;2005-01-01 01:00:00
47214;Puch-d'Agenais;2005-01-01 01:00:00
47226;Roumagne;2005-01-01 01:00:00
47260;Saint-Maurin;2005-01-01 01:00:00
47262;Saint-Nicolas-de-la-Balerme;2005-01-01 01:00:00
47272;Saint-Quentin-du-Dropt;2005-01-01 01:00:00
47298;Sénestis;2005-01-01 01:00:00
47325;Villeton;2005-01-01 01:00:00
47326;Virazeil;2005-01-01 01:00:00
47327;Xaintrailles;2005-01-01 01:00:00
49063;Chalonnes-sur-Loire;2005-01-01 01:00:00
56124;Malestroit;2005-01-01 01:00:00
57043;Ay-sur-Moselle;2005-01-01 01:00:00
64053;Arrien;2005-01-01 01:00:00
64133;Boeil-Bezing;2005-01-01 01:00:00
66017;Le Barcarès;2005-01-01 01:00:00
66065;Elne;2005-01-01 01:00:00
74126;Fessy;2005-01-01 01:00:00
80016;Albert;2005-01-01 01:00:00
80050;Bacouel-sur-Selle;2005-01-01 01:00:00
80107;Blangy-Tronville;2005-01-01 01:00:00
80112;Bonnay;2005-01-01 01:00:00
80156;Bussy-lès-Daours;2005-01-01 01:00:00
80160;Cagny;2005-01-01 01:00:00
80229;Crouy-Saint-Pierre;2005-01-01 01:00:00
80234;Daours;2005-01-01 01:00:00
80246;Dommartin;2005-01-01 01:00:00
80256;Dreuil-lès-Amiens;2005-01-01 01:00:00
80274;Eppeville;2005-01-01 01:00:00
80338;Fouilloy;2005-01-01 01:00:00
80379;Glisy;2005-01-01 01:00:00
80403;Guyencourt-sur-Noye;2005-01-01 01:00:00
80405;Hailles;2005-01-01 01:00:00
80411;Le Hamel;2005-01-01 01:00:00
76402;Malaunay;2013-01-01 12:00:00
76429;Le Mesnil-Esnard;2013-01-01 12:00:00
83107;Roquebrune-sur-Argens;2013-01-01 12:00:00
85163;Noirmoutier-en-l'ÃŽle;2013-01-01 12:00:00
86015;Availles-Limouzine;2013-01-01 12:00:00
86061;Charroux;2013-01-01 12:00:00
89006;Ancy-le-Libre;2013-01-01 12:00:00
80412;Hamelet;2005-01-01 01:00:00
80461;Lamotte-Brebière;2005-01-01 01:00:00
80482;Limeux;2005-01-01 01:00:00
76536;Roncherolles-sur-le-Vivier;2023-12-31 01:00:00
80570;Moreuil;2005-01-01 01:00:00
80600;Noyelles-sur-Mer;2005-01-01 01:00:00
