cod_commune;lib_commune;dat_transmission_tim
71275;Marcigny;2013-05-15 02:00:00
64479;Saint-Girons-en-Béarn;2012-07-01 02:00:00
64423;Oraàs;2012-07-01 02:00:00
64362;Luxe-Sumberraute;2012-07-01 02:00:00
86025;Béthines;2012-07-04 02:00:00
86096;Doussay;2012-07-04 02:00:00
29065;Gourlizon;2013-02-21 01:00:00
21162;Chaux;2014-06-02 02:00:00
64372;Maure;2012-07-01 02:00:00
21427;Montceau-et-Écharnant;2014-06-27 02:00:00
64033;Araux;2012-07-01 02:00:00
71206;La Frette;2013-01-07 01:00:00
10061;Brévonnes;2012-03-06 01:00:00
12229;Saint-Jean-d'Alcapiès;2013-09-13 02:00:00
12250;Saint-Symphorien-de-Thénières;2013-09-13 02:00:00
71066;Burgy;2013-01-07 01:00:00
71336;Ouroux-sur-Saône;2013-05-15 02:00:00
21400;Le Meix;2014-07-24 02:00:00
71349;La Petite-Verrière;2013-05-15 02:00:00
15175;Saint-Cernin;2014-09-01 02:00:00
73223;Saint-André;2007-08-16 02:00:00
67100;Donnenheim;2008-01-13 01:00:00
27224;Épreville-près-le-Neubourg;2009-07-04 02:00:00
38358;Sainte-Anne-sur-Gervonde;2005-03-09 01:00:00
04077;Entrevennes;2006-03-30 02:00:00
73159;Les Mollettes;2008-10-01 02:00:00
04013;Aubignosc;2005-11-22 01:00:00
68329;Stosswihr;2006-06-01 02:00:00
04021;Barras;2005-11-22 01:00:00
19009;Les Angles-sur-Corrèze;2006-07-07 02:00:00
04167;La Robine-sur-Galabre;2006-01-11 01:00:00
50607;La Trinité;2014-11-28 01:00:00
71553;Vareilles;2013-11-15 01:00:00
87048;Condat-sur-Vienne;2002-03-04 01:00:00
70427;Purgerot;2002-09-23 02:00:00
84135;Uchaux;2002-03-13 01:00:00
02361;Guise;2002-05-24 02:00:00
26191;Montboucher-sur-Jabron;2002-10-23 02:00:00
57625;Salonnes;2002-07-05 02:00:00
26106;La Coucourde;2002-05-16 02:00:00
68300;Sausheim;2002-09-02 02:00:00
70481;Savoyeux;2002-12-19 01:00:00
83069;Hyères;2002-06-30 02:00:00
84034;Caumont-sur-Durance;2002-03-13 01:00:00
18220;Saint-Léger-le-Petit;2002-04-24 02:00:00
26113;Die;2002-10-23 02:00:00
25469;Présentevillers;2002-03-05 01:00:00
57065;Bermering;2002-01-08 01:00:00
18107;La Groutte;2002-07-18 02:00:00
42093;Farnay;2002-07-16 02:00:00
68195;Lutterbach;2002-06-12 02:00:00
95023;Arronville;2002-11-08 01:00:00
05130;Saint-Apollinaire;2002-12-09 01:00:00
05082;Mont-Dauphin;2002-11-29 01:00:00
11382;Souilhanels;2002-05-03 02:00:00
83026;Cabasse;2002-06-30 02:00:00
42274;Saint-Polgues;2002-07-13 02:00:00
74086;Contamine-Sarzin;2002-04-22 02:00:00
57539;Pévange;2002-07-05 02:00:00
74199;Nernier;2002-10-23 02:00:00
95229;Ézanville;2002-11-08 01:00:00
25096;Brey-et-Maison-du-Bois;2002-03-05 01:00:00
95019;Arnouville;2002-11-08 01:00:00
05008;Aspremont;2002-11-14 01:00:00
57624;Sainte-Ruffine;2002-07-05 02:00:00
84061;Lagarde-Paréol;2002-03-11 01:00:00
84098;Roaix;2002-03-11 01:00:00
38448;Saint-Prim;2002-06-06 02:00:00
57714;Haute-Vigneulles;2002-11-13 01:00:00
2A198;Ota;2002-10-21 02:00:00
60533;Ressons-sur-Matz;2002-03-12 01:00:00
94056;Périgny;2002-04-03 02:00:00
57395;Lesse;2002-05-24 02:00:00
05124;La Rochette;2002-12-09 01:00:00
94004;Boissy-Saint-Léger;2002-04-03 02:00:00
05108;Puy-Saint-Eusèbe;2002-12-09 01:00:00
42116;Juré;2002-07-16 02:00:00
26166;Loriol-sur-Drôme;2002-05-16 02:00:00
95002;Ableiges;2002-11-08 01:00:00
39362;Montmorot;2002-07-19 02:00:00
2A197;Osani;2002-10-21 02:00:00
25486;Remoray-Boujeons;2002-03-05 01:00:00
57698;Vatimont;2002-07-05 02:00:00
42271;Saint-Paul-en-Jarez;2002-07-16 02:00:00
05111;Puy-Sanières;2002-12-09 01:00:00
25077;La Bosse;2002-03-05 01:00:00
05095;Le Noyer;2002-11-29 01:00:00
38051;Bougé-Chambalud;2002-06-10 02:00:00
38077;La Chapelle-de-Surieu;2002-06-06 02:00:00
05128;Saint-André-d'Embrun;2002-12-09 01:00:00
65006;Ancizan;2002-01-16 01:00:00
25050;Le Bélieu;2002-03-05 01:00:00
26169;Malataverne;2002-10-23 02:00:00
42063;Chirassimont;2002-07-13 02:00:00
54415;Pagny-sur-Moselle;2002-12-30 01:00:00
25607;Vernois-lès-Belvoir;2002-03-05 01:00:00
05131;Saint-Auban-d'Oze;2002-12-09 01:00:00
2A209;Peri;2002-10-21 02:00:00
42120;Lentigny;2002-07-13 02:00:00
05046;Embrun;2002-11-26 01:00:00
57295;Haraucourt-sur-Seille;2002-05-24 02:00:00
25239;Feule;2002-03-05 01:00:00
95351;Louvres;2002-07-04 02:00:00
2A146;Loreto-di-Tallano;2002-10-21 02:00:00
25268;Germéfontaine;2002-03-05 01:00:00
69204;Saint-Genis-Laval;2002-12-16 01:00:00
74228;Saint-Blaise;2002-05-22 02:00:00
74071;Chessenaz;2002-06-27 02:00:00
95409;Moisselles;2002-11-08 01:00:00
2A279;Serriera;2002-10-21 02:00:00
74066;Chavannaz;2002-05-14 02:00:00
95214;Épinay-Champlâtreux;2002-12-13 01:00:00
57702;Vaxy;2002-07-05 02:00:00
05076;Méreuil;2002-11-29 01:00:00
38111;Claix;2002-06-06 02:00:00
70230;Fédry;2002-11-04 01:00:00
25615;Villars-lès-Blamont;2002-03-05 01:00:00
25059;Beutal;2002-03-05 01:00:00
38442;Saint-Pierre-de-Chartreuse;2002-06-06 02:00:00
66148;Port-Vendres;2002-05-23 02:00:00
95365;Mareil-en-France;2002-11-08 01:00:00
26324;Saint-Paul-Trois-Châteaux;2002-10-23 02:00:00
94053;Noiseau;2002-04-03 02:00:00
25478;Randevillers;2002-03-05 01:00:00
62025;Ambleteuse;2002-01-23 01:00:00
26289;Saillans;2002-05-16 02:00:00
07191;Rochemaure;2002-05-02 02:00:00
39170;Courlans;2002-07-19 02:00:00
26321;Saint-Nazaire-le-Désert;2002-10-23 02:00:00
25608;Le Vernoy;2002-03-05 01:00:00
25449;Péseux;2002-03-05 01:00:00
97403;Entre-Deux;2002-03-21 01:00:00
57536;Petit-Tenquin;2002-07-05 02:00:00
87075;Isle;2002-03-04 01:00:00
42067;Colombier;2002-07-17 02:00:00
39327;Messia-sur-Sorne;2002-07-19 02:00:00
57098;Bourgaltroff;2002-04-15 02:00:00
25226;Étrappe;2002-03-05 01:00:00
26103;Condorcet;2002-10-23 02:00:00
42138;Maringes;2002-07-13 02:00:00
28347;Saint-Lubin-de-la-Haye;2002-07-08 02:00:00
57580;Riche;2002-07-05 02:00:00
95280;Goussainville;2002-01-02 01:00:00
05099;Oze;2002-11-29 01:00:00
57014;Altrippe;2002-09-24 02:00:00
57196;Erching;2002-09-24 02:00:00
60281;Gournay-sur-Aronde;2002-02-19 01:00:00
66129;Ortaffa;2002-03-25 01:00:00
57126;Chambrey;2002-09-24 02:00:00
57247;Gerbécourt;2002-04-22 02:00:00
95042;Baillet-en-France;2002-11-18 01:00:00
26004;Alixan;2002-10-23 02:00:00
57239;Freybouse;2002-04-22 02:00:00
26340;Séderon;2002-10-23 02:00:00
32465;Villefranche-d'Astarac;2002-11-08 01:00:00
83053;Évenos;2002-06-30 02:00:00
95014;Andilly;2002-02-07 01:00:00
2A104;Eccica-Suarella;2002-10-21 02:00:00
95371;Marly-la-Ville;2002-11-08 01:00:00
38072;Chanas;2002-06-10 02:00:00
21110;Brochon;2002-02-05 01:00:00
11348;Saint-Julien-de-Briola;2002-01-07 01:00:00
25125;Charmoille;2002-03-05 01:00:00
07042;Bourg-Saint-Andéol;2002-04-22 02:00:00
26333;Saint-Vallier;2002-01-07 01:00:00
95395;Le Mesnil-Aubry;2002-11-08 01:00:00
25503;Rosières-sur-Barbèche;2002-03-05 01:00:00
07324;Tournon-sur-Rhône;2002-09-10 02:00:00
25161;Consolation-Maisonnettes;2002-03-05 01:00:00
39171;Courlaoux;2002-07-19 02:00:00
26313;Saint-Marcel-lès-Valence;2002-01-10 01:00:00
57497;Nelling;2002-06-25 02:00:00
18209;Saint-Georges-de-Poisieux;2002-09-12 02:00:00
54416;Pannes;2002-12-30 01:00:00
25234;Ferrières-le-Lac;2002-03-05 01:00:00
42223;Saint-Genest-Lerpt;2002-07-17 02:00:00
54593;Waville;2002-12-30 01:00:00
57446;Marimont-lès-Bénestroff;2002-06-25 02:00:00
05113;Rambaud;2002-12-09 01:00:00
95352;Luzarches;2002-11-08 01:00:00
26339;Savasse;2002-05-16 02:00:00
62089;Bazinghen;2002-01-23 01:00:00
32433;Simorre;2002-11-08 01:00:00
57423;Lubécourt;2002-06-25 02:00:00
84096;Rasteau;2002-03-19 01:00:00
42231;Saint-Germain-Lespinasse;2002-07-13 02:00:00
87001;Aixe-sur-Vienne;2002-03-04 01:00:00
95176;Cormeilles-en-Parisis;2002-02-07 01:00:00
65463;Viella;2002-12-24 01:00:00
05018;La Bâtie-Vieille;2002-11-14 01:00:00
74200;Neuvecelle;2002-06-03 02:00:00
05035;Châteauneuf-d'Oze;2002-11-21 01:00:00
05016;La Bâtie-Montsaléon;2002-11-14 01:00:00
39164;Conliège;2002-07-19 02:00:00
57115;Brulange;2002-04-15 02:00:00
84126;Séguret;2002-03-11 01:00:00
95051;Beauchamp;2002-07-04 02:00:00
25131;Châtelblanc;2002-03-05 01:00:00
26353;Les Tourrettes;2002-05-16 02:00:00
25392;Mont-de-Vougney;2002-03-05 01:00:00
95459;Nucourt;2002-11-08 01:00:00
26009;Andancette;2002-01-07 01:00:00
84040;Crestet;2002-07-04 02:00:00
25476;Rahon;2002-03-05 01:00:00
05080;Montbrand;2002-11-29 01:00:00
95429;Montreuil-sur-Epte;2002-01-02 01:00:00
38353;Saint-Alban-du-Rhône;2002-06-10 02:00:00
26252;Portes-lès-Valence;2002-10-23 02:00:00
32365;Saint-Blancard;2002-11-15 01:00:00
26011;Aouste-sur-Sye;2002-10-23 02:00:00
57483;Morhange;2002-06-25 02:00:00
25559;Thiébouhans;2002-03-05 01:00:00
21518;Quincy-le-Vicomte;2002-02-05 01:00:00
57759;Zarbeling;2002-07-05 02:00:00
95652;Viarmes;2002-12-06 01:00:00
05056;Forest-Saint-Julien;2002-11-26 01:00:00
32288;Montiron;2002-11-08 01:00:00
39072;Bracon;2002-07-19 02:00:00
01148;Dortan;2002-01-13 01:00:00
26071;Chanos-Curson;2002-01-07 01:00:00
26281;Romans-sur-Isère;2002-01-10 01:00:00
25497;Roches-lès-Blamont;2002-03-05 01:00:00
25083;Bournois;2002-03-05 01:00:00
26110;Crozes-Hermitage;2002-10-23 02:00:00
42325;Vendranges;2002-07-17 02:00:00
57218;Fleury;2002-04-22 02:00:00
57561;Rahling;2002-07-05 02:00:00
57703;Veckersviller;2002-07-05 02:00:00
95008;Aincourt;2002-11-08 01:00:00
26288;Sahune;2002-10-23 02:00:00
38156;Les Éparres;2002-06-06 02:00:00
87114;Panazol;2002-03-04 01:00:00
28269;Morancez;2002-07-08 02:00:00
87154;Saint-Junien;2002-03-04 01:00:00
05006;L'Argentière-la-Bessée;2002-11-14 01:00:00
16206;Mansle;2002-05-24 02:00:00
87192;Solignac;2002-03-04 01:00:00
42128;Machézal;2002-07-13 02:00:00
25264;Gémonval;2002-03-05 01:00:00
05013;Barcillonnette;2002-11-14 01:00:00
38019;Auberives-sur-Varèze;2002-06-10 02:00:00
57112;Brouck;2002-11-13 01:00:00
94047;Mandres-les-Roses;2002-04-03 02:00:00
39146;Chilly-le-Vignoble;2002-07-19 02:00:00
25248;Les Fontenelles;2002-03-05 01:00:00
57692;Vannecourt;2002-07-05 02:00:00
74156;Lully;2002-08-02 02:00:00
25290;La Grange;2002-03-05 01:00:00
16292;Ruffec;2002-10-01 02:00:00
94021;Chevilly-Larue;2002-04-03 02:00:00
84111;Saint-Marcellin-lès-Vaison;2002-03-13 01:00:00
18138;Marmagne;2002-09-12 02:00:00
21321;Jailly-les-Moulins;2002-02-05 01:00:00
42125;Luré;2002-07-13 02:00:00
25523;Sainte-Marie;2002-03-05 01:00:00
26060;Bouvières;2002-10-23 02:00:00
57496;Nébing;2002-06-25 02:00:00
05091;Moydans;2002-11-29 01:00:00
16031;Barro;2002-10-09 02:00:00
97417;Saint-Philippe;2002-03-02 01:00:00
57490;Moyenvic;2002-06-25 02:00:00
25453;Pierrefontaine-les-Varans;2002-03-05 01:00:00
25349;Loray;2002-03-05 01:00:00
83096;Pourcieux;2002-06-30 02:00:00
32147;Gimont;2002-11-08 01:00:00
25307;Les Hôpitaux-Neufs;2002-03-05 01:00:00
70248;Frahier-et-Chatebier;2002-11-04 01:00:00
32436;Solomiac;2002-11-08 01:00:00
66003;Amélie-les-Bains-Palalda;2002-05-23 02:00:00
32249;Mauvezin;2002-11-08 01:00:00
84149;Violès;2002-05-28 02:00:00
26001;Solaure en Diois;2002-05-16 02:00:00
26247;Ponsas;2002-01-10 01:00:00
80542;Mesnil-Saint-Nicaise;2002-03-12 01:00:00
21265;Fixin;2002-02-05 01:00:00
16104;Condac;2002-10-01 02:00:00
26278;La Roche-sur-le-Buis;2002-05-16 02:00:00
57317;Hérange;2002-05-24 02:00:00
95181;Courcelles-sur-Viosne;2002-01-02 01:00:00
25554;Surmont;2002-03-05 01:00:00
25193;Damprichard;2002-03-05 01:00:00
05102;La Piarre;2002-12-09 01:00:00
21200;Couchey;2002-02-05 01:00:00
66121;Néfiach;2002-03-25 01:00:00
05184;Vitrolles;2002-12-10 01:00:00
66048;Cerbère;2002-05-23 02:00:00
74209;Peillonnex;2002-12-27 01:00:00
66150;Prats-de-Mollo-la-Preste;2002-01-29 01:00:00
38009;Anjou;2002-06-10 02:00:00
26205;Montmaur-en-Diois;2002-05-16 02:00:00
95012;Amenucourt;2002-11-08 01:00:00
21686;Villaines-les-Prévôtes;2002-02-05 01:00:00
66182;Sainte-Marie-la-Mer;2002-10-18 02:00:00
74293;Veigy-Foncenex;2002-10-23 02:00:00
32413;Sarcos;2002-11-08 01:00:00
57414;Lorquin;2002-06-25 02:00:00
95141;Charmont;2002-11-08 01:00:00
25042;Le Barboux;2002-03-05 01:00:00
95149;Chaumontel;2002-11-08 01:00:00
27468;Pont-Authou;2009-07-04 02:00:00
73298;Tours-en-Savoie;2008-10-01 02:00:00
04016;Authon;2006-01-11 01:00:00
27419;Mouettes;2009-07-04 02:00:00
46011;Autoire;2006-01-13 01:00:00
61046;Bizou;2008-07-10 02:00:00
29259;Saint-Pol-de-Léon;2009-12-30 01:00:00
27062;Les Monts du Roumois;2009-07-04 02:00:00
57048;Bannay;2005-03-14 01:00:00
27170;Cormeilles;2009-07-04 02:00:00
27232;Farceaux;2009-07-04 02:00:00
27668;Le Val-David;2009-07-04 02:00:00
73246;Saint-Jean-de-Couz;2008-10-01 02:00:00
32005;Arblade-le-Haut;2005-09-15 02:00:00
63052;Le Breuil-sur-Couze;2006-06-23 02:00:00
74058;La Chapelle-d'Abondance;2005-12-16 01:00:00
63301;Ris;2006-06-23 02:00:00
04026;Bellaffaire;2006-01-11 01:00:00
73235;Saint François Longchamp;2008-10-01 02:00:00
54442;Quevilloncourt;2005-01-31 01:00:00
67183;Harskirchen;2009-10-08 02:00:00
68308;Sickert;2006-06-01 02:00:00
59424;Neuf-Mesnil;2005-02-21 01:00:00
27102;Bouquetot;2009-07-04 02:00:00
27467;Pont-Audemer;2009-07-04 02:00:00
27556;Saint-Laurent-du-Tencement;2009-07-04 02:00:00
04207;Sigoyer;2006-01-11 01:00:00
27355;Ivry-la-Bataille;2009-07-04 02:00:00
68296;Saint-Hippolyte;2006-06-01 02:00:00
74159;Magland;2005-09-14 02:00:00
59268;La Gorgue;2006-04-24 02:00:00
73205;Le Pontet;2007-07-25 02:00:00
73019;Argentine;2009-03-11 01:00:00
65301;Marseillan;2007-12-12 01:00:00
87081;Jourgnac;2007-03-16 01:00:00
73233;Saint-Franc;2007-07-25 02:00:00
19113;Liginiac;2006-07-07 02:00:00
27306;Guichainville;2009-07-04 02:00:00
27340;Honguemare-Guenouville;2009-07-04 02:00:00
27425;Nassandres sur Risle;2009-07-04 02:00:00
63226;Mur-sur-Allier;2006-06-23 02:00:00
32210;Lias;2005-09-15 02:00:00
32393;Saint-Maur;2005-09-29 02:00:00
63054;Le Broc;2006-06-23 02:00:00
27516;Treis-Sants-en-Ouche;2009-07-04 02:00:00
67539;Wingersheim les Quatre Bans;2009-11-02 01:00:00
74032;Bellevaux;2005-07-27 02:00:00
63201;Luzillat;2006-06-23 02:00:00
27370;Lisors;2009-07-04 02:00:00
73059;Brison-Saint-Innocent;2007-08-16 02:00:00
32456;Tudelle;2005-09-15 02:00:00
02823;Voharies;2008-05-23 02:00:00
63291;Puy-Guillaume;2006-06-23 02:00:00
73014;Allondaz;2007-08-16 02:00:00
65218;Hèches;2007-12-12 01:00:00
65268;Layrisse;2005-06-14 02:00:00
63234;Montaigut-le-Blanc;2006-06-23 02:00:00
02742;Thiernu;2008-05-23 02:00:00
04205;Seyne;2006-11-22 01:00:00
81055;Les Cammazes;2005-11-16 01:00:00
74091;La Côte-d'Arbroz;2005-08-03 02:00:00
65244;Lagarde;2005-11-14 01:00:00
73124;Gilly-sur-Isère;2008-10-01 02:00:00
74212;Glières-Val-de-Borne;2005-10-13 02:00:00
61055;Boucé;2009-11-20 01:00:00
67124;Entzheim;2009-10-20 02:00:00
16131;Esse;2009-08-21 02:00:00
27399;Mercey;2009-07-04 02:00:00
32234;Marestaing;2005-09-15 02:00:00
27403;Le Mesnil-Jourdain;2009-07-04 02:00:00
02666;Rozoy-sur-Serre;2008-06-09 02:00:00
67414;Rothau;2009-05-06 02:00:00
27446;Ormes;2009-07-04 02:00:00
67016;Avolsheim;2009-03-30 02:00:00
27347;Huest;2009-07-04 02:00:00
74185;Monnetier-Mornex;2005-10-25 02:00:00
27345;La Houssaye;2009-07-04 02:00:00
03023;Bellerive-sur-Allier;2005-11-15 01:00:00
68235;Niederhergheim;2006-06-01 02:00:00
85074;La Couture;2008-11-01 01:00:00
63031;Beaulieu;2006-06-23 02:00:00
19138;Meyssac;2006-07-07 02:00:00
73226;Saint-Béron;2007-08-16 02:00:00
59431;Nieppe;2006-04-24 02:00:00
81138;Lasgraisses;2008-10-06 02:00:00
57519;Obervisse;2005-02-17 01:00:00
38062;La Buissière;2005-03-09 01:00:00
27393;Martainville;2009-07-04 02:00:00
85227;Saint-Hilaire-des-Loges;2009-04-01 02:00:00
27476;Les Préaux;2009-07-04 02:00:00
27229;Évreux;2009-07-04 02:00:00
73073;Chanaz;2005-11-22 01:00:00
66116;Montferrer;2005-09-15 02:00:00
68097;Fréland;2006-06-01 02:00:00
63378;Saint-Maurice;2006-06-23 02:00:00
27021;Asnières;2009-07-04 02:00:00
46076;Cornac;2006-01-13 01:00:00
27081;Boncourt;2009-07-04 02:00:00
04065;Cruis;2005-11-22 01:00:00
74258;Samoëns;2005-10-13 02:00:00
67127;Ergersheim;2009-04-17 02:00:00
73098;Les Déserts;2007-08-16 02:00:00
67473;Soultz-les-Bains;2009-04-22 02:00:00
73315;Villard-Léger;2008-10-01 02:00:00
67249;Krautwiller;2009-01-13 01:00:00
73041;Betton-Bettonet;2007-08-16 02:00:00
81139;Lautrec;2008-10-06 02:00:00
27684;Le Vieil-Évreux;2009-07-04 02:00:00
63342;Saint-Floret;2006-06-23 02:00:00
85184;Puy-de-Serre;2009-04-01 02:00:00
73106;École;2008-10-01 02:00:00
02506;Montgobert;2008-01-28 01:00:00
27116;Brionne;2009-07-04 02:00:00
19125;Marcillac-la-Croisille;2006-07-07 02:00:00
32136;Galiax;2005-09-15 02:00:00
81088;Fauch;2008-10-06 02:00:00
27550;Saint-Grégoire-du-Vièvre;2009-07-04 02:00:00
07186;Privas;2006-02-16 01:00:00
59569;Sin-le-Noble;2006-04-24 02:00:00
27451;Parville;2009-07-04 02:00:00
74280;Thônes;2005-10-21 02:00:00
63306;La Roche-Noire;2006-06-23 02:00:00
27142;Champenard;2009-07-04 02:00:00
81047;Cadix;2008-10-06 02:00:00
73271;Saint-Pierre-d'Alvey;2007-07-25 02:00:00
81071;Courris;2008-10-06 02:00:00
27650;Tournedos-Bois-Hubert;2009-07-04 02:00:00
38094;Châtonnay;2005-03-09 01:00:00
27366;Letteguives;2009-07-04 02:00:00
61002;Almenêches;2009-03-06 01:00:00
27567;Sainte-Marie-de-Vatimesnil;2009-07-04 02:00:00
27502;Rugles;2009-07-04 02:00:00
67151;Gambsheim;2009-11-05 01:00:00
81247;Saint-Cirgue;2008-10-06 02:00:00
68152;Illfurth;2006-06-01 02:00:00
27598;Saint-Pierre-du-Vauvray;2009-07-04 02:00:00
27500;Routot;2009-07-04 02:00:00
27138;Chamblac;2009-07-04 02:00:00
27570;Saint-Martin-la-Campagne;2009-09-04 02:00:00
16300;Val-de-Bonnieure;2009-12-31 01:00:00
27162;Collandres-Quincarnon;2009-07-04 02:00:00
73063;Cevins;2008-10-01 02:00:00
85240;Saint-Malô-du-Bois;2009-02-01 01:00:00
85229;Saint-Hilaire-de-Voust;2009-02-01 01:00:00
63128;Crevant-Laveine;2006-06-23 02:00:00
19018;Bassignac-le-Haut;2006-07-07 02:00:00
85050;Le Champ-Saint-Père;2009-01-01 01:00:00
27312;Hardencourt-Cocherel;2009-07-04 02:00:00
19259;Sexcles;2006-07-07 02:00:00
55045;Belrupt-en-Verdunois;2005-01-14 01:00:00
66171;Saint-Cyprien;2007-09-24 02:00:00
02593;Pasly;2008-04-24 02:00:00
74026;La Balme-de-Sillingy;2005-07-26 02:00:00
54118;Charency-Vezin;2005-01-31 01:00:00
81119;Laboutarie;2008-10-06 02:00:00
74063;Châtel;2005-08-02 02:00:00
66179;Saint-Laurent-de-Cerdans;2005-09-15 02:00:00
65382;Sacoué;2005-06-14 02:00:00
73293;Thoiry;2007-08-16 02:00:00
27458;Pîtres;2009-07-04 02:00:00
27496;Rosay-sur-Lieure;2009-07-04 02:00:00
68043;Bollwiller;2006-06-01 02:00:00
68295;Sainte-Croix-en-Plaine;2006-06-01 02:00:00
19111;Laval-sur-Luzège;2006-07-07 02:00:00
74014;Arâches-la-Frasse;2005-07-12 02:00:00
27669;Valletot;2009-07-04 02:00:00
63275;Perrier;2006-06-23 02:00:00
81121;Lacabarède;2005-08-11 02:00:00
81204;Payrin-Augmontel;2005-08-18 02:00:00
02181;Chéry-lès-Rozoy;2008-06-09 02:00:00
27445;Noyers;2009-07-04 02:00:00
81003;Alban;2008-10-06 02:00:00
73036;Bellecombe-en-Bauges;2009-03-11 01:00:00
73149;Lucey;2009-03-11 01:00:00
85238;Saint-Laurent-sur-Sèvre;2008-09-01 02:00:00
68284;Roppentzwiller;2006-06-01 02:00:00
73300;Tresserve;2007-08-16 02:00:00
63411;Sauvagnat-Sainte-Marthe;2006-06-23 02:00:00
27043;Les Baux-de-Breteuil;2009-07-04 02:00:00
73076;La Chapelle-du-Mont-du-Chat;2009-03-11 01:00:00
27153;Chauvincourt-Provemont;2009-07-04 02:00:00
65031;Arreau;2007-12-03 01:00:00
81193;Nages;2006-01-10 01:00:00
63178;Issoire;2006-06-23 02:00:00
67182;Hangenbieten;2009-04-17 02:00:00
61014;Aunou-le-Faucon;2009-01-05 01:00:00
63222;Meilhaud;2006-06-23 02:00:00
25289;Grandfontaine-sur-Creuse;2002-03-05 01:00:00
84117;Saint-Roman-de-Malegarde;2002-03-18 01:00:00
68256;Pfastatt;2002-07-18 02:00:00
57297;Harprich;2002-09-24 02:00:00
57074;Bettviller;2002-01-08 01:00:00
95675;Villeron;2002-11-08 01:00:00
95277;Gonesse;2002-12-06 01:00:00
2A032;Bastelicaccia;2002-10-21 02:00:00
84097;Richerenches;2002-03-20 01:00:00
25356;Maîche;2002-03-05 01:00:00
26185;Mirmande;2002-05-16 02:00:00
26220;Nyons;2002-05-16 02:00:00
02381;Hirson;2002-07-04 02:00:00
87201;Verneuil-sur-Vienne;2002-03-04 01:00:00
25281;Goux-lès-Dambelin;2002-03-05 01:00:00
25160;Les Combes;2002-03-05 01:00:00
25387;Montandon;2002-03-05 01:00:00
18213;Saint-Germain-du-Puy;2002-09-02 02:00:00
28350;Saint-Luperce;2002-07-08 02:00:00
42295;Les Salles;2002-07-13 02:00:00
25515;Sainte-Colombe;2002-03-05 01:00:00
25311;Hyémondans;2002-03-05 01:00:00
25351;Le Luhier;2002-03-05 01:00:00
25623;Villers-Chief;2002-03-05 01:00:00
2A203;Partinello;2002-10-21 02:00:00
11207;Loupia;2002-01-28 01:00:00
11343;Saint-Gaudéric;2002-01-21 01:00:00
25203;Domprel;2002-03-05 01:00:00
32021;Avensac;2002-11-08 01:00:00
16326;Saint-Groux;2002-11-18 01:00:00
95028;Attainville;2002-07-04 02:00:00
38468;Salaise-sur-Sanne;2002-06-10 02:00:00
25481;Raynans;2002-03-05 01:00:00
25512;Le Russey;2002-03-05 01:00:00
25548;Solemont;2002-03-05 01:00:00
25322;Laire;2002-03-05 01:00:00
54518;Thiaucourt-Regniéville;2002-12-30 01:00:00
05059;La Freissinouse;2002-11-26 01:00:00
26304;Saint-Ferréol-Trente-Pas;2002-05-16 02:00:00
42293;Saint-Victor-sur-Rhins;2002-07-17 02:00:00
57120;Burlioncourt;2002-04-15 02:00:00
38101;Cheyssieu;2002-06-11 02:00:00
05139;Dévoluy;2002-11-14 01:00:00
84028;Cairanne;2002-03-18 01:00:00
95166;Cléry-en-Vexin;2002-11-08 01:00:00
25441;Ouvans;2002-03-05 01:00:00
54187;Euvezin;2002-12-30 01:00:00
57063;Bérig-Vintrange;2002-01-08 01:00:00
70581;Vy-lès-Lure;2002-11-04 01:00:00
18021;Bannegon;2002-11-13 01:00:00
25550;La Sommette;2002-03-05 01:00:00
42210;Sainte-Croix-en-Jarez;2002-07-17 02:00:00
57626;Sanry-lès-Vigy;2002-11-13 01:00:00
54055;Bayonville-sur-Mad;2002-12-30 01:00:00
25293;Granges-Narboz;2002-03-05 01:00:00
66049;Céret;2002-01-29 01:00:00
02059;Beautor;2002-05-14 02:00:00
42331;Villemontais;2002-07-13 02:00:00
26170;Malissard;2002-10-23 02:00:00
28116;Courville-sur-Eure;2002-07-08 02:00:00
32141;Gaujan;2002-11-08 01:00:00
57501;Neufvillage;2002-06-25 02:00:00
84106;Sainte-Cécile-les-Vignes;2002-03-18 01:00:00
38378;Saint-Clair-du-Rhône;2002-06-10 02:00:00
54087;Bouillonville;2002-12-30 01:00:00
05049;Esparron;2002-12-16 01:00:00
25261;Froidevaux;2002-03-05 01:00:00
25262;Fuans;2002-03-05 01:00:00
42310;Thélis-la-Combe;2002-07-17 02:00:00
07076;Cruas;2002-02-04 01:00:00
26295;Saint-Barthélemy-de-Vals;2002-01-10 01:00:00
02173;Chauny;2002-07-31 02:00:00
38095;Chatte;2002-06-06 02:00:00
26215;La Motte-Chalancon;2002-10-23 02:00:00
32061;Boulaur;2002-11-15 01:00:00
25389;Montbéliardot;2002-03-05 01:00:00
57706;Vergaville;2002-07-05 02:00:00
73306;Valloire;2002-03-12 01:00:00
95370;Marines;2002-02-07 01:00:00
32399;Saint-Orens;2002-11-08 01:00:00
42303;Souternon;2002-07-13 02:00:00
26337;Saulce-sur-Rhône;2002-05-16 02:00:00
66069;Espira-de-l'Agly;2002-10-30 01:00:00
54410;Onville;2002-12-30 01:00:00
84071;Maubec;2002-06-12 02:00:00
25553;Soye;2002-03-05 01:00:00
28236;Arcisses;2002-07-08 02:00:00
