CODE MODELE;LIBELLE MODELE;CODE PROECEDURE;LIBELLE PROCEDURE;LIBELLE ORGANISME;BASSIN RISQUE;BASSINS HYDROGRAPHIQUES;COURS EAU;CODE INSEE REGION;NOM REGION;CODE INSEE DEPARTEMENT;NOM DEPARTEMENT;CODE INSEE COMMUNE;NOM COMMUNE;CODE RISQUE 1;LIBELLE RISQUE 1;CODE RISQUE 2;LIBELLE RISQUE 2;CODE RISQUE 2;LIBELLE RISQUE 3;PROCEDURE REVISANTE;CODES REVISES;PROCEDURE REVISEE;CODES REVISANTS;PRESCRIPTION;ENQUETE_PUBL_DEBUT;ENQUETE_PUBL_FIN;ANNEX_PLU;DEPRESCRIPTION;APPROBATION;ANNULATION;ABROGATION;LIBELLE ETAT;DATE ETAT;LIBELLE SOUS-ETAT;DATE SOUS-ETAT;DATE DERNIERE MISE A JOUR
PPRT;Plan de Prévention des Risques Technologiques;38DDT20140007;Rév. ARKEMA AREVA-CEZUS-Jarrie;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;38;ISERE;38528;Vaulnaveys-le-Bas;20;Risque technologique;21;Risque industriel;213;Effet toxique;VRAI;38DDT20140002;FAUX;;2011-12-21;2014-09-08;2014-10-09;;;2015-05-22;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-11-21
PPRT;Plan de Prévention des Risques Technologiques;33DDTM20160001;PPRT AMBES NORD;Direction départementale des territoires et de la mer;;;;75;NOUVELLE-AQUITAINE;33;GIRONDE;33475;Saint-Seurin-de-Bourg;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2016-12-28;;;;;2018-08-30;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;64DREAL20150001;PPRT - MOURENX/PARDIES (Modification);Direction régionale de l'environnement, de l'aménagement et du logement;MOURENX/PARDIES;;;75;NOUVELLE-AQUITAINE;64;PYRENEES-ATLANTIQUES;64117;Bésingrand;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2011-02-08;;;;;2015-04-15;;;Opposable;2020-01-01;Approuvé;2020-01-01;2024-06-28
PPRT;Plan de Prévention des Risques Technologiques;31DREAL20140004;PPRT - BASF;Direction régionale de l'environnement, de l'aménagement et du logement;BOUSSENS;;;76;OCCITANIE;31;HAUTE-GARONNE;31457;Roquefort-sur-Garonne;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-01-14;2016-06-13;2016-07-13;;;2016-10-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;38DDT20140002;ARKEMA AREVA-CEZUS - Jarrie;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;38;ISERE;38388;Saint-Georges-de-Commiers;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;VRAI;38DDT20140007;2010-06-14;2010-10-15;2010-11-15;;;2010-12-20;;2015-05-22;Caduque;2020-01-01;Abrogé;2020-01-01;2020-12-04
PPRT;Plan de Prévention des Risques Technologiques;89DREAL20140002;Davey Bickford;Direction régionale de l'environnement, de l'aménagement et du logement;Davey Bickford (89);;;27;BOURGOGNE-FRANCHE-COMTE;89;YONNE;89201;Héry;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-01-18;;;;;2012-02-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-03-27
PPRT;Plan de Prévention des Risques Technologiques;72DDT20100021;PPRT-Alsétex;Direction départementale des territoires;;;;52;PAYS DE LA LOIRE;72;SARTHE;72244;Précigné;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-12-16;2012-09-17;2012-10-17;;;2013-07-12;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;61DDT20130001;PPR-T - des Rives d'Andaine;Direction départementale des territoires;;;;28;NORMANDIE;61;ORNE;53263;Thubœuf;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-12-17;2012-10-08;2012-11-09;;;2013-02-05;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;57DDT20140005;PPRT INEOS;Direction départementale des territoires;;;;44;GRAND EST;57;MOSELLE;57746;Willerwald;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2009-11-16;;;;;2017-07-06;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;69DDT20200002;Vallée de la chimie;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;69;RHONE;69199;Saint-Fons;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2015-04-21;;;;;2016-10-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;76DDTM20150005;ZIP Le Havre;Direction départementale des territoires et de la mer;;;;28;NORMANDIE;76;SEINE-MARITIME;76351;Le Havre;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-02-17;2016-05-26;2016-07-12;;;2016-10-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2019-09-09
PPRT;Plan de Prévention des Risques Technologiques;60DREAL20140006;Arkema - Villers-Saint-Paul;Direction régionale de l'environnement, de l'aménagement et du logement;;;;32;HAUTS-DE-FRANCE;60;OISE;60539;Rieux;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-04-07;2012-06-18;2012-07-18;;;2012-10-29;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-03-27
PPRT;Plan de Prévention des Risques Technologiques;38DDT20130012;NOVASEP-FINORGA - Chasse/Rhône;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;38;ISERE;69091;Givors;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-08-02;2013-06-10;2013-07-12;2013-12-13;;2013-10-15;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;37DREAL20140003;SOCAGRA (St Antoine du Rocher);Direction régionale de l'environnement, de l'aménagement et du logement;;;;24;CENTRE-VAL DE LOIRE;37;INDRE-ET-LOIRE;37206;Saint-Antoine-du-Rocher;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-01-21;2012-10-15;2012-11-16;;;2013-01-18;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-16
PPRT;Plan de Prévention des Risques Technologiques;29DREAL20140001;PPRT Mc BRIDE ;Direction régionale de l'environnement, de l'aménagement et du logement;DLI;;;53;BRETAGNE;29;FINISTERE;29049;Elliant;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2009-10-05;;;2012-05-22;;2011-12-28;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-03-26
PPRT;Plan de Prévention des Risques Technologiques;77DDT20130001;PPRT COGNIS-BASF;Direction départementale des territoires;PPRT COGNIS-BASF;;;11;ILE-DE-FRANCE;77;SEINE-ET-MARNE;77284;Meaux;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2009-11-12;2012-10-15;2012-11-17;;;2013-02-12;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;73PREF20160026;PPRT-TRIMET;Préfecture;St Jean de Maurienne;;;84;AUVERGNE-RHONE-ALPES;73;SAVOIE;73135;La Tour-en-Maurienne;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2009-12-31;2012-01-04;2012-02-04;;;2012-04-11;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;87DREAL20140001;PPRT Titanobel (révision);Direction régionale de l'environnement, de l'aménagement et du logement;;;;75;NOUVELLE-AQUITAINE;87;HAUTE-VIENNE;87079;La Jonchère-Saint-Maurice;20;Risque technologique;21;Risque industriel;212;Effet de surpression;VRAI;87DREAL20090004;FAUX;;2010-09-30;2012-03-19;;;;2012-08-28;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;02DDT20130001;TEREOS;Direction départementale des territoires;;;;32;HAUTS-DE-FRANCE;02;AISNE;02552;Neuvillette;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2011-06-23;;;;;2012-10-15;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;69DDT20200002;Vallée de la chimie;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;69;RHONE;69296;Solaize;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2015-04-21;;;;;2016-10-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;95DDT20130001;95 PPRT NCS;Direction départementale des territoires;;;;11;ILE-DE-FRANCE;95;VAL-D'OISE;95604;Survilliers;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-12-23;2010-11-23;2010-12-03;;;2011-06-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;83DREAL20140147;PPRT - Site militaire du Lazaret 2011;Direction régionale de l'environnement, de l'aménagement et du logement;;;;93;PROVENCE-ALPES-COTE D'AZUR;83;VAR;83153;Saint-Mandrier-sur-Mer;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2011-12-21;;;;;;;;Prescrit;2020-01-01;Prescrit;2020-01-01;2025-04-15
PPRT;Plan de Prévention des Risques Technologiques;51DDT20160006;PPRT C4 Suippes;Direction départementale des territoires;;;;44;GRAND EST;51;MARNE;51546;Somme-Suippe;20;Risque technologique;21;Risque industriel;214;Effet de projection;FAUX;;FAUX;;2016-11-15;2018-01-05;2018-02-09;;;2018-05-09;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;33DREAL20130131;PPRT CCMP PAUILLAC;Direction régionale de l'environnement, de l'aménagement et du logement;;;;75;NOUVELLE-AQUITAINE;33;GIRONDE;33395;Saint-Estèphe;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2010-12-10;2012-07-24;;;;2012-12-21;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;73PREF20160029;PPRT-Mssa;Préfecture;St Marcel;;;84;AUVERGNE-RHONE-ALPES;73;SAVOIE;73131;Hautecour;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-03-18;2013-09-17;2013-10-17;;;2014-02-06;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;63DREAL20090005;PPRT TOTAL COURNON;Direction régionale de l'environnement, de l'aménagement et du logement;Cournon d'Auvergne;;;84;AUVERGNE-RHONE-ALPES;63;PUY-DE-DOME;63124;Cournon-d'Auvergne;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2008-01-18;;;;2009-10-05;;2009-10-05;;Caduque;2020-01-01;Déprescrit;2020-01-01;2025-02-20
PPRT;Plan de Prévention des Risques Technologiques;59DREAL20090010;PPRT SOGIF - DOUAI;Direction régionale de l'environnement, de l'aménagement et du logement;;;;32;HAUTS-DE-FRANCE;59;NORD;59178;Douai;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2007-11-16;2009-03-30;2009-04-30;2011-09-22;;2009-06-11;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;57DDT20140005;PPRT INEOS;Direction départementale des territoires;;;;44;GRAND EST;57;MOSELLE;57746;Willerwald;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-11-16;;;;;2017-07-06;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;31DREAL20090012;PPRT FINAGAZ (Fenouillet);Direction régionale de l'environnement, de l'aménagement et du logement;FENOUILLET;;;76;OCCITANIE;31;HAUTE-GARONNE;31182;Fenouillet;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2008-03-10;2017-01-31;2017-03-03;;;2017-06-26;;2018-10-19;Caduque;2020-01-01;Abrogé;2020-01-01;2020-01-15
PPRT;Plan de Prévention des Risques Technologiques;54DDT20140018;PPRT STORENGY CERVILLE;Direction départementale des territoires;Industriel;;;44;GRAND EST;54;MEURTHE-ET-MOSELLE;54110;Cerville;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2011-04-19;;;;;2014-09-30;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;34DDTM20120162;PPRT - SBM et Gazechim;Direction départementale des territoires et de la mer;;;;76;OCCITANIE;34;HERAULT;34336;Villeneuve-lès-Béziers;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2010-04-13;2015-04-20;2015-05-22;;;2015-08-03;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-05-01
PPRT;Plan de Prévention des Risques Technologiques;45DREAL20140007;ARGOS (Beaune-la-Rolande);Direction régionale de l'environnement, de l'aménagement et du logement;;;;24;CENTRE-VAL DE LOIRE;45;LOIRET;45030;Beaune-la-Rolande;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2009-06-30;2011-04-26;2011-05-31;;;2011-09-13;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-03
PPRT;Plan de Prévention des Risques Technologiques;40DREAL20130240;PPRT MLPC Lesgor;Direction régionale de l'environnement, de l'aménagement et du logement;;;;75;NOUVELLE-AQUITAINE;40;LANDES;40151;Lesgor;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-12-08;2011-11-14;2011-12-15;;;2012-04-05;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;68DREAL20140005;68 PPRT PECRHIN RHODIA BUTACHIMI;Direction régionale de l'environnement, de l'aménagement et du logement;68 PPRT PECRHIN RHODIA BUTACHIMI;;;44;GRAND EST;68;HAUT-RHIN;68291;Rumersheim-le-Haut;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-12-31;2013-11-12;2013-12-16;;;2014-04-09;;;Opposable;2020-01-01;Approuvé;2020-01-01;2011-04-15
PPRT;Plan de Prévention des Risques Technologiques;76DDTM20150003;ZIP Petit et Grand Quevilly;Direction départementale des territoires et de la mer;;;;28;NORMANDIE;76;SEINE-MARITIME;76157;Canteleu;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2012-12-13;2017-09-20;2017-11-09;;;2018-01-25;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;64DREAL20150001;PPRT - MOURENX/PARDIES (Modification);Direction régionale de l'environnement, de l'aménagement et du logement;MOURENX/PARDIES;;;75;NOUVELLE-AQUITAINE;64;PYRENEES-ATLANTIQUES;64443;Pardies;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2011-02-08;;;;;2015-04-15;;;Opposable;2020-01-01;Approuvé;2020-01-01;2024-06-28
PPRT;Plan de Prévention des Risques Technologiques;51DDT20160006;PPRT C4 Suippes;Direction départementale des territoires;;;;44;GRAND EST;51;MARNE;51546;Somme-Suippe;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2016-11-15;2018-01-05;2018-02-09;;;2018-05-09;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;68DREAL20140004;67 PPRT BASF;Direction régionale de l'environnement, de l'aménagement et du logement;67 PPRT BASF;;;44;GRAND EST;68;HAUT-RHIN;68149;Huningue;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-10-26;2011-10-21;2011-11-21;;;2011-12-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
;;69DDT20200003;Vallée de la chimie 2;;;;;;;;;69296;Solaize;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2019-12-27;;;;2021-02-04;;;;;;;;2021-02-05
PPRT;Plan de Prévention des Risques Technologiques;45DREAL20090006;APPROSERVICE (Fossé);Direction régionale de l'environnement, de l'aménagement et du logement;;;;24;CENTRE-VAL DE LOIRE;41;LOIR-ET-CHER;41091;Fossé;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2007-10-05;2010-01-04;2010-02-05;;;2010-04-02;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;33DREAL20130132;PPRT AMBES SUD;Direction régionale de l'environnement, de l'aménagement et du logement;;;;75;NOUVELLE-AQUITAINE;33;GIRONDE;33256;Ludon-Médoc;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2010-11-10;;;;;2015-07-06;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;30DDTM20060005;PPRT - SANOFI;Direction départementale des territoires et de la mer;;;;76;OCCITANIE;30;GARD;30012;Aramon;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-06-03;;;;;2013-01-16;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;91DDT20130004;PPRT SME et ISOCHEM;Direction départementale des territoires;;;;11;ILE-DE-FRANCE;91;ESSONNE;91315;Itteville;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2010-01-19;;;;;2014-09-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;31DREAL20140004;PPRT - BASF;Direction régionale de l'environnement, de l'aménagement et du logement;BOUSSENS;;;76;OCCITANIE;31;HAUTE-GARONNE;31084;Boussens;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-01-14;2016-06-13;2016-07-13;;;2016-10-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;67DREAL20140043;67 PPRT BUTAGAZ;Direction régionale de l'environnement, de l'aménagement et du logement;67 PPRT BUTAGAZ;;;44;GRAND EST;67;BAS-RHIN;67519;La Wantzenau;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2012-11-20;2014-03-31;2014-04-30;;;2014-07-21;;2024-09-26;Caduque;2020-01-01;Abrogé;2020-01-01;2025-01-10
PPRT;Plan de Prévention des Risques Technologiques;34DREAL20090003;PPRT - GDH;Direction régionale de l'environnement, de l'aménagement et du logement;PPRT Frontignan;;;76;OCCITANIE;34;HERAULT;34108;Frontignan;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2008-10-24;2014-06-10;2014-07-18;;;2014-10-14;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-17
PPRT;Plan de Prévention des Risques Technologiques;38DDT20140009;ADISSEO TOURMALINE-St-Clair-Rhôn;Direction départementale des territoires;38 et 69;;;84;AUVERGNE-RHONE-ALPES;38;ISERE;38353;Saint-Alban-du-Rhône;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2012-02-09;2018-04-24;2018-05-24;;;2018-07-18;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;68DREAL20140004;67 PPRT BASF;Direction régionale de l'environnement, de l'aménagement et du logement;67 PPRT BASF;;;44;GRAND EST;68;HAUT-RHIN;68297;Saint-Louis;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2009-10-26;2011-10-21;2011-11-21;;;2011-12-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;69DREAL20090002;01 PPRT de St Jean de Thurigneu;Direction régionale de l'environnement, de l'aménagement et du logement;St Jean de Thurigneux;;;84;AUVERGNE-RHONE-ALPES;01;AIN;01362;Saint-Jean-de-Thurigneux;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-03-13;2010-09-08;2010-10-08;;;2011-01-21;;;Opposable;2020-01-01;Approuvé;2020-01-01;2017-05-10
PPRT;Plan de Prévention des Risques Technologiques;31DREAL20090008;PPRT - TITANOBEL (St Maur);Direction régionale de l'environnement, de l'aménagement et du logement;SAINT MAUR;;;76;OCCITANIE;32;GERS;32323;Ponsampère;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2007-10-04;2010-06-21;;;;2010-12-09;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;67DREAL20140042;67 PPRT LANXESS;Direction régionale de l'environnement, de l'aménagement et du logement;67 PPRT LANXESS;;;44;GRAND EST;67;BAS-RHIN;67519;La Wantzenau;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2012-11-20;2014-04-14;2014-05-14;;;2014-07-21;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;26DDT20120010;PPRT - STORENGY;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;26;DROME;26293;Saint-Avit;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2012-03-26;2015-06-08;;;;2015-10-22;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;PPRT_2025_0003;PPRT -  VALTRIS;Direction départementale des territoires;Verdun;;;;;55;MEUSE;55200;Fromeréville-les-Vallons;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2023-01-10;;;;;2024-06-17;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;59DREAL20090014;PPRT TOTALGAZ;Direction régionale de l'environnement, de l'aménagement et du logement;;;;32;HAUTS-DE-FRANCE;59;NORD;59015;Arleux;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2007-09-10;2010-09-01;2010-10-01;;;2010-12-27;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;33DREAL20090003;BASSENS AMBARES;Direction régionale de l'environnement, de l'aménagement et du logement;BASSENS AMBARES;;;75;NOUVELLE-AQUITAINE;33;GIRONDE;33434;Saint-Louis-de-Montferrand;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2008-12-22;;;;;2010-12-21;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;69DDT20200002;Vallée de la chimie;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;69;RHONE;69123;Lyon;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2015-04-21;;;;;2016-10-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
PPRT;Plan de Prévention des Risques Technologiques;02DDT20110001;FM Logistic;Direction départementale des territoires;;;;32;HAUTS-DE-FRANCE;02;AISNE;02297;Étrépilly;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-09-10;;;;;2010-12-28;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;76DREAL20140008;Port Jérôme;Direction régionale de l'environnement, de l'aménagement et du logement;;;;28;NORMANDIE;76;SEINE-MARITIME;76384;Lillebonne;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-05-29;2014-04-14;2014-05-21;;;2014-08-07;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;40DREAL20130240;PPRT MLPC Lesgor;Direction régionale de l'environnement, de l'aménagement et du logement;;;;75;NOUVELLE-AQUITAINE;40;LANDES;40151;Lesgor;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2010-12-08;2011-11-14;2011-12-15;;;2012-04-05;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;38DDT20140005;ROUSSILLON-SALAISE SUR SANNE;Direction départementale des territoires;;;;84;AUVERGNE-RHONE-ALPES;38;ISERE;38344;Roussillon;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2009-04-06;2014-01-27;2014-02-28;;;2014-07-09;;;Opposable;2020-01-01;Approuvé;2020-01-01;2017-06-09
PPRT;Plan de Prévention des Risques Technologiques;69DREAL20090008;51-PPRT SEVEAL  La Veuve;Direction régionale de l'environnement, de l'aménagement et du logement;51-PPRT SEVEAL  La Veuve;;;44;GRAND EST;51;MARNE;51617;La Veuve;20;Risque technologique;21;Risque industriel;211;Effet thermique;FAUX;;FAUX;;2008-04-07;;;;;2009-06-12;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-09
PPRT;Plan de Prévention des Risques Technologiques;69DREAL20170001;69 PPRT de Chaponnay;Direction régionale de l'environnement, de l'aménagement et du logement;Chaponnay;;;84;AUVERGNE-RHONE-ALPES;69;RHONE;69270;Chaponnay;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-12-23;2012-09-14;2012-10-14;;;2013-06-10;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;60DREAL20140002;WEYLCHEM LAMOTTE;Direction régionale de l'environnement, de l'aménagement et du logement;;;;32;HAUTS-DE-FRANCE;60;OISE;60064;Berneuil-sur-Aisne;20;Risque technologique;21;Risque industriel;213;Effet toxique;FAUX;;FAUX;;2010-10-12;2014-09-30;2014-11-05;;;2014-12-19;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-03-27
PPRT;Plan de Prévention des Risques Technologiques;76DREAL20090004;PPRT SNECMA Vernon;Direction régionale de l'environnement, de l'aménagement et du logement;PPRT SNECMA Vernon;;;28;NORMANDIE;27;EURE;27644;Tilly;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2008-08-01;2011-11-14;2011-12-16;;;2012-08-31;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-04
PPRT;Plan de Prévention des Risques Technologiques;55DDT20210005;PPRT ROZELIER;Direction départementale des territoires;PPRT ROZELIER;;;44;GRAND EST;55;MEUSE;55237;Haudiomont;20;Risque technologique;21;Risque industriel;212;Effet de surpression;FAUX;;FAUX;;2017-11-15;;;;;2023-07-06;;;Opposable;2020-01-01;Approuvé;2020-01-01;2025-04-10
