jrc_event_id,raster_file,jrc_start_date,jrc_end_date,insee_com,jrc_commune_name,nuts3_code,nuts3_name,max_depth_cm,flooded_pixels,flooded_area_m2,gaspar_event_uid,cod_nat_catnat,gaspar_commune_name,num_risque_jo,lib_risque_jo,gaspar_start_date,gaspar_end_date,start_diff_days,end_diff_days,abs_start_diff_days,abs_end_diff_days,total_abs_date_diff_days,exact_date_match,within_7d_start_end_window,window_expanded_interval_overlap,interval_overlap_days,date_window_days
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77232,Isles-lès-Villenoy,FR102,Seine-et-Marne ,442.0,2101,840400.0,INTE1804348A__20180115__20180205,INTE1804348A,Isles-lès-Villenoy,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77235,Jaignes,FR102,Seine-et-Marne ,586.0,496,198400.0,INTE1804348A__20180115__20180205,INTE1804348A,Jaignes,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77236,Jaulnes,FR102,Seine-et-Marne ,670.0,6018,2407200.0,INTE1804348A__20180115__20180205,INTE1804348A,Jaulnes,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77238,Jouarre,FR102,Seine-et-Marne ,209.0,493,197200.0,INTE1804348A__20180115__20180205,INTE1804348A,Jouarre,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77276,Mareuil-lès-Meaux,FR102,Seine-et-Marne ,407.0,1226,490400.0,INTE1804348A__20180115__20180205,INTE1804348A,Mareuil-lès-Meaux,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77284,Meaux,FR102,Seine-et-Marne ,602.0,978,391200.0,INTE1804348A__20180115__20180205,INTE1804348A,Meaux,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77289,Melz-sur-Seine,FR102,Seine-et-Marne ,297.0,782,312800.0,INTE1804348A__20180115__20180205,INTE1804348A,Melz-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77290,Méry-sur-Marne,FR102,Seine-et-Marne ,1090.0,579,231600.0,INTE1804348A__20180115__20180205,INTE1804348A,Méry-sur-Marne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77293,Misy-sur-Yonne,FR102,Seine-et-Marne ,347.0,29,11600.0,INTE1804348A__20180115__20180205,INTE1804348A,Misy-sur-Yonne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77305,Montereau-Fault-Yonne,FR102,Seine-et-Marne ,372.0,396,158400.0,INTE1804348A__20180115__20180205,INTE1804348A,Montereau-Fault-Yonne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77316,Moret-Loing-et-Orvanne,FR102,Seine-et-Marne ,374.0,2338,935200.0,INTE1804348A__20180115__20180205,INTE1804348A,Moret-Loing-et-Orvanne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77325,Mouy-sur-Seine,FR102,Seine-et-Marne ,126.0,3640,1456000.0,INTE1804348A__20180115__20180205,INTE1804348A,Mouy-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77330,Nanteuil-lès-Meaux,FR102,Seine-et-Marne ,628.0,624,249600.0,INTE1804348A__20180115__20180205,INTE1804348A,Nanteuil-lès-Meaux,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77331,Nanteuil-sur-Marne,FR102,Seine-et-Marne ,579.0,327,130800.0,INTE1804348A__20180115__20180205,INTE1804348A,Nanteuil-sur-Marne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77341,Noyen-sur-Seine,FR102,Seine-et-Marne ,283.0,3280,1312000.0,INTE1804348A__20180115__20180205,INTE1804348A,Noyen-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77376,Précy-sur-Marne,FR102,Seine-et-Marne ,415.0,1904,761600.0,INTE1804348A__20180115__20180205,INTE1804348A,Précy-sur-Marne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77388,Reuil-en-Brie,FR102,Seine-et-Marne ,671.0,152,60800.0,INTE1804348A__20180115__20180205,INTE1804348A,Reuil-en-Brie,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77389,La Rochette,FR102,Seine-et-Marne ,1014.0,44,17600.0,INTE1804348A__20180115__20180205,INTE1804348A,La Rochette,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77397,Saâcy-sur-Marne,FR102,Seine-et-Marne ,398.0,616,246400.0,INTE1804348A__20180115__20180205,INTE1804348A,Saâcy-sur-Marne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77405,Saint-Cyr-sur-Morin,FR102,Seine-et-Marne ,252.0,776,310400.0,INTE1804348A__20180115__20180205,INTE1804348A,Saint-Cyr-sur-Morin,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77415,Saint-Jean-les-Deux-Jumeaux,FR102,Seine-et-Marne ,887.0,934,373600.0,INTE1804348A__20180115__20180205,INTE1804348A,Saint-Jean-les-Deux-Jumeaux,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77419,Saint-Mammès,FR102,Seine-et-Marne ,140.0,2,800.0,INTE1804348A__20180115__20180205,INTE1804348A,Saint-Mammès,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77442,Samoreau,FR102,Seine-et-Marne ,445.0,153,61200.0,INTE1804348A__20180115__20180205,INTE1804348A,Samoreau,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77457,Solers,FR102,Seine-et-Marne ,334.0,167,66800.0,INTE1804348A__20180115__20180205,INTE1804348A,Solers,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77463,Thomery,FR102,Seine-et-Marne ,164.0,431,172400.0,INTE1804348A__20180115__20180205,INTE1804348A,Thomery,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77467,La Tombe,FR102,Seine-et-Marne ,78.0,206,82400.0,INTE1804348A__20180115__20180205,INTE1804348A,La Tombe,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77474,Trilbardou,FR102,Seine-et-Marne ,693.0,1795,718000.0,INTE1804348A__20180115__20180205,INTE1804348A,Trilbardou,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77482,Varennes-sur-Seine,FR102,Seine-et-Marne ,255.0,608,243200.0,INTE1804348A__20180115__20180205,INTE1804348A,Varennes-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77494,Vernou-la-Celle-sur-Seine,FR102,Seine-et-Marne ,251.0,411,164400.0,INTE1804348A__20180115__20180205,INTE1804348A,Vernou-la-Celle-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77498,Vignely,FR102,Seine-et-Marne ,408.0,1191,476400.0,INTE1804348A__20180115__20180205,INTE1804348A,Vignely,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77507,Villenauxe-la-Petite,FR102,Seine-et-Marne ,22.0,54,21600.0,INTE1804348A__20180115__20180205,INTE1804348A,Villenauxe-la-Petite,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,77522,Villiers-sur-Seine,FR102,Seine-et-Marne ,359.0,3515,1406000.0,INTE1804348A__20180115__20180205,INTE1804348A,Villiers-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78172,Conflans-Sainte-Honorine,FR103,Yvelines ,395.0,1540,616000.0,INTE1804348A__20180115__20180205,INTE1804348A,Conflans-Sainte-Honorine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78239,Follainville-Dennemont,FR103,Yvelines ,442.0,618,247200.0,INTE1804348A__20180115__20180205,INTE1804348A,Follainville-Dennemont,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78255,Freneuse,FR103,Yvelines ,364.0,512,204800.0,INTE1804348A__20180115__20180205,INTE1804348A,Freneuse,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78290,Guernes,FR103,Yvelines ,422.0,2817,1126800.0,INTE1804348A__20180115__20180205,INTE1804348A,Guernes,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78299,Hardricourt,FR103,Yvelines ,389.0,44,17600.0,INTE1804348A__20180115__20180205,INTE1804348A,Hardricourt,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78320,Notre-Dame-de-la-Mer,FR103,Yvelines ,376.0,697,278800.0,INTE1804348A__20180115__20180205,INTE1804348A,Notre-Dame-de-la-Mer,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78335,Limay,FR103,Yvelines ,210.0,237,94800.0,INTE1804348A__20180115__20180205,INTE1804348A,Limay,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78358,Maisons-Laffitte,FR103,Yvelines ,220.0,1146,458400.0,INTE1804348A__20180115__20180205,INTE1804348A,Maisons-Laffitte,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78382,Maurecourt,FR103,Yvelines ,97.0,100,40000.0,INTE1804348A__20180115__20180205,INTE1804348A,Maurecourt,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78396,Le Mesnil-le-Roi,FR103,Yvelines ,317.0,1304,521600.0,INTE1804348A__20180115__20180205,INTE1804348A,Le Mesnil-le-Roi,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78403,Mézy-sur-Seine,FR103,Yvelines ,227.0,35,14000.0,INTE1804348A__20180115__20180205,INTE1804348A,Mézy-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78418,Montesson,FR103,Yvelines ,145.0,30,12000.0,INTE1804348A__20180115__20180205,INTE1804348A,Montesson,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78440,Les Mureaux,FR103,Yvelines ,177.0,624,249600.0,INTE1804348A__20180115__20180205,INTE1804348A,Les Mureaux,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78586,Sartrouville,FR103,Yvelines ,231.0,13,5200.0,INTE1804348A__20180115__20180205,INTE1804348A,Sartrouville,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,78624,Triel-sur-Seine,FR103,Yvelines ,218.0,530,212000.0,INTE1804348A__20180115__20180205,INTE1804348A,Triel-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89085,Charmoy,FRC14,Yonne,724.0,1252,500800.0,INTE1804348A__20180115__20180205,INTE1804348A,Charmoy,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89124,Courlon-sur-Yonne,FRC14,Yonne,535.0,2994,1197600.0,INTE1804348A__20180115__20180205,INTE1804348A,Courlon-sur-Yonne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89136,Cuy,FRC14,Yonne,411.0,1168,467200.0,INTE1804348A__20180115__20180205,INTE1804348A,Cuy,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
