jrc_event_id,raster_file,jrc_start_date,jrc_end_date,insee_com,jrc_commune_name,nuts3_code,nuts3_name,max_depth_cm,flooded_pixels,flooded_area_m2,gaspar_event_uid,cod_nat_catnat,gaspar_commune_name,num_risque_jo,lib_risque_jo,gaspar_start_date,gaspar_end_date,start_diff_days,end_diff_days,abs_start_diff_days,abs_end_diff_days,total_abs_date_diff_days,exact_date_match,within_7d_start_end_window,window_expanded_interval_overlap,interval_overlap_days,date_window_days
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40172,Mant,FRI13,Landes,85.0,747,298800.0,INTE1820387A__20180612__20180612,INTE1820387A,Mant,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40177,Maylis,FRI13,Landes,96.0,28,11200.0,INTE1820387A__20180612__20180612,INTE1820387A,Maylis,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40249,Saint-Aubin,FRI13,Landes,60.0,147,58800.0,INTE1820387A__20180612__20180612,INTE1820387A,Saint-Aubin,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,64158,Cabidos,FRI15,Pyrénées-Atlantiques,51.0,43,17200.0,INTE1820387A__20180612__20180612,INTE1820387A,Cabidos,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40002,Amou,FRI13,Landes,57.0,67,26800.0,INTE1820387A__20180612__20180613,INTE1820387A,Amou,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-13,-1,5,1,5,6,False,True,True,2,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40231,Port-de-Lanne,FRI13,Landes,680.0,680,272000.0,INTE1820387A__20180612__20180613,INTE1820387A,Port-de-Lanne,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-13,-1,5,1,5,6,False,True,True,2,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40277,Saint-Pandelon,FRI13,Landes,747.0,581,232400.0,INTE1820387A__20180612__20180613,INTE1820387A,Saint-Pandelon,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-13,-1,5,1,5,6,False,True,True,2,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40183,Mimbaste,FRI13,Landes,257.0,133,53200.0,INTE1820387A__20180613__20180613,INTE1820387A,Mimbaste,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-13,-2,5,2,5,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40271,Sainte-Marie-de-Gosse,FRI13,Landes,101.0,394,157600.0,INTE1820387A__20180613__20180613,INTE1820387A,Sainte-Marie-de-Gosse,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-13,-2,5,2,5,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,64147,Briscous,FRI15,Pyrénées-Atlantiques,73.0,111,44400.0,INTE1820387A__20180613__20180613,INTE1820387A,Briscous,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-13,-2,5,2,5,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,64250,Guiche,FRI15,Pyrénées-Atlantiques,260.0,2840,1136000.0,INTE1820387A__20180613__20180613,INTE1820387A,Guiche,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-13,-2,5,2,5,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,64502,Sames,FRI15,Pyrénées-Atlantiques,567.0,7138,2855200.0,INTE1820387A__20180613__20180615,INTE1820387A,Sames,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-15,-2,3,2,3,5,False,True,True,3,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,64546,Urt,FRI15,Pyrénées-Atlantiques,92.0,284,113600.0,INTE1820387A__20180613__20180615,INTE1820387A,Urt,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-15,-2,3,2,3,5,False,True,True,3,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40129,Josse,FRI13,Landes,617.0,1042,416800.0,INTE1824833A__20180612__20180612,INTE1824833A,Josse,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40188,Momuy,FRI13,Landes,63.0,120,48000.0,INTE1824833A__20180612__20180612,INTE1824833A,Momuy,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-12,-1,6,1,6,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40125,Heugas,FRI13,Landes,918.0,5030,2012000.0,INTE1824833A__20180612__20180613,INTE1824833A,Heugas,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-13,-1,5,1,5,6,False,True,True,2,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40256,Saint-Étienne-d'Orthe,FRI13,Landes,357.0,4672,1868800.0,INTE1824833A__20180612__20180613,INTE1824833A,Saint-Étienne-d'Orthe,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-13,-1,5,1,5,6,False,True,True,2,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40268,Saint-Laurent-de-Gosse,FRI13,Landes,30.0,65,26000.0,INTE1824833A__20180613__20180617,INTE1824833A,Saint-Laurent-de-Gosse,ICB,Inondations et/ou Coulées de Boue,2018-06-13,2018-06-17,-2,1,2,1,3,False,True,True,5,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40223,Peyre,FRI13,Landes,111.0,1710,684000.0,INTE1824833A__20180614__20180614,INTE1824833A,Peyre,ICB,Inondations et/ou Coulées de Boue,2018-06-14,2018-06-14,-3,4,3,4,7,False,True,True,1,7
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066.tif,2018-06-11,2018-06-18,40251,Saint-Barthélemy,FRI13,Landes,356.0,415,166000.0,INTE1831446A__20180612__20180617,INTE1831446A,Saint-Barthélemy,ICB,Inondations et/ou Coulées de Boue,2018-06-12,2018-06-17,-1,1,1,1,2,False,True,True,6,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11001,Aigues-Vives,FRJ11,Aude,27.0,514,205600.0,INTE1828277A__20181014__20181015,INTE1828277A,Aigues-Vives,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11042,Blomac,FRJ11,Aude,62.0,4321,1728400.0,INTE1828277A__20181014__20181015,INTE1828277A,Blomac,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11069,Carcassonne,FRJ11,Aude,296.0,312,124800.0,INTE1828277A__20181014__20181015,INTE1828277A,Carcassonne,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11098,Conilhac-Corbières,FRJ11,Aude,13.0,1,400.0,INTE1828277A__20181014__20181015,INTE1828277A,Conilhac-Corbières,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11106,Coursan,FRJ11,Aude,134.0,19103,7641200.0,INTE1828277A__20181014__20181015,INTE1828277A,Coursan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11116,Cuxac-d'Aude,FRJ11,Aude,640.0,12555,5022000.0,INTE1828277A__20181014__20181015,INTE1828277A,Cuxac-d'Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11170,Gruissan,FRJ11,Aude,157.0,6244,2497600.0,INTE1828277A__20181014__20181015,INTE1828277A,Gruissan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11220,Marseillette,FRJ11,Aude,21.0,424,169600.0,INTE1828277A__20181014__20181015,INTE1828277A,Marseillette,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11262,Narbonne,FRJ11,Aude,375.0,34928,13971200.0,INTE1828277A__20181014__20181015,INTE1828277A,Narbonne,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11288,Pezens,FRJ11,Aude,23.0,71,28400.0,INTE1828277A__20181014__20181015,INTE1828277A,Pezens,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11301,Puichéric,FRJ11,Aude,35.0,2062,824800.0,INTE1828277A__20181014__20181015,INTE1828277A,Puichéric,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11307,Raissac-d'Aude,FRJ11,Aude,604.0,1279,511600.0,INTE1828277A__20181014__20181015,INTE1828277A,Raissac-d'Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11315,Rieux-Minervois,FRJ11,Aude,34.0,2279,911600.0,INTE1828277A__20181014__20181015,INTE1828277A,Rieux-Minervois,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11342,Saint-Frichoux,FRJ11,Aude,39.0,1273,509200.0,INTE1828277A__20181014__20181015,INTE1828277A,Saint-Frichoux,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11353,Saint-Marcel-sur-Aude,FRJ11,Aude,762.0,5764,2305600.0,INTE1828277A__20181014__20181015,INTE1828277A,Saint-Marcel-sur-Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11360,Saint-Nazaire-d'Aude,FRJ11,Aude,608.0,2162,864800.0,INTE1828277A__20181014__20181015,INTE1828277A,Saint-Nazaire-d'Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11369,Sallèles-d'Aude,FRJ11,Aude,760.0,1554,621600.0,INTE1828277A__20181014__20181015,INTE1828277A,Sallèles-d'Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11429,Villemoustaussou,FRJ11,Aude,266.0,929,371600.0,INTE1828277A__20181014__20181015,INTE1828277A,Villemoustaussou,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11014,Armissan,FRJ11,Aude,32.0,540,216000.0,INTE1829420A__20181014__20181015,INTE1829420A,Armissan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11085,Cavanac,FRJ11,Aude,265.0,343,137200.0,INTE1829420A__20181014__20181015,INTE1829420A,Cavanac,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11145,Fleury,FRJ11,Aude,20.0,259,103600.0,INTE1829420A__20181014__20181015,INTE1829420A,Fleury,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11203,Lézignan-Corbières,FRJ11,Aude,23.0,91,36400.0,INTE1829420A__20181014__20181015,INTE1829420A,Lézignan-Corbières,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11217,Marcorignan,FRJ11,Aude,604.0,2032,812800.0,INTE1829420A__20181014__20181015,INTE1829420A,Marcorignan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11258,Moussan,FRJ11,Aude,985.0,2075,830000.0,INTE1829420A__20181014__20181015,INTE1829420A,Moussan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11269,Ouveillan,FRJ11,Aude,89.0,1278,511200.0,INTE1829420A__20181014__20181015,INTE1829420A,Ouveillan,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11370,Salles-d'Aude,FRJ11,Aude,30.0,847,338800.0,INTE1829420A__20181014__20181015,INTE1829420A,Salles-d'Aude,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,34183,Nissan-lez-Enserune,FRJ13,Hérault,217.0,3259,1303600.0,INTE1829420A__20181014__20181015,INTE1829420A,Nissan-lez-Enserune,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,34226,Quarante,FRJ13,Hérault,56.0,480,192000.0,INTE1829420A__20181014__20181015,INTE1829420A,Quarante,ICB,Inondations et/ou Coulées de Boue,2018-10-14,2018-10-15,1,7,1,7,8,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,11148,Fontcouverte,FRJ11,Aude,55.0,429,171600.0,INTE1905473A__20181015__20181015,INTE1905473A,Fontcouverte,ICB,Inondations et/ou Coulées de Boue,2018-10-15,2018-10-15,0,7,0,7,7,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,34032,Béziers,FRJ13,Hérault,35.0,67,26800.0,INTE1907677A__20181015__20181015,INTE1907677A,Béziers,ICB,Inondations et/ou Coulées de Boue,2018-10-15,2018-10-15,0,7,0,7,7,False,True,True,1,7
WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008,WD_MERGE_2018-10-15---2018-10-22_duration_7_days_cluster_251_A0_000047_A_000055_lat_04322_lon_00298_size_0008.tif,2018-10-15,2018-10-22,34167,Montels,FRJ13,Hérault,208.0,6258,2503200.0,INTE1907677A__20181015__20181015,INTE1907677A,Montels,ICB,Inondations et/ou Coulées de Boue,2018-10-15,2018-10-15,0,7,0,7,7,False,True,True,1,7
WD_MERGE_2018-11-19---2018-11-26_duration_7_days_cluster_305_A0_000033_A_000038_lat_04376_lon_00494_size_0046,WD_MERGE_2018-11-19---2018-11-26_duration_7_days_cluster_305_A0_000033_A_000038_lat_04376_lon_00494_size_0046.tif,2018-11-19,2018-11-26,30006,Aimargues,FRJ12,Gard,92.0,2419,967600.0,INTE1905473A__20181120__20181120,INTE1905473A,Aimargues,ICB,Inondations et/ou Coulées de Boue,2018-11-20,2018-11-20,-1,6,1,6,7,False,True,True,1,7
