jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_communes,exact_date_commune_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,jrc_match_rank
WD_MERGE_2021-11-08---2021-11-15_duration_7_days_cluster_296_A0_000008_A_000009_lat_04891_lon_-0137_size_0050,INTE2137449A__20211031__20211031,INTE2137449A,2021-11-08,2021-11-15,2021-10-31,2021-10-31,1,0,1,1,1,8.0,15.0,23.0,23,0,2021-11-08,2021-11-15,25,6,6,2021-10-31,2021-10-31,4,1,0.04,0.25,1
WD_MERGE_2019-10-14---2019-10-21_duration_7_days_cluster_262_A0_000004_A_000005_lat_04761_lon_-0298_size_0028,INTE1935602A__20191109__20191109,INTE1935602A,2019-10-14,2019-10-21,2019-11-09,2019-11-09,1,0,1,1,1,26.0,19.0,45.0,45,0,2019-10-14,2019-10-21,28,2,2,2019-11-09,2019-11-09,2,1,0.03571428571428571,0.5,1
WD_MERGE_2024-08-05---2024-08-12_duration_7_days_cluster_157_A0_000004_A_000005_lat_04837_lon_-0342_size_0049,INTE2430293A__20240830__20240831,INTE2430293A,2024-08-05,2024-08-12,2024-08-30,2024-08-31,1,0,1,1,1,25.0,19.0,44.0,44,0,2024-08-05,2024-08-12,28,5,5,2024-08-30,2024-08-31,3,2,0.03571428571428571,0.3333333333333333,1
WD_MERGE_2022-06-27---2022-07-04_duration_7_days_cluster_142_A0_000002_A_000002_lat_04661_lon_00394_size_0035,IOME2226252A__20220622__20220622,IOME2226252A,2022-06-27,2022-07-04,2022-06-22,2022-06-22,1,0,1,1,1,5.0,12.0,17.0,17,0,2022-06-27,2022-07-04,30,7,7,2022-06-22,2022-06-22,5,4,0.03333333333333333,0.2,1
WD_MERGE_2023-04-24---2023-06-05_duration_42_days_cluster_077_A0_000314_A_000408_lat_04477_lon_01163_size_0382,IOME2318044A__20230612__20230612,IOME2318044A,2023-04-24,2023-06-05,2023-06-12,2023-06-12,1,0,0,0,1,49.0,7.0,56.0,56,0,2023-04-24,2023-06-05,31,5,5,2023-06-12,2023-06-12,1,1,0.03225806451612903,1.0,1
WD_MERGE_2021-11-01---2021-11-08_duration_7_days_cluster_287_A0_000007_A_000008_lat_04412_lon_00458_size_0072,INTE2130679A__20211003__20211005,INTE2130679A,2021-11-01,2021-11-08,2021-10-03,2021-10-05,1,0,0,0,1,29.0,34.0,63.0,63,0,2021-11-01,2021-11-08,32,8,8,2021-10-03,2021-10-05,81,4,0.03125,0.012345679012345678,1
WD_MERGE_2024-08-19---2024-08-26_duration_7_days_cluster_170_A0_000005_A_000006_lat_04827_lon_-0328_size_0063,INTE2430293A__20240830__20240831,INTE2430293A,2024-08-19,2024-08-26,2024-08-30,2024-08-31,1,0,1,1,1,11.0,5.0,16.0,16,0,2024-08-19,2024-08-26,38,4,4,2024-08-30,2024-08-31,3,2,0.02631578947368421,0.3333333333333333,1
WD_MERGE_2019-09-23---2019-10-21_duration_28_days_cluster_346_A0_000296_A_000373_lat_05307_lon_-0336_size_0186,INTE1935602A__20191109__20191109,INTE1935602A,2019-09-23,2019-10-21,2019-11-09,2019-11-09,1,0,0,0,1,47.0,19.0,66.0,66,0,2019-09-23,2019-10-21,39,4,4,2019-11-09,2019-11-09,2,1,0.02564102564102564,0.5,1
WD_MERGE_2016-05-30---2016-06-06_duration_7_days_cluster_110_A0_000048_A_000077_lat_04747_lon_-0062_size_0013,INTE1617716A__20160511__20160511,INTE1617716A,2016-05-30,2016-06-06,2016-05-11,2016-05-11,1,0,1,1,1,19.0,26.0,45.0,45,0,2016-05-30,2016-06-06,50,4,4,2016-05-11,2016-05-11,1,1,0.02,1.0,1
WD_MERGE_2024-10-07---2024-10-21_duration_14_days_cluster_226_A0_000009_A_000009_lat_04785_lon_-0287_size_0091,INTE2430293A__20241008__20241008,INTE2430293A,2024-10-07,2024-10-21,2024-10-08,2024-10-08,1,0,1,1,1,1.0,13.0,14.0,14,1,2024-10-07,2024-10-21,51,5,5,2024-10-08,2024-10-08,3,2,0.0196078431372549,0.3333333333333333,1
WD_MERGE_2021-06-07---2021-06-14_duration_7_days_cluster_118_A0_000014_A_000019_lat_04889_lon_-0211_size_0051,INTE2122730A__20210617__20210617,INTE2122730A,2021-06-07,2021-06-14,2021-06-17,2021-06-17,1,0,1,1,1,10.0,3.0,13.0,13,0,2021-06-07,2021-06-14,62,8,8,2021-06-17,2021-06-17,1,1,0.016129032258064516,1.0,1
WD_MERGE_2016-10-03---2016-10-24_duration_21_days_cluster_219_A0_000014_A_000016_lat_04436_lon_00249_size_0244,INTE1637220A__20161001__20161001,INTE1637220A,2016-10-03,2016-10-24,2016-10-01,2016-10-01,1,0,1,1,1,2.0,23.0,25.0,25,0,2016-10-03,2016-10-24,74,9,9,2016-10-01,2016-10-01,1,1,0.013513513513513514,1.0,1
WD_MERGE_2024-05-27---2024-06-03_duration_7_days_cluster_080_A0_000007_A_000008_lat_04825_lon_00215_size_0019,INTE2424582A__20240620__20240620,INTE2424582A,2024-05-27,2024-06-03,2024-06-20,2024-06-20,1,0,1,1,1,24.0,17.0,41.0,41,0,2024-05-27,2024-06-03,81,5,5,2024-06-20,2024-06-20,6,5,0.012345679012345678,0.16666666666666666,1
WD_MERGE_2024-05-20---2024-05-27_duration_7_days_cluster_072_A0_000007_A_000008_lat_04780_lon_00428_size_0047,INTE2519692A__20240331__20240429,INTE2519692A,2024-05-20,2024-05-27,2024-03-31,2024-04-29,1,0,0,0,1,50.0,28.0,78.0,78,0,2024-05-20,2024-05-27,86,7,7,2024-03-31,2024-04-29,2,2,0.011627906976744186,0.5,1
WD_MERGE_2018-03-19---2018-04-30_duration_42_days_cluster_367_A0_000354_A_000437_lat_05276_lon_00119_size_0294,INTE1818802A__20180522__20180522,INTE1818802A,2018-03-19,2018-04-30,2018-05-22,2018-05-22,1,0,0,0,1,64.0,22.0,86.0,86,0,2018-03-19,2018-04-30,91,10,10,2018-05-22,2018-05-22,10,5,0.01098901098901099,0.1,1
WD_MERGE_2020-04-13---2020-05-25_duration_35_days_cluster_086_A0_000076_A_000087_lat_04386_lon_00446_size_0033,INTE2023938A__20200604__20200604,INTE2023938A,2020-04-13,2020-05-25,2020-06-04,2020-06-04,1,0,0,0,1,52.0,10.0,62.0,62,0,2020-04-13,2020-05-25,136,11,11,2020-06-04,2020-06-04,2,2,0.007352941176470588,0.5,1
WD_MERGE_2024-11-18---2024-12-16_duration_28_days_cluster_280_A0_000447_A_000487_lat_05182_lon_-0322_size_0147,INTE2505371A__20241207__20241208,INTE2505371A,2024-11-18,2024-12-16,2024-12-07,2024-12-08,1,0,1,1,1,19.0,8.0,27.0,27,2,2024-11-18,2024-12-16,163,12,12,2024-12-07,2024-12-08,1,1,0.006134969325153374,1.0,1
WD_MERGE_2016-02-22---2016-04-18_duration_49_days_cluster_300_A0_000346_A_000432_lat_05197_lon_-0062_size_0391,INTE1617716A__20160511__20160511,INTE1617716A,2016-02-22,2016-04-18,2016-05-11,2016-05-11,1,0,0,0,1,79.0,23.0,102.0,102,0,2016-02-22,2016-04-18,182,13,13,2016-05-11,2016-05-11,1,1,0.005494505494505495,1.0,1
WD_MERGE_2024-01-01---2024-02-19_duration_35_days_cluster_334_A0_002595_A_002920_lat_05238_lon_01260_size_0503,IOME2407754A__20240103__20240105,IOME2407754A,2024-01-01,2024-02-19,2024-01-03,2024-01-05,1,0,0,0,1,2.0,45.0,47.0,47,3,2024-01-01,2024-02-19,209,4,4,2024-01-03,2024-01-05,1,1,0.004784688995215311,1.0,1
WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364,INTE2027600A__20200923__20200923,INTE2027600A,2020-09-28,2020-11-30,2020-09-23,2020-09-23,1,0,0,0,1,5.0,68.0,73.0,73,0,2020-09-28,2020-11-30,256,12,12,2020-09-23,2020-09-23,1,1,0.00390625,1.0,1
WD_MERGE_2016-11-21---2016-11-28_duration_7_days_cluster_264_A0_000092_A_000121_lat_04596_lon_00440_size_0115,INTE1711727A__20161121__20161123,INTE1711727A,2016-11-21,2016-11-28,2016-11-21,2016-11-23,1,0,1,1,1,0.0,5.0,5.0,5,3,2016-11-21,2016-11-28,353,20,20,2016-11-21,2016-11-23,2,2,0.0028328611898017,0.5,1
WD_MERGE_2023-11-27---2024-01-01_duration_35_days_cluster_356_A0_002381_A_002991_lat_05205_lon_01175_size_0268,IOME2333648A__20231114__20231116,IOME2333648A,2023-11-27,2024-01-01,2023-11-14,2023-11-16,1,0,0,0,1,13.0,46.0,59.0,59,0,2023-11-27,2024-01-01,733,23,23,2023-11-14,2023-11-16,2,2,0.001364256480218281,0.5,1
WD_MERGE_2016-02-08---2016-03-21_duration_42_days_cluster_299_A0_000993_A_001287_lat_04880_lon_00221_size_0343,INTE1617716A__20160413__20160413,INTE1617716A,2016-02-08,2016-03-21,2016-04-13,2016-04-13,1,0,0,0,1,65.0,23.0,88.0,88,0,2016-02-08,2016-03-21,1894,52,52,2016-04-13,2016-04-13,1,1,0.0005279831045406547,1.0,1
