event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049,WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049.tif,2015,2015-12-28,2016-01-04,7,327,5,6,6780,1645,49,NO,Norge,17958.0,6711,2684400.0,12
WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049,WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_327_A0_000005_A_000006_lat_06780_lon_01645_size_0049.tif,2015,2015-12-28,2016-01-04,7,327,5,6,6780,1645,49,SE,Sverige,861.0,5580,2232000.0,2
WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_328_A0_000003_A_000003_lat_05498_lon_02770_size_0026,WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_328_A0_000003_A_000003_lat_05498_lon_02770_size_0026.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2015-12-28---2016-01-04_duration_7_days_cluster_328_A0_000003_A_000003_lat_05498_lon_02770_size_0026.tif,2015,2015-12-28,2016-01-04,7,328,3,3,5498,2770,26,LT,Lietuva,63.0,1611,644400.0,1
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,DE,Deutschland,138.0,4259,1703600.0,10
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,EE,Eesti,120.0,33300,13320000.0,15
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,FI,Suomi/Finland,855.0,1068632,427452800.0,110
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,LT,Lietuva,73.0,422,168800.0,3
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,LV,Latvija,136.0,13496,5398400.0,11
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,NO,Norge,14858.0,46596,18638400.0,19
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,PL,Polska,712.0,666366,266546400.0,189
WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426,WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_21_days_cluster_305_A0_001191_A_001611_lat_06173_lon_02775_size_0426.tif,2016,2015-12-28,2016-01-25,21,305,1191,1611,6173,2775,426,SE,Sverige,912.0,106253,42501200.0,16
WD_MERGE_2015-12-28---2016-01-25_duration_28_days_cluster_294_A0_000594_A_000725_lat_05346_lon_-0627_size_0143,WD_MERGE_2015-12-28---2016-01-25_duration_28_days_cluster_294_A0_000594_A_000725_lat_05346_lon_-0627_size_0143.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-01-25_duration_28_days_cluster_294_A0_000594_A_000725_lat_05346_lon_-0627_size_0143.tif,2016,2015-12-28,2016-01-25,28,294,594,725,5346,-627,143,IE,Éire/Ireland,1122.0,1091886,436754400.0,112
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,BE,Belgique/België,1025.0,12439,4975600.0,34
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,CH,Schweiz/Suisse/Svizzera,4925.0,2346,938400.0,7
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,DE,Deutschland,915.0,338539,135415600.0,253
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,DK,Danmark,357.0,8339,3335600.0,7
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,FR,France,3098.0,1499407,599762800.0,1128
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,IE,Éire/Ireland,1048.0,492983,197193200.0,88
WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424,WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_42_days_cluster_295_A0_001005_A_001282_lat_05056_lon_00078_size_0424.tif,2016,2015-12-28,2016-02-22,42,295,1005,1282,5056,78,424,NL,Nederland,1286.0,295059,118023600.0,155
WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801,WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,2016,2015-12-28,2016-02-22,49,296,1069,1427,4513,3399,801,BG,България ,947.0,47796,19118400.0,52
WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801,WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,2016,2015-12-28,2016-02-22,49,296,1069,1427,4513,3399,801,EL,Ελλάδα ,933.0,125585,50234000.0,46
WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801,WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2015-12-28---2016-02-22_duration_49_days_cluster_296_A0_001069_A_001427_lat_04513_lon_03399_size_0801.tif,2016,2015-12-28,2016-02-22,49,296,1069,1427,4513,3399,801,RO,România,818.0,161845,64738000.0,154
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_005_A0_000009_A_000011_lat_04378_lon_-0108_size_0015,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_005_A0_000009_A_000011_lat_04378_lon_-0108_size_0015.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_005_A0_000009_A_000011_lat_04378_lon_-0108_size_0015.tif,2016,2016-01-04,2016-01-11,7,5,9,11,4378,-108,15,FR,France,549.0,28542,11416800.0,32
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_006_A0_000001_A_000002_lat_06421_lon_-1975_size_0055,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_006_A0_000001_A_000002_lat_06421_lon_-1975_size_0055.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_006_A0_000001_A_000002_lat_06421_lon_-1975_size_0055.tif,2016,2016-01-04,2016-01-11,7,6,1,2,6421,-1975,55,IS,Ísland,467.0,5737,2294800.0,4
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014.tif,2016,2016-01-04,2016-01-11,7,7,3,4,5433,1287,14,DE,Deutschland,108.0,9737,3894800.0,7
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_007_A0_000003_A_000004_lat_05433_lon_01287_size_0014.tif,2016,2016-01-04,2016-01-11,7,7,3,4,5433,1287,14,PL,Polska,25.0,73,29200.0,1
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112.tif,2016,2016-01-04,2016-01-11,7,8,21,25,4173,2029,112,AL,Shqipëria,333.0,30708,12283200.0,16
WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112,WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-11_duration_7_days_cluster_008_A0_000021_A_000025_lat_04173_lon_02029_size_0112.tif,2016,2016-01-04,2016-01-11,7,8,21,25,4173,2029,112,RS,Srbija/Сpбија,21.0,120,48000.0,1
WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183,WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183.tif,2016,2016-01-04,2016-01-25,14,4,110,161,3957,-715,183,ES,España,637.0,75922,30368800.0,48
WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183,WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-04---2016-01-25_duration_14_days_cluster_004_A0_000110_A_000161_lat_03957_lon_-0715_size_0183.tif,2016,2016-01-04,2016-01-25,14,4,110,161,3957,-715,183,PT,Portugal,1093.0,306240,122496000.0,70
WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109,WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109.tif,2016,2016-01-11,2016-01-18,7,13,29,36,5261,685,109,DE,Deutschland,567.0,40721,16288400.0,76
WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109,WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_013_A0_000029_A_000036_lat_05261_lon_00685_size_0109.tif,2016,2016-01-11,2016-01-18,7,13,29,36,5261,685,109,NL,Nederland,312.0,50013,20005200.0,47
WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025,WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,2016,2016-01-11,2016-01-18,7,15,13,15,4765,2120,25,HU,Magyarország,235.0,35422,14168800.0,38
WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025,WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,2016,2016-01-11,2016-01-18,7,15,13,15,4765,2120,25,RO,România,33.0,1584,633600.0,2
WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025,WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-01-18_duration_7_days_cluster_015_A0_000013_A_000015_lat_04765_lon_02120_size_0025.tif,2016,2016-01-11,2016-01-18,7,15,13,15,4765,2120,25,SK,Slovensko,15.0,241,96400.0,1
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,AT,Österreich,193.0,4629,1851600.0,3
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,DE,Deutschland,402.0,17291,6916400.0,28
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,HR,Hrvatska,1435.0,344036,137614400.0,60
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,HU,Magyarország,453.0,68356,27342400.0,104
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,PL,Polska,260.0,1458,583200.0,8
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,RS,Srbija/Сpбија,267.0,7133,2853200.0,9
WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089,WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-02-01_duration_21_days_cluster_014_A0_000119_A_000180_lat_04606_lon_01707_size_0089.tif,2016,2016-01-11,2016-02-01,21,14,119,180,4606,1707,89,SI,Slovenija,525.0,229,91600.0,1
WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168,WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168.tif,2016,2016-01-11,2016-03-21,63,306,1338,2009,6459,3052,168,FI,Suomi/Finland,1068.0,2152526,861010400.0,109
WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168,WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-11---2016-03-21_duration_63_days_cluster_306_A0_001338_A_002009_lat_06459_lon_03052_size_0168.tif,2016,2016-01-11,2016-03-21,63,306,1338,2009,6459,3052,168,SE,Sverige,148.0,42979,17191600.0,3
WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_018_A0_000005_A_000006_lat_04381_lon_-0108_size_0018,WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_018_A0_000005_A_000006_lat_04381_lon_-0108_size_0018.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_018_A0_000005_A_000006_lat_04381_lon_-0108_size_0018.tif,2016,2016-01-18,2016-01-25,7,18,5,6,4381,-108,18,FR,France,573.0,15361,6144400.0,15
WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_020_A0_000001_A_000001_lat_04082_lon_01948_size_0006,WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_020_A0_000001_A_000001_lat_04082_lon_01948_size_0006.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-18---2016-01-25_duration_7_days_cluster_020_A0_000001_A_000001_lat_04082_lon_01948_size_0006.tif,2016,2016-01-18,2016-01-25,7,20,1,1,4082,1948,6,AL,Shqipëria,66.0,3901,1560400.0,2
WD_MERGE_2016-01-18---2016-02-01_duration_14_days_cluster_019_A0_000002_A_000002_lat_04172_lon_00103_size_0010,WD_MERGE_2016-01-18---2016-02-01_duration_14_days_cluster_019_A0_000002_A_000002_lat_04172_lon_00103_size_0010.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-18---2016-02-01_duration_14_days_cluster_019_A0_000002_A_000002_lat_04172_lon_00103_size_0010.tif,2016,2016-01-18,2016-02-01,14,19,2,2,4172,103,10,ES,España,293.0,6274,2509600.0,16
WD_MERGE_2016-01-25---2016-02-01_duration_7_days_cluster_026_A0_000011_A_000015_lat_06564_lon_-1951_size_0006,WD_MERGE_2016-01-25---2016-02-01_duration_7_days_cluster_026_A0_000011_A_000015_lat_06564_lon_-1951_size_0006.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-01-25---2016-02-01_duration_7_days_cluster_026_A0_000011_A_000015_lat_06564_lon_-1951_size_0006.tif,2016,2016-01-25,2016-02-01,7,26,11,15,6564,-1951,6,IS,Ísland,109.0,39480,15792000.0,3
