cod_commune,commune_name,n_flood_events,first_event,last_event
50365,Muneville-sur-Mer,3,1995-01-17,2022-05-20
50382,Nouainville,3,1999-12-25,2022-05-24
50384,Octeville-l'Avenel,3,1995-01-17,1999-12-29
50391,Grandparigny,3,1995-01-17,2024-10-22
50410,Pontorson,3,1995-01-17,2000-11-13
50426,Rauville-la-Place,3,1982-12-08,1999-12-29
50431,Remilly Les Marais,3,1995-01-17,2025-02-11
50445,Saint-André-de-Bohon,3,1995-01-17,2008-05-29
50454,Saint-Christophe-du-Foc,3,1999-12-25,2022-05-24
50455,Saint-Clair-sur-l'Elle,3,1995-01-17,2008-05-29
50463,Saint-Denis-le-Gast,3,1995-01-17,2008-05-14
50469,Sainte-Geneviève,3,1995-01-17,2021-01-06
50471,Saint-Georges-de-la-Rivière,3,1999-12-25,2022-05-20
50474,Saint-Georges-de-Rouelley,3,1999-12-25,2022-12-14
50475,Saint-Georges-Montcocq,3,1990-02-11,1999-12-29
50478,Saint-Germain-de-Tournebut,3,1990-01-30,1999-12-29
50480,Saint-Germain-le-Gaillard,3,1999-12-25,2022-05-24
50483,Saint-Gilles,3,1995-01-17,2018-01-05
50490,Saint-Jean-de-la-Rivière,3,1999-12-25,2022-05-20
50493,Saint-Jean-des-Champs,3,1995-01-17,2014-07-19
50506,Saint-Malo-de-la-Lande,3,1995-01-17,2022-05-20
50507,Saint-Marcouf,3,1983-06-04,1999-12-29
50519,Saint-Martin-le-Gréard,3,1999-12-25,2022-05-24
50528,Saint-Nicolas-de-Pierrepont,3,1999-12-25,2022-05-24
50533,Saint-Patrice-de-Claids,3,1993-10-13,2022-05-20
50548,Saint-Sauveur-de-Pierrepont,3,1983-06-04,2022-05-20
50579,Sottevast,3,1998-01-01,2022-05-24
50580,Sotteville,3,1999-12-25,2022-05-24
50588,Tamerville,3,1990-01-30,1999-12-29
50594,Teurthéville-Hague,3,1999-12-25,2022-05-24
50603,Tourville-sur-Sienne,3,1995-01-17,2022-05-20
50619,Le Vast,3,1998-01-01,2002-09-09
50641,Villiers-Fossard,3,1995-01-17,2008-05-29
50648,Yvetot-Bocage,3,1995-01-17,1999-12-29
51001,Ablancourt,3,1982-12-08,1999-12-29
51004,Allemanche-Launay-et-Soyer,3,1982-12-08,1999-12-29
51007,Ambonnay,3,1983-04-01,2007-04-29
51008,Ambrières,3,1983-04-01,2022-05-20
51013,Aougny,3,1987-09-01,1999-12-29
51014,Arcis-le-Ponsart,3,1988-03-24,2024-12-04
51017,Arzillières-Neuville,3,1983-04-01,2022-05-20
51018,Athis,3,1983-04-01,2018-02-05
51039,Bassu,3,1982-12-08,1999-12-29
51040,Bassuet,3,1982-12-08,1999-12-29
51041,Baudement,3,1982-12-08,1999-12-29
51047,Belval-en-Argonne,3,1983-04-01,2022-05-20
51048,Belval-sous-Châtillon,3,1999-12-25,2021-07-16
51057,Bettancourt-la-Longue,3,1982-12-08,1999-12-29
51058,Bezannes,3,1992-05-29,2001-07-19
51059,Bignicourt-sur-Marne,3,1982-12-08,1999-12-29
51065,Blacy,3,1983-04-01,2006-05-05
51068,Blesme,3,1982-12-08,1999-12-29
51071,Bouchy-Saint-Genest,3,1988-12-05,2025-04-30
51074,Boult-sur-Suippe,3,1999-12-25,2021-06-21
51081,Branscourt,3,1987-09-01,2001-07-23
51093,Brugny-Vaudancourt,3,1999-12-25,2022-05-20
51094,Brusson,3,1982-12-08,1999-12-29
51098,Bussy-le-Repos,3,1982-12-08,1999-12-29
51099,Bussy-Lettrée,3,1983-04-01,2023-10-20
51109,Châlons-sur-Vesle,3,1999-12-25,2022-05-20
51116,Champguyon,3,1988-12-05,2022-09-30
51119,Champillon,3,1983-04-01,2013-06-19
51122,Changy,3,1982-12-08,1999-12-29
51127,La Chapelle-Lasson,3,1982-12-08,1999-12-29
51130,Charmont,3,1982-12-08,1999-12-29
51135,Châtillon-sur-Broué,3,1983-04-01,2022-05-20
51136,Châtillon-sur-Marne,3,1993-05-11,2021-07-16
51141,La Chaussée-sur-Marne,3,1982-12-08,1999-12-29
51150,Cherville,3,1983-04-01,2018-02-05
51168,Coolus,3,1983-04-01,2018-02-05
51185,Courgivaux,3,1988-12-05,2016-05-31
51195,Couvrot,3,1982-12-08,1999-12-29
51198,Crugny,3,1987-09-01,2021-07-16
51199,Cuchery,3,1993-05-11,2021-07-16
51202,Cumières,3,1983-04-01,2021-06-03
51204,Damery,3,1983-04-01,1999-12-29
51215,Dompremy,3,1982-12-08,1999-12-29
51219,Drosnay,3,1983-04-01,2022-05-20
51223,Écollemont,3,1983-04-01,2022-05-20
51234,Esclavolles-Lurey,3,1982-12-08,1999-12-29
51237,Esternay,3,1988-12-05,2016-06-05
51245,Faverolles-et-Coëmy,3,1987-09-01,2004-08-16
51246,Favresse,3,1982-12-08,1999-12-29
51256,Fontaine-sur-Ay,3,1983-04-01,1999-12-29
51269,Giffaumont-Champaubert,3,1983-04-01,2022-05-20
51279,Granges-sur-Aube,3,1982-12-08,1999-12-29
51281,Grauves,3,1997-08-07,2008-05-18
51283,Hans,3,1983-04-01,1999-12-29
51286,Hauteville,3,1983-04-01,2022-05-20
51290,Heiltz-l'Évêque,3,1982-12-08,1999-12-29
51299,Isles-sur-Suippe,3,1999-12-25,2022-05-24
51308,Jonchery-sur-Vesle,3,1999-12-25,2022-05-20
51311,Jussecourt-Minecourt,3,1982-12-08,1999-12-29
51315,Landricourt,3,1983-04-01,2022-05-20
51322,Lignon,3,1983-04-01,2022-05-20
51334,Luxémont-et-Villotte,3,1982-12-08,1999-12-29
51341,Malmy,3,1983-04-01,2017-07-31
51344,Mardeuil,3,1983-04-01,2001-07-23
51348,Marfaux,3,1999-12-25,2022-05-20
51349,Margerie-Hancourt,3,1983-04-01,2022-05-20
51352,Marolles,3,1982-12-08,1999-12-29
51353,Marsangis,3,1982-12-08,1999-12-29
51356,Matignicourt-Goncourt,3,1982-12-08,1999-12-29
51363,Merlaut,3,1982-12-08,1999-12-29
51367,Le Mesnil-sur-Oger,3,1991-07-07,1999-12-29
51370,Moiremont,3,1983-04-01,1999-12-29
51378,Monthelon,3,1999-12-25,2022-05-20
51386,Morsains,3,1999-12-25,2024-11-15
51387,Moslins,3,1999-12-25,2008-05-18
51391,Muizon,3,1999-12-25,2022-05-20
51406,Norrois,3,1982-12-08,1999-12-29
51409,Nuisement-sur-Coole,3,1983-04-01,1999-12-29
51419,Outines,3,1983-04-01,2022-05-20
51425,Passy-Grigny,3,1987-09-01,2000-07-09
51433,Plichancourt,3,1982-12-08,1999-12-29
51434,Plivot,3,1983-04-01,2018-02-05
51441,Ponthion,3,1982-12-08,1999-12-29
51448,Prouilly,3,1999-12-25,2022-05-20
51457,Reuil,3,1983-04-01,1999-12-29
51460,Rieux,3,1999-12-25,2024-10-22
51475,Saint-Chéron,3,1983-04-01,2022-05-20
51476,Saint-Étienne-au-Temple,3,1983-04-01,2006-05-12
51488,Saint-Imoges,3,1983-04-01,1999-12-29
51489,Saint-Jean-devant-Possesse,3,1982-12-08,1999-12-29
51496,Saint-Lumier-en-Champagne,3,1982-12-08,1999-12-29
51497,Saint-Lumier-la-Populeuse,3,1982-12-08,1999-12-29
51510,Saint-Quentin-les-Marais,3,1982-12-08,1999-12-29
51511,Saint-Quentin-le-Verger,3,1982-12-08,1999-12-29
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,3,1983-04-01,2022-05-20
51515,Saint-Remy-sur-Bussy,3,1983-04-01,1999-12-29
51516,Saint-Saturnin,3,1982-12-08,1999-12-29
51532,Sermiers,3,1999-12-25,2021-07-16
51538,Sogny-aux-Moulins,3,1983-04-01,2022-05-20
51539,Sogny-en-l'Angle,3,1982-12-08,1999-12-29
51547,Somme-Tourbe,3,1983-04-01,1999-12-29
51557,Soulanges,3,1982-12-08,1999-12-29
51569,Thillois,3,1999-12-25,2006-07-22
51576,Tours-sur-Marne,3,1983-04-01,2018-02-05
51579,Tréfols,3,1999-12-25,2024-10-22
51582,Trigny,3,1999-12-25,2022-05-20
51589,Vanault-le-Châtel,3,1982-12-08,1999-12-29
51590,Vanault-les-Dames,3,1982-12-08,1999-12-29
51592,Vandières,3,1993-05-11,2006-07-04
51595,Vatry,3,1983-04-01,2000-05-06
51601,Vavray-le-Grand,3,1982-12-08,1999-12-29
51602,Vavray-le-Petit,3,1982-12-08,1999-12-29
51605,Venteuil,3,1983-04-01,1999-12-29
51608,Vernancourt,3,1982-12-08,1999-12-29
51618,Le Vézier,3,1999-12-25,2024-11-15
51635,Villers-le-Sec,3,1982-12-08,1999-12-29
51642,Villiers-aux-Corneilles,3,1982-12-08,1999-12-29
51648,Vitry-la-Ville,3,1983-04-01,1999-12-29
51652,Vouarces,3,1982-12-08,1999-12-29
51658,Vroil,3,1982-12-08,1999-12-29
51660,Warmeriville,3,1999-12-25,2021-06-20
51663,Magenta,3,1983-04-01,2018-02-05
52005,Aizanville,3,1987-06-30,2018-06-05
52011,Annéville-la-Prairie,3,1983-04-01,2024-08-22
52012,Annonville,3,1999-12-25,2024-08-22
52016,Arbot,3,1999-12-25,2024-10-22
52034,Bailly-aux-Forges,3,1982-12-08,1999-12-29
52039,Baudrecourt,3,1982-12-08,1999-12-29
52047,Beurville,3,1982-12-08,1999-12-29
52050,Biesles,3,1983-07-05,2001-12-30
52055,Blécourt,3,1982-12-08,1999-12-29
52057,Blumeray,3,1982-12-08,1999-12-29
52065,Bouzancourt,3,1982-12-08,1999-12-29
52076,Bricon,3,1999-12-25,2018-06-07
52091,Cerisières,3,1982-12-08,1999-12-29
52108,Charmes,3,1996-11-29,2018-05-15
52109,Charmes-en-l'Angle,3,1982-12-08,1999-12-29
52130,Cirfontaines-en-Azois,3,1987-06-30,2018-06-05
52131,Cirfontaines-en-Ornois,3,1999-12-25,2024-08-22
52169,Domblain,3,1982-12-08,1999-12-29
52179,Doulevant-le-Petit,3,1982-12-08,1999-12-29
52185,Enfonvelle,3,1996-11-11,2001-12-30
52189,Le Val-d'Esnoms,3,1989-07-10,2013-05-04
52198,Fays,3,1982-12-08,1999-12-29
52199,Ferrière-et-Lafolie,3,1982-12-08,1999-12-29
52201,Flammerécourt,3,1982-12-08,1999-12-29
52229,Grenant,3,1999-12-25,2013-05-04
52231,Guindrecourt-aux-Ormes,3,1982-12-08,1999-12-29
52232,Guindrecourt-sur-Blaise,3,1983-04-01,2004-08-07
52234,Hâcourt,3,1983-04-01,1999-12-29
52235,Hallignicourt,3,1982-12-08,1999-12-29
52246,Humes-Jorquenay,3,1999-12-25,2018-05-15
52248,Is-en-Bassigny,3,1983-07-05,1999-12-29
52256,Lafauche,3,1982-12-08,2001-12-30
52284,Leschères-sur-le-Blaiseron,3,1982-12-08,1999-12-29
52287,Levécourt,3,1983-04-01,1999-12-29
52289,Liffol-le-Petit,3,1982-12-08,2021-06-24
52292,Longeau-Percey,3,1999-12-25,2022-05-20
52302,Maizières,3,1982-12-08,1999-12-29
52303,Maizières-sur-Amance,3,1999-12-25,2018-01-18
52308,Maranville,3,1987-06-30,2018-01-23
52316,Mathons,3,1982-12-08,1999-12-29
52336,Montreuil-sur-Blaise,3,1982-12-08,1999-12-29
52341,Morancourt,3,1982-12-08,1999-12-29
52357,Noncourt-sur-le-Rongeant,3,1999-12-25,2024-08-22
52359,Nully,3,1982-12-08,1999-12-29
52367,Ormoy-lès-Sexfontaines,3,1983-04-01,2024-08-22
52370,Osne-le-Val,3,1982-12-08,1999-12-29
52372,Outremécourt,3,1983-04-01,2016-06-07
52374,Le Pailly,3,1999-12-25,2022-05-20
52388,Pierremont-sur-Amance,3,1996-11-11,2004-07-23
52391,Planrupt,3,1983-04-01,2021-07-16
52398,Poissons,3,1999-12-25,2024-08-22
52399,Pont-la-Ville,3,1987-06-30,2018-06-05
52413,Rachecourt-Suzémont,3,1982-12-08,1999-12-29
52420,Reynel,3,1983-04-01,1999-12-29
52421,Riaucourt,3,1983-04-01,1999-12-29
52436,Rouécourt,3,1982-12-08,1999-12-29
52444,Saint-Blin,3,1982-12-08,2021-07-16
52452,Saint-Martin-lès-Langres,3,1987-06-30,2018-06-05
52473,Signéville,3,1983-05-25,2024-08-22
52475,Sommancourt,3,1982-12-08,1999-12-29
52487,Thilleux,3,1983-04-01,2021-07-16
52494,Treix,3,1983-04-01,2024-10-22
52502,Valleret,3,1982-12-08,1999-12-29
52513,Velles,3,1996-11-11,2004-07-23
52522,Viéville,3,1983-04-01,1999-12-29
52523,Vignes-la-Côte,3,1983-04-01,1999-12-29
52524,Vignory,3,1983-04-01,1999-12-29
52535,Villiers-le-Sec,3,1999-12-25,2016-06-08
52538,Villiers-sur-Suize,3,1999-12-25,2024-08-22
52544,Voisey,3,1999-12-25,2022-05-24
52548,Vraincourt,3,1983-04-01,1999-12-29
53009,Arquenay,3,1996-02-25,2022-09-30
53016,Bais,3,1995-01-17,2024-12-24
53025,Bazougers,3,1993-01-10,1999-12-29
53031,La Bigottière,3,1999-12-25,2024-12-04
53035,Bouchamps-lès-Craon,3,1999-12-25,2024-08-22
53042,Brecé,3,1998-09-02,2000-05-07
53045,La Brûlatte,3,1999-12-25,2018-06-04
53064,Châtillon-sur-Colmont,3,1999-12-25,2012-07-27
53071,Colombiers-du-Plessis,3,1999-12-25,2018-06-12
53076,Cossé-en-Champagne,3,1983-07-28,1999-12-29
53082,Courbeveille,3,1999-12-25,2024-07-10
53088,Cuillé,3,1999-12-25,2024-07-10
53089,Daon,3,1995-01-17,2018-06-09
53091,Désertines,3,1995-01-17,2020-05-09
53098,Fontaine-Couverte,3,1999-12-25,2018-06-04
53100,Fougerolles-du-Plessis,3,1995-01-17,2022-09-30
53102,Gastines,3,1999-12-25,2018-06-03
53104,Gennes-Longuefuye,3,1994-07-24,2022-09-30
53107,Gorron,3,1998-09-02,2012-07-27
53115,Hercé,3,1999-12-25,2018-06-12
53121,Javron-les-Chapelles,3,1995-01-17,1999-12-29
53128,Laubrières,3,1999-12-25,2024-07-10
53137,Loiron-Ruillé,3,1999-12-25,2024-07-10
53140,Louverné,3,1995-01-17,2022-05-20
53145,Marigné-Peuton,3,1999-12-25,2022-09-30
53146,Martigné-sur-Mayenne,3,1999-12-25,2018-06-09
53148,Mée,3,1990-05-19,1999-12-29
53150,Ménil,3,1995-01-17,1999-12-29
53152,Meslay-du-Maine,3,1994-07-17,2022-09-30
53154,Montaudin,3,1999-12-25,2018-06-11
53156,Montflours,3,1995-01-17,2012-07-27
53174,Parigné-sur-Braye,3,1999-12-25,2018-06-09
53177,La Pellerine,3,1993-06-09,2018-06-04
53185,Pré-en-Pail-Saint-Samson,3,1995-01-17,2012-10-19
53187,Ravigny,3,1995-01-17,2014-07-24
53193,Ruillé-Froid-Fonds,3,1999-12-25,2023-07-18
53197,Saint-Aignan-sur-Roë,3,1993-10-14,2018-06-11
53209,Saint-Cyr-le-Gravelais,3,1999-12-25,2024-07-10
53212,Saint-Denis-du-Maine,3,1994-07-17,2022-09-30
53213,Saint-Ellier-du-Maine,3,1993-06-09,2000-05-07
53219,Saint-Georges-Buttavent,3,1999-12-25,2018-07-02
53228,Blandouet-Saint Jean,3,1999-12-25,2022-09-30
53237,Saint-Mars-sur-Colmont,3,1995-01-17,2018-06-12
53238,Saint-Mars-sur-la-Futaie,3,1995-01-17,2018-05-25
53245,Saint-Pierre-des-Landes,3,1999-12-25,2018-06-04
53246,Saint-Pierre-des-Nids,3,1995-01-17,2014-07-24
53248,Saint-Pierre-sur-Erve,3,1990-05-19,2001-03-23
53250,Saint-Poix,3,1999-12-25,2024-07-10
53260,Simplé,3,1999-12-25,2020-09-20
53262,Soulgé-sur-Ouette,3,1993-01-10,2014-07-20
53267,Vaiges,3,1994-07-24,2014-07-20
53270,Vieuvy,3,1999-12-25,2020-05-10
53273,Villiers-Charlemagne,3,1993-10-14,2022-09-30
54001,Abaucourt,3,1982-12-08,1999-12-29
54004,Affléville,3,1982-12-08,1999-12-29
54007,Aingeray,3,1982-12-08,1999-12-29
54008,Allain,3,1982-12-08,2009-05-13
54010,Allamps,3,1982-12-08,2009-05-13
54011,Allondrelle-la-Malmaison,3,1982-12-08,2022-05-20
54014,Ancerviller,3,1982-12-08,2022-05-20
54020,Anthelupt,3,1982-12-08,1999-12-29
54029,Audun-le-Roman,3,1993-12-13,2006-09-30
54037,Azelot,3,1982-12-08,1999-12-29
54041,Bagneux,3,1982-12-08,2009-05-13
54046,Barisey-au-Plain,3,1982-12-08,1999-12-29
54047,Barisey-la-Côte,3,1982-12-08,2009-05-13
54049,Baslieux,3,1995-01-17,2009-01-23
54056,Bazailles,3,1995-01-17,2005-07-29
54058,Béchamps,3,1982-12-08,1999-12-29
54063,Bernécourt,3,1982-12-08,1999-12-29
54064,Bertrambois,3,1999-12-25,2022-05-20
54074,Bienville-la-Petite,3,1982-12-08,2006-09-18
54075,Bionville,3,1982-12-08,1999-12-29
54080,Blénod-lès-Toul,3,1982-12-08,2001-08-17
54085,Borville,3,1982-12-08,1999-12-29
54092,Bouzanville,3,1982-12-08,1999-12-29
54093,Brainville,3,1982-12-08,1999-12-29
54095,Bratte,3,1982-12-08,1999-12-29
54097,Bréménil,3,1982-12-08,1999-12-29
54101,Brouville,3,1982-12-08,1999-12-29
54104,Buissoncourt,3,1982-12-08,2012-05-22
54107,Buriville,3,1982-12-08,1999-12-29
54108,Burthecourt-aux-Chênes,3,1982-12-08,1999-12-29
54116,Chanteheux,3,1982-12-08,1999-12-29
54117,Chaouilley,3,1982-12-08,1999-12-29
54120,Charmes-la-Côte,3,1982-12-08,2001-08-17
54128,Choloy-Ménillot,3,1982-12-08,2001-08-17
54132,Clérey-sur-Brenon,3,1982-12-08,1999-12-29
54135,Colombey-les-Belles,3,1982-12-08,2009-05-13
54141,Coyviller,3,1982-12-08,1999-12-29
54147,Crion,3,1982-12-08,2006-10-03
54149,Crusnes,3,1995-01-17,2021-07-16
54155,Deuxville,3,1982-12-08,1999-12-29
54156,Diarville,3,1982-12-08,1999-12-29
54158,Dolcourt,3,1982-12-08,2009-05-13
54162,Domgermain,3,1982-12-08,2001-08-17
54164,Dommarie-Eulmont,3,1982-12-08,1999-12-29
54182,Essey-et-Maizerais,3,1983-05-25,1999-12-29
54183,Essey-la-Côte,3,1982-12-08,1999-12-29
54192,Ferrières,3,1982-12-08,1999-12-29
54195,Flainval,3,1982-12-08,1999-12-29
54201,Fontenoy-la-Joûte,3,1982-12-08,1999-12-29
54203,Forcelles-Saint-Gorgon,3,1982-12-08,1999-12-29
54204,Forcelles-sous-Gugney,3,1982-12-08,1999-12-29
54208,Francheville,3,1982-12-08,2001-12-30
54217,Gélacourt,3,1982-12-08,1999-12-29
54220,Gémonville,3,1982-12-08,2008-05-31
54226,Gibeaumeix,3,1982-12-08,1999-12-29
54228,Giriviller,3,1982-12-08,1999-12-29
54229,Glonville,3,1982-12-08,1999-12-29
54236,Grand-Failly,3,1982-12-08,2021-07-16
54240,Grosrouvres,3,1982-12-08,2016-06-04
54245,Haigneville,3,1982-12-08,1999-12-29
54260,Hériménil,3,1982-12-08,1999-12-29
54261,Herserange,3,1982-12-08,2014-07-06
54264,Houdelmont,3,1982-12-08,1999-12-29
54268,Housséville,3,1982-12-08,1999-12-29
54270,Hussigny-Godbrange,3,1982-12-08,2021-07-16
54271,Igney,3,1982-12-08,1999-12-29
54275,Jaulny,3,1983-05-25,1999-12-29
54278,Jevoncourt,3,1982-12-08,1999-12-29
54283,Jouaville,3,1982-12-08,1999-12-29
54286,Labry,3,1982-12-08,1999-12-29
54288,Lagney,3,1982-12-08,2017-05-27
54289,Laître-sous-Amance,3,1983-05-25,2012-05-22
54294,Landremont,3,1982-12-08,1999-12-29
54298,Laneuveville-derrière-Foug,3,1982-12-08,2022-05-24
54302,Lantéfontaine,3,1993-12-13,2016-06-06
54307,Lebeuville,3,1982-12-08,1999-12-29
54333,Mailly-sur-Seille,3,1982-12-08,1999-12-29
54354,Marthemont,3,1982-12-08,1999-12-29
54377,Montigny,3,1982-12-08,1999-12-29
54378,Montigny-sur-Chiers,3,1982-12-08,1999-12-29
54381,Montreux,3,1982-12-08,2022-05-20
54386,Moriviller,3,1982-12-08,1999-12-29
54388,Mouacourt,3,1999-12-25,2006-10-03
54389,Mouaville,3,1982-12-08,1999-12-29
54390,Mousson,3,1982-12-08,1999-12-29
54398,Neuviller-lès-Badonviller,3,1982-12-08,1999-12-29
54402,Norroy-le-Sec,3,1982-12-08,1999-12-29
54409,Omelmont,3,1982-12-08,1999-12-29
54413,Ozerailles,3,1982-12-08,1999-12-29
54416,Pannes,3,1983-05-25,1999-12-29
54417,Parey-Saint-Césaire,3,1982-12-08,1999-12-29
54421,Petitmont,3,1983-05-25,2022-05-20
54424,Phlin,3,1982-12-08,1999-12-29
54442,Quevilloncourt,3,1982-12-08,1999-12-29
54443,Raon-lès-Leau,3,1982-12-08,1999-12-29
54445,Raville-sur-Sânon,3,1982-12-08,1999-12-29
54453,Rembercourt-sur-Mad,3,1990-02-15,1999-12-29
54455,Remenoville,3,1982-12-08,1999-12-29
54457,Remoncourt,3,1982-12-08,1999-12-29
54464,Rouves,3,1982-12-08,1999-12-29
54468,Saffais,3,1982-12-08,1999-12-29
54473,Saint-Firmin,3,1982-12-08,1999-12-29
54474,Sainte-Geneviève,3,1982-12-08,1999-12-29
54475,Saint-Germain,3,1982-12-08,1999-12-29
54478,Saint-Marcel,3,1982-12-08,1999-12-29
54481,Saint-Maurice-aux-Forges,3,1982-12-08,2022-05-20
54487,Saint-Rémy-aux-Bois,3,1982-12-08,1999-12-29
54489,Saint-Supplet,3,1999-12-25,2021-07-16
54494,Saulxerotte,3,1982-12-08,2012-05-22
54497,Saxon-Sion,3,1982-12-08,1999-12-29
54507,Sionviller,3,1982-12-08,1999-12-29
54510,Sornéville,3,1983-05-25,2012-05-22
54514,Tellancourt,3,1982-12-08,2022-05-20
54516,They-sous-Vaudemont,3,1982-12-08,1999-12-29
54522,Thorey-Lyautey,3,1982-12-08,1999-12-29
54534,Trondes,3,1982-12-08,2024-08-22
54537,Ugny,3,1982-12-08,1999-12-29
54538,Uruffe,3,1982-12-08,1999-12-29
54545,Vandeléville,3,1982-12-08,1999-12-29
54552,Vaudémont,3,1982-12-08,1999-12-29
54556,Vého,3,1982-12-08,1999-12-29
54557,Bois-de-Haye,3,1982-12-08,2012-05-22
54560,Veney,3,1982-12-08,1999-12-29
54561,Vennezey,3,1982-12-08,1999-12-29
54567,Villacourt,3,1982-12-08,1999-12-29
54569,Ville-au-Val,3,1982-12-08,1999-12-29
54572,Ville-Houdlémont,3,1982-12-08,2021-07-16
54576,Villers-le-Rond,3,1982-12-08,1999-12-29
54579,Villers-sous-Prény,3,1995-01-17,1999-12-29
54588,Vitrimont,3,1982-12-08,2014-07-28
55012,Apremont-la-Forêt,3,1983-04-01,1999-12-29
55013,Arrancy-sur-Crusne,3,1995-01-17,2021-07-16
55023,Avocourt,3,1995-01-17,2016-06-08
55024,Azannes-et-Soumazannes,3,1993-12-19,1999-12-29
55054,Bislée,3,1999-12-25,2018-05-24
55060,Bonzée,3,1983-07-17,2021-07-16
55070,Brabant-sur-Meuse,3,1995-01-17,2002-08-28
55073,Bras-sur-Meuse,3,1993-05-11,1999-12-29
55078,Brieulles-sur-Meuse,3,1995-01-17,2012-07-28
55079,Brillon-en-Barrois,3,1988-05-26,1999-12-29
55089,Burey-la-Côte,3,1983-05-01,1999-12-29
55096,Chaillon,3,1983-06-24,1999-12-29
55103,Charpentry,3,1993-12-19,1999-12-29
55108,Chaumont-sur-Aire,3,1993-12-19,1999-12-29
55115,Cierges-sous-Montfaucon,3,1993-12-19,1999-12-29
55119,Cléry-le-Petit,3,1993-12-19,1999-12-29
55121,Combres-sous-les-Côtes,3,1983-06-24,1999-12-29
55134,Couvonges,3,1983-08-20,1999-12-29
55137,Cuisy,3,1993-12-19,1999-12-29
55148,Delouze-Rosières,3,1993-12-19,2016-06-08
55149,Delut,3,1995-01-17,2021-07-16
55162,Domremy-la-Canne,3,1993-12-19,1999-12-29
55168,Duzey,3,1999-12-25,2021-07-16
55169,Écouviez,3,1990-02-26,2016-06-03
55178,Érize-Saint-Dizier,3,1982-12-08,2021-07-16
55180,Esnes-en-Argonne,3,1995-01-17,2024-11-15
55183,Étraye,3,1990-02-15,1999-12-29
55193,Forges-sur-Meuse,3,1993-12-19,1999-12-29
55197,Fresnes-au-Mont,3,1993-12-19,1999-12-29
55200,Fromeréville-les-Vallons,3,1993-12-19,1999-12-29
55216,Gouraincourt,3,1983-07-17,1999-12-29
55245,Heudicourt-sous-les-Côtes,3,1993-12-19,1999-12-29
55250,Inor,3,1983-05-01,1999-12-29
55260,Julvécourt,3,1993-12-19,2016-06-08
55264,Kœur-la-Petite,3,1993-12-19,2002-01-02
55266,Lachalade,3,1995-01-17,2021-07-16
55269,Lahaymeix,3,1993-12-19,1999-12-29
55292,Liny-devant-Dun,3,1983-07-17,1999-12-29
55295,Lisle-en-Barrois,3,1988-05-26,1999-12-29
55310,Luzy-Saint-Martin,3,1983-04-01,1999-12-29
55320,Marchéville-en-Woëvre,3,1983-07-17,1999-12-29
55322,Marson-sur-Barboure,3,1990-02-15,1999-12-29
55324,Marville,3,1993-12-19,1999-12-29
55332,Menaucourt,3,1988-12-05,1999-12-29
55336,Merles-sur-Loison,3,1999-12-25,2021-07-16
55338,Milly-sur-Bradon,3,1993-12-19,1999-12-29
55348,Montiers-sur-Saulx,3,1990-02-15,2024-08-22
55366,Val-d'Ornain,3,1993-12-19,2021-07-16
55381,Neuville-lès-Vaucouleurs,3,1983-05-01,2001-12-31
55383,Neuvilly-en-Argonne,3,1993-12-19,1999-12-29
55398,Pagny-sur-Meuse,3,1982-12-08,2002-01-02
55408,Pouilly-sur-Meuse,3,1983-05-01,1999-12-29
55419,Récicourt,3,1993-12-19,2016-06-04
55423,Rembercourt-Sommaisne,3,1988-05-26,1999-12-29
55425,Remoiville,3,1993-12-19,1999-12-29
55426,Resson,3,1988-05-26,2021-07-16
55435,Robert-Espagne,3,1982-12-08,1999-12-29
55437,Romagne-sous-les-Côtes,3,1999-12-25,2017-07-31
55444,Rouvrois-sur-Meuse,3,1995-01-17,2018-05-30
55460,Saint-Julien-sous-les-Côtes,3,1983-04-01,2016-06-04
55461,Saint-Laurent-sur-Othain,3,1995-01-17,1999-12-29
55469,Sassey-sur-Meuse,3,1993-12-19,1999-12-29
55472,Saulvaux,3,1990-02-15,1999-12-29
55473,Saulx-lès-Champlon,3,1983-07-17,1999-12-29
55484,Septsarges,3,1993-12-19,1999-12-29
55492,Sommedieue,3,1983-04-09,1999-12-29
55498,Souilly,3,1993-12-19,2016-06-08
55504,Tannois,3,1988-12-05,1999-12-29
55510,Thonne-les-Près,3,1993-12-19,1999-12-29
55518,Cousances-lès-Triconville,3,1983-04-01,1999-12-29
55525,Vadelaincourt,3,1993-12-19,2016-06-08
55532,Vaubecourt,3,1988-05-26,1999-12-29
55546,Verneuil-Grand,3,1999-12-25,2021-07-16
55549,Véry,3,1993-12-19,1999-12-29
55551,Vigneulles-lès-Hattonchâtel,3,1983-06-24,1999-12-29
55568,Ville-sur-Saulx,3,1990-02-15,1999-12-29
55569,Villotte-devant-Louppy,3,1993-12-19,1999-12-29
55572,Vittarville,3,1995-01-17,2021-07-16
55582,Wiseppe,3,1995-01-17,2021-07-16
56001,Allaire,3,1995-01-17,2001-01-06
56004,Arzal,3,1999-12-25,2025-02-12
56009,Bangor,3,1999-12-25,2022-05-24
56013,Belz,3,1993-01-11,1999-12-29
56018,Billiers,3,1993-01-10,1999-12-29
56020,Bohal,3,1995-01-17,2000-12-14
56022,Brandivy,3,1995-01-17,2001-01-07
56023,Brech,3,1995-01-17,2022-05-24
