cod_commune,commune_name,n_flood_events,first_event,last_event
06088,Nice,32,1982-11-06,2024-11-15
13055,Marseille,27,1987-01-11,2025-10-02
06004,Antibes,26,1987-10-04,2024-12-24
83107,Roquebrune-sur-Argens,26,1987-10-10,2024-12-24
06027,Cagnes-sur-Mer,25,1982-11-06,2022-05-24
06090,Pégomas,23,1987-10-10,2024-12-04
11262,Narbonne,23,1987-10-10,2022-05-20
34129,Lattes,23,1987-10-28,2022-12-14
06029,Cannes,22,1982-11-06,2024-12-24
06069,Grasse,22,1987-10-10,2024-11-15
83061,Fréjus,22,1987-10-10,2024-12-24
06044,La Colle-sur-Loup,20,1982-11-06,2023-03-28
06123,Saint-Laurent-du-Var,20,1982-11-06,2022-05-24
08409,Sedan,20,1983-04-01,2025-04-30
33063,Bordeaux,20,1983-05-31,2024-08-22
64430,Orthez,20,1982-11-06,2023-08-23
83068,Grimaud,20,1988-01-14,2025-06-11
06079,Mandelieu-la-Napoule,19,1982-11-06,2024-11-15
06085,Mougins,19,1987-10-10,2024-12-24
11041,Bize-Minervois,19,1987-12-04,2022-12-15
13007,Auriol,19,1994-01-06,2025-10-02
2B033,Bastia,19,1989-09-01,2022-12-14
2B148,Lucciana,19,1989-09-01,2024-01-05
30189,Nîmes,19,1987-02-11,2024-06-12
34172,Montpellier,19,1987-10-28,2022-12-14
49331,Segré-en-Anjou Bleu,19,1982-12-08,2025-02-12
53130,Laval,19,1990-02-14,2025-05-27
57672,Thionville,19,1982-12-08,2024-08-22
62746,Saint-Étienne-au-Mont,19,1988-01-20,2024-10-22
95018,Argenteuil,19,1983-06-22,2024-12-04
06007,Auribeau-sur-Siagne,18,1987-10-10,2024-12-24
06155,Vallauris,18,1987-10-04,2024-12-24
06161,Villeneuve-Loubet,18,1982-11-06,2025-04-30
13004,Arles,18,1988-10-14,2025-10-02
14431,Mézidon Vallée d'Auge,18,1983-07-06,2025-04-30
2B346,Vescovato,18,1989-09-01,2024-01-05
30028,Bagnols-sur-Cèze,18,1990-10-12,2025-10-28
31555,Toulouse,18,1983-08-16,2023-10-20
33281,Mérignac,18,1983-07-04,2024-08-22
49261,Gennes-Val-de-Loire,18,1982-12-08,2024-07-10
49301,Sèvremoine,18,1983-04-01,2022-09-30
62014,Aire-sur-la-Lys,18,1988-01-20,2024-10-22
62094,Beaumerie-Saint-Martin,18,1988-01-20,2024-01-25
69123,Lyon,18,1982-12-08,2024-02-02
83099,Puget-sur-Argens,18,1990-10-17,2024-12-24
84007,Avignon,18,1982-11-06,2025-10-02
06065,La Gaude,17,1983-08-24,2024-11-15
06149,La Trinité,17,1982-11-06,2024-07-02
06157,Vence,17,1983-08-24,2024-11-15
08480,Villers-Semeuse,17,1983-04-01,2024-04-09
11145,Fleury,17,1992-01-22,2022-05-20
11164,Ginestas,17,1989-08-05,2022-05-24
24026,Bassillac et Auberoche,17,1983-07-17,2025-05-27
49050,Brissac Loire Aubance,17,1982-12-08,2024-07-10
54528,Toul,17,1982-12-08,2024-10-22
57463,Metz,17,1982-12-08,2024-06-19
62604,Neufchâtel-Hardelot,17,1988-01-20,2024-10-22
62662,Polincove,17,1988-01-20,2024-01-05
62902,Wizernes,17,1983-06-22,2024-10-22
77125,Condé-Sainte-Libiaire,17,1982-12-08,2024-05-14
77142,Crécy-la-Chapelle,17,1982-12-08,2025-02-11
77219,Guérard,17,1982-12-08,2024-12-04
81065,Castres,17,1988-04-23,2022-05-24
82013,Beaumont-de-Lomagne,17,1993-07-05,2022-05-20
82033,Castelsarrasin,17,1988-07-23,2025-06-11
82121,Montauban,17,1988-04-22,2025-06-11
83069,Hyères,17,1982-09-29,2025-10-02
83118,Saint-Raphaël,17,1987-10-10,2024-12-24
02290,Essômes-sur-Marne,16,1983-04-01,2025-02-11
06025,Le Broc,16,1993-10-05,2025-07-21
07022,Baix,16,1982-09-20,2023-02-15
07346,Viviers,16,1983-05-17,2023-02-15
08105,Charleville-Mézières,16,1982-12-08,2022-12-14
11217,Marcorignan,16,1987-10-10,2022-05-20
11353,Saint-Marcel-sur-Aude,16,1987-12-04,2022-05-24
13080,Le Puy-Sainte-Réparade,16,1993-09-22,2025-10-02
2B037,Biguglia,16,1988-05-12,2022-05-24
2B207,Penta-di-Casinca,16,1989-09-01,2023-10-20
33039,Bègles,16,1983-07-16,2022-05-24
33234,Latresne,16,1982-12-08,2022-05-24
33550,Villenave-d'Ornon,16,1983-08-09,2024-06-04
34003,Agde,16,1987-10-02,2022-05-20
34032,Béziers,16,1987-10-02,2022-05-20
34150,Marseillan,16,1987-10-09,2022-05-20
34289,Saint-Thibéry,16,1987-10-09,2025-10-02
38087,Chasse-sur-Rhône,16,1982-11-26,2024-08-22
49092,Chemillé-en-Anjou,16,1982-12-08,2022-05-24
62044,Attin,16,1988-01-20,2024-01-25
62050,Auchy-lès-Hesdin,16,1992-05-28,2024-01-25
62516,Lillers,16,1983-06-22,2024-01-25
62765,Saint-Omer,16,1988-01-20,2024-11-15
62906,Zutkerque,16,1987-07-22,2024-01-25
64445,Pau,16,1982-11-06,2023-08-23
65032,Arrens-Marsous,16,1999-12-25,2022-05-24
66136,Perpignan,16,1989-11-17,2025-02-11
77320,Mouroux,16,1982-12-08,2025-02-11
77371,Pommeuse,16,1982-12-08,2024-12-04
77397,Saâcy-sur-Marne,16,1982-12-08,2024-12-04
91345,Longjumeau,16,1982-12-08,2024-12-24
91691,Yerres,16,1982-12-08,2022-05-24
97417,Saint-Philippe,16,1993-01-18,2025-04-30
06018,Biot,15,1987-10-04,2022-05-24
06030,Le Cannet,15,1987-10-10,2024-12-24
06048,Contes,15,1993-10-01,2022-05-24
06084,Mouans-Sartoux,15,1993-10-05,2024-11-15
06105,Roquefort-les-Pins,15,1982-11-06,2025-04-04
06108,La Roquette-sur-Siagne,15,1987-10-10,2024-12-24
06114,Saint-André-de-la-Roche,15,1982-11-06,2024-06-04
06128,Saint-Paul-de-Vence,15,1982-11-06,2024-10-22
06148,Tourrettes-sur-Loup,15,1982-11-06,2024-11-15
07319,Le Teil,15,1982-09-20,2022-05-20
08190,Givet,15,1983-06-22,2022-05-24
08328,Nouzonville,15,1983-04-01,2022-05-20
08497,Warcq,15,1982-12-08,2022-05-20
11069,Carcassonne,15,1992-01-22,2022-05-24
11233,Mirepeisset,15,1987-12-04,2022-05-24
11264,Névian,15,1987-10-10,2022-05-20
11267,Ornaisons,15,1987-10-10,2022-05-20
11421,Villedaigne,15,1992-01-22,2023-08-23
13005,Aubagne,15,1989-09-10,2025-10-02
13022,Cassis,15,1988-10-05,2025-10-28
13056,Martigues,15,1982-11-26,2025-10-02
26198,Montélimar,15,1982-09-20,2023-02-15
2B343,Venzolasca,15,1989-09-01,2022-05-24
30006,Aimargues,15,1987-02-11,2022-05-20
30202,Pont-Saint-Esprit,15,1988-10-11,2022-05-20
30341,Vauvert,15,1987-02-11,2022-05-20
33069,Le Bouscat,15,1983-05-31,2024-08-22
33075,Bruges,15,1983-08-09,2025-10-02
33118,Cénac,15,1982-12-08,2022-05-20
33227,Langon,15,1982-12-08,2025-07-21
33243,Libourne,15,1982-12-08,2022-05-20
34031,Bessan,15,1993-10-28,2025-10-02
34209,Portiragnes,15,1987-10-02,2022-05-20
38544,Vienne,15,1982-11-26,2022-05-20
40224,Peyrehorade,15,1983-08-26,2022-05-20
49007,Angers,15,1982-12-08,2023-11-07
62160,Boulogne-sur-Mer,15,1988-01-20,2024-01-05
62225,Clairmarais,15,1988-01-20,2024-05-14
62474,Isques,15,1987-07-22,2024-01-25
62699,Recques-sur-Hem,15,1988-01-20,2024-01-25
64230,Gan,15,1982-11-06,2022-05-20
69278,Genay,15,1982-12-08,2022-05-20
71263,Louhans,15,1982-12-08,2022-05-24
72181,Le Mans,15,1992-12-05,2023-10-20
75056,Paris,15,1983-06-05,2022-05-20
76351,Le Havre,15,1983-06-05,2022-05-20
77171,Esbly,15,1982-12-08,2024-05-14
77183,La Ferté-sous-Jouarre,15,1982-12-08,2021-06-20
77294,Mitry-Mory,15,1982-12-08,2024-01-05
77330,Nanteuil-lès-Meaux,15,1982-12-08,2021-06-20
77451,Signy-Signets,15,1982-12-08,2025-02-11
77521,Villiers-sur-Morin,15,1982-12-08,2024-10-22
83115,Sainte-Maxime,15,1992-09-10,2024-12-24
83148,Vidauban,15,1992-09-21,2025-06-11
84089,Pertuis,15,1982-11-06,2025-10-02
91549,Sainte-Geneviève-des-Bois,15,1983-04-09,2025-02-11
91687,Viry-Châtillon,15,1982-12-08,2025-10-28
93066,Saint-Denis,15,1983-06-24,2021-06-04
94078,Villeneuve-Saint-Georges,15,1982-12-08,2024-12-24
06023,Breil-sur-Roya,14,1991-09-28,2023-11-07
06083,Menton,14,1982-11-06,2019-12-20
07011,Vallées-d'Antraigues-Asperjoc,14,1989-11-02,2022-05-20
08486,Vireux-Molhain,14,1990-12-31,2024-12-24
11124,Durban-Corbières,14,1987-10-09,2022-05-24
11206,Limoux,14,1987-07-15,2025-07-01
11210,Luc-sur-Orbieu,14,1987-10-10,2022-05-20
11258,Moussan,14,1987-10-10,2022-05-20
11366,Sainte-Valière,14,1989-08-05,2022-05-20
11370,Salles-d'Aude,14,1992-01-22,2022-05-20
11379,Sigean,14,1992-01-22,2022-05-20
13001,Aix-en-Provence,14,1993-09-22,2025-10-02
13062,Mimet,14,1994-01-06,2025-10-02
13071,Les Pennes-Mirabeau,14,1993-09-22,2025-10-02
13108,Tarascon,14,1993-10-07,2025-10-02
14118,Caen,14,1990-02-14,2022-05-20
24037,Bergerac,14,1993-12-23,2024-08-22
24229,Le Lardin-Saint-Lazare,14,1983-07-17,2025-05-27
26165,Livron-sur-Drôme,14,1982-09-20,2022-05-20
26295,Saint-Barthélemy-de-Vals,14,1983-05-16,2023-10-05
29233,Quimperlé,14,1988-02-02,2023-03-28
2B009,Aléria,14,1989-09-01,2024-04-09
2B043,Brando,14,1993-09-23,2022-12-12
30032,Beaucaire,14,1987-08-24,2022-05-20
30059,Le Cailar,14,1987-02-11,2022-05-20
30147,Lézan,14,1987-10-29,2022-05-24
33080,Cadaujac,14,1982-12-08,2022-05-24
34116,Grabels,14,1994-10-17,2023-03-28
34154,Mauguio,14,1994-10-17,2023-01-02
35176,Guipry-Messac,14,1982-12-08,2025-02-12
38336,Reventin-Vaugris,14,1982-11-26,2025-02-11
49023,Beaupréau-en-Mauges,14,1983-04-01,2022-05-24
49228,Noyant-Villages,14,1983-07-25,2024-07-10
50041,La Hague,14,1982-11-24,2022-12-14
56010,Baud,14,1988-01-15,2025-04-04
59295,Hazebrouck,14,1988-02-05,2024-01-05
60346,Lamorlaye,14,1988-05-25,2021-06-03
62119,Béthune,14,1988-01-20,2024-02-16
62139,Blendecques,14,1983-06-22,2024-10-22
62168,Bourthes,14,1988-01-20,2024-05-14
62176,Bréxent-Énocq,14,1988-01-20,2024-03-13
62265,Delettes,14,1988-01-20,2025-02-11
62270,Divion,14,1983-07-07,2017-05-18
62349,Fouquereuil,14,1993-12-19,2021-01-16
62364,Fruges,14,1988-01-20,2024-10-22
62610,Neuville-sous-Montreuil,14,1988-01-20,2024-06-12
62713,Robecq,14,1993-12-19,2024-01-25
62794,Setques,14,1988-01-20,2024-10-22
62811,Thérouanne,14,1988-01-20,2024-01-25
62826,Le Touquet-Paris-Plage,14,1988-01-20,2024-01-25
62886,Wicquinghem,14,1988-01-20,2024-01-25
62904,Zouafques,14,1993-12-19,2024-01-25
64024,Anglet,14,1982-11-06,2021-12-12
64102,Bayonne,14,1982-11-06,2021-12-12
64284,Jurançon,14,1982-11-06,2018-07-16
64499,Salies-de-Béarn,14,1982-10-14,2025-02-11
64547,Ustaritz,14,1982-11-06,2022-05-24
65286,Lourdes,14,1988-06-18,2024-10-22
66205,Tautavel,14,1987-10-10,2022-05-20
67482,Strasbourg,14,1983-04-01,2022-05-20
69009,Anse,14,1982-12-08,2022-05-20
71056,Branges,14,1982-12-08,2022-05-24
76217,Dieppe,14,1988-01-22,2023-08-23
76222,Duclair,14,1983-06-05,2022-05-20
76540,Rouen,14,1987-09-01,2022-05-20
77131,Coulommiers,14,1982-12-08,2024-10-22
77413,Saint-Germain-sur-Morin,14,1982-12-08,2024-12-04
77529,Voulangis,14,1982-12-08,2025-02-11
82087,Lafrançaise,14,1992-05-31,2022-05-20
83137,Toulon,14,1982-09-29,2025-10-02
84003,Apt,14,1982-11-06,2024-06-04
91589,Savigny-sur-Orge,14,1983-04-09,2024-12-24
94075,Villecresnes,14,1987-07-06,2024-12-04
95628,Valmondois,14,1993-12-22,2022-05-20
97412,Saint-Joseph,14,1993-01-18,2024-04-09
02168,Château-Thierry,13,1983-04-01,2024-06-19
06091,Peille,13,1982-11-06,2019-11-24
06136,Sospel,13,1982-11-06,2024-06-04
06152,Valbonne,13,1982-11-06,2022-05-24
07010,Annonay,13,1992-09-22,2024-11-15
07042,Bourg-Saint-Andéol,13,1988-10-11,2022-05-24
07245,Saint-Jean-de-Muzols,13,1987-09-25,2024-01-05
08076,Boulzicourt,13,1988-07-23,2024-03-04
08145,Douzy,13,1983-05-31,2024-12-24
08174,Floing,13,1983-04-01,2016-07-22
08419,Signy-l'Abbaye,13,1988-07-23,2024-12-24
11067,Canet,13,1992-01-22,2022-05-20
11099,Conques-sur-Orbiel,13,1992-01-22,2022-05-24
11106,Coursan,13,1989-08-05,2022-05-20
11116,Cuxac-d'Aude,13,1992-01-22,2022-05-20
11203,Lézignan-Corbières,13,1989-08-05,2022-05-20
11255,Montredon-des-Corbières,13,1987-10-10,2022-05-20
11288,Pezens,13,1992-01-22,2022-05-20
11293,Pomas,13,1992-01-22,2024-08-22
11360,Saint-Nazaire-d'Aude,13,1992-01-22,2022-05-20
11369,Sallèles-d'Aude,13,1992-01-22,2022-05-24
11386,Talairan,13,1987-10-10,2022-05-20
11410,Villalier,13,1992-01-22,2022-05-24
13101,Saint-Savournin,13,1994-01-06,2022-05-24
16102,Cognac,13,1982-12-08,2024-02-02
22050,Dinan,13,1988-01-15,2022-05-24
24547,Terrasson-Lavilledieu,13,1982-12-08,2025-05-27
26028,Bathernay,13,1983-05-16,2022-05-20
26235,Pierrelatte,13,1982-11-26,2022-05-20
26301,Saint-Donat-sur-l'Herbasse,13,1983-05-16,2023-10-05
27229,Évreux,13,1983-08-19,2024-10-22
29019,Brest,13,1989-09-11,2025-02-11
2A085,Cauro,13,1982-12-08,2022-12-12
2A247,Porto-Vecchio,13,1993-10-31,2022-05-24
2B042,Borgo,13,1989-09-01,2022-05-24
2B087,Cervione,13,1989-09-01,2025-03-26
2B120,Furiani,13,1988-05-12,2022-05-24
2B307,Santa-Lucia-di-Moriani,13,1989-09-01,2022-05-24
2B313,San-Nicolao,13,1989-09-01,2022-12-12
30062,Calvisson,13,1988-10-03,2022-05-20
30138,Langlade,13,1988-10-03,2022-12-15
30258,Saint-Gilles,13,1987-02-11,2022-12-14
30259,Saint-Hilaire-de-Brethmas,13,1987-10-29,2022-05-24
30351,Villeneuve-lès-Avignon,13,1987-08-24,2022-05-24
31424,Plaisance-du-Touch,13,1988-04-23,2022-05-20
33013,Artigues-près-Bordeaux,13,1983-07-04,2022-05-20
33192,Gradignan,13,1982-12-08,2022-05-24
33356,La Rivière,13,1982-12-08,2022-05-24
34029,Bélarga,13,1994-10-17,2022-05-20
34057,Castelnau-le-Lez,13,1987-10-28,2022-12-14
34095,Fabrègues,13,2001-10-09,2022-05-24
34126,Lamalou-les-Bains,13,1987-10-09,2022-12-14
34145,Lunel,13,1991-09-11,2022-05-20
34163,Montarnaud,13,1994-10-17,2022-05-24
34194,Paulhan,13,1990-10-23,2022-12-15
34199,Pézenas,13,1989-09-19,2022-05-24
34299,Sérignan,13,1987-10-09,2022-05-24
34336,Villeneuve-lès-Béziers,13,1987-12-02,2022-10-14
34337,Villeneuve-lès-Maguelone,13,1993-09-22,2022-05-24
34340,Villetelle,13,1991-09-11,2022-05-20
35126,Guichen,13,1988-01-25,2025-02-12
42218,Saint-Étienne,13,1983-05-01,2022-12-12
47022,Bazens,13,1982-12-08,2025-07-21
49080,Les Hauts-d'Anjou,13,1982-12-08,2021-06-28
49180,Longué-Jumelles,13,1982-12-08,2022-05-20
49323,Verrières-en-Anjou,13,1982-12-08,2022-05-20
49328,Saumur,13,1982-12-08,2022-05-20
50400,Picauville,13,1983-06-04,2022-05-24
54136,Conflans-en-Jarnisy,13,1982-12-08,2021-07-16
54263,Homécourt,13,1982-12-08,2024-04-09
54322,Longuyon,13,1982-12-08,2022-05-20
54431,Pont-à-Mousson,13,1982-12-08,2022-12-15
57306,Hayange,13,1982-12-08,2025-10-28
59350,Lille,13,1987-07-17,2008-06-02
59400,Merville,13,1988-02-05,2024-01-25
59580,Steenvoorde,13,1988-02-05,2024-01-05
59663,Wormhout,13,1988-02-05,2024-01-05
59665,Wylder,13,1991-01-01,2024-02-16
60508,Pontpoint,13,1992-06-09,2022-05-24
61484,Val-au-Perche,13,1992-07-20,2024-12-24
62138,Blangy-sur-Ternoise,13,1994-12-25,2025-07-01
62201,Camiers,13,1988-01-20,2024-03-13
62235,Condette,13,1988-01-20,2024-01-05
62288,Ecques,13,1983-06-22,2024-10-22
62325,Fauquembergues,13,1988-01-20,2024-03-13
62354,Frencq,13,1988-01-20,2024-03-13
62397,Guînes,13,1988-01-20,2024-11-15
62458,Houlle,13,1988-01-20,2024-01-25
62534,Lumbres,13,1988-01-20,2024-10-22
62721,Roquetoire,13,1988-01-20,2024-10-22
62755,Saint-Léonard,13,1988-01-20,2024-01-05
62819,Tilques,13,1988-01-20,2024-03-13
62893,Wimereux,13,1988-01-20,2024-01-05
64160,Cambo-les-Bains,13,1982-11-06,2023-08-23
64177,Castétis,13,1982-11-06,2023-07-18
64186,Charre,13,1982-11-06,2025-10-02
64250,Guiche,13,1982-11-06,2021-12-12
64335,Lescar,13,1982-11-06,2023-12-12
64461,Puyoô,13,1982-11-06,2018-06-12
64558,Villefranque,13,1982-11-06,2022-05-24
67282,Marlenheim,13,1983-04-01,2022-05-20
67520,Wasselonne,13,1983-04-01,2021-07-15
68152,Illfurth,13,1983-05-25,2022-05-20
69091,Givors,13,1982-12-08,2024-11-15
69194,Saint-Didier-au-Mont-d'Or,13,1982-12-08,2024-11-15
69244,Tassin-la-Demi-Lune,13,1983-04-01,2025-02-11
69272,Communay,13,1983-04-01,2024-12-04
71528,Sornay,13,1982-12-08,2022-05-24
71543,Tournus,13,1982-12-08,2022-05-20
72262,Loir en Vallée,13,1983-04-01,2022-05-20
73290,Val-Cenis,13,1987-08-24,2024-12-24
74010,Annecy,13,1987-06-13,2024-10-22
76491,Ouville-l'Abbaye,13,1983-06-05,2024-10-22
76752,Yerville,13,1983-06-05,2022-05-20
77108,Chelles,13,1982-12-08,2022-05-20
77238,Jouarre,13,1982-12-08,2024-12-04
77315,Montry,13,1982-12-08,2024-05-14
77398,Sablonnières,13,1983-04-01,2024-10-22
77405,Saint-Cyr-sur-Morin,13,1983-04-01,2024-12-04
82037,Caussade,13,1983-07-17,2025-06-11
82149,Réalville,13,1983-07-17,2025-06-11
83019,Bormes-les-Mimosas,13,1982-09-29,2025-06-11
83050,Draguignan,13,1990-10-12,2022-05-24
84020,Bonnieux,13,1982-11-06,2023-03-28
84054,L'Isle-sur-la-Sorgue,13,1982-11-06,2025-10-02
84122,Sarrians,13,1982-11-06,2022-05-24
84129,Sorgues,13,1982-11-06,2025-10-02
91201,Draveil,13,1982-12-08,2021-06-20
91665,La Ville-du-Bois,13,1987-06-15,2022-12-15
93046,Livry-Gargan,13,1983-06-24,2022-05-20
94068,Saint-Maur-des-Fossés,13,1988-07-23,2022-05-20
95039,Auvers-sur-Oise,13,1993-05-11,2022-05-20
95585,Sarcelles,13,1983-06-22,2022-05-20
97413,Saint-Leu,13,1993-01-18,2024-04-09
02071,Berny-Rivière,12,1983-04-14,2022-05-24
02295,Étréaupont,12,1993-01-10,2022-05-24
02468,Marle,12,1983-05-06,2022-05-24
02575,Origny-Sainte-Benoite,12,1988-12-02,2022-05-24
03095,Cusset,12,1987-07-06,2022-05-20
06038,Châteauneuf-Grasse,12,1982-11-06,2024-11-15
06054,Drap,12,1994-01-05,2019-12-20
06060,Falicon,12,1982-11-06,2024-11-15
06089,Opio,12,1982-11-06,2024-11-15
06095,Peymeinade,12,1987-10-10,2024-11-15
06150,La Turbie,12,1982-11-06,2015-10-03
06163,Tende,12,1982-11-06,2022-05-20
07005,Alba-la-Romaine,12,1982-09-20,2022-05-24
07191,Rochemaure,12,1982-09-20,2022-05-20
07264,Saint-Marcel-d'Ardèche,12,1983-05-17,2022-12-15
07272,Saint-Maurice-d'Ardèche,12,1982-09-20,2024-11-15
07294,Saint-Sauveur-de-Cruzières,12,1982-09-20,2022-05-20
07324,Tournon-sur-Rhône,12,1983-05-17,2022-05-20
08053,Bazeilles,12,1983-04-01,2024-12-24
08081,Bogny-sur-Meuse,12,1983-04-01,2022-05-20
08302,Monthermé,12,1988-07-23,2022-05-20
08357,Remilly-Aillicourt,12,1983-04-01,2024-10-22
08363,Revin,12,1988-07-23,2022-05-24
11048,Boutenac,12,1992-01-22,2022-05-20
11071,Cascastel-des-Corbières,12,1987-10-10,2022-05-20
11102,Couffoulens,12,1990-10-22,2022-05-20
11113,Cucugnan,12,1987-10-09,2022-05-20
11152,Fontjoncouse,12,1987-10-10,2022-05-24
11170,Gruissan,12,1992-01-22,2022-12-15
11176,Jonquières,12,1987-10-10,2023-08-23
11188,La Palme,12,1992-01-22,2022-05-20
11254,Montréal,12,1992-01-22,2022-05-20
11285,Peyriac-de-Mer,12,1992-01-22,2022-05-20
11296,Pouzols-Minervois,12,1989-08-05,2022-05-20
11307,Raissac-d'Aude,12,1987-10-09,2022-05-20
11322,Roquefort-des-Corbières,12,1992-01-22,2022-05-20
11332,Saint-André-de-Roquelongue,12,1987-10-10,2022-05-20
11405,Ventenac-en-Minervois,12,1992-01-22,2022-05-20
13014,Berre-l'Étang,12,1993-09-22,2025-10-02
13019,Cabriès,12,1993-09-22,2025-10-02
13102,Saint-Victoret,12,1993-09-22,2025-10-28
24053,Boulazac Isle Manoire,12,1983-07-17,2025-05-27
24243,Lisle,12,1983-07-17,2025-05-27
24309,Neuvic,12,1991-09-25,2025-05-27
25434,Ornans,12,1982-12-08,2021-01-29
26124,Étoile-sur-Rhône,12,1982-09-20,2022-05-20
26332,Saint-Uze,12,1987-10-06,2024-01-05
27284,Gisors,12,1993-12-15,2025-07-21
29274,Scaër,12,1990-02-12,2022-05-24
2A272,Sartène,12,1993-10-31,2022-05-24
2A362,Zonza,12,1990-10-04,2022-05-20
2B166,Monte,12,1993-09-23,2022-12-14
2B252,Pruno,12,1989-09-01,2022-05-24
2B319,Talasani,12,1989-09-01,2022-12-14
2B335,Valle-di-Campoloro,12,1989-09-01,2022-12-12
30130,Génolhac,12,1992-09-21,2024-12-24
30152,Les Mages,12,1987-10-29,2022-05-20
30179,Montfrin,12,1987-08-24,2022-05-24
30218,Rochegude,12,1987-10-29,2022-05-20
30223,Rousson,12,1987-10-29,2022-05-20
30227,Saint-Ambroix,12,1987-10-29,2022-05-20
30273,Saint-Julien-de-Peyrolas,12,1988-10-11,2024-12-24
30321,Sommières,12,1988-10-03,2022-05-20
30328,Théziers,12,1987-08-24,2022-05-24
31118,Castelnau-d'Estrétefonds,12,1993-04-01,2025-10-02
31582,Villefranche-de-Lauragais,12,1992-06-23,2022-05-20
32160,L'Isle-Jourdain,12,1988-05-25,2018-06-05
33081,Cadillac,12,1982-12-08,2022-05-20
33099,Carignan-de-Bordeaux,12,1982-12-08,2022-05-20
33119,Cenon,12,1983-07-04,2024-08-22
33179,Galgon,12,1982-12-08,2022-05-20
33226,Langoiran,12,1982-12-08,2022-05-20
33249,Lormont,12,1982-12-08,2024-08-22
33318,Pessac,12,1983-07-04,2022-05-20
33352,La Réole,12,1982-12-08,2022-05-20
33394,Saint-Émilion,12,1982-12-08,2022-05-20
33474,Saint-Selve,12,1982-12-08,2022-05-20
33539,Vayres,12,1982-12-08,2022-05-20
34008,Les Aires,12,1987-10-02,2022-05-20
34090,Le Crès,12,1987-10-28,2022-12-14
34140,Lignan-sur-Orb,12,1987-10-09,2022-05-20
34162,Montagnac,12,1987-02-03,2022-05-20
34270,Saint-Jean-de-Védas,12,1994-10-17,2022-05-24
34312,La Tour-sur-Orb,12,1987-10-09,2023-10-05
34313,Tressan,12,1994-10-17,2022-05-24
34324,Valras-Plage,12,1987-10-02,2022-05-20
34332,Vias,12,1987-10-02,2022-05-20
35210,Pacé,12,1988-01-25,2025-02-12
35236,Redon,12,1983-07-18,2025-02-12
35238,Rennes,12,1993-06-08,2025-02-12
38215,Luzinay,12,1982-11-26,2025-02-11
44109,Nantes,12,1982-12-08,2025-02-11
44180,Vallons-de-l'Erdre,12,1983-04-01,2024-07-10
47203,Penne-d'Agenais,12,1983-02-23,2022-05-20
47209,Pont-du-Casse,12,1992-06-23,2025-02-11
47323,Villeneuve-sur-Lot,12,1993-07-05,2023-08-23
48116,Pont de Montvert - Sud Mont Lozère,12,1992-09-21,2024-11-15
48178,Saint-Privat-de-Vallongue,12,1992-09-21,2024-11-15
49018,Baugé-en-Anjou,12,1983-04-01,2025-02-11
49035,Bouchemaine,12,1982-12-08,2023-11-07
49138,Les Bois d'Anjou,12,1982-12-08,2024-07-10
49218,Montrevault-sur-Èvre,12,1983-04-01,2022-05-24
49244,Mauges-sur-Loire,12,1982-12-08,2024-07-10
50099,Carentan-les-Marais,12,1990-02-11,2023-11-07
51289,Heiltz-le-Maurupt,12,1982-12-08,2022-05-20
53054,Changé,12,1990-02-14,2025-02-12
53201,Saint-Berthevin,12,1983-06-01,2024-07-10
54028,Auboué,12,1982-12-08,2022-05-20
54329,Lunéville,12,1982-12-08,2006-10-05
54397,Neuves-Maisons,12,1982-12-08,2022-05-20
55029,Bar-le-Duc,12,1982-12-08,2021-07-16
57631,Sarreguemines,12,1982-12-08,2024-06-19
59043,Bailleul,12,1991-11-19,2024-01-25
59581,Steenwerck,12,1991-11-19,2024-01-25
59599,Tourcoing,12,1983-06-21,2016-06-07
60368,Longueil-Annel,12,1993-12-19,2022-05-24
62018,Aix-en-Issart,12,1988-01-20,2024-03-13
62177,Brimeux,12,1988-01-20,2024-01-25
62252,La Couture,12,1993-12-19,2024-02-16
62264,Dannes,12,1988-01-20,2024-03-13
62315,Estréelles,12,1988-01-20,2024-01-25
62452,Heuringhem,12,1983-06-22,2025-10-02
62457,Houdain,12,1983-07-07,2016-06-08
62479,Labeuvrière,12,1988-01-20,2021-11-29
62489,Lapugnoy,12,1983-06-22,2024-01-05
62588,Montreuil,12,1988-01-20,2024-03-13
62691,Saint-Augustin,12,1988-01-20,2024-10-22
62704,Renty,12,1988-01-20,2024-01-25
62710,Rimboval,12,1991-11-18,2025-07-01
62792,Serques,12,1988-01-20,2024-03-13
62882,Wavrans-sur-l'Aa,12,1988-01-20,2024-10-22
64068,Asson,12,1982-11-06,2023-07-18
64123,Bidache,12,1982-11-06,2025-02-11
64125,Bidart,12,1982-11-06,2022-05-24
64371,Mauléon-Licharre,12,1982-11-06,2025-03-26
64407,Mouguerre,12,1982-11-06,2022-05-24
66003,Amélie-les-Bains-Palalda,12,1987-10-10,2022-05-20
66008,Argelès-sur-Mer,12,1989-11-17,2022-05-24
66017,Le Barcarès,12,1989-11-17,2022-05-20
66053,Collioure,12,1987-10-03,2022-05-24
66071,Estagel,12,1987-10-10,2022-05-20
66104,Los Masos,12,1991-11-30,2022-05-24
66145,Ponteilla,12,1987-10-10,2023-11-07
67183,Harskirchen,12,1982-12-08,2024-06-19
69143,Neuville-sur-Saône,12,1982-12-08,2024-11-15
69149,Oullins,12,1983-04-01,2024-11-15
