jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_communes,exact_date_commune_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,gaspar_match_rank
WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_008_A0_000021_A_000027_lat_04372_lon_-0112_size_0010,INTE2201262A__20210101__20210228,INTE2201262A,2021-01-04,2021-01-11,2021-01-01,2021-02-28,1,0,0,0,1,3.0,48.0,51.0,51,8,2021-01-04,2021-01-11,51,2,2,2021-01-01,2021-02-28,3,1,0.0196078431372549,0.3333333333333333,1
WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_008_A0_000021_A_000027_lat_04372_lon_-0112_size_0010,INTE2104714A__20201228__20201229,INTE2104714A,2021-01-04,2021-01-11,2020-12-28,2020-12-29,1,0,0,0,1,7.0,13.0,20.0,20,0,2021-01-04,2021-01-11,51,2,2,2020-12-28,2020-12-29,5,2,0.0196078431372549,0.2,1
WD_MERGE_2020-05-11---2020-05-18_duration_7_days_cluster_116_A0_000017_A_000028_lat_04375_lon_-0097_size_0011,INTE2014521A__20200512__20200515,INTE2014521A,2020-05-11,2020-05-18,2020-05-12,2020-05-15,1,0,1,1,1,1.0,3.0,4.0,4,4,2020-05-11,2020-05-18,60,3,3,2020-05-12,2020-05-15,1,1,0.016666666666666666,1.0,1
WD_MERGE_2020-05-11---2020-05-18_duration_7_days_cluster_116_A0_000017_A_000028_lat_04375_lon_-0097_size_0011,IOME2304949A__20200511__20200629,IOME2304949A,2020-05-11,2020-05-18,2020-05-11,2020-06-29,1,0,0,0,1,0.0,42.0,42.0,42,8,2020-05-11,2020-05-18,60,3,3,2020-05-11,2020-06-29,1,1,0.016666666666666666,1.0,1
WD_MERGE_2021-06-07---2021-06-14_duration_7_days_cluster_118_A0_000014_A_000019_lat_04889_lon_-0211_size_0051,INTE2122730A__20210617__20210617,INTE2122730A,2021-06-07,2021-06-14,2021-06-17,2021-06-17,1,0,0,0,1,10.0,3.0,13.0,13,0,2021-06-07,2021-06-14,62,8,8,2021-06-17,2021-06-17,1,1,0.016129032258064516,1.0,1
WD_MERGE_2021-06-07---2021-06-14_duration_7_days_cluster_118_A0_000014_A_000019_lat_04889_lon_-0211_size_0051,INTE2122514A__20210619__20210619,INTE2122514A,2021-06-07,2021-06-14,2021-06-19,2021-06-19,1,0,0,0,1,12.0,5.0,17.0,17,0,2021-06-07,2021-06-14,62,8,8,2021-06-19,2021-06-19,3,2,0.016129032258064516,0.3333333333333333,1
WD_MERGE_2021-06-07---2021-06-14_duration_7_days_cluster_118_A0_000014_A_000019_lat_04889_lon_-0211_size_0051,INTE2119792A__20210619__20210621,INTE2119792A,2021-06-07,2021-06-14,2021-06-19,2021-06-21,1,0,0,0,1,12.0,7.0,19.0,19,0,2021-06-07,2021-06-14,62,8,8,2021-06-19,2021-06-21,98,5,0.016129032258064516,0.01020408163265306,1
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,INTE1831446A__20180612__20180617,INTE1831446A,2018-06-11,2018-06-18,2018-06-12,2018-06-17,1,0,1,1,1,1.0,1.0,2.0,2,6,2018-06-11,2018-06-18,71,2,2,2018-06-12,2018-06-17,1,1,0.014084507042253521,1.0,1
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,INTE1824833A__20180613__20180617,INTE1824833A,2018-06-11,2018-06-18,2018-06-13,2018-06-17,1,0,1,1,1,2.0,1.0,3.0,3,5,2018-06-11,2018-06-18,71,2,2,2018-06-13,2018-06-17,1,1,0.014084507042253521,1.0,1
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,INTE1818802A__20180612__20180614,INTE1818802A,2018-06-11,2018-06-18,2018-06-12,2018-06-14,1,0,1,1,1,1.0,4.0,5.0,5,3,2018-06-11,2018-06-18,71,2,2,2018-06-12,2018-06-14,1,1,0.014084507042253521,1.0,1
WD_MERGE_2020-10-05---2020-11-23_duration_42_days_cluster_281_A0_000109_A_000141_lat_04046_lon_-0199_size_0217,INTE2034504A__20201002__20201004,INTE2034504A,2020-10-05,2020-11-23,2020-10-02,2020-10-04,1,0,0,0,1,3.0,50.0,53.0,53,0,2020-10-05,2020-11-23,71,2,2,2020-10-02,2020-10-04,1,1,0.014084507042253521,1.0,1
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,INTE1824833A__20180614__20180614,INTE1824833A,2018-06-11,2018-06-18,2018-06-14,2018-06-14,1,0,1,1,1,3.0,4.0,7.0,7,1,2018-06-11,2018-06-18,71,2,2,2018-06-14,2018-06-14,2,2,0.014084507042253521,0.5,1
WD_MERGE_2020-10-05---2020-11-23_duration_42_days_cluster_281_A0_000109_A_000141_lat_04046_lon_-0199_size_0217,INTE2034504A__20201003__20201003,INTE2034504A,2020-10-05,2020-11-23,2020-10-03,2020-10-03,1,0,0,0,1,2.0,51.0,53.0,53,0,2020-10-05,2020-11-23,71,2,2,2020-10-03,2020-10-03,2,1,0.014084507042253521,0.5,1
WD_MERGE_2018-06-11---2018-06-18_duration_7_days_cluster_108_A0_000040_A_000058_lat_04315_lon_-0110_size_0066,INTE1818802A__20180612__20180613,INTE1818802A,2018-06-11,2018-06-18,2018-06-12,2018-06-13,1,0,1,1,1,1.0,5.0,6.0,6,2,2018-06-11,2018-06-18,71,2,2,2018-06-12,2018-06-13,56,2,0.014084507042253521,0.017857142857142856,1
WD_MERGE_2016-10-03---2016-10-24_duration_21_days_cluster_219_A0_000014_A_000016_lat_04436_lon_00249_size_0244,INTE1637220A__20161001__20161001,INTE1637220A,2016-10-03,2016-10-24,2016-10-01,2016-10-01,1,0,0,0,1,2.0,23.0,25.0,25,0,2016-10-03,2016-10-24,74,9,9,2016-10-01,2016-10-01,1,1,0.013513513513513514,1.0,1
WD_MERGE_2024-11-18---2024-12-16_duration_28_days_cluster_280_A0_000447_A_000487_lat_05182_lon_-0322_size_0147,INTE2505371A__20241207__20241208,INTE2505371A,2024-11-18,2024-12-16,2024-12-07,2024-12-08,1,0,0,0,1,19.0,8.0,27.0,27,2,2024-11-18,2024-12-16,163,12,12,2024-12-07,2024-12-08,1,1,0.006134969325153374,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,INTE2424582A__20240517__20240522,INTE2424582A,2024-05-13,2024-07-01,2024-05-17,2024-05-22,1,0,0,0,1,4.0,40.0,44.0,44,6,2024-05-13,2024-07-01,165,22,22,2024-05-17,2024-05-22,1,1,0.006060606060606061,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,INTE2505371A__20240616__20240621,INTE2505371A,2024-05-13,2024-07-01,2024-06-16,2024-06-21,1,0,0,0,1,34.0,10.0,44.0,44,6,2024-05-13,2024-07-01,165,22,22,2024-06-16,2024-06-21,1,1,0.006060606060606061,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,INTE2427051A__20240616__20240620,INTE2427051A,2024-05-13,2024-07-01,2024-06-16,2024-06-20,1,0,0,0,1,34.0,11.0,45.0,45,5,2024-05-13,2024-07-01,165,22,22,2024-06-16,2024-06-20,1,1,0.006060606060606061,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,IOME2421328A__20240621__20240625,IOME2421328A,2024-05-13,2024-07-01,2024-06-21,2024-06-25,1,0,0,0,1,39.0,6.0,45.0,45,5,2024-05-13,2024-07-01,165,22,22,2024-06-21,2024-06-25,1,1,0.006060606060606061,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,INTE2427051A__20240619__20240619,INTE2427051A,2024-05-13,2024-07-01,2024-06-19,2024-06-19,1,0,0,0,1,37.0,12.0,49.0,49,1,2024-05-13,2024-07-01,165,22,22,2024-06-19,2024-06-19,1,1,0.006060606060606061,1.0,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,IOME2415880A__20240516__20240520,IOME2415880A,2024-05-13,2024-07-01,2024-05-16,2024-05-20,1,0,0,0,1,3.0,42.0,45.0,45,5,2024-05-13,2024-07-01,165,22,22,2024-05-16,2024-05-20,2,1,0.006060606060606061,0.5,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,INTE2511307A__20240618__20240620,INTE2511307A,2024-05-13,2024-07-01,2024-06-18,2024-06-20,1,0,0,0,1,36.0,11.0,47.0,47,3,2024-05-13,2024-07-01,165,22,22,2024-06-18,2024-06-20,6,1,0.006060606060606061,0.16666666666666666,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,IOME2421328A__20240616__20240620,IOME2421328A,2024-05-13,2024-07-01,2024-06-16,2024-06-20,1,0,0,0,1,34.0,11.0,45.0,45,5,2024-05-13,2024-07-01,165,22,22,2024-06-16,2024-06-20,9,3,0.006060606060606061,0.1111111111111111,1
WD_MERGE_2024-05-13---2024-07-01_duration_49_days_cluster_364_A0_002268_A_002512_lat_04864_lon_01385_size_0345,IOME2420215A__20240616__20240620,IOME2420215A,2024-05-13,2024-07-01,2024-06-16,2024-06-20,1,0,0,0,1,34.0,11.0,45.0,45,5,2024-05-13,2024-07-01,165,22,22,2024-06-16,2024-06-20,21,2,0.006060606060606061,0.047619047619047616,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1626972A__20160529__20160605,INTE1626972A,2016-05-30,2016-06-13,2016-05-29,2016-06-05,1,0,0,0,1,1.0,8.0,9.0,9,7,2016-05-30,2016-06-13,207,13,13,2016-05-29,2016-06-05,1,1,0.004830917874396135,1.0,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1620877A__20160604__20160606,INTE1620877A,2016-05-30,2016-06-13,2016-06-04,2016-06-06,1,0,1,0,1,5.0,7.0,12.0,12,3,2016-05-30,2016-06-13,207,13,13,2016-06-04,2016-06-06,1,1,0.004830917874396135,1.0,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1620877A__20160530__20160604,INTE1620877A,2016-05-30,2016-06-13,2016-05-30,2016-06-04,1,0,0,0,1,0.0,9.0,9.0,9,6,2016-05-30,2016-06-13,207,13,13,2016-05-30,2016-06-04,2,2,0.004830917874396135,0.5,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1620877A__20160604__20160605,INTE1620877A,2016-05-30,2016-06-13,2016-06-04,2016-06-05,1,0,0,0,1,5.0,8.0,13.0,13,2,2016-05-30,2016-06-13,207,13,13,2016-06-04,2016-06-05,2,2,0.004830917874396135,0.5,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1630434A__20160604__20160605,INTE1630434A,2016-05-30,2016-06-13,2016-06-04,2016-06-05,1,0,0,0,1,5.0,8.0,13.0,13,2,2016-05-30,2016-06-13,207,13,13,2016-06-04,2016-06-05,2,2,0.004830917874396135,0.5,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1620877A__20160528__20160601,INTE1620877A,2016-05-30,2016-06-13,2016-05-28,2016-06-01,1,0,0,0,1,2.0,12.0,14.0,14,3,2016-05-30,2016-06-13,207,13,13,2016-05-28,2016-06-01,2,1,0.004830917874396135,0.5,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1626972A__20160616__20160616,INTE1626972A,2016-05-30,2016-06-13,2016-06-16,2016-06-16,1,0,0,0,1,17.0,3.0,20.0,20,0,2016-05-30,2016-06-13,207,13,13,2016-06-16,2016-06-16,2,1,0.004830917874396135,0.5,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1626972A__20160531__20160531,INTE1626972A,2016-05-30,2016-06-13,2016-05-31,2016-05-31,1,0,0,0,1,1.0,13.0,14.0,14,1,2016-05-30,2016-06-13,207,13,13,2016-05-31,2016-05-31,3,2,0.004830917874396135,0.3333333333333333,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1620877A__20160528__20160530,INTE1620877A,2016-05-30,2016-06-13,2016-05-28,2016-05-30,1,0,0,0,1,2.0,14.0,16.0,16,1,2016-05-30,2016-06-13,207,13,13,2016-05-28,2016-05-30,21,5,0.004830917874396135,0.047619047619047616,1
WD_MERGE_2016-05-30---2016-06-13_duration_14_days_cluster_111_A0_000021_A_000026_lat_04738_lon_00255_size_0147,INTE1616446A__20160528__20160605,INTE1616446A,2016-05-30,2016-06-13,2016-05-28,2016-06-05,1,0,0,0,1,2.0,8.0,10.0,10,7,2016-05-30,2016-06-13,207,13,13,2016-05-28,2016-06-05,189,6,0.004830917874396135,0.005291005291005291,1
WD_MERGE_2024-01-01---2024-02-19_duration_35_days_cluster_334_A0_002595_A_002920_lat_05238_lon_01260_size_0503,IOME2407754A__20240103__20240105,IOME2407754A,2024-01-01,2024-02-19,2024-01-03,2024-01-05,1,0,0,0,1,2.0,45.0,47.0,47,3,2024-01-01,2024-02-19,209,4,4,2024-01-03,2024-01-05,1,1,0.004784688995215311,1.0,1
WD_MERGE_2024-01-01---2024-02-19_duration_35_days_cluster_334_A0_002595_A_002920_lat_05238_lon_01260_size_0503,INTE2517855A__20231231__20240629,INTE2517855A,2024-01-01,2024-02-19,2023-12-31,2024-06-29,1,0,0,0,1,1.0,131.0,132.0,132,50,2024-01-01,2024-02-19,209,4,4,2023-12-31,2024-06-29,6,1,0.004784688995215311,0.16666666666666666,1
WD_MERGE_2024-05-13---2024-05-20_duration_7_days_cluster_070_A0_000052_A_000061_lat_04719_lon_00110_size_0066,INTE2424582A__20240520__20240520,INTE2424582A,2024-05-13,2024-05-20,2024-05-20,2024-05-20,1,0,1,1,1,7.0,0.0,7.0,7,1,2024-05-13,2024-05-20,212,14,14,2024-05-20,2024-05-20,3,3,0.0047169811320754715,0.3333333333333333,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180609__20180613,INTE1820387A,2018-06-04,2018-06-18,2018-06-09,2018-06-13,1,0,1,0,1,5.0,5.0,10.0,10,5,2018-06-04,2018-06-18,214,14,14,2018-06-09,2018-06-13,1,1,0.004672897196261682,1.0,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1901604A__20180609__20180612,INTE1901604A,2018-06-04,2018-06-18,2018-06-09,2018-06-12,1,0,1,0,1,5.0,6.0,11.0,11,4,2018-06-04,2018-06-18,214,14,14,2018-06-09,2018-06-12,1,1,0.004672897196261682,1.0,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180613__20180614,INTE1820387A,2018-06-04,2018-06-18,2018-06-13,2018-06-14,1,0,0,0,1,9.0,4.0,13.0,13,2,2018-06-04,2018-06-18,214,14,14,2018-06-13,2018-06-14,1,1,0.004672897196261682,1.0,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180611__20180614,INTE1820387A,2018-06-04,2018-06-18,2018-06-11,2018-06-14,1,0,1,0,1,7.0,4.0,11.0,11,4,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-14,2,2,0.004672897196261682,0.5,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1828404A__20180611__20180611,INTE1828404A,2018-06-04,2018-06-18,2018-06-11,2018-06-11,1,0,1,1,1,7.0,7.0,14.0,14,1,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-11,4,4,0.004672897196261682,0.25,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1835008A__20180611__20180611,INTE1835008A,2018-06-04,2018-06-18,2018-06-11,2018-06-11,1,0,1,1,1,7.0,7.0,14.0,14,1,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-11,4,4,0.004672897196261682,0.25,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1826529A__20180611__20180612,INTE1826529A,2018-06-04,2018-06-18,2018-06-11,2018-06-12,1,0,1,0,1,7.0,6.0,13.0,13,2,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-12,6,5,0.004672897196261682,0.16666666666666666,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1826529A__20180612__20180612,INTE1826529A,2018-06-04,2018-06-18,2018-06-12,2018-06-12,1,0,0,0,1,8.0,6.0,14.0,14,1,2018-06-04,2018-06-18,214,14,14,2018-06-12,2018-06-12,6,4,0.004672897196261682,0.16666666666666666,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180609__20180610,INTE1820387A,2018-06-04,2018-06-18,2018-06-09,2018-06-10,1,0,0,0,1,5.0,8.0,13.0,13,2,2018-06-04,2018-06-18,214,14,14,2018-06-09,2018-06-10,7,2,0.004672897196261682,0.14285714285714285,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180610__20180611,INTE1820387A,2018-06-04,2018-06-18,2018-06-10,2018-06-11,1,0,1,0,1,6.0,7.0,13.0,13,2,2018-06-04,2018-06-18,214,14,14,2018-06-10,2018-06-11,13,5,0.004672897196261682,0.07692307692307693,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1820387A__20180603__20180603,INTE1820387A,2018-06-04,2018-06-18,2018-06-03,2018-06-03,1,0,0,0,1,1.0,15.0,16.0,16,0,2018-06-04,2018-06-18,214,14,14,2018-06-03,2018-06-03,13,8,0.004672897196261682,0.07692307692307693,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1826529A__20180611__20180611,INTE1826529A,2018-06-04,2018-06-18,2018-06-11,2018-06-11,1,0,1,1,1,7.0,7.0,14.0,14,1,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-11,15,7,0.004672897196261682,0.06666666666666667,1
WD_MERGE_2018-06-04---2018-06-18_duration_14_days_cluster_098_A0_000042_A_000061_lat_04818_lon_-0084_size_0084,INTE1824833A__20180611__20180612,INTE1824833A,2018-06-04,2018-06-18,2018-06-11,2018-06-12,1,0,1,0,1,7.0,6.0,13.0,13,2,2018-06-04,2018-06-18,214,14,14,2018-06-11,2018-06-12,35,9,0.004672897196261682,0.02857142857142857,1
WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364,INTE2027600A__20200923__20200923,INTE2027600A,2020-09-28,2020-11-30,2020-09-23,2020-09-23,1,0,0,0,1,5.0,68.0,73.0,73,0,2020-09-28,2020-11-30,256,12,12,2020-09-23,2020-09-23,1,1,0.00390625,1.0,1
WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364,INTE2027600A__20201001__20201003,INTE2027600A,2020-09-28,2020-11-30,2020-10-01,2020-10-03,1,0,0,0,1,3.0,58.0,61.0,61,3,2020-09-28,2020-11-30,256,12,12,2020-10-01,2020-10-03,3,1,0.00390625,0.3333333333333333,1
WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364,INTE2031566A__20201002__20201003,INTE2031566A,2020-09-28,2020-11-30,2020-10-02,2020-10-03,1,0,0,0,1,4.0,58.0,62.0,62,2,2020-09-28,2020-11-30,256,12,12,2020-10-02,2020-10-03,6,2,0.00390625,0.16666666666666666,1
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_315_A0_000249_A_000319_lat_04189_lon_-0074_size_0186,INTE2204344A__20220109__20220112,INTE2204344A,2021-11-29,2022-01-03,2022-01-09,2022-01-12,1,0,0,0,1,41.0,9.0,50.0,50,0,2021-11-29,2022-01-03,325,9,9,2022-01-09,2022-01-12,19,4,0.003076923076923077,0.05263157894736842,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2112076A__20210127__20210202,INTE2112076A,2021-01-11,2021-03-22,2021-01-27,2021-02-02,1,0,0,0,1,16.0,48.0,64.0,64,7,2021-01-11,2021-03-22,346,17,17,2021-01-27,2021-02-02,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,IOME2410378A__20210122__20210125,IOME2410378A,2021-01-11,2021-03-22,2021-01-22,2021-01-25,1,0,0,0,1,11.0,56.0,67.0,67,4,2021-01-11,2021-03-22,346,17,17,2021-01-22,2021-01-25,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2105706A__20210131__20210201,INTE2105706A,2021-01-11,2021-03-22,2021-01-31,2021-02-01,1,0,0,0,1,20.0,49.0,69.0,69,2,2021-01-11,2021-03-22,346,17,17,2021-01-31,2021-02-01,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2119792A__20210201__20210202,INTE2119792A,2021-01-11,2021-03-22,2021-02-01,2021-02-02,1,0,0,0,1,21.0,48.0,69.0,69,2,2021-01-11,2021-03-22,346,17,17,2021-02-01,2021-02-02,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2118484A__20210201__20210201,INTE2118484A,2021-01-11,2021-03-22,2021-02-01,2021-02-01,1,0,0,0,1,21.0,49.0,70.0,70,1,2021-01-11,2021-03-22,346,17,17,2021-02-01,2021-02-01,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2107265A__20201228__20210116,INTE2107265A,2021-01-11,2021-03-22,2020-12-28,2021-01-16,1,0,0,0,1,14.0,65.0,79.0,79,6,2021-01-11,2021-03-22,346,17,17,2020-12-28,2021-01-16,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2104714A__20201231__20210105,INTE2104714A,2021-01-11,2021-03-22,2020-12-31,2021-01-05,1,0,0,0,1,11.0,76.0,87.0,87,0,2021-01-11,2021-03-22,346,17,17,2020-12-31,2021-01-05,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2112076A__20201230__20210104,INTE2112076A,2021-01-11,2021-03-22,2020-12-30,2021-01-04,1,0,0,0,1,12.0,77.0,89.0,89,0,2021-01-11,2021-03-22,346,17,17,2020-12-30,2021-01-04,1,1,0.002890173410404624,1.0,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2107265A__20210201__20210203,INTE2107265A,2021-01-11,2021-03-22,2021-02-01,2021-02-03,1,0,0,0,1,21.0,47.0,68.0,68,3,2021-01-11,2021-03-22,346,17,17,2021-02-01,2021-02-03,2,1,0.002890173410404624,0.5,1
WD_MERGE_2021-01-11---2021-03-22_duration_56_days_cluster_352_A0_000478_A_000602_lat_03951_lon_-0626_size_0252,INTE2430293A__20201231__20210227,INTE2430293A,2021-01-11,2021-03-22,2020-12-31,2021-02-27,1,0,0,0,1,11.0,23.0,34.0,34,48,2021-01-11,2021-03-22,346,17,17,2020-12-31,2021-02-27,14,1,0.002890173410404624,0.07142857142857142,1
WD_MERGE_2016-11-21---2016-11-28_duration_7_days_cluster_264_A0_000092_A_000121_lat_04596_lon_00440_size_0115,INTE1711727A__20161121__20161123,INTE1711727A,2016-11-21,2016-11-28,2016-11-21,2016-11-23,1,0,1,1,1,0.0,5.0,5.0,5,3,2016-11-21,2016-11-28,353,20,20,2016-11-21,2016-11-23,2,2,0.0028328611898017,0.5,1
WD_MERGE_2016-11-21---2016-11-28_duration_7_days_cluster_264_A0_000092_A_000121_lat_04596_lon_00440_size_0115,INTE1705706A__20161121__20161122,INTE1705706A,2016-11-21,2016-11-28,2016-11-21,2016-11-22,1,0,1,1,1,0.0,6.0,6.0,6,2,2016-11-21,2016-11-28,353,20,20,2016-11-21,2016-11-22,2,2,0.0028328611898017,0.5,1
WD_MERGE_2024-03-25---2024-05-27_duration_56_days_cluster_352_A0_004362_A_004851_lat_05011_lon_01451_size_0294,INTE2424582A__20240516__20240517,INTE2424582A,2024-03-25,2024-05-27,2024-05-16,2024-05-17,1,0,0,0,1,52.0,10.0,62.0,62,2,2024-03-25,2024-05-27,383,16,16,2024-05-16,2024-05-17,1,1,0.0026109660574412533,1.0,1
WD_MERGE_2024-03-25---2024-05-27_duration_56_days_cluster_352_A0_004362_A_004851_lat_05011_lon_01451_size_0294,IOME2420215A__20240504__20240505,IOME2420215A,2024-03-25,2024-05-27,2024-05-04,2024-05-05,1,0,0,0,1,40.0,22.0,62.0,62,2,2024-03-25,2024-05-27,383,16,16,2024-05-04,2024-05-05,1,1,0.0026109660574412533,1.0,1
