jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_communes,exact_date_commune_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,gaspar_match_rank
WD_MERGE_2024-03-25---2024-05-27_duration_56_days_cluster_352_A0_004362_A_004851_lat_05011_lon_01451_size_0294,INTE2424582A__20240521__20240523,INTE2424582A,2024-03-25,2024-05-27,2024-05-21,2024-05-23,1,0,0,0,1,57.0,4.0,61.0,61,3,2024-03-25,2024-05-27,383,16,16,2024-05-21,2024-05-23,2,1,0.0026109660574412533,0.5,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2501371A__20240925__20240927,INTE2501371A,2024-09-23,2024-11-11,2024-09-25,2024-09-27,1,0,0,0,1,2.0,45.0,47.0,47,3,2024-09-23,2024-11-11,575,25,25,2024-09-25,2024-09-27,1,1,0.0017391304347826088,1.0,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2501371A__20240925__20240926,INTE2501371A,2024-09-23,2024-11-11,2024-09-25,2024-09-26,1,0,0,0,1,2.0,46.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-09-25,2024-09-26,1,1,0.0017391304347826088,1.0,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2430293A__20240924__20240925,INTE2430293A,2024-09-23,2024-11-11,2024-09-24,2024-09-25,1,0,0,0,1,1.0,47.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-09-24,2024-09-25,2,2,0.0017391304347826088,0.5,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2433751A__20241006__20241007,INTE2433751A,2024-09-23,2024-11-11,2024-10-06,2024-10-07,1,0,0,0,1,13.0,35.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-10-06,2024-10-07,2,1,0.0017391304347826088,0.5,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2433751A__20241007__20241008,INTE2433751A,2024-09-23,2024-11-11,2024-10-07,2024-10-08,1,0,0,0,1,14.0,34.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-10-07,2024-10-08,3,1,0.0017391304347826088,0.3333333333333333,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2505371A__20241007__20241007,INTE2505371A,2024-09-23,2024-11-11,2024-10-07,2024-10-07,1,0,0,0,1,14.0,35.0,49.0,49,1,2024-09-23,2024-11-11,575,25,25,2024-10-07,2024-10-07,3,2,0.0017391304347826088,0.3333333333333333,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2505371A__20241006__20241007,INTE2505371A,2024-09-23,2024-11-11,2024-10-06,2024-10-07,1,0,0,0,1,13.0,35.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-10-06,2024-10-07,6,1,0.0017391304347826088,0.16666666666666666,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2430293A__20241006__20241007,INTE2430293A,2024-09-23,2024-11-11,2024-10-06,2024-10-07,1,0,0,0,1,13.0,35.0,48.0,48,2,2024-09-23,2024-11-11,575,25,25,2024-10-06,2024-10-07,10,2,0.0017391304347826088,0.1,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2501371A__20240925__20240925,INTE2501371A,2024-09-23,2024-11-11,2024-09-25,2024-09-25,1,0,0,0,1,2.0,47.0,49.0,49,1,2024-09-23,2024-11-11,575,25,25,2024-09-25,2024-09-25,10,2,0.0017391304347826088,0.1,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2428510A__20241007__20241012,INTE2428510A,2024-09-23,2024-11-11,2024-10-07,2024-10-12,1,0,0,0,1,14.0,30.0,44.0,44,6,2024-09-23,2024-11-11,575,25,25,2024-10-07,2024-10-12,15,4,0.0017391304347826088,0.06666666666666667,1
WD_MERGE_2024-09-23---2024-11-11_duration_35_days_cluster_367_A0_000578_A_000623_lat_04898_lon_00513_size_0555,INTE2433751A__20241015__20241019,INTE2433751A,2024-09-23,2024-11-11,2024-10-15,2024-10-19,1,0,0,0,1,22.0,23.0,45.0,45,5,2024-09-23,2024-11-11,575,25,25,2024-10-15,2024-10-19,46,5,0.0017391304347826088,0.021739130434782608,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE2000953A__20191115__20191116,INTE2000953A,2019-10-07,2019-12-02,2019-11-15,2019-11-16,1,0,0,0,1,39.0,16.0,55.0,55,2,2019-10-07,2019-12-02,621,24,24,2019-11-15,2019-11-16,1,1,0.001610305958132045,1.0,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE2002329A__20191130__20191130,INTE2002329A,2019-10-07,2019-12-02,2019-11-30,2019-11-30,1,0,0,0,1,54.0,2.0,56.0,56,1,2019-10-07,2019-12-02,621,24,24,2019-11-30,2019-11-30,1,1,0.001610305958132045,1.0,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE2002329A__20191115__20191117,INTE2002329A,2019-10-07,2019-12-02,2019-11-15,2019-11-17,1,0,0,0,1,39.0,15.0,54.0,54,3,2019-10-07,2019-12-02,621,24,24,2019-11-15,2019-11-17,2,1,0.001610305958132045,0.5,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE2002329A__20191022__20191023,INTE2002329A,2019-10-07,2019-12-02,2019-10-22,2019-10-23,1,0,0,0,1,15.0,40.0,55.0,55,2,2019-10-07,2019-12-02,621,24,24,2019-10-22,2019-10-23,2,1,0.001610305958132045,0.5,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE1935602A__20191109__20191109,INTE1935602A,2019-10-07,2019-12-02,2019-11-09,2019-11-09,1,0,0,0,1,33.0,23.0,56.0,56,1,2019-10-07,2019-12-02,621,24,24,2019-11-09,2019-11-09,2,1,0.001610305958132045,0.5,1
WD_MERGE_2019-10-07---2019-12-02_duration_42_days_cluster_348_A0_000880_A_001045_lat_04970_lon_-0128_size_0367,INTE2002329A__20191023__20191023,INTE2002329A,2019-10-07,2019-12-02,2019-10-23,2019-10-23,1,0,0,0,1,16.0,40.0,56.0,56,1,2019-10-07,2019-12-02,621,24,24,2019-10-23,2019-10-23,2,2,0.001610305958132045,0.5,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2400974A__20231028__20231124,IOME2400974A,2023-10-02,2023-11-27,2023-10-28,2023-11-24,1,0,0,0,1,26.0,3.0,29.0,29,28,2023-10-02,2023-11-27,665,17,17,2023-10-28,2023-11-24,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,INTE2501371A__20231031__20231129,INTE2501371A,2023-10-02,2023-11-27,2023-10-31,2023-11-29,1,0,0,0,1,29.0,2.0,31.0,31,28,2023-10-02,2023-11-27,665,17,17,2023-10-31,2023-11-29,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2402725A__20231110__20231117,IOME2402725A,2023-10-02,2023-11-27,2023-11-10,2023-11-17,1,0,0,0,1,39.0,10.0,49.0,49,8,2023-10-02,2023-11-27,665,17,17,2023-11-10,2023-11-17,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2407754A__20231105__20231112,IOME2407754A,2023-10-02,2023-11-27,2023-11-05,2023-11-12,1,0,0,0,1,34.0,15.0,49.0,49,8,2023-10-02,2023-11-27,665,17,17,2023-11-05,2023-11-12,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2407754A__20231110__20231117,IOME2407754A,2023-10-02,2023-11-27,2023-11-10,2023-11-17,1,0,0,0,1,39.0,10.0,49.0,49,8,2023-10-02,2023-11-27,665,17,17,2023-11-10,2023-11-17,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2407754A__20231101__20231105,IOME2407754A,2023-10-02,2023-11-27,2023-11-01,2023-11-05,1,0,0,0,1,30.0,22.0,52.0,52,5,2023-10-02,2023-11-27,665,17,17,2023-11-01,2023-11-05,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2420215A__20231113__20231117,IOME2420215A,2023-10-02,2023-11-27,2023-11-13,2023-11-17,1,0,0,0,1,42.0,10.0,52.0,52,5,2023-10-02,2023-11-27,665,17,17,2023-11-13,2023-11-17,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2333648A__20231028__20231029,IOME2333648A,2023-10-02,2023-11-27,2023-10-28,2023-10-29,1,0,0,0,1,26.0,29.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-10-28,2023-10-29,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2333648A__20231101__20231102,IOME2333648A,2023-10-02,2023-11-27,2023-11-01,2023-11-02,1,0,0,0,1,30.0,25.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-11-01,2023-11-02,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2335302A__20231101__20231102,IOME2335302A,2023-10-02,2023-11-27,2023-11-01,2023-11-02,1,0,0,0,1,30.0,25.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-11-01,2023-11-02,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,INTE2525618A__20231130__20231230,INTE2525618A,2023-10-02,2023-11-27,2023-11-30,2023-12-30,1,0,0,0,1,59.0,33.0,92.0,92,0,2023-10-02,2023-11-27,665,17,17,2023-11-30,2023-12-30,1,1,0.0015037593984962407,1.0,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2411920A__20231102__20231124,IOME2411920A,2023-10-02,2023-11-27,2023-11-02,2023-11-24,1,0,0,0,1,31.0,3.0,34.0,34,23,2023-10-02,2023-11-27,665,17,17,2023-11-02,2023-11-24,2,2,0.0015037593984962407,0.5,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2407754A__20231028__20231029,IOME2407754A,2023-10-02,2023-11-27,2023-10-28,2023-10-29,1,0,0,0,1,26.0,29.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-10-28,2023-10-29,2,2,0.0015037593984962407,0.5,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2420215A__20231027__20231028,IOME2420215A,2023-10-02,2023-11-27,2023-10-27,2023-10-28,1,0,0,0,1,25.0,30.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-10-27,2023-10-28,2,2,0.0015037593984962407,0.5,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2335302A__20231028__20231030,IOME2335302A,2023-10-02,2023-11-27,2023-10-28,2023-10-30,1,0,0,0,1,26.0,28.0,54.0,54,3,2023-10-02,2023-11-27,665,17,17,2023-10-28,2023-10-30,3,2,0.0015037593984962407,0.3333333333333333,1
WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363,IOME2403657A__20231028__20231029,IOME2403657A,2023-10-02,2023-11-27,2023-10-28,2023-10-29,1,0,0,0,1,26.0,29.0,55.0,55,2,2023-10-02,2023-11-27,665,17,17,2023-10-28,2023-10-29,6,2,0.0015037593984962407,0.16666666666666666,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,IOME2304949A__20191123__20191204,IOME2304949A,2019-11-04,2020-01-06,2019-11-23,2019-12-04,1,0,0,0,1,19.0,33.0,52.0,52,12,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-12-04,1,1,0.0014577259475218659,1.0,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2014521A__20191226__20191228,INTE2014521A,2019-11-04,2020-01-06,2019-12-26,2019-12-28,1,0,0,0,1,52.0,9.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-12-26,2019-12-28,1,1,0.0014577259475218659,1.0,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,IOME2330890A__20191130__20191202,IOME2330890A,2019-11-04,2020-01-06,2019-11-30,2019-12-02,1,0,0,0,1,26.0,35.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-30,2019-12-02,1,1,0.0014577259475218659,1.0,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE1935602A__20191202__20191202,INTE1935602A,2019-11-04,2020-01-06,2019-12-02,2019-12-02,1,0,0,0,1,28.0,35.0,63.0,63,1,2019-11-04,2020-01-06,686,33,33,2019-12-02,2019-12-02,1,1,0.0014577259475218659,1.0,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2002329A__20191122__20191122,INTE2002329A,2019-11-04,2020-01-06,2019-11-22,2019-11-22,1,0,0,0,1,18.0,45.0,63.0,63,1,2019-11-04,2020-01-06,686,33,33,2019-11-22,2019-11-22,1,1,0.0014577259475218659,1.0,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191130__20191201,INTE2010310A,2019-11-04,2020-01-06,2019-11-30,2019-12-01,1,0,0,0,1,26.0,36.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-30,2019-12-01,2,1,0.0014577259475218659,0.5,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2002329A__20191122__20191124,INTE2002329A,2019-11-04,2020-01-06,2019-11-22,2019-11-24,1,0,0,0,1,18.0,43.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-22,2019-11-24,4,3,0.0014577259475218659,0.25,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2002329A__20191202__20191204,INTE2002329A,2019-11-04,2020-01-06,2019-12-02,2019-12-04,1,0,0,0,1,28.0,33.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-12-02,2019-12-04,5,1,0.0014577259475218659,0.2,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191220__20191220,INTE2010310A,2019-11-04,2020-01-06,2019-12-20,2019-12-20,1,0,0,0,1,46.0,17.0,63.0,63,1,2019-11-04,2020-01-06,686,33,33,2019-12-20,2019-12-20,8,3,0.0014577259475218659,0.125,1
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2000953A__20191123__20191124,INTE2000953A,2019-11-04,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,19.0,43.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-11-24,24,4,0.0014577259475218659,0.041666666666666664,1
WD_MERGE_2023-11-27---2024-01-01_duration_35_days_cluster_356_A0_002381_A_002991_lat_05205_lon_01175_size_0268,INTE2517855A__20231031__20231129,INTE2517855A,2023-11-27,2024-01-01,2023-10-31,2023-11-29,1,0,0,0,1,27.0,33.0,60.0,60,3,2023-11-27,2024-01-01,733,23,23,2023-10-31,2023-11-29,2,1,0.001364256480218281,0.5,1
WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220,INTE2114774A__20201229__20201230,INTE2114774A,2020-11-09,2021-01-04,2020-12-29,2020-12-30,1,0,0,0,1,50.0,5.0,55.0,55,2,2020-11-09,2021-01-04,766,38,38,2020-12-29,2020-12-30,1,1,0.0013054830287206266,1.0,1
WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220,INTE2101163A__20201229__20201230,INTE2101163A,2020-11-09,2021-01-04,2020-12-29,2020-12-30,1,0,0,0,1,50.0,5.0,55.0,55,2,2020-11-09,2021-01-04,766,38,38,2020-12-29,2020-12-30,3,1,0.0013054830287206266,0.3333333333333333,1
WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220,INTE2114774A__20201228__20201229,INTE2114774A,2020-11-09,2021-01-04,2020-12-28,2020-12-29,1,0,0,0,1,49.0,6.0,55.0,55,2,2020-11-09,2021-01-04,766,38,38,2020-12-28,2020-12-29,3,2,0.0013054830287206266,0.3333333333333333,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,IOME2420215A__20240220__20240226,IOME2420215A,2024-02-05,2024-02-26,2024-02-20,2024-02-26,1,0,0,0,1,15.0,0.0,15.0,15,7,2024-02-05,2024-02-26,772,35,35,2024-02-20,2024-02-26,1,1,0.0012953367875647669,1.0,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,IOME2420215A__20240209__20240211,IOME2420215A,2024-02-05,2024-02-26,2024-02-09,2024-02-11,1,0,0,0,1,4.0,15.0,19.0,19,3,2024-02-05,2024-02-26,772,35,35,2024-02-09,2024-02-11,1,1,0.0012953367875647669,1.0,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,IOME2421328A__20240209__20240211,IOME2421328A,2024-02-05,2024-02-26,2024-02-09,2024-02-11,1,0,0,0,1,4.0,15.0,19.0,19,3,2024-02-05,2024-02-26,772,35,35,2024-02-09,2024-02-11,1,1,0.0012953367875647669,1.0,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,INTE2433751A__20240225__20240225,INTE2433751A,2024-02-05,2024-02-26,2024-02-25,2024-02-25,1,0,0,0,1,20.0,1.0,21.0,21,1,2024-02-05,2024-02-26,772,35,35,2024-02-25,2024-02-25,1,1,0.0012953367875647669,1.0,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,IOME2415880A__20240226__20240227,IOME2415880A,2024-02-05,2024-02-26,2024-02-26,2024-02-27,1,0,0,0,1,21.0,1.0,22.0,22,1,2024-02-05,2024-02-26,772,35,35,2024-02-26,2024-02-27,2,1,0.0012953367875647669,0.5,1
WD_MERGE_2024-02-05---2024-02-26_duration_21_days_cluster_342_A0_002659_A_002896_lat_05242_lon_01873_size_0503,IOME2415880A__20240227__20240228,IOME2415880A,2024-02-05,2024-02-26,2024-02-27,2024-02-28,1,0,0,0,1,22.0,2.0,24.0,24,0,2024-02-05,2024-02-26,772,35,35,2024-02-27,2024-02-28,2,1,0.0012953367875647669,0.5,1
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2410378A__20240104__20240112,IOME2410378A,2023-12-11,2024-01-01,2024-01-04,2024-01-12,1,0,0,0,1,24.0,11.0,35.0,35,0,2023-12-11,2024-01-01,803,28,28,2024-01-04,2024-01-12,1,1,0.0012453300124533001,1.0,1
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2407754A__20240102__20240102,IOME2407754A,2023-12-11,2024-01-01,2024-01-02,2024-01-02,1,0,0,0,1,22.0,1.0,23.0,23,0,2023-12-11,2024-01-01,803,28,28,2024-01-02,2024-01-02,2,2,0.0012453300124533001,0.5,1
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2407754A__20240101__20240104,IOME2407754A,2023-12-11,2024-01-01,2024-01-01,2024-01-04,1,0,0,0,1,21.0,3.0,24.0,24,1,2023-12-11,2024-01-01,803,28,28,2024-01-01,2024-01-04,2,1,0.0012453300124533001,0.5,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2112076A__20201207__20201217,INTE2112076A,2020-11-30,2021-01-04,2020-12-07,2020-12-17,1,0,0,0,1,7.0,18.0,25.0,25,11,2020-11-30,2021-01-04,821,28,28,2020-12-07,2020-12-17,1,1,0.001218026796589525,1.0,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2107265A__20201223__20201226,INTE2107265A,2020-11-30,2021-01-04,2020-12-23,2020-12-26,1,0,0,0,1,23.0,9.0,32.0,32,4,2020-11-30,2021-01-04,821,28,28,2020-12-23,2020-12-26,1,1,0.001218026796589525,1.0,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2105706A__20201227__20201229,INTE2105706A,2020-11-30,2021-01-04,2020-12-27,2020-12-29,1,0,0,0,1,27.0,6.0,33.0,33,3,2020-11-30,2021-01-04,821,28,28,2020-12-27,2020-12-29,1,1,0.001218026796589525,1.0,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2112076A__20201204__20201206,INTE2112076A,2020-11-30,2021-01-04,2020-12-04,2020-12-06,1,0,0,0,1,4.0,29.0,33.0,33,3,2020-11-30,2021-01-04,821,28,28,2020-12-04,2020-12-06,1,1,0.001218026796589525,1.0,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2107265A__20201228__20201229,INTE2107265A,2020-11-30,2021-01-04,2020-12-28,2020-12-29,1,0,0,0,1,28.0,6.0,34.0,34,2,2020-11-30,2021-01-04,821,28,28,2020-12-28,2020-12-29,1,1,0.001218026796589525,1.0,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2104714A__20201229__20201231,INTE2104714A,2020-11-30,2021-01-04,2020-12-29,2020-12-31,1,0,0,0,1,29.0,4.0,33.0,33,3,2020-11-30,2021-01-04,821,28,28,2020-12-29,2020-12-31,2,1,0.001218026796589525,0.5,1
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2104714A__20201229__20201229,INTE2104714A,2020-11-30,2021-01-04,2020-12-29,2020-12-29,1,0,0,0,1,29.0,6.0,35.0,35,1,2020-11-30,2021-01-04,821,28,28,2020-12-29,2020-12-29,3,1,0.001218026796589525,0.3333333333333333,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1813670A__20180103__20180105,INTE1813670A,2018-01-01,2018-01-29,2018-01-03,2018-01-05,1,0,0,0,1,2.0,24.0,26.0,26,3,2018-01-01,2018-01-29,822,32,32,2018-01-03,2018-01-05,1,1,0.0012165450121654502,1.0,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1835008A__20180131__20180202,INTE1835008A,2018-01-01,2018-01-29,2018-01-31,2018-02-02,1,0,0,0,1,30.0,4.0,34.0,34,0,2018-01-01,2018-01-29,822,32,32,2018-01-31,2018-02-02,1,1,0.0012165450121654502,1.0,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1806551A__20180122__20180123,INTE1806551A,2018-01-01,2018-01-29,2018-01-22,2018-01-23,1,0,0,0,1,21.0,6.0,27.0,27,2,2018-01-01,2018-01-29,822,32,32,2018-01-22,2018-01-23,2,1,0.0012165450121654502,0.5,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1806551A__20180103__20180103,INTE1806551A,2018-01-01,2018-01-29,2018-01-03,2018-01-03,1,0,0,0,1,2.0,26.0,28.0,28,1,2018-01-01,2018-01-29,822,32,32,2018-01-03,2018-01-03,2,1,0.0012165450121654502,0.5,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1813670A__20180122__20180122,INTE1813670A,2018-01-01,2018-01-29,2018-01-22,2018-01-22,1,0,0,0,1,21.0,7.0,28.0,28,1,2018-01-01,2018-01-29,822,32,32,2018-01-22,2018-01-22,2,1,0.0012165450121654502,0.5,1
