jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_departments,exact_date_department_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,jrc_match_rank,reciprocal_best_match
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2000953A__20191115__20191116,INTE2000953A,2019-11-18,2020-01-06,2019-11-15,2019-11-16,1,0,0,0,1,3.0,51.0,54.0,54,0,2019-11-18,2020-01-06,1086,32,32,2019-11-15,2019-11-16,1,1,0.03125,1.0,56,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2000953A__20191114__20191114,INTE2000953A,2019-11-18,2020-01-06,2019-11-14,2019-11-14,1,0,0,0,1,4.0,53.0,57.0,57,0,2019-11-18,2020-01-06,1086,32,32,2019-11-14,2019-11-14,1,1,0.03125,1.0,57,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200301__20200306,INTE2014521A,2020-02-10,2020-04-13,2020-03-01,2020-03-06,1,0,0,0,1,20.0,38.0,58.0,58,6,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-06,1,1,0.03125,1.0,4,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2016904A__20200301__20200306,INTE2016904A,2020-02-10,2020-04-13,2020-03-01,2020-03-06,1,0,0,0,1,20.0,38.0,58.0,58,6,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-06,1,1,0.03125,1.0,5,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200310__20200313,INTE2010310A,2020-02-10,2020-04-13,2020-03-10,2020-03-13,1,0,0,0,1,29.0,31.0,60.0,60,4,2020-02-10,2020-04-13,1557,32,32,2020-03-10,2020-03-13,1,1,0.03125,1.0,6,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2031566A__20200210__20200213,INTE2031566A,2020-02-10,2020-04-13,2020-02-10,2020-02-13,1,0,0,0,1,0.0,60.0,60.0,60,4,2020-02-10,2020-04-13,1557,32,32,2020-02-10,2020-02-13,1,1,0.03125,1.0,7,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200212__20200214,INTE2010310A,2020-02-10,2020-04-13,2020-02-12,2020-02-14,1,0,0,0,1,2.0,59.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-02-12,2020-02-14,2,1,0.03125,1.0,8,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200311__20200313,INTE2010310A,2020-02-10,2020-04-13,2020-03-11,2020-03-13,1,0,0,0,1,30.0,31.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-11,2020-03-13,3,1,0.03125,1.0,9,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200301__20200303,INTE2014521A,2020-02-10,2020-04-13,2020-03-01,2020-03-03,1,0,0,0,1,20.0,41.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-03,1,1,0.03125,1.0,10,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200304__20200306,INTE2014521A,2020-02-10,2020-04-13,2020-03-04,2020-03-06,1,0,0,0,1,23.0,38.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-04,2020-03-06,1,1,0.03125,1.0,11,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200312__20200314,INTE2014521A,2020-02-10,2020-04-13,2020-03-12,2020-03-14,1,0,0,0,1,31.0,30.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-12,2020-03-14,1,1,0.03125,1.0,12,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2019260A__20200211__20200213,INTE2019260A,2020-02-10,2020-04-13,2020-02-11,2020-02-13,1,0,0,0,1,1.0,60.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-02-11,2020-02-13,1,1,0.03125,1.0,13,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2019260A__20200301__20200303,INTE2019260A,2020-02-10,2020-04-13,2020-03-01,2020-03-03,1,0,0,0,1,20.0,41.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-03,1,1,0.03125,1.0,14,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2027600A__20200212__20200214,INTE2027600A,2020-02-10,2020-04-13,2020-02-12,2020-02-14,1,0,0,0,1,2.0,59.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-02-12,2020-02-14,1,1,0.03125,1.0,15,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2104714A__20200311__20200313,INTE2104714A,2020-02-10,2020-04-13,2020-03-11,2020-03-13,1,0,0,0,1,30.0,31.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-11,2020-03-13,2,1,0.03125,1.0,16,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2127287A__20200305__20200307,INTE2127287A,2020-02-10,2020-04-13,2020-03-05,2020-03-07,1,0,0,0,1,24.0,37.0,61.0,61,3,2020-02-10,2020-04-13,1557,32,32,2020-03-05,2020-03-07,1,1,0.03125,1.0,17,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200212__20200213,INTE2010310A,2020-02-10,2020-04-13,2020-02-12,2020-02-13,1,0,0,0,1,2.0,60.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-02-12,2020-02-13,2,1,0.03125,1.0,18,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200311__20200312,INTE2010310A,2020-02-10,2020-04-13,2020-03-11,2020-03-12,1,0,0,0,1,30.0,32.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-03-11,2020-03-12,2,1,0.03125,1.0,19,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200210__20200211,INTE2014521A,2020-02-10,2020-04-13,2020-02-10,2020-02-11,1,0,0,0,1,0.0,62.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-02-10,2020-02-11,1,1,0.03125,1.0,20,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200212__20200213,INTE2014521A,2020-02-10,2020-04-13,2020-02-12,2020-02-13,1,0,0,0,1,2.0,60.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-02-12,2020-02-13,1,1,0.03125,1.0,21,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200304__20200305,INTE2014521A,2020-02-10,2020-04-13,2020-03-04,2020-03-05,1,0,0,0,1,23.0,39.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-03-04,2020-03-05,1,1,0.03125,1.0,22,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200305__20200306,INTE2014521A,2020-02-10,2020-04-13,2020-03-05,2020-03-06,1,0,0,0,1,24.0,38.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-03-05,2020-03-06,2,1,0.03125,1.0,23,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2019260A__20200301__20200302,INTE2019260A,2020-02-10,2020-04-13,2020-03-01,2020-03-02,1,0,0,0,1,20.0,42.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-02,1,1,0.03125,1.0,24,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2023938A__20200301__20200302,INTE2023938A,2020-02-10,2020-04-13,2020-03-01,2020-03-02,1,0,0,0,1,20.0,42.0,62.0,62,2,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-02,1,1,0.03125,1.0,25,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2010310A__20200213__20200213,INTE2010310A,2020-02-10,2020-04-13,2020-02-13,2020-02-13,1,0,0,0,1,3.0,60.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-02-13,2020-02-13,4,1,0.03125,1.0,26,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200301__20200301,INTE2014521A,2020-02-10,2020-04-13,2020-03-01,2020-03-01,1,0,0,0,1,20.0,43.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-01,9,1,0.03125,1.0,27,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2016904A__20200301__20200301,INTE2016904A,2020-02-10,2020-04-13,2020-03-01,2020-03-01,1,0,0,0,1,20.0,43.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-03-01,2020-03-01,3,1,0.03125,1.0,28,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2016904A__20200305__20200305,INTE2016904A,2020-02-10,2020-04-13,2020-03-05,2020-03-05,1,0,0,0,1,24.0,39.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-03-05,2020-03-05,1,1,0.03125,1.0,29,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2019260A__20200305__20200305,INTE2019260A,2020-02-10,2020-04-13,2020-03-05,2020-03-05,1,0,0,0,1,24.0,39.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-03-05,2020-03-05,1,1,0.03125,1.0,30,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2023938A__20200210__20200210,INTE2023938A,2020-02-10,2020-04-13,2020-02-10,2020-02-10,1,0,0,0,1,0.0,63.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-02-10,2020-02-10,1,1,0.03125,1.0,31,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2023938A__20200305__20200305,INTE2023938A,2020-02-10,2020-04-13,2020-03-05,2020-03-05,1,0,0,0,1,24.0,39.0,63.0,63,1,2020-02-10,2020-04-13,1557,32,32,2020-03-05,2020-03-05,2,1,0.03125,1.0,32,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2104714A__20200209__20200211,INTE2104714A,2020-02-10,2020-04-13,2020-02-09,2020-02-11,1,0,0,0,1,1.0,62.0,63.0,63,2,2020-02-10,2020-04-13,1557,32,32,2020-02-09,2020-02-11,1,1,0.03125,1.0,33,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2019260A__20200209__20200210,INTE2019260A,2020-02-10,2020-04-13,2020-02-09,2020-02-10,1,0,0,0,1,1.0,63.0,64.0,64,1,2020-02-10,2020-04-13,1557,32,32,2020-02-09,2020-02-10,1,1,0.03125,1.0,34,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2114774A__20200203__20200205,INTE2114774A,2020-02-10,2020-04-13,2020-02-03,2020-02-05,1,0,0,0,1,7.0,68.0,75.0,75,0,2020-02-10,2020-04-13,1557,32,32,2020-02-03,2020-02-05,1,1,0.03125,1.0,35,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200203__20200204,INTE2014521A,2020-02-10,2020-04-13,2020-02-03,2020-02-04,1,0,0,0,1,7.0,69.0,76.0,76,0,2020-02-10,2020-04-13,1557,32,32,2020-02-03,2020-02-04,3,1,0.03125,1.0,36,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2027600A__20200203__20200204,INTE2027600A,2020-02-10,2020-04-13,2020-02-03,2020-02-04,1,0,0,0,1,7.0,69.0,76.0,76,0,2020-02-10,2020-04-13,1557,32,32,2020-02-03,2020-02-04,1,1,0.03125,1.0,37,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200203__20200203,INTE2014521A,2020-02-10,2020-04-13,2020-02-03,2020-02-03,1,0,0,0,1,7.0,70.0,77.0,77,0,2020-02-10,2020-04-13,1557,32,32,2020-02-03,2020-02-03,1,1,0.03125,1.0,38,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2005870A__20200202__20200203,INTE2005870A,2020-02-10,2020-04-13,2020-02-02,2020-02-03,1,0,0,0,1,8.0,70.0,78.0,78,0,2020-02-10,2020-04-13,1557,32,32,2020-02-02,2020-02-03,2,1,0.03125,1.0,39,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2027600A__20200201__20200709,INTE2027600A,2020-02-10,2020-04-13,2020-02-01,2020-07-09,1,0,0,0,1,9.0,87.0,96.0,96,64,2020-02-10,2020-04-13,1557,32,32,2020-02-01,2020-07-09,1,1,0.03125,1.0,40,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1810998A__20180121__20180123,INTE1810998A,2018-01-01,2018-01-29,2018-01-21,2018-01-23,1,0,0,0,1,20.0,6.0,26.0,26,3,2018-01-01,2018-01-29,822,32,32,2018-01-21,2018-01-23,2,2,0.03125,0.5,31,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1808306A__20180122__20180123,INTE1808306A,2018-01-01,2018-01-29,2018-01-22,2018-01-23,1,0,0,0,1,21.0,6.0,27.0,27,2,2018-01-01,2018-01-29,822,32,32,2018-01-22,2018-01-23,3,2,0.03125,0.5,32,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1813670A__20180103__20180104,INTE1813670A,2018-01-01,2018-01-29,2018-01-03,2018-01-04,1,0,0,0,1,2.0,25.0,27.0,27,2,2018-01-01,2018-01-29,822,32,32,2018-01-03,2018-01-04,2,2,0.03125,0.5,33,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1826529A__20180120__20180210,INTE1826529A,2018-01-01,2018-01-29,2018-01-20,2018-02-10,1,0,0,0,1,19.0,12.0,31.0,31,10,2018-01-01,2018-01-29,822,32,32,2018-01-20,2018-02-10,63,2,0.03125,0.5,34,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191213__20191215,INTE2002329A,2019-11-18,2020-01-06,2019-12-13,2019-12-15,1,0,0,0,1,25.0,22.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-15,3,2,0.03125,0.5,58,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191212__20191214,INTE2005870A,2019-11-18,2020-01-06,2019-12-12,2019-12-14,1,0,0,0,1,24.0,23.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-12,2019-12-14,4,2,0.03125,0.5,59,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191219__20191221,INTE2010310A,2019-11-18,2020-01-06,2019-12-19,2019-12-21,1,0,0,0,1,31.0,16.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-19,2019-12-21,2,2,0.03125,0.5,60,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE1934128A__20191123__20191124,INTE1934128A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,148,2,0.03125,0.5,61,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2000953A__20191201__20191202,INTE2000953A,2019-11-18,2020-01-06,2019-12-01,2019-12-02,1,0,0,0,1,13.0,35.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-01,2019-12-02,8,2,0.03125,0.5,62,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191213__20191214,INTE2002329A,2019-11-18,2020-01-06,2019-12-13,2019-12-14,1,0,0,0,1,25.0,23.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-14,4,2,0.03125,0.5,63,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191123__20191124,INTE2005870A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,4,2,0.03125,0.5,64,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191212__20191213,INTE2005870A,2019-11-18,2020-01-06,2019-12-12,2019-12-13,1,0,0,0,1,24.0,24.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-12,2019-12-13,4,2,0.03125,0.5,65,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191201__20191202,INTE2010310A,2019-11-18,2020-01-06,2019-12-01,2019-12-02,1,0,0,0,1,13.0,35.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-01,2019-12-02,3,2,0.03125,0.5,66,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191213__20191214,INTE2010310A,2019-11-18,2020-01-06,2019-12-13,2019-12-14,1,0,0,0,1,25.0,23.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-14,3,2,0.03125,0.5,67,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191219__20191220,INTE2010310A,2019-11-18,2020-01-06,2019-12-19,2019-12-20,1,0,0,0,1,31.0,17.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-19,2019-12-20,2,2,0.03125,0.5,68,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2014521A__20191123__20191124,INTE2014521A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,2,2,0.03125,0.5,69,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191213__20191213,INTE2002329A,2019-11-18,2020-01-06,2019-12-13,2019-12-13,1,0,0,0,1,25.0,24.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-13,4,2,0.03125,0.5,70,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1808306A__20180122__20180124,INTE1808306A,2018-01-01,2018-01-29,2018-01-22,2018-01-24,1,0,0,0,1,21.0,5.0,26.0,26,3,2018-01-01,2018-01-29,822,32,32,2018-01-22,2018-01-24,10,3,0.03125,0.3333333333333333,35,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2000953A__20191122__20191124,INTE2000953A,2019-11-18,2020-01-06,2019-11-22,2019-11-24,1,0,0,0,1,4.0,43.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-11-22,2019-11-24,9,3,0.03125,0.3333333333333333,71,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191122__20191124,INTE2002329A,2019-11-18,2020-01-06,2019-11-22,2019-11-24,1,0,0,0,1,4.0,43.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-11-22,2019-11-24,4,3,0.03125,0.3333333333333333,72,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191213__20191213,INTE2005870A,2019-11-18,2020-01-06,2019-12-13,2019-12-13,1,0,0,0,1,25.0,24.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-13,5,3,0.03125,0.3333333333333333,73,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191220__20191220,INTE2005870A,2019-11-18,2020-01-06,2019-12-20,2019-12-20,1,0,0,0,1,32.0,17.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-20,2019-12-20,13,3,0.03125,0.3333333333333333,74,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191220__20191220,INTE2010310A,2019-11-18,2020-01-06,2019-12-20,2019-12-20,1,0,0,0,1,32.0,17.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-20,2019-12-20,8,3,0.03125,0.3333333333333333,75,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2000953A__20191123__20191124,INTE2000953A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,24,4,0.03125,0.25,76,False
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_316_A0_000336_A_000413_lat_05065_lon_-0112_size_0274,IOME2235873A__20211128__20211130,IOME2235873A,2021-11-29,2022-01-03,2021-11-28,2021-11-30,1,0,0,0,1,1.0,34.0,35.0,35,2,2021-11-29,2022-01-03,534,33,33,2021-11-28,2021-11-30,1,1,0.030303030303030304,1.0,5,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,IOME2304949A__20191123__20191204,IOME2304949A,2019-11-04,2020-01-06,2019-11-23,2019-12-04,1,0,0,0,1,19.0,33.0,52.0,52,12,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-12-04,1,1,0.030303030303030304,1.0,23,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191213__20191216,INTE2010310A,2019-11-04,2020-01-06,2019-12-13,2019-12-16,1,0,0,0,1,39.0,21.0,60.0,60,4,2019-11-04,2020-01-06,686,33,33,2019-12-13,2019-12-16,1,1,0.030303030303030304,1.0,24,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191220__20191223,INTE2010310A,2019-11-04,2020-01-06,2019-12-20,2019-12-23,1,0,0,0,1,46.0,14.0,60.0,60,4,2019-11-04,2020-01-06,686,33,33,2019-12-20,2019-12-23,1,1,0.030303030303030304,1.0,25,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE1935602A__20191122__20191124,INTE1935602A,2019-11-04,2020-01-06,2019-11-22,2019-11-24,1,0,0,0,1,18.0,43.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-22,2019-11-24,3,1,0.030303030303030304,1.0,26,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2000953A__20191130__20191202,INTE2000953A,2019-11-04,2020-01-06,2019-11-30,2019-12-02,1,0,0,0,1,26.0,35.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-30,2019-12-02,1,1,0.030303030303030304,1.0,27,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2002329A__20191115__20191117,INTE2002329A,2019-11-04,2020-01-06,2019-11-15,2019-11-17,1,0,0,0,1,11.0,50.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-15,2019-11-17,2,1,0.030303030303030304,1.0,28,False
