jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_departments,exact_date_department_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,jrc_match_rank,reciprocal_best_match
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2407754A__20240102__20240103,IOME2407754A,2023-12-11,2024-01-01,2024-01-02,2024-01-03,2,0,0,0,2,22.0,2.0,24.0,24,0,2023-12-11,2024-01-01,803,28,28,2024-01-02,2024-01-03,5,2,0.07142857142857142,1.0,4,False
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2400974A__20231227__20240111,IOME2400974A,2023-12-11,2024-01-01,2023-12-27,2024-01-11,2,0,0,0,2,16.0,10.0,26.0,26,6,2023-12-11,2024-01-01,803,28,28,2023-12-27,2024-01-11,165,2,0.07142857142857142,1.0,5,False
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2402725A__20231227__20240111,IOME2402725A,2023-12-11,2024-01-01,2023-12-27,2024-01-11,2,0,0,0,2,16.0,10.0,26.0,26,6,2023-12-11,2024-01-01,803,28,28,2023-12-27,2024-01-11,5,2,0.07142857142857142,1.0,6,False
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2104714A__20201228__20201229,INTE2104714A,2020-11-30,2021-01-04,2020-12-28,2020-12-29,2,0,0,0,2,28.0,6.0,34.0,34,2,2020-11-30,2021-01-04,821,28,28,2020-12-28,2020-12-29,5,2,0.07142857142857142,1.0,1,True
WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264,INTE2114774A__20201228__20201229,INTE2114774A,2020-11-30,2021-01-04,2020-12-28,2020-12-29,2,0,0,0,2,28.0,6.0,34.0,34,2,2020-11-30,2021-01-04,821,28,28,2020-12-28,2020-12-29,3,2,0.07142857142857142,1.0,2,False
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,INTE2427051A__20231031__20240114,INTE2427051A,2023-12-11,2024-01-01,2023-10-31,2024-01-14,2,0,0,0,2,41.0,13.0,54.0,54,22,2023-12-11,2024-01-01,803,28,28,2023-10-31,2024-01-14,8,2,0.07142857142857142,1.0,7,False
WD_MERGE_2023-12-11---2024-01-01_duration_21_days_cluster_358_A0_001246_A_001597_lat_05134_lon_00222_size_0362,IOME2407004A__20231101__20240115,IOME2407004A,2023-12-11,2024-01-01,2023-11-01,2024-01-15,2,0,0,0,2,40.0,14.0,54.0,54,22,2023-12-11,2024-01-01,803,28,28,2023-11-01,2024-01-15,79,2,0.07142857142857142,1.0,8,False
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1808306A__20180103__20180103,INTE1808306A,2017-12-04,2018-01-01,2018-01-03,2018-01-03,2,0,0,0,2,30.0,2.0,32.0,32,0,2017-12-04,2018-01-01,1104,29,29,2018-01-03,2018-01-03,7,2,0.06896551724137931,1.0,1,True
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1813670A__20180104__20180105,INTE1813670A,2017-12-04,2018-01-01,2018-01-04,2018-01-05,2,0,0,0,2,31.0,4.0,35.0,35,0,2017-12-04,2018-01-01,1104,29,29,2018-01-04,2018-01-05,3,2,0.06896551724137931,1.0,2,False
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1806551A__20180104__20180107,INTE1806551A,2017-12-04,2018-01-01,2018-01-04,2018-01-07,2,0,0,0,2,31.0,6.0,37.0,37,0,2017-12-04,2018-01-01,1104,29,29,2018-01-04,2018-01-07,22,2,0.06896551724137931,1.0,3,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1806551A__20180104__20180107,INTE1806551A,2018-01-01,2018-01-29,2018-01-04,2018-01-07,2,0,0,0,2,3.0,22.0,25.0,25,4,2018-01-01,2018-01-29,2327,31,31,2018-01-04,2018-01-07,22,2,0.06451612903225806,1.0,5,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1810998A__20180122__20180125,INTE1810998A,2018-01-01,2018-01-29,2018-01-22,2018-01-25,2,0,0,0,2,21.0,4.0,25.0,25,4,2018-01-01,2018-01-29,2327,31,31,2018-01-22,2018-01-25,2,2,0.06451612903225806,1.0,6,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1810998A__20180123__20180125,INTE1810998A,2018-01-01,2018-01-29,2018-01-23,2018-01-25,2,0,0,0,2,22.0,4.0,26.0,26,3,2018-01-01,2018-01-29,2327,31,31,2018-01-23,2018-01-25,3,2,0.06451612903225806,1.0,7,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1810998A__20180124__20180126,INTE1810998A,2018-01-01,2018-01-29,2018-01-24,2018-01-26,2,0,0,0,2,23.0,3.0,26.0,26,3,2018-01-01,2018-01-29,2327,31,31,2018-01-24,2018-01-26,2,2,0.06451612903225806,1.0,8,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1810998A__20180123__20180124,INTE1810998A,2018-01-01,2018-01-29,2018-01-23,2018-01-24,2,0,0,0,2,22.0,5.0,27.0,27,2,2018-01-01,2018-01-29,2327,31,31,2018-01-23,2018-01-24,6,2,0.06451612903225806,1.0,9,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,INTE1808306A__20180122__20180124,INTE1808306A,2018-01-01,2018-01-29,2018-01-22,2018-01-24,2,0,0,0,2,21.0,5.0,26.0,26,3,2018-01-01,2018-01-29,2327,31,31,2018-01-22,2018-01-24,10,3,0.06451612903225806,0.6666666666666666,10,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1813670A__20180104__20180105,INTE1813670A,2018-01-01,2018-01-29,2018-01-04,2018-01-05,2,0,0,0,2,3.0,24.0,27.0,27,2,2018-01-01,2018-01-29,822,32,32,2018-01-04,2018-01-05,3,2,0.0625,1.0,2,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1808306A__20180103__20180103,INTE1808306A,2018-01-01,2018-01-29,2018-01-03,2018-01-03,2,0,0,0,2,2.0,26.0,28.0,28,1,2018-01-01,2018-01-29,822,32,32,2018-01-03,2018-01-03,7,2,0.0625,1.0,3,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191212__20191214,INTE2002329A,2019-11-18,2020-01-06,2019-12-12,2019-12-14,2,0,0,0,2,24.0,23.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-12,2019-12-14,3,2,0.0625,1.0,3,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191214__20191216,INTE2010310A,2019-11-18,2020-01-06,2019-12-14,2019-12-16,2,0,0,0,2,26.0,21.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-16,4,2,0.0625,1.0,4,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191201__20191202,INTE2005870A,2019-11-18,2020-01-06,2019-12-01,2019-12-02,2,0,0,0,2,13.0,35.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-01,2019-12-02,2,2,0.0625,1.0,5,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191123__20191124,INTE2002329A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,2,0,0,0,2,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,3,3,0.0625,0.6666666666666666,6,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191220__20191221,INTE2005870A,2019-11-18,2020-01-06,2019-12-20,2019-12-21,2,0,0,0,2,32.0,16.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-20,2019-12-21,6,3,0.0625,0.6666666666666666,7,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191201__20191201,INTE2002329A,2019-11-18,2020-01-06,2019-12-01,2019-12-01,2,0,0,0,2,13.0,36.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-01,2019-12-01,6,3,0.0625,0.6666666666666666,8,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191201__20191201,INTE2005870A,2019-11-18,2020-01-06,2019-12-01,2019-12-01,2,0,0,0,2,13.0,36.0,49.0,49,1,2019-11-18,2020-01-06,1086,32,32,2019-12-01,2019-12-01,7,3,0.0625,0.6666666666666666,9,False
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191213__20191214,INTE2005870A,2019-11-18,2020-01-06,2019-12-13,2019-12-14,2,0,0,0,2,25.0,23.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-14,9,4,0.0625,0.5,10,False
WD_MERGE_2020-02-10---2020-04-13_duration_63_days_cluster_376_A0_002105_A_002662_lat_05130_lon_-0049_size_0424,INTE2014521A__20200417__20200417,INTE2014521A,2020-02-10,2020-04-13,2020-04-17,2020-04-17,2,0,0,0,2,67.0,4.0,71.0,71,0,2020-02-10,2020-04-13,1557,32,32,2020-04-17,2020-04-17,29,4,0.0625,0.5,1,True
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1810998A__20180122__20180124,INTE1810998A,2018-01-01,2018-01-29,2018-01-22,2018-01-24,2,0,0,0,2,21.0,5.0,26.0,26,3,2018-01-01,2018-01-29,822,32,32,2018-01-22,2018-01-24,53,5,0.0625,0.4,4,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1806551A__20180115__20180205,INTE1806551A,2018-01-01,2018-01-29,2018-01-15,2018-02-05,2,0,0,0,2,14.0,7.0,21.0,21,15,2018-01-01,2018-01-29,822,32,32,2018-01-15,2018-02-05,120,10,0.0625,0.2,5,False
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1804348A__20180115__20180205,INTE1804348A,2018-01-01,2018-01-29,2018-01-15,2018-02-05,2,0,0,0,2,14.0,7.0,21.0,21,15,2018-01-01,2018-01-29,822,32,32,2018-01-15,2018-02-05,276,14,0.0625,0.14285714285714285,6,False
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_316_A0_000336_A_000413_lat_05065_lon_-0112_size_0274,INTE2137449A__20211127__20211129,INTE2137449A,2021-11-29,2022-01-03,2021-11-27,2021-11-29,2,0,0,0,2,2.0,35.0,37.0,37,1,2021-11-29,2022-01-03,534,33,33,2021-11-27,2021-11-29,21,2,0.06060606060606061,1.0,1,True
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_316_A0_000336_A_000413_lat_05065_lon_-0112_size_0274,INTE2201262A__20211127__20211129,INTE2201262A,2021-11-29,2022-01-03,2021-11-27,2021-11-29,2,0,0,0,2,2.0,35.0,37.0,37,1,2021-11-29,2022-01-03,534,33,33,2021-11-27,2021-11-29,7,2,0.06060606060606061,1.0,2,False
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_316_A0_000336_A_000413_lat_05065_lon_-0112_size_0274,INTE2204344A__20211127__20211129,INTE2204344A,2021-11-29,2022-01-03,2021-11-27,2021-11-29,2,0,0,0,2,2.0,35.0,37.0,37,1,2021-11-29,2022-01-03,534,33,33,2021-11-27,2021-11-29,13,2,0.06060606060606061,1.0,3,False
WD_MERGE_2021-11-29---2022-01-03_duration_35_days_cluster_316_A0_000336_A_000413_lat_05065_lon_-0112_size_0274,INTE2207961A__20211127__20211129,INTE2207961A,2021-11-29,2022-01-03,2021-11-27,2021-11-29,2,0,0,0,2,2.0,35.0,37.0,37,1,2021-11-29,2022-01-03,534,33,33,2021-11-27,2021-11-29,5,2,0.06060606060606061,1.0,4,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191219__20191221,INTE2010310A,2019-11-04,2020-01-06,2019-12-19,2019-12-21,2,0,0,0,2,45.0,16.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-12-19,2019-12-21,2,2,0.06060606060606061,1.0,11,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE1934128A__20191123__20191124,INTE1934128A,2019-11-04,2020-01-06,2019-11-23,2019-11-24,2,0,0,0,2,19.0,43.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-11-24,148,2,0.06060606060606061,1.0,12,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2000953A__20191201__20191202,INTE2000953A,2019-11-04,2020-01-06,2019-12-01,2019-12-02,2,0,0,0,2,27.0,35.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-12-01,2019-12-02,8,2,0.06060606060606061,1.0,13,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2005870A__20191123__20191124,INTE2005870A,2019-11-04,2020-01-06,2019-11-23,2019-11-24,2,0,0,0,2,19.0,43.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-11-24,4,2,0.06060606060606061,1.0,14,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2005870A__20191201__20191202,INTE2005870A,2019-11-04,2020-01-06,2019-12-01,2019-12-02,2,0,0,0,2,27.0,35.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-12-01,2019-12-02,2,2,0.06060606060606061,1.0,15,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191201__20191202,INTE2010310A,2019-11-04,2020-01-06,2019-12-01,2019-12-02,2,0,0,0,2,27.0,35.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-12-01,2019-12-02,3,2,0.06060606060606061,1.0,16,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191219__20191220,INTE2010310A,2019-11-04,2020-01-06,2019-12-19,2019-12-20,2,0,0,0,2,45.0,17.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-12-19,2019-12-20,2,2,0.06060606060606061,1.0,17,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2014521A__20191123__20191124,INTE2014521A,2019-11-04,2020-01-06,2019-11-23,2019-11-24,2,0,0,0,2,19.0,43.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-11-24,2,2,0.06060606060606061,1.0,18,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2023938A__20191220__20191220,INTE2023938A,2019-11-04,2020-01-06,2019-12-20,2019-12-20,2,0,0,0,2,46.0,17.0,63.0,63,1,2019-11-04,2020-01-06,686,33,33,2019-12-20,2019-12-20,3,2,0.06060606060606061,1.0,19,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191103__20191103,INTE2010310A,2019-11-04,2020-01-06,2019-11-03,2019-11-03,2,0,0,0,2,1.0,64.0,65.0,65,0,2019-11-04,2020-01-06,686,33,33,2019-11-03,2019-11-03,4,2,0.06060606060606061,1.0,20,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191122__20191124,INTE2010310A,2019-11-04,2020-01-06,2019-11-22,2019-11-24,2,0,0,0,2,18.0,43.0,61.0,61,3,2019-11-04,2020-01-06,686,33,33,2019-11-22,2019-11-24,6,4,0.06060606060606061,0.5,21,False
WD_MERGE_2019-11-04---2020-01-06_duration_56_days_cluster_351_A0_000915_A_001176_lat_04685_lon_00678_size_0668,INTE2010310A__20191123__20191124,INTE2010310A,2019-11-04,2020-01-06,2019-11-23,2019-11-24,2,0,0,0,2,19.0,43.0,62.0,62,2,2019-11-04,2020-01-06,686,33,33,2019-11-23,2019-11-24,6,4,0.06060606060606061,0.5,22,False
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,INTE2104714A__20210203__20210209,INTE2104714A,2021-01-04,2021-03-08,2021-02-03,2021-02-09,2,0,0,0,2,30.0,27.0,57.0,57,7,2021-01-04,2021-03-08,852,37,37,2021-02-03,2021-02-09,86,3,0.05405405405405406,0.6666666666666666,1,False
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,INTE2107265A__20210201__20210204,INTE2107265A,2021-01-04,2021-03-08,2021-02-01,2021-02-04,2,0,0,0,2,28.0,32.0,60.0,60,4,2021-01-04,2021-03-08,852,37,37,2021-02-01,2021-02-04,23,5,0.05405405405405406,0.4,2,False
WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220,INTE2104714A__20201228__20201229,INTE2104714A,2020-11-09,2021-01-04,2020-12-28,2020-12-29,2,0,0,0,2,49.0,6.0,55.0,55,2,2020-11-09,2021-01-04,766,38,38,2020-12-28,2020-12-29,5,2,0.05263157894736842,1.0,1,False
WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220,INTE2114774A__20201228__20201229,INTE2114774A,2020-11-09,2021-01-04,2020-12-28,2020-12-29,2,0,0,0,2,49.0,6.0,55.0,55,2,2020-11-09,2021-01-04,766,38,38,2020-12-28,2020-12-29,3,2,0.05263157894736842,1.0,2,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20210129__20210204,INTE2105706A,2020-12-28,2021-02-08,2021-01-29,2021-02-04,2,0,0,0,2,32.0,4.0,36.0,36,7,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-02-04,63,2,0.047619047619047616,1.0,3,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210129__20210204,INTE2112076A,2020-12-28,2021-02-08,2021-01-29,2021-02-04,2,0,0,0,2,32.0,4.0,36.0,36,7,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-02-04,12,2,0.047619047619047616,1.0,4,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20210201__20210210,INTE2107265A,2020-12-28,2021-02-08,2021-02-01,2021-02-10,2,0,0,0,2,35.0,2.0,37.0,37,8,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-10,6,2,0.047619047619047616,1.0,5,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201228__20201229,INTE2104714A,2020-12-28,2021-02-08,2020-12-28,2020-12-29,2,0,0,0,2,0.0,41.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-29,5,2,0.047619047619047616,1.0,6,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210128__20210129,INTE2112076A,2020-12-28,2021-02-08,2021-01-28,2021-01-29,2,0,0,0,2,31.0,10.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-28,2021-01-29,2,2,0.047619047619047616,1.0,7,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20201228__20201229,INTE2114774A,2020-12-28,2021-02-08,2020-12-28,2020-12-29,2,0,0,0,2,0.0,41.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-29,3,2,0.047619047619047616,1.0,8,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2400969A__20231206__20231224,IOME2400969A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,2,0,0,0,2,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,42,2,0.045454545454545456,1.0,1,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2333648A__20231113__20231124,IOME2333648A,2023-11-27,2023-12-25,2023-11-13,2023-11-24,2,0,0,0,2,14.0,31.0,45.0,45,0,2023-11-27,2023-12-25,1491,44,44,2023-11-13,2023-11-24,308,2,0.045454545454545456,1.0,2,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,INTE2427051A__20231031__20240114,INTE2427051A,2023-11-27,2023-12-25,2023-10-31,2024-01-14,2,0,0,0,2,27.0,20.0,47.0,47,29,2023-11-27,2023-12-25,1491,44,44,2023-10-31,2024-01-14,8,2,0.045454545454545456,1.0,3,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2400974A__20231227__20240111,IOME2400974A,2023-11-27,2023-12-25,2023-12-27,2024-01-11,2,0,0,0,2,30.0,17.0,47.0,47,0,2023-11-27,2023-12-25,1491,44,44,2023-12-27,2024-01-11,165,2,0.045454545454545456,1.0,4,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2402725A__20231227__20240111,IOME2402725A,2023-11-27,2023-12-25,2023-12-27,2024-01-11,2,0,0,0,2,30.0,17.0,47.0,47,0,2023-11-27,2023-12-25,1491,44,44,2023-12-27,2024-01-11,5,2,0.045454545454545456,1.0,5,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2407004A__20231101__20240115,IOME2407004A,2023-11-27,2023-12-25,2023-11-01,2024-01-15,2,0,0,0,2,26.0,21.0,47.0,47,29,2023-11-27,2023-12-25,1491,44,44,2023-11-01,2024-01-15,79,2,0.045454545454545456,1.0,6,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2333648A__20231102__20231124,IOME2333648A,2023-11-27,2023-12-25,2023-11-02,2023-11-24,2,0,0,0,2,25.0,31.0,56.0,56,0,2023-11-27,2023-12-25,1491,44,44,2023-11-02,2023-11-24,21,2,0.045454545454545456,1.0,7,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2402725A__20231102__20231124,IOME2402725A,2023-11-27,2023-12-25,2023-11-02,2023-11-24,2,0,0,0,2,25.0,31.0,56.0,56,0,2023-11-27,2023-12-25,1491,44,44,2023-11-02,2023-11-24,7,2,0.045454545454545456,1.0,8,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2407004A__20231102__20231124,IOME2407004A,2023-11-27,2023-12-25,2023-11-02,2023-11-24,2,0,0,0,2,25.0,31.0,56.0,56,0,2023-11-27,2023-12-25,1491,44,44,2023-11-02,2023-11-24,3,2,0.045454545454545456,1.0,9,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2411920A__20231102__20231124,IOME2411920A,2023-11-27,2023-12-25,2023-11-02,2023-11-24,2,0,0,0,2,25.0,31.0,56.0,56,0,2023-11-27,2023-12-25,1491,44,44,2023-11-02,2023-11-24,2,2,0.045454545454545456,1.0,10,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2400969A__20231102__20231124,IOME2400969A,2023-11-27,2023-12-25,2023-11-02,2023-11-24,2,0,0,0,2,25.0,31.0,56.0,56,0,2023-11-27,2023-12-25,1491,44,44,2023-11-02,2023-11-24,21,3,0.045454545454545456,0.6666666666666666,11,False
WD_MERGE_2024-01-01---2024-02-05_duration_35_days_cluster_333_A0_001861_A_002025_lat_04966_lon_00582_size_0555,IOME2400974A__20231227__20240111,IOME2400974A,2024-01-01,2024-02-05,2023-12-27,2024-01-11,2,0,0,0,2,5.0,25.0,30.0,30,11,2024-01-01,2024-02-05,1975,45,45,2023-12-27,2024-01-11,165,2,0.044444444444444446,1.0,2,False
WD_MERGE_2024-01-01---2024-02-05_duration_35_days_cluster_333_A0_001861_A_002025_lat_04966_lon_00582_size_0555,IOME2402725A__20231227__20240111,IOME2402725A,2024-01-01,2024-02-05,2023-12-27,2024-01-11,2,0,0,0,2,5.0,25.0,30.0,30,11,2024-01-01,2024-02-05,1975,45,45,2023-12-27,2024-01-11,5,2,0.044444444444444446,1.0,3,False
