event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,n_tiles_processed,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2015-07-27---2015-08-03_cluster_168,2015,2015-07-27,2015-08-03,7,168,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-07-27---2015-08-03_duration_7_days_cluster_168_A0_000002_A_000002_lat_04976_lon_02661_size_0006.tif,0,,0,0
2015-07-27---2015-08-03_cluster_169,2015,2015-07-27,2015-08-03,7,169,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-07-27---2015-08-03_duration_7_days_cluster_169_A0_000001_A_000001_lat_06464_lon_03040_size_0022.tif,0,,0,0
2015-07-27---2015-08-03_cluster_170,2015,2015-07-27,2015-08-03,7,170,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-07-27---2015-08-03_duration_7_days_cluster_170_A0_000001_A_000001_lat_05031_lon_03189_size_0012.tif,0,,0,0
2015-07-27---2015-08-03_cluster_171,2015,2015-07-27,2015-08-03,7,171,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-07-27---2015-08-03_duration_7_days_cluster_171_A0_000001_A_000002_lat_04531_lon_03807_size_0016.tif,0,,0,0
2015-08-03---2015-08-10_cluster_172,2015,2015-08-03,2015-08-10,7,172,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-03---2015-08-10_duration_7_days_cluster_172_A0_000003_A_000003_lat_03888_lon_-0124_size_0012.tif,0,,0,0
2015-08-03---2015-08-10_cluster_173,2015,2015-08-03,2015-08-10,7,173,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-03---2015-08-10_duration_7_days_cluster_173_A0_000007_A_000008_lat_05081_lon_-0108_size_0006.tif,0,,0,244
2015-08-03---2015-08-10_cluster_174,2015,2015-08-03,2015-08-10,7,174,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-03---2015-08-10_duration_7_days_cluster_174_A0_000001_A_000001_lat_06073_lon_00787_size_0039.tif,0,,0,0
2015-08-03---2015-08-10_cluster_175,2015,2015-08-03,2015-08-10,7,175,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-03---2015-08-10_duration_7_days_cluster_175_A0_000005_A_000005_lat_05258_lon_02832_size_0015.tif,0,,0,0
2015-08-10---2015-08-17_cluster_180,2015,2015-08-10,2015-08-17,7,180,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-10---2015-08-17_duration_7_days_cluster_180_A0_000001_A_000001_lat_03479_lon_01124_size_0002.tif,0,,0,0
2015-08-10---2015-08-17_cluster_181,2015,2015-08-10,2015-08-17,7,181,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-10---2015-08-17_duration_7_days_cluster_181_A0_000013_A_000026_lat_03555_lon_03755_size_0013.tif,0,,0,0
2015-08-10---2015-08-31_cluster_179,2015,2015-08-10,2015-08-31,21,179,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-10---2015-08-31_duration_21_days_cluster_179_A0_000004_A_000006_lat_05185_lon_00269_size_0103.tif,0,,234,597
2015-08-24---2015-08-31_cluster_189,2015,2015-08-24,2015-08-31,7,189,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_189_A0_000003_A_000003_lat_03703_lon_-0624_size_0004.tif,0,,0,0
2015-08-24---2015-08-31_cluster_190,2015,2015-08-24,2015-08-31,7,190,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_190_A0_000001_A_000001_lat_03890_lon_-0124_size_0011.tif,0,,0,0
2015-08-24---2015-08-31_cluster_191,2015,2015-08-24,2015-08-31,7,191,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_191_A0_000006_A_000009_lat_05314_lon_-0872_size_0052.tif,0,,0,0
2015-08-24---2015-08-31_cluster_192,2015,2015-08-24,2015-08-31,7,192,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_192_A0_000001_A_000001_lat_05923_lon_-0272_size_0010.tif,0,,0,0
2015-08-24---2015-08-31_cluster_193,2015,2015-08-24,2015-08-31,7,193,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_193_A0_000007_A_000009_lat_04280_lon_01120_size_0006.tif,0,,360,9
2015-08-24---2015-08-31_cluster_195,2015,2015-08-24,2015-08-31,7,195,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_195_A0_000010_A_000013_lat_05392_lon_02098_size_0066.tif,0,,0,0
2015-08-24---2015-08-31_cluster_198,2015,2015-08-24,2015-08-31,7,198,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_198_A0_000001_A_000001_lat_05050_lon_03316_size_0103.tif,0,,0,0
2015-08-24---2015-08-31_cluster_200,2015,2015-08-24,2015-08-31,7,200,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-24---2015-08-31_duration_7_days_cluster_200_A0_000027_A_000053_lat_03554_lon_03751_size_0011.tif,0,,0,0
2015-08-31---2015-09-07_cluster_202,2015,2015-08-31,2015-09-07,7,202,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-31---2015-09-07_duration_7_days_cluster_202_A0_000007_A_000009_lat_04755_lon_-0271_size_0009.tif,1,Billiers,752,264
2015-08-31---2015-09-07_cluster_203,2015,2015-08-31,2015-09-07,7,203,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-31---2015-09-07_duration_7_days_cluster_203_A0_000018_A_000031_lat_05381_lon_-0247_size_0182.tif,0,,0,0
2015-08-31---2015-09-07_cluster_205,2015,2015-08-31,2015-09-07,7,205,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-08-31---2015-09-07_duration_7_days_cluster_205_A0_000003_A_000004_lat_05153_lon_02984_size_0032.tif,0,,0,0
2015-09-07---2015-09-14_cluster_207,2015,2015-09-07,2015-09-14,7,207,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-07---2015-09-14_duration_7_days_cluster_207_A0_000009_A_000011_lat_04040_lon_-0435_size_0112.tif,0,,0,0
2015-09-07---2015-09-14_cluster_208,2015,2015-09-07,2015-09-14,7,208,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-07---2015-09-14_duration_7_days_cluster_208_A0_000006_A_000007_lat_05080_lon_-0111_size_0007.tif,0,,0,244
2015-09-07---2015-09-14_cluster_209,2015,2015-09-07,2015-09-14,7,209,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-07---2015-09-14_duration_7_days_cluster_209_A0_000008_A_000009_lat_04655_lon_03335_size_0009.tif,0,,0,0
2015-09-07---2015-09-14_cluster_211,2015,2015-09-07,2015-09-14,7,211,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-07---2015-09-14_duration_7_days_cluster_211_A0_000014_A_000016_lat_04587_lon_03832_size_0038.tif,0,,0,0
2015-09-07---2015-09-14_cluster_212,2015,2015-09-07,2015-09-14,7,212,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-07---2015-09-14_duration_7_days_cluster_212_A0_000001_A_000001_lat_04199_lon_04832_size_0027.tif,0,,0,0
2015-09-14---2015-09-21_cluster_213,2015,2015-09-14,2015-09-21,7,213,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_213_A0_000001_A_000001_lat_03690_lon_-0614_size_0016.tif,0,,0,0
2015-09-14---2015-09-21_cluster_214,2015,2015-09-14,2015-09-21,7,214,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_214_A0_000004_A_000007_lat_04080_lon_-0865_size_0001.tif,0,,0,0
2015-09-14---2015-09-21_cluster_215,2015,2015-09-14,2015-09-21,7,215,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_215_A0_000001_A_000001_lat_04774_lon_-0335_size_0015.tif,0,,752,264
2015-09-14---2015-09-21_cluster_216,2015,2015-09-14,2015-09-21,7,216,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_216_A0_000003_A_000004_lat_06555_lon_-2239_size_0040.tif,0,,0,0
2015-09-14---2015-09-21_cluster_217,2015,2015-09-14,2015-09-21,7,217,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_217_A0_000010_A_000013_lat_06576_lon_-1552_size_0026.tif,0,,0,0
2015-09-14---2015-09-21_cluster_218,2015,2015-09-14,2015-09-21,7,218,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_218_A0_000001_A_000002_lat_05212_lon_00128_size_0020.tif,0,,234,597
2015-09-14---2015-09-21_cluster_219,2015,2015-09-14,2015-09-21,7,219,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_219_A0_000001_A_000001_lat_05311_lon_01768_size_0030.tif,0,,0,0
2015-09-14---2015-09-21_cluster_220,2015,2015-09-14,2015-09-21,7,220,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_220_A0_000007_A_000009_lat_06684_lon_03288_size_0023.tif,0,,0,0
2015-09-14---2015-09-21_cluster_221,2015,2015-09-14,2015-09-21,7,221,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_221_A0_000087_A_000089_lat_03852_lon_03143_size_0003.tif,0,,0,0
2015-09-14---2015-09-21_cluster_222,2015,2015-09-14,2015-09-21,7,222,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_222_A0_000001_A_000002_lat_04132_lon_03514_size_0008.tif,0,,0,0
2015-09-14---2015-09-21_cluster_223,2015,2015-09-14,2015-09-21,7,223,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-14---2015-09-21_duration_7_days_cluster_223_A0_000002_A_000003_lat_04708_lon_04055_size_0036.tif,0,,0,0
2015-09-28---2015-10-12_cluster_226,2015,2015-09-28,2015-10-12,14,226,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-28---2015-10-12_duration_14_days_cluster_226_A0_000004_A_000005_lat_04874_lon_-0367_size_0009.tif,0,,752,264
2015-09-28---2015-10-12_cluster_228,2015,2015-09-28,2015-10-12,14,228,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-09-28---2015-10-12_duration_14_days_cluster_228_A0_005674_A_007535_lat_05151_lon_02947_size_0162.tif,0,,0,0
2015-10-05---2015-10-12_cluster_236,2015,2015-10-05,2015-10-12,7,236,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-05---2015-10-12_duration_7_days_cluster_236_A0_000005_A_000007_lat_05082_lon_-0108_size_0005.tif,0,,0,244
2015-10-05---2015-10-12_cluster_238,2015,2015-10-05,2015-10-12,7,238,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-05---2015-10-12_duration_7_days_cluster_238_A0_000040_A_000053_lat_03682_lon_03857_size_0015.tif,0,,0,0
2015-10-05---2015-10-12_cluster_239,2015,2015-10-05,2015-10-12,7,239,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-05---2015-10-12_duration_7_days_cluster_239_A0_000005_A_000007_lat_04492_lon_04651_size_0122.tif,0,,0,0
2015-10-12---2015-10-19_cluster_241,2015,2015-10-12,2015-10-19,7,241,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_241_A0_000001_A_000001_lat_04609_lon_-0075_size_0051.tif,0,,4100,1715
2015-10-12---2015-10-19_cluster_243,2015,2015-10-12,2015-10-19,7,243,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_243_A0_000009_A_000010_lat_04088_lon_01946_size_0006.tif,0,,0,0
2015-10-12---2015-10-19_cluster_244,2015,2015-10-12,2015-10-19,7,244,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_244_A0_000005_A_000006_lat_05199_lon_02372_size_0039.tif,0,,0,0
2015-10-12---2015-10-19_cluster_245,2015,2015-10-12,2015-10-19,7,245,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_245_A0_000004_A_000006_lat_05714_lon_02289_size_0018.tif,0,,0,0
2015-10-12---2015-10-19_cluster_246,2015,2015-10-12,2015-10-19,7,246,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_246_A0_000001_A_000001_lat_06968_lon_02210_size_0056.tif,0,,0,0
2015-10-12---2015-10-19_cluster_247,2015,2015-10-12,2015-10-19,7,247,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-19_duration_7_days_cluster_247_A0_000003_A_000004_lat_04662_lon_03380_size_0009.tif,0,,0,0
2015-10-12---2015-10-26_cluster_242,2015,2015-10-12,2015-10-26,14,242,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-12---2015-10-26_duration_14_days_cluster_242_A0_000016_A_000019_lat_05107_lon_-0056_size_0054.tif,0,,234,3817
2015-10-19---2015-10-26_cluster_249,2015,2015-10-19,2015-10-26,7,249,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-19---2015-10-26_duration_7_days_cluster_249_A0_000001_A_000002_lat_04150_lon_01569_size_0015.tif,0,,0,0
2015-10-19---2015-10-26_cluster_250,2015,2015-10-19,2015-10-26,7,250,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-19---2015-10-26_duration_7_days_cluster_250_A0_000068_A_000114_lat_04547_lon_01649_size_0017.tif,0,,0,0
2015-10-26---2015-11-02_cluster_252,2015,2015-10-26,2015-11-02,7,252,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_252_A0_000001_A_000002_lat_05172_lon_-0493_size_0005.tif,0,,0,171
2015-10-26---2015-11-02_cluster_254,2015,2015-10-26,2015-11-02,7,254,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_254_A0_000006_A_000009_lat_05360_lon_-0108_size_0086.tif,0,,0,0
2015-10-26---2015-11-02_cluster_256,2015,2015-10-26,2015-11-02,7,256,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_256_A0_000002_A_000002_lat_04968_lon_00324_size_0123.tif,0,,7498,2028
2015-10-26---2015-11-02_cluster_257,2015,2015-10-26,2015-11-02,7,257,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_257_A0_000002_A_000002_lat_05371_lon_00800_size_0246.tif,0,,0,0
2015-10-26---2015-11-02_cluster_258,2015,2015-10-26,2015-11-02,7,258,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_258_A0_000003_A_000003_lat_03743_lon_01482_size_0002.tif,0,,0,0
2015-10-26---2015-11-02_cluster_259,2015,2015-10-26,2015-11-02,7,259,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_259_A0_000007_A_000010_lat_06089_lon_00812_size_0082.tif,0,,0,0
2015-10-26---2015-11-02_cluster_260,2015,2015-10-26,2015-11-02,7,260,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_260_A0_000001_A_000001_lat_04766_lon_02098_size_0018.tif,0,,0,0
2015-10-26---2015-11-02_cluster_262,2015,2015-10-26,2015-11-02,7,262,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-02_duration_7_days_cluster_262_A0_000019_A_000025_lat_03649_lon_03825_size_0068.tif,0,,0,0
2015-10-26---2015-11-09_cluster_251,2015,2015-10-26,2015-11-09,14,251,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-09_duration_14_days_cluster_251_A0_000064_A_000071_lat_03743_lon_-0623_size_0035.tif,0,,0,0
2015-10-26---2015-11-09_cluster_253,2015,2015-10-26,2015-11-09,14,253,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-09_duration_14_days_cluster_253_A0_000003_A_000004_lat_04534_lon_-0093_size_0078.tif,0,,4100,1715
2015-10-26---2015-11-09_cluster_264,2015,2015-10-26,2015-11-09,14,264,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-10-26---2015-11-09_duration_14_days_cluster_264_A0_000006_A_000006_lat_03868_lon_04882_size_0017.tif,0,,0,0
2015-11-09---2016-01-04_cluster_343,2015,2015-11-09,2016-01-04,56,343,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-09---2016-01-04_duration_56_days_cluster_343_A0_000186_A_000219_lat_05482_lon_00605_size_0290.tif,0,,234,4059
2015-11-16---2015-11-30_cluster_275,2015,2015-11-16,2015-11-30,14,275,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-16---2015-11-30_duration_14_days_cluster_275_A0_000003_A_000004_lat_04833_lon_-0346_size_0055.tif,0,,752,264
2015-11-23---2015-11-30_cluster_284,2015,2015-11-23,2015-11-30,7,284,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_284_A0_000006_A_000006_lat_03539_lon_-0599_size_0027.tif,0,,0,0
2015-11-23---2015-11-30_cluster_285,2015,2015-11-23,2015-11-30,7,285,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_285_A0_000001_A_000002_lat_04062_lon_-0867_size_0020.tif,0,,0,0
2015-11-23---2015-11-30_cluster_287,2015,2015-11-23,2015-11-30,7,287,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_287_A0_000001_A_000001_lat_04520_lon_00885_size_0017.tif,0,,69,249
2015-11-23---2015-11-30_cluster_288,2015,2015-11-23,2015-11-30,7,288,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_288_A0_000005_A_000006_lat_04875_lon_02192_size_0130.tif,0,,0,0
2015-11-23---2015-11-30_cluster_289,2015,2015-11-23,2015-11-30,7,289,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_289_A0_000029_A_000038_lat_05329_lon_02253_size_0021.tif,0,,0,0
2015-11-23---2015-11-30_cluster_294,2015,2015-11-23,2015-11-30,7,294,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-11-30_duration_7_days_cluster_294_A0_000093_A_000160_lat_05171_lon_04717_size_0050.tif,0,,0,0
2015-11-23---2015-12-21_cluster_286,2015,2015-11-23,2015-12-21,28,286,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2015-12-21_duration_28_days_cluster_286_A0_000030_A_000033_lat_03957_lon_-0024_size_0035.tif,1,Labenne,815,1975
2015-11-23---2016-01-04_cluster_344,2015,2015-11-23,2016-01-04,42,344,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-11-23---2016-01-04_duration_42_days_cluster_344_A0_000799_A_000977_lat_05363_lon_-0629_size_0175.tif,8,Appeville; Carentan-les-Marais; Graignes-Mesnil-Angot; Liesville-sur-Douve; Méautis; Saint-André-de-Bohon; Tribehou; Varenguebec,12226,6171
2015-12-14---2015-12-21_cluster_306,2015,2015-12-14,2015-12-21,7,306,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_306_A0_000017_A_000030_lat_04070_lon_-0866_size_0003.tif,0,,0,0
2015-12-14---2015-12-21_cluster_307,2015,2015-12-14,2015-12-21,7,307,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_307_A0_000010_A_000012_lat_04929_lon_-0133_size_0008.tif,2,Liesville-sur-Douve; Varenguebec,3931,1930
2015-12-14---2015-12-21_cluster_308,2015,2015-12-14,2015-12-21,7,308,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_308_A0_000001_A_000001_lat_03608_lon_01046_size_0001.tif,0,,0,0
2015-12-14---2015-12-21_cluster_311,2015,2015-12-14,2015-12-21,7,311,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_311_A0_000003_A_000004_lat_06907_lon_01568_size_0009.tif,0,,0,0
2015-12-14---2015-12-21_cluster_312,2015,2015-12-14,2015-12-21,7,312,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_312_A0_000005_A_000007_lat_04957_lon_02345_size_0006.tif,0,,0,0
2015-12-14---2015-12-21_cluster_313,2015,2015-12-14,2015-12-21,7,313,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_313_A0_000007_A_000010_lat_06683_lon_03289_size_0028.tif,0,,0,0
2015-12-14---2015-12-21_cluster_314,2015,2015-12-14,2015-12-21,7,314,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_314_A0_000025_A_000031_lat_04975_lon_03663_size_0177.tif,0,,0,0
2015-12-14---2015-12-21_cluster_315,2015,2015-12-14,2015-12-21,7,315,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_315_A0_000012_A_000015_lat_04611_lon_03830_size_0017.tif,0,,0,0
2015-12-14---2015-12-21_cluster_316,2015,2015-12-14,2015-12-21,7,316,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_316_A0_000552_A_001125_lat_04505_lon_04679_size_0131.tif,0,,0,0
2015-12-14---2015-12-21_cluster_317,2015,2015-12-14,2015-12-21,7,317,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-14---2015-12-21_duration_7_days_cluster_317_A0_000011_A_000017_lat_03545_lon_04222_size_0002.tif,0,,0,0
2015-12-21---2015-12-28_cluster_318,2015,2015-12-21,2015-12-28,7,318,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2015_filtered\WD_MERGE_2015-12-21---2015-12-28_duration_7_days_cluster_318_A0_000001_A_000001_lat_04869_lon_-0377_size_0019.tif,0,,752,264
