event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_158_A0_000002_A_000002_lat_04431_lon_-0047_size_0010,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_158_A0_000002_A_000002_lat_04431_lon_-0047_size_0010.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_158_A0_000002_A_000002_lat_04431_lon_-0047_size_0010.tif,2016,2016-07-25,2016-08-01,7,158,2,2,4431,-47,10,FR,France,FRI,Nouvelle-Aquitaine,FRI1,Aquitaine,FRI13,Landes,74.0,3260,1304000.0,5
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,2016,2016-07-25,2016-08-01,7,160,2,2,4349,2349,34,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG312,Монтана,916.0,3390,1356000.0,4
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,2016,2016-07-25,2016-08-01,7,160,2,2,4349,2349,34,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG313,Враца,299.0,491,196400.0,4
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,2016,2016-07-25,2016-08-01,7,160,2,2,4349,2349,34,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG314,Плевен,535.0,959,383600.0,2
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_160_A0_000002_A_000002_lat_04349_lon_02349_size_0034.tif,2016,2016-07-25,2016-08-01,7,160,2,2,4349,2349,34,RO,România,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO411,Dolj,411.0,1518,607200.0,4
WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_162_A0_000003_A_000003_lat_06457_lon_03130_size_0025,WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_162_A0_000003_A_000003_lat_06457_lon_03130_size_0025.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-07-25---2016-08-01_duration_7_days_cluster_162_A0_000003_A_000003_lat_06457_lon_03130_size_0025.tif,2016,2016-07-25,2016-08-01,7,162,3,3,6457,3130,25,FI,Suomi/Finland,FI1,Manner-Suomi,FI1D,Pohjois- ja Itä-Suomi,FI1D8,Kainuu,103.0,237,94800.0,1
WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_164_A0_000011_A_000023_lat_04071_lon_-0866_size_0004,WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_164_A0_000011_A_000023_lat_04071_lon_-0866_size_0004.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_164_A0_000011_A_000023_lat_04071_lon_-0866_size_0004.tif,2016,2016-08-01,2016-08-08,7,164,11,23,4071,-866,4,PT,Portugal,PT1,Continente,PT19,Centro (PT),PT191,Região de Aveiro,634.0,55381,22152400.0,8
WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_165_A0_000006_A_000008_lat_06540_lon_-2238_size_0019,WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_165_A0_000006_A_000008_lat_06540_lon_-2238_size_0019.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_165_A0_000006_A_000008_lat_06540_lon_-2238_size_0019.tif,2016,2016-08-01,2016-08-08,7,165,6,8,6540,-2238,19,IS,Ísland,IS0,Ísland,IS00,Ísland,IS002,Landsbyggð,294.0,6926,2770400.0,5
WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_166_A0_000017_A_000024_lat_06544_lon_-1556_size_0028,WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_166_A0_000017_A_000024_lat_06544_lon_-1556_size_0028.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-01---2016-08-08_duration_7_days_cluster_166_A0_000017_A_000024_lat_06544_lon_-1556_size_0028.tif,2016,2016-08-01,2016-08-08,7,166,17,24,6544,-1556,28,IS,Ísland,IS0,Ísland,IS00,Ísland,IS002,Landsbyggð,2567.0,60030,24012000.0,5
WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001,WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001.tif,2016,2016-08-08,2016-08-15,7,171,1,2,5161,414,1,BE,Belgique/België,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,BE251,Arr. Brugge,124.0,5,2000.0,1
WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001,WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_171_A0_000001_A_000002_lat_05161_lon_00414_size_0001.tif,2016,2016-08-08,2016-08-15,7,171,1,2,5161,414,1,NL,Nederland,NL3,West-Nederland,NL34,Zeeland,NL342,Overig Zeeland,85.0,1329,531600.0,3
WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_172_A0_000001_A_000001_lat_05450_lon_00892_size_0002,WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_172_A0_000001_A_000001_lat_05450_lon_00892_size_0002.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-15_duration_7_days_cluster_172_A0_000001_A_000001_lat_05450_lon_00892_size_0002.tif,2016,2016-08-08,2016-08-15,7,172,1,1,5450,892,2,DE,Deutschland,DEF,Schleswig-Holstein,DEF0,Schleswig-Holstein,DEF07,Nordfriesland,82.0,753,301200.0,3
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_170_A0_000016_A_000018_lat_05388_lon_-0279_size_0135,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_170_A0_000016_A_000018_lat_05388_lon_-0279_size_0135.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_170_A0_000016_A_000018_lat_05388_lon_-0279_size_0135.tif,2016,2016-08-08,2016-08-29,21,170,16,18,5388,-279,135,IE,Éire/Ireland,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,36.0,82,32800.0,1
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG312,Монтана,897.0,4923,1969200.0,4
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG313,Враца,293.0,383,153200.0,2
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG314,Плевен,563.0,1112,444800.0,2
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,BG315,Ловеч,43.0,82,32800.0,1
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG32,Северен централен,BG321,Велико Търново,788.0,659,263600.0,2
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG3,Северна и Югоизточна България,BG34,Югоизточен,BG344,Стара Загора,275.0,467,186800.0,1
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,BG,България ,BG4,Югозападна и Южна централна България,BG42,Южен централен,BG421,Пловдив,384.0,2311,924400.0,2
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,RO,România,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO317,Teleorman,104.0,5088,2035200.0,8
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,RO,România,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO411,Dolj,452.0,4262,1704800.0,8
WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088,WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-08---2016-08-29_duration_21_days_cluster_173_A0_000006_A_000007_lat_04346_lon_02429_size_0088.tif,2016,2016-08-08,2016-08-29,21,173,6,7,4346,2429,88,RO,România,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO414,Olt,125.0,43,17200.0,1
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,ES,España,ES4,Centro (ES),ES41,Castilla y León,ES415,Salamanca,989.0,7044,2817600.0,13
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,ES,España,ES4,Centro (ES),ES41,Castilla y León,ES419,Zamora,869.0,1714,685600.0,5
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,ES,España,ES4,Centro (ES),ES42,Castilla-La Mancha,ES422,Ciudad Real,289.0,1714,685600.0,5
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,ES,España,ES4,Centro (ES),ES42,Castilla-La Mancha,ES425,Toledo,333.0,1949,779600.0,10
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,ES,España,ES4,Centro (ES),ES43,Extremadura,ES432,Cáceres,107.0,285,114000.0,1
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,PT,Portugal,PT1,Continente,PT19,Centro (PT),PT191,Região de Aveiro,629.0,9866,3946400.0,6
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_176_A0_000006_A_000009_lat_04072_lon_-0683_size_0155.tif,2016,2016-08-15,2016-08-22,7,176,6,9,4072,-683,155,PT,Portugal,PT1,Continente,PT19,Centro (PT),PT192,Região de Coimbra,13.0,64,25600.0,1
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_178_A0_000006_A_000008_lat_06532_lon_-2253_size_0009,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_178_A0_000006_A_000008_lat_06532_lon_-2253_size_0009.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_178_A0_000006_A_000008_lat_06532_lon_-2253_size_0009.tif,2016,2016-08-15,2016-08-22,7,178,6,8,6532,-2253,9,IS,Ísland,IS0,Ísland,IS00,Ísland,IS002,Landsbyggð,497.0,3980,1592000.0,8
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_179_A0_000053_A_000098_lat_06523_lon_-1806_size_0077,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_179_A0_000053_A_000098_lat_06523_lon_-1806_size_0077.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_179_A0_000053_A_000098_lat_06523_lon_-1806_size_0077.tif,2016,2016-08-15,2016-08-22,7,179,53,98,6523,-1806,77,IS,Ísland,IS0,Ísland,IS00,Ísland,IS002,Landsbyggð,8927.0,245140,98056000.0,17
WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_182_A0_000005_A_000007_lat_05883_lon_02905_size_0051,WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_182_A0_000005_A_000007_lat_05883_lon_02905_size_0051.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-08-22_duration_7_days_cluster_182_A0_000005_A_000007_lat_05883_lon_02905_size_0051.tif,2016,2016-08-15,2016-08-22,7,182,5,7,5883,2905,51,EE,Eesti,EE0,Eesti,EE00,Eesti,EE00A,Kirde-Eesti,58.0,121,48400.0,2
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO02,Innlandet,NO020,Innlandet,7360.0,154903,61961200.0,17
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO06,Trøndelag/Trööndelage,NO060,Trøndelag/Trööndelage,846.0,75259,30103600.0,10
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO07,Nord-Norge,NO071,Nordland/Nordlánnda,814.0,11247,4498800.0,5
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO08,Oslo og Viken,NO081,Oslo,700.0,164,65600.0,1
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO08,Oslo og Viken,NO083,Østfold,106.0,180,72000.0,1
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO08,Oslo og Viken,NO085,Buskerud,6987.0,290206,116082400.0,5
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO09,Agder og Sør-Østlandet,NO092,Agder,1806.0,36569,14627600.0,5
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO09,Agder og Sør-Østlandet,NO094,Telemark,1885.0,130789,52315600.0,5
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO0A,Vestlandet,NO0A1,Rogaland,1492.0,6223,2489200.0,4
WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149,WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2016\WD_MERGE_2016-08-15---2016-09-19_duration_35_days_cluster_309_A0_000219_A_000412_lat_06150_lon_00905_size_0149.tif,2016,2016-08-15,2016-09-19,35,309,219,412,6150,905,149,NO,Norge,NO0,Norge,NO0A,Vestlandet,NO0A2,Vestland,25012.0,164232,65692800.0,12
