event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,nuts1_code,nuts1_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,FR,France,FRH,Bretagne,1350.0,48772,19508800.0,100
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,FR,France,FRI,Nouvelle-Aquitaine,2175.0,272311,108924400.0,272
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,FR,France,FRJ,Occitanie,275.0,10802,4320800.0,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,FR,France,FRK,Auvergne-Rhône-Alpes,2299.0,241112,96444800.0,100
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,FR,France,FRL,Provence-Alpes-Côte d’Azur,99.0,13816,5526400.0,4
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,HU,Magyarország,HU2,Dunántúl,31.0,3713,1485200.0,9
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,IT,Italia,ITC,Nord-Ovest,988.0,6977,2790800.0,38
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,IT,Italia,ITH,Nord-Est,35.0,201,80400.0,1
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,LU,Luxembourg,LU0,Luxembourg,51.0,1801,720400.0,3
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,PL,Polska,PL4,Makroregion północno-zachodni,1156.0,32037,12814800.0,38
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,PL,Polska,PL5,Makroregion południowo-zachodni,40.0,1105,442000.0,5
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018,2018-01-15,2018-02-05,21,356,1736,2252,4804,395,168,SK,Slovensko,SK0,Slovensko,24.0,60,24000.0,1
WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013,WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013.tif,2018,2018-01-22,2018-01-29,7,12,1,1,3879,-694,13,ES,España,ES4,Centro (ES),186.0,1197,478800.0,7
WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013,WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-01-29_duration_7_days_cluster_012_A0_000001_A_000001_lat_03879_lon_-0694_size_0013.tif,2018,2018-01-22,2018-01-29,7,12,1,1,3879,-694,13,PT,Portugal,PT1,Continente,451.0,2554,1021600.0,5
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,DE,Deutschland,DEF,Schleswig-Holstein,107.0,3401,1360400.0,11
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,DK,Danmark,DK0,Danmark,1195.0,131641,52656400.0,40
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,LT,Lietuva,LT0,Lietuva,190.0,26107,10442800.0,19
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,LV,Latvija,LV0,Latvija,332.0,46509,18603600.0,21
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,SE,Sverige,SE1,Östra Sverige,625.0,14704,5881600.0,16
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,SE,Sverige,SE2,Södra Sverige,738.0,166869,66747600.0,91
WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284,WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-02-26_duration_35_days_cluster_357_A0_000140_A_000161_lat_05684_lon_01410_size_0284.tif,2018,2018-01-22,2018-02-26,35,357,140,161,5684,1410,284,SE,Sverige,SE3,Norra Sverige,450.0,7400,2960000.0,8
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,BE,Belgique/België,BE2,Vlaams Gewest,311.0,2445,978000.0,8
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,CZ,Česko,CZ0,Česko,275.0,859,343600.0,12
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DE4,Brandenburg,404.0,161447,64578800.0,60
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DE5,Bremen,179.0,17879,7151600.0,2
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DE6,Hamburg,56.0,617,246800.0,1
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DE8,Mecklenburg-Vorpommern,398.0,29157,11662800.0,29
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DE9,Niedersachsen,482.0,186175,74470000.0,176
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DEA,Nordrhein-Westfalen,1234.0,401286,160514400.0,43
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DED,Sachsen,450.0,708,283200.0,6
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DEE,Sachsen-Anhalt,301.0,42453,16981200.0,20
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DE,Deutschland,DEF,Schleswig-Holstein,658.0,28257,11302800.0,79
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,DK,Danmark,DK0,Danmark,68.0,451,180400.0,3
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,LT,Lietuva,LT0,Lietuva,783.0,491249,196499600.0,12
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,NL,Nederland,NL1,Noord-Nederland,55.0,1458,583200.0,2
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,NL,Nederland,NL2,Oost-Nederland,1128.0,742498,296999200.0,56
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,NL,Nederland,NL3,West-Nederland,1095.0,59605,23842000.0,48
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,NL,Nederland,NL4,Zuid-Nederland,919.0,218150,87260000.0,32
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL2,Makroregion południowy,43.0,28,11200.0,1
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL4,Makroregion północno-zachodni,1423.0,800046,320018400.0,231
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL5,Makroregion południowo-zachodni,935.0,23048,9219200.0,17
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL6,Makroregion północny,783.0,107879,43151600.0,135
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL7,Makroregion centralny,135.0,46686,18674400.0,21
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL8,Makroregion wschodni,704.0,379413,151765200.0,125
WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437,WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-05_duration_35_days_cluster_358_A0_001470_A_001927_lat_05324_lon_01576_size_0437.tif,2018,2018-01-22,2018-03-05,35,358,1470,1927,5324,1576,437,PL,Polska,PL9,Makroregion województwo mazowieckie,713.0,362136,144854400.0,159
WD_MERGE_2018-01-22---2018-03-19_duration_49_days_cluster_361_A0_000432_A_000547_lat_04585_lon_03409_size_0397,WD_MERGE_2018-01-22---2018-03-19_duration_49_days_cluster_361_A0_000432_A_000547_lat_04585_lon_03409_size_0397.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-22---2018-03-19_duration_49_days_cluster_361_A0_000432_A_000547_lat_04585_lon_03409_size_0397.tif,2018,2018-01-22,2018-03-19,49,361,432,547,4585,3409,397,RO,România,RO2,Macroregiunea Doi,959.0,513236,205294400.0,182
