event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120,WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120.tif,2015,2014-12-29,2015-01-05,7,4,5,6,5570,2013,120,LT,Lietuva,LT0,Lietuva,LT02,Vidurio ir vakarų Lietuvos regionas ,43.0,2577,1030800.0,5
WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120,WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-05_duration_7_days_cluster_004_A0_000005_A_000006_lat_05570_lon_02013_size_0120.tif,2015,2014-12-29,2015-01-05,7,4,5,6,5570,2013,120,SE,Sverige,SE2,Södra Sverige,SE21,Småland med öarna,552.0,4050,1620000.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,ES,España,ES3,Comunidad de Madrid,ES30,Comunidad de Madrid,393.0,303,121200.0,16
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,ES,España,ES4,Centro (ES),ES41,Castilla y León,44.0,3,1200.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,ES,España,ES4,Centro (ES),ES42,Castilla-La Mancha,731.0,72864,29145600.0,103
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,ES,España,ES4,Centro (ES),ES43,Extremadura,381.0,194,77600.0,7
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,ES,España,ES6,Sur,ES61,Andalucía,507.0,23,9200.0,6
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,PT,Portugal,PT1,Continente,PT1A,Grande Lisboa,13.0,355,142000.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,PT,Portugal,PT1,Continente,PT1B,Península de Setúbal,49.0,565,226000.0,4
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,PT,Portugal,PT1,Continente,PT1C,Alentejo,1308.0,6686,2674400.0,44
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_001_A0_000026_A_000033_lat_03933_lon_-0393_size_0056.tif,2015,2014-12-29,2015-01-12,14,1,26,33,3933,-393,56,PT,Portugal,PT1,Continente,PT1D,Oeste e Vale do Tejo,261.0,2101,840400.0,10
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,BE,Belgique/België,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,10.0,1,400.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,BE,Belgique/België,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,224.0,31,12400.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,DE,Deutschland,DE9,Niedersachsen,DE92,Hannover,11.0,16,6400.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,DE,Deutschland,DE9,Niedersachsen,DE94,Weser-Ems,41.0,872,348800.0,2
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,DE,Deutschland,DEA,Nordrhein-Westfalen,DEA1,Düsseldorf,729.0,31,12400.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL1,Noord-Nederland,NL11,Groningen,30.0,375,150000.0,2
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL1,Noord-Nederland,NL12,Friesland (NL),79.0,730,292000.0,8
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL1,Noord-Nederland,NL13,Drenthe,29.0,102,40800.0,3
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL2,Oost-Nederland,NL21,Overijssel,43.0,426,170400.0,5
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL2,Oost-Nederland,NL22,Gelderland,80.0,25,10000.0,3
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL2,Oost-Nederland,NL23,Flevoland,47.0,90,36000.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL3,West-Nederland,NL32,Noord-Holland,24.0,561,224400.0,4
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL3,West-Nederland,NL34,Zeeland,123.0,227,90800.0,2
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL3,West-Nederland,NL36,Zuid-Holland,72.0,2798,1119200.0,4
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL4,Zuid-Nederland,NL41,Noord-Brabant,35.0,73,29200.0,1
WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099,WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-12_duration_14_days_cluster_002_A0_000002_A_000002_lat_05241_lon_00527_size_0099.tif,2015,2014-12-29,2015-01-12,14,2,2,2,5241,527,99,NL,Nederland,NL4,Zuid-Nederland,NL42,Limburg (NL),378.0,222,88800.0,3
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,EE,Eesti,EE0,Eesti,EE00,Eesti,131.0,12035,4814000.0,19
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,FI,Suomi/Finland,FI1,Manner-Suomi,FI19,Länsi-Suomi,212.0,2173,869200.0,8
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,FI,Suomi/Finland,FI1,Manner-Suomi,FI1C,Etelä-Suomi,25.0,50,20000.0,3
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,LT,Lietuva,LT0,Lietuva,LT02,Vidurio ir vakarų Lietuvos regionas ,72.0,40,16000.0,3
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,LV,Latvija,LV0,Latvija,LV00,Latvija,570.0,38538,15415200.0,16
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,PL,Polska,PL6,Makroregion północny,PL62,Warmińsko-mazurskie,455.0,1210,484000.0,19
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,PL,Polska,PL8,Makroregion wschodni,PL84,Podlaskie,398.0,8019,3207600.0,49
WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081,WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-01-19_duration_14_days_cluster_005_A0_000023_A_000026_lat_05724_lon_02345_size_0081.tif,2015,2014-12-29,2015-01-19,14,5,23,26,5724,2345,81,PL,Polska,PL9,Makroregion województwo mazowieckie,PL92,Mazowiecki regionalny,64.0,231,92400.0,2
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,AL,Shqipëria,AL0,Shqipëria,AL01,Veri,2285.0,288,115200.0,2
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,AT,Österreich,AT1,Ostösterreich,AT11,Burgenland,103.0,22664,9065600.0,13
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,AT,Österreich,AT1,Ostösterreich,AT12,Niederösterreich,816.0,1635,654000.0,16
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,AT,Österreich,AT1,Ostösterreich,AT13,Wien,10.0,2,800.0,1
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,BG,България ,BG3,Северна и Югоизточна България,BG31,Северозападен,961.0,19206,7682400.0,20
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,BG,България ,BG3,Северна и Югоизточна България,BG32,Северен централен,1036.0,7613,3045200.0,16
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,BG,България ,BG3,Северна и Югоизточна България,BG33,Североизточен,867.0,6136,2454400.0,27
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,BG,България ,BG3,Северна и Югоизточна България,BG34,Югоизточен,1082.0,24857,9942800.0,26
WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382,WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2015\WD_MERGE_2014-12-29---2015-02-09_duration_35_days_cluster_333_A0_000634_A_000739_lat_04463_lon_02251_size_0382.tif,2015,2014-12-29,2015-02-09,35,333,634,739,4463,2251,382,BG,България ,BG4,Югозападна и Южна централна България,BG41,Югозападен,151.0,594,237600.0,4
