event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,RO,România,RO1,Macroregiunea Unu,RO11,Nord-Vest,53.0,1510,604000.0,2
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,RO,România,RO4,Macroregiunea Patru,RO42,Vest,30.0,1041,416400.0,5
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,RS,Srbija/Сpбија,RS1,Србија - север ,RS12,Регион Војводине,1756.0,5668,2267200.0,6
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,RS,Srbija/Сpбија,RS2,Србија - југ ,RS21,Регион Шумадије и Западне Србије,485.0,129,51600.0,1
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,SK,Slovensko,SK0,Slovensko,SK02,Západné Slovensko,31.0,515,206000.0,3
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,SK,Slovensko,SK0,Slovensko,SK03,Stredné Slovensko,490.0,3947,1578800.0,8
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325,WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_351_A0_002080_A_002749_lat_04958_lon_00796_size_0325.tif,2018,2018-01-01,2018-01-29,28,351,2080,2749,4958,796,325,SK,Slovensko,SK0,Slovensko,SK04,Východné Slovensko,388.0,45382,18152800.0,42
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DE,Deutschland,DE4,Brandenburg,DE40,Brandenburg,746.0,61923,24769200.0,17
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DE,Deutschland,DE8,Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,761.0,83471,33388400.0,49
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DE,Deutschland,DEF,Schleswig-Holstein,DEF0,Schleswig-Holstein,64.0,5785,2314000.0,17
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DK,Danmark,DK0,Danmark,DK01,Hovedstaden,61.0,4073,1629200.0,2
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DK,Danmark,DK0,Danmark,DK03,Syddanmark,377.0,17629,7051600.0,11
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DK,Danmark,DK0,Danmark,DK04,Midtjylland,530.0,8612,3444800.0,8
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,DK,Danmark,DK0,Danmark,DK05,Nordjylland,92.0,17319,6927600.0,8
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,EE,Eesti,EE0,Eesti,EE00,Eesti,310.0,185475,74190000.0,48
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,FI,Suomi/Finland,FI1,Manner-Suomi,FI1B,Helsinki-Uusimaa,121.0,10998,4399200.0,16
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,FI,Suomi/Finland,FI1,Manner-Suomi,FI1C,Etelä-Suomi,128.0,6441,2576400.0,13
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,FI,Suomi/Finland,FI2,Åland,FI20,Åland,10.0,1,400.0,1
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,LT,Lietuva,LT0,Lietuva,LT02,Vidurio ir vakarų Lietuvos regionas ,656.0,296224,118489600.0,26
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,LV,Latvija,LV0,Latvija,LV00,Latvija,892.0,100742,40296800.0,30
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL4,Makroregion północno-zachodni,PL41,Wielkopolskie,517.0,7686,3074400.0,5
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL4,Makroregion północno-zachodni,PL42,Zachodniopomorskie,594.0,48366,19346400.0,38
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL4,Makroregion północno-zachodni,PL43,Lubuskie,507.0,168235,67294000.0,16
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL6,Makroregion północny,PL61,Kujawsko-pomorskie,453.0,22192,8876800.0,50
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL6,Makroregion północny,PL62,Warmińsko-mazurskie,801.0,55561,22224400.0,64
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL6,Makroregion północny,PL63,Pomorskie,365.0,25896,10358400.0,34
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL8,Makroregion wschodni,PL84,Podlaskie,721.0,539704,215881600.0,49
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,PL,Polska,PL9,Makroregion województwo mazowieckie,PL92,Mazowiecki regionalny,367.0,157157,62862800.0,66
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE1,Östra Sverige,SE11,Stockholm,469.0,34201,13680400.0,10
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE1,Östra Sverige,SE12,Östra Mellansverige,1070.0,299567,119826800.0,38
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE2,Södra Sverige,SE21,Småland med öarna,503.0,48008,19203200.0,21
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE2,Södra Sverige,SE22,Sydsverige,836.0,52144,20857600.0,30
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE2,Södra Sverige,SE23,Västsverige,428.0,12046,4818400.0,19
WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460,WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-02-12_duration_28_days_cluster_352_A0_001259_A_001548_lat_05605_lon_02315_size_0460.tif,2018,2018-01-01,2018-02-12,28,352,1259,1548,5605,2315,460,SE,Sverige,SE3,Norra Sverige,SE31,Norra Mellansverige,392.0,28132,11252800.0,14
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,BE,Belgique/België,BE2,Vlaams Gewest,BE21,Prov. Antwerpen,639.0,830,332000.0,1
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,BE,Belgique/België,BE2,Vlaams Gewest,BE23,Prov. Oost-Vlaanderen,251.0,2513,1005200.0,7
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,BE,Belgique/België,BE2,Vlaams Gewest,BE25,Prov. West-Vlaanderen,425.0,14835,5934000.0,17
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,FR,France,FRE,Hauts-de-France,FRE1,Nord-Pas de Calais,75.0,1302,520800.0,8
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,IE,Éire/Ireland,IE0,Ireland,IE04,Northern and Western,904.0,357994,143197600.0,37
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,IE,Éire/Ireland,IE0,Ireland,IE05,Southern,1127.0,192746,77098400.0,49
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,IE,Éire/Ireland,IE0,Ireland,IE06,Eastern and Midland,635.0,184491,73796400.0,22
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,NL,Nederland,NL3,West-Nederland,NL34,Zeeland,253.0,11730,4692000.0,8
WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201,WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2018\WD_MERGE_2018-01-01---2018-03-05_duration_63_days_cluster_350_A0_000423_A_000524_lat_05321_lon_-0559_size_0201.tif,2018,2018-01-01,2018-03-05,63,350,423,524,5321,-559,201,NL,Nederland,NL3,West-Nederland,NL36,Zuid-Holland,143.0,3870,1548000.0,5
